SMILES,CID,Comments,,,,
CO[C@@]1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CCOc2ccc(Cl)cc21,EDJ-MED-611d11e7-1,High priority analogs using already made isoquinoline analogs,,,,
CS(=O)(=O)c1ccc2cncc(NC(=O)[C@@H]3CCNc4cc(Cl)c(Cl)cc43)c2c1,EDJ-MED-611d11e7-2,High priority analogs using already made isoquinoline analogs,,,,
CS(=O)(=O)c1ccc2cncc(NC(=O)[C@@H]3CCOc4cc(F)c(Cl)cc43)c2c1,EDJ-MED-611d11e7-3,High priority analogs using already made isoquinoline analogs,,,,
CO[C@@]1(C(=O)Nc2cncc3ccc(F)cc23)CCOc2ccc(Cl)cc21,EDJ-MED-611d11e7-4,High priority analogs using already made isoquinoline analogs,,,,
O=C(Nc1cncc2ccc(F)cc12)[C@@H]1CCNc2cc(Cl)c(Cl)cc21,EDJ-MED-611d11e7-5,High priority analogs using already made isoquinoline analogs,,,,
O=C(Nc1cncc2ccc(F)cc12)[C@@H]1CCOc2cc(F)c(Cl)cc21,EDJ-MED-611d11e7-6,High priority analogs using already made isoquinoline analogs,,,,
COc1ccc2cncc(NC(=O)[C@]3(OC)CCOc4ccc(Cl)cc43)c2c1,EDJ-MED-611d11e7-7,High priority analogs using already made isoquinoline analogs,,,,
COc1ccc2cncc(NC(=O)[C@@H]3CCNc4cc(Cl)c(Cl)cc43)c2c1,EDJ-MED-611d11e7-8,High priority analogs using already made isoquinoline analogs,,,,
COc1ccc2cncc(NC(=O)[C@@H]3CCOc4cc(F)c(Cl)cc43)c2c1,EDJ-MED-611d11e7-9,High priority analogs using already made isoquinoline analogs,,,,
CO[C@@]1(C(=O)Nc2cncc3ccncc23)CCOc2ccc(Cl)cc21,EDJ-MED-611d11e7-10,High priority analogs using already made isoquinoline analogs,,,,
O=C(Nc1cncc2ccncc12)[C@@H]1CCNc2cc(Cl)c(Cl)cc21,EDJ-MED-611d11e7-11,High priority analogs using already made isoquinoline analogs,,,,
O=C(Nc1cncc2ccncc12)[C@@H]1CCOc2cc(F)c(Cl)cc21,EDJ-MED-611d11e7-12,High priority analogs using already made isoquinoline analogs,,,,
COCCCCN[C@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDJ-MED-6d9ff7d0-1,Reductive amination on direct linked potent amine,,,,
