external_ID,CDD_name,molecule_ID,batch_ID,canonical_CID,virtual_project,for_synthesis_project,made_project
HUB-UNK-9845d277-10,CVD-0001366,75709508,76913185,HUB-UNK-9845d277-10,True,False,False
HUB-UNK-9845d277-11,CVD-0001367,75709509,76913186,HUB-UNK-9845d277-11,True,False,False
HUB-UNK-9845d277-12,CVD-0001368,75709510,76913187,HUB-UNK-9845d277-12,True,False,False
HUB-UNK-9845d277-13,CVD-0001369,75709511,76913188,HUB-UNK-9845d277-13,True,False,False
HUB-UNK-9845d277-14,CVD-0001370,75709512,76913189,HUB-UNK-9845d277-14,True,False,False
HUB-UNK-9845d277-15,CVD-0001371,75709513,76913190,HUB-UNK-9845d277-15,True,False,False
HUB-UNK-9845d277-16,CVD-0001372,75709514,76913191,HUB-UNK-9845d277-16,True,False,False
HUB-UNK-9845d277-2,CVD-0001373,75709515,76913192,HUB-UNK-9845d277-2,True,False,False
HUB-UNK-9845d277-3,CVD-0001374,75709516,76913193,HUB-UNK-9845d277-3,True,False,False
HUB-UNK-9845d277-4,CVD-0001375,75709517,76913194,HUB-UNK-9845d277-4,True,False,False
HUB-UNK-9845d277-5,CVD-0001376,75709518,76913195,HUB-UNK-9845d277-5,True,False,False
HUB-UNK-9845d277-6,CVD-0001377,75709519,76913196,HUB-UNK-9845d277-6,True,False,False
HUB-UNK-9845d277-7,CVD-0001378,75709520,76913197,HUB-UNK-9845d277-7,True,False,False
HUB-UNK-9845d277-8,CVD-0001379,75709521,76913198,HUB-UNK-9845d277-8,True,False,False
HUB-UNK-9845d277-9,CVD-0001380,75709522,76913199,HUB-UNK-9845d277-9,True,False,False
HUN-WAB-3eeb4ea3-1,CVD-0001381,75709523,76913200,HUN-WAB-5047113b-1,True,False,False
HUN-WAB-5047113b-1,CVD-0001381,75709523,76913201,HUN-WAB-5047113b-1,True,False,False
HUN-WAB-7263dfed-1,CVD-0001382,75709524,76913202,HUN-WAB-7263dfed-1,True,False,False
HUN-WAB-acb6a578-1,CVD-0001383,75709525,76913203,HUN-WAB-acb6a578-1,True,False,False
IND-SYN-058869ff-1,CVD-0001384,75709526,76913204,IND-SYN-8f867502-3,True,False,False
IND-SYN-8f867502-3,CVD-0001384,75709526,76913235,IND-SYN-8f867502-3,True,False,False
IND-SYN-2c708b29-1,CVD-0001385,75709527,76913205,IND-SYN-2c708b29-1,True,False,False
IND-SYN-2c708b29-2,CVD-0001386,75709528,76913206,IND-SYN-2c708b29-2,True,False,False
IND-SYN-2c708b29-3,CVD-0001387,75709529,76913207,IND-SYN-2c708b29-3,True,False,False
IND-SYN-2c708b29-4,CVD-0001388,75709530,76913208,IND-SYN-2c708b29-4,True,False,False
IND-SYN-2c708b29-5,CVD-0001389,75709531,76913209,IND-SYN-2c708b29-5,True,False,False
IND-SYN-aa221fbf-1,CVD-0001389,75709531,76913240,IND-SYN-2c708b29-5,True,False,False
IND-SYN-35527f5a-1,CVD-0001390,75709532,76913210,SWA-SYN-59528602-1,True,False,False
IND-SYN-8bc6954a-3,CVD-0001390,75709532,76913232,SWA-SYN-59528602-1,True,False,False
SWA-SYN-59528602-1,CVD-0001390,75709532,76915555,SWA-SYN-59528602-1,True,False,False
IND-SYN-3aa4e743-1,CVD-0001391,75709533,76913211,IND-SYN-6c8299e8-5,True,False,False
IND-SYN-6c8299e8-5,CVD-0001391,75709533,76913224,IND-SYN-6c8299e8-5,True,False,False
IND-SYN-5e5c1c3e-1,CVD-0001392,75709534,76913212,IND-SYN-a2b2ab0e-2,True,False,False
IND-SYN-830dcead-1,CVD-0001392,75709534,76913229,IND-SYN-a2b2ab0e-2,True,False,False
IND-SYN-a2b2ab0e-2,CVD-0001392,75709534,76913237,IND-SYN-a2b2ab0e-2,True,False,False
IND-SYN-5e5c1c3e-2,CVD-0001393,75709535,76913213,IND-SYN-a2b2ab0e-1,True,False,False
IND-SYN-a2b2ab0e-1,CVD-0001393,75709535,76913236,IND-SYN-a2b2ab0e-1,True,False,False
IND-SYN-5e5c1c3e-3,CVD-0001394,75709536,76913214,IND-SYN-a2b2ab0e-3,True,False,False
IND-SYN-a2b2ab0e-3,CVD-0001394,75709536,76913238,IND-SYN-a2b2ab0e-3,True,False,False
IND-SYN-5e5c1c3e-4,CVD-0001395,75709537,76913215,IND-SYN-a2b2ab0e-4,True,False,False
IND-SYN-a2b2ab0e-4,CVD-0001395,75709537,76913239,IND-SYN-a2b2ab0e-4,True,False,False
IND-SYN-64980207-1,CVD-0001396,75709538,76913216,IND-SYN-6c8299e8-11,True,False,False
IND-SYN-6c8299e8-11,CVD-0001396,75709538,76913219,IND-SYN-6c8299e8-11,True,False,False
IND-SYN-6c8299e8-1,CVD-0001397,75709539,76913217,IND-SYN-6c8299e8-1,True,False,False
IND-SYN-6c8299e8-10,CVD-0001398,75709540,76913218,IND-SYN-6c8299e8-10,True,False,False
IND-SYN-6c8299e8-12,CVD-0001399,75709541,76913220,IND-SYN-6c8299e8-12,True,False,False
IND-SYN-6c8299e8-2,CVD-0001400,75709542,76913221,IND-SYN-6c8299e8-2,True,False,False
IND-SYN-6c8299e8-3,CVD-0001401,75709543,76913222,IND-SYN-6c8299e8-3,True,False,False
IND-SYN-6c8299e8-4,CVD-0001402,75709544,76913223,IND-SYN-6c8299e8-4,True,False,False
IND-SYN-6c8299e8-6,CVD-0001403,75709545,76913225,IND-SYN-6c8299e8-6,True,False,False
IND-SYN-6c8299e8-7,CVD-0001404,75709546,76913226,IND-SYN-6c8299e8-7,True,True,True
IND-SYN-6c8299e8-8,CVD-0001405,75709547,76913227,SWA-SYN-d2e6fa14-10,True,False,False
SWA-SYN-6423ea73-9,CVD-0001405,75709547,76915567,SWA-SYN-d2e6fa14-10,True,False,False
SWA-SYN-d2e6fa14-10,CVD-0001405,75709547,76915569,SWA-SYN-d2e6fa14-10,True,False,False
IND-SYN-6c8299e8-9,CVD-0001406,75709548,76913228,IND-SYN-6c8299e8-9,True,False,False
IND-SYN-8bc6954a-1,CVD-0001407,75709549,76913230,IND-SYN-8bc6954a-1,True,False,False
IND-SYN-8bc6954a-2,CVD-0001408,75709550,76913231,IND-SYN-8bc6954a-2,True,False,False
IND-SYN-8f867502-1,CVD-0001409,75709551,76913233,IND-SYN-8f867502-1,True,False,False
IND-SYN-8f867502-2,CVD-0001410,75709552,76913234,IND-SYN-8f867502-2,True,False,False
INS-INS-398f5681-1,CVD-0001411,75709553,76913241,INS-INS-a68edfff-1,True,False,False
INS-INS-a68edfff-1,CVD-0001411,75709553,76913248,INS-INS-a68edfff-1,True,False,False
INS-INS-68e9753a-1,CVD-0001412,75709554,76913242,INS-INS-68e9753a-1,True,False,False
INS-INS-714f82db-1,CVD-0001413,75709555,76913243,INS-INS-714f82db-1,True,False,False
INS-INS-7e24ab41-1,CVD-0001414,75709556,76913244,INS-INS-7e24ab41-1,True,False,False
INS-INS-8dbfb37c-1,CVD-0001415,75709557,76913245,INS-INS-8dbfb37c-1,True,False,False
INS-INS-9a4863b0-1,CVD-0001416,75709558,76913246,INS-INS-9a4863b0-1,True,False,False
INS-INS-abeb49e4-1,CVD-0001416,75709558,76913249,INS-INS-9a4863b0-1,True,False,False
INS-INS-9c68b1a9-1,CVD-0001417,75709559,76913247,INS-INS-9c68b1a9-1,True,False,False
INS-INS-bc954fb0-1,CVD-0001418,75709560,76913250,INS-INS-bc954fb0-1,True,False,False
ISA-SCH-8e98219b-1,CVD-0001419,75709561,76913251,ISA-SCH-8e98219b-1,True,False,False
ISA-SCH-8e98219b-2,CVD-0001420,75709562,76913252,ISA-SCH-8e98219b-2,True,False,False
ISA-SCH-8e98219b-3,CVD-0001421,75709563,76913253,ISA-SCH-8e98219b-3,True,False,False
ISA-SCH-8e98219b-4,CVD-0001422,75709564,76913254,ISA-SCH-8e98219b-4,True,False,False
J__-UNK-57ae77f4-1,CVD-0001423,75709565,76913255,J__-UNK-57ae77f4-1,True,False,False
JAC-SHE-cfe9e938-1,CVD-0001424,75709566,76913256,JAC-SHE-cfe9e938-1,True,False,False
JAC-SHE-db4d8af4-1,CVD-0001425,75709567,76913257,JAC-SHE-db4d8af4-1,True,False,False
JAC-SHE-fb00f511-1,CVD-0001426,75709568,76913258,JAC-SHE-fb00f511-1,True,False,False
JAC-SHE-fc18d444-1,CVD-0001427,75709569,76913259,JAC-SHE-fc18d444-1,True,False,False
JAG-SYN-9c2cd0bd-1,CVD-0001428,75709570,76913260,JAG-SYN-9c2cd0bd-1,True,False,False
JAG-SYN-9c2cd0bd-10,CVD-0001429,75709571,76913261,JAG-SYN-9c2cd0bd-10,True,False,False
JAG-SYN-9c2cd0bd-11,CVD-0001430,75709572,76913262,JAG-SYN-9c2cd0bd-11,True,False,False
JAG-SYN-9c2cd0bd-12,CVD-0001431,75709573,76913263,JAG-SYN-9c2cd0bd-12,True,False,False
JAG-SYN-9c2cd0bd-13,CVD-0001432,75709574,76913264,JAG-SYN-9c2cd0bd-13,True,False,False
JAG-SYN-9c2cd0bd-14,CVD-0001433,75709575,76913265,JAG-SYN-9c2cd0bd-14,True,False,False
JAG-SYN-9c2cd0bd-15,CVD-0001434,75709576,76913266,JAG-SYN-9c2cd0bd-15,True,False,False
JAG-SYN-9c2cd0bd-2,CVD-0001435,75709577,76913267,JAG-SYN-9c2cd0bd-2,True,False,False
JAG-SYN-9c2cd0bd-3,CVD-0001436,75709578,76913268,JAG-SYN-9c2cd0bd-3,True,False,False
JAG-SYN-9c2cd0bd-4,CVD-0001437,75709579,76913269,JAG-SYN-9c2cd0bd-4,True,False,False
JAG-SYN-9c2cd0bd-5,CVD-0001438,75709580,76913270,JAG-SYN-9c2cd0bd-5,True,False,False
JAG-SYN-9c2cd0bd-6,CVD-0001439,75709581,76913271,JAG-SYN-9c2cd0bd-6,True,False,False
JAG-SYN-9c2cd0bd-7,CVD-0001440,75709582,76913272,JAG-SYN-9c2cd0bd-7,True,False,False
JAG-SYN-9c2cd0bd-8,CVD-0001441,75709583,76913273,JAG-SYN-9c2cd0bd-8,True,False,False
JAG-SYN-9c2cd0bd-9,CVD-0001442,75709584,76913274,JAG-SYN-9c2cd0bd-9,True,False,False
JAM-UNK-fcc74568-1,CVD-0001443,75709585,76913275,JAM-UNK-fcc74568-1,True,False,False
JAN-GHE-1d98ec1c-1,CVD-0001444,75709586,76913276,JAN-GHE-1d98ec1c-1,True,False,False
JAN-GHE-1d98ec1c-10,CVD-0001445,75709587,76913277,JAN-GHE-1d98ec1c-10,True,False,False
JAN-GHE-1d98ec1c-2,CVD-0001446,75709588,76913278,JAN-GHE-1d98ec1c-2,True,False,False
JAN-GHE-1d98ec1c-3,CVD-0001447,75709589,76913279,JAN-GHE-1d98ec1c-3,True,False,False
JAN-GHE-1d98ec1c-4,CVD-0001448,75709590,76913280,JAN-GHE-1d98ec1c-4,True,False,False
JAN-GHE-1d98ec1c-5,CVD-0001449,75709591,76913281,JAN-GHE-1d98ec1c-5,True,False,False
JAN-GHE-1d98ec1c-6,CVD-0001450,75709592,76913282,JAN-GHE-1d98ec1c-6,True,False,False
JAN-GHE-1d98ec1c-7,CVD-0001451,75709593,76913283,LON-WEI-b8d98729-4,True,True,True
LON-WEI-b8d98729-4,CVD-0001451,75709593,76913753,LON-WEI-b8d98729-4,True,True,True
JAN-GHE-1d98ec1c-8,CVD-0001452,75709594,76913284,JAN-GHE-1d98ec1c-8,True,False,False
JAN-GHE-1d98ec1c-9,CVD-0001453,75709595,76913285,JAN-GHE-1d98ec1c-9,True,False,False
JAN-GHE-6413aaf8-1,CVD-0001454,75709596,76913286,JAN-GHE-6413aaf8-1,True,False,False
JAN-GHE-6413aaf8-10,CVD-0001455,75709597,76913287,JAN-GHE-6413aaf8-10,True,False,False
JAN-GHE-6413aaf8-2,CVD-0001456,75709598,76913288,JAN-GHE-6413aaf8-2,True,False,False
JAN-GHE-6413aaf8-3,CVD-0001457,75709599,76913289,JAN-GHE-6413aaf8-3,True,True,False
JAN-GHE-6413aaf8-4,CVD-0001458,75709600,76913290,JAN-GHE-6413aaf8-4,True,False,False
JAN-GHE-6413aaf8-5,CVD-0001459,75709601,76913291,JAN-GHE-6413aaf8-5,True,True,False
JAN-GHE-6413aaf8-6,CVD-0001460,75709602,76913292,JAN-GHE-6413aaf8-6,True,False,False
JAN-GHE-6413aaf8-7,CVD-0001461,75709603,76913293,JAN-GHE-6413aaf8-7,True,True,False
JAN-GHE-6413aaf8-8,CVD-0001462,75709604,76913294,JAN-GHE-6413aaf8-8,True,False,False
JAN-GHE-6413aaf8-9,CVD-0001463,75709605,76913295,JAN-GHE-6413aaf8-9,True,False,False
JAN-GHE-bf40f168-1,CVD-0001464,75709606,76913296,JAN-GHE-bf40f168-1,True,False,False
JAN-GHE-bf40f168-10,CVD-0001465,75709607,76913297,JAN-GHE-bf40f168-10,True,True,False
JAN-GHE-bf40f168-11,CVD-0001466,75709608,76913298,JAN-GHE-bf40f168-11,True,False,False
JAN-GHE-bf40f168-12,CVD-0001467,75709609,76913299,JAN-GHE-bf40f168-12,True,False,False
JAN-GHE-bf40f168-13,CVD-0001468,75709610,76913300,JAN-GHE-bf40f168-13,True,False,False
JAN-GHE-bf40f168-2,CVD-0001469,75709611,76913301,JAN-GHE-bf40f168-2,True,True,False
JAN-GHE-bf40f168-3,CVD-0001470,75709612,76913302,JAN-GHE-bf40f168-3,True,False,False
JAN-GHE-bf40f168-4,CVD-0001471,75709613,76913303,JAN-GHE-bf40f168-4,True,False,False
JAN-GHE-bf40f168-5,CVD-0001472,75709614,76913304,JAN-GHE-bf40f168-5,True,False,False
JAN-GHE-bf40f168-6,CVD-0001473,75709615,76913305,JAN-GHE-bf40f168-6,True,False,False
JAN-GHE-bf40f168-7,CVD-0001474,75709616,76913306,JAN-GHE-bf40f168-7,True,False,False
JAN-GHE-bf40f168-8,CVD-0001475,75709617,76913307,JAN-GHE-bf40f168-8,True,False,False
JAN-GHE-bf40f168-9,CVD-0001476,75709618,76913308,JAN-GHE-bf40f168-9,True,True,False
JAN-GHE-fd8d85a5-1,CVD-0001477,75709619,76913309,JAN-GHE-fd8d85a5-1,True,False,False
JAN-GHE-fd8d85a5-10,CVD-0001478,75709620,76913310,JAN-GHE-fd8d85a5-10,True,False,False
JAN-GHE-fd8d85a5-11,CVD-0001479,75709621,76913311,JAN-GHE-fd8d85a5-11,True,False,False
JAN-GHE-fd8d85a5-12,CVD-0001480,75709622,76913312,JAN-GHE-fd8d85a5-12,True,False,False
JAN-GHE-fd8d85a5-2,CVD-0001481,75709623,76913313,JAN-GHE-fd8d85a5-2,True,False,False
JAN-GHE-fd8d85a5-3,CVD-0001482,75709624,76913314,JAN-GHE-fd8d85a5-3,True,False,False
JAN-GHE-fd8d85a5-4,CVD-0001483,75709625,76913315,JAN-GHE-fd8d85a5-4,True,False,False
JAN-GHE-fd8d85a5-5,CVD-0001484,75709626,76913316,JAN-GHE-fd8d85a5-5,True,False,False
JAN-GHE-fd8d85a5-6,CVD-0001485,75709627,76913317,JAN-GHE-fd8d85a5-6,True,False,False
JAN-GHE-fd8d85a5-7,CVD-0001486,75709628,76913318,JAN-GHE-fd8d85a5-7,True,False,False
JAN-GHE-fd8d85a5-8,CVD-0001487,75709629,76913319,JAN-GHE-fd8d85a5-8,True,False,False
JAN-GHE-fd8d85a5-9,CVD-0001488,75709630,76913320,JAN-GHE-fd8d85a5-9,True,False,False
JAN-LUN-04aedcc0-1,CVD-0001489,75709631,76913321,JAN-LUN-04aedcc0-1,True,False,False
JAN-LUN-04aedcc0-2,CVD-0001490,75709632,76913322,JAN-LUN-04aedcc0-2,True,False,False
JAN-LUN-04aedcc0-3,CVD-0001491,75709633,76913323,JAN-LUN-04aedcc0-3,True,False,False
JAN-LUN-04aedcc0-4,CVD-0001492,75709634,76913324,JAN-LUN-04aedcc0-4,True,False,False
JAN-LUN-04aedcc0-5,CVD-0001493,75709635,76913325,JAN-LUN-04aedcc0-5,True,False,False
JAN-LUN-04aedcc0-6,CVD-0001494,75709636,76913326,JAN-LUN-04aedcc0-6,True,False,False
JAN-LUN-04aedcc0-7,CVD-0001495,75709637,76913327,JAN-LUN-04aedcc0-7,True,False,False
JAN-LUN-3e0f9c09-1,CVD-0001496,75709638,76913328,JAN-LUN-3e0f9c09-1,True,False,False
JAN-LUN-8953ce76-6,CVD-0001496,75709638,76913340,JAN-LUN-3e0f9c09-1,True,False,False
JAN-LUN-3e0f9c09-2,CVD-0001497,75709639,76913329,JAN-LUN-3e0f9c09-2,True,False,False
JAN-LUN-8953ce76-4,CVD-0001497,75709639,76913338,JAN-LUN-3e0f9c09-2,True,False,False
JAN-LUN-3e0f9c09-3,CVD-0001498,75709640,76913330,JAN-LUN-3e0f9c09-3,True,False,False
JAN-LUN-3e0f9c09-4,CVD-0001499,75709641,76913331,JAN-LUN-3e0f9c09-4,True,False,False
JAN-LUN-8953ce76-1,CVD-0001499,75709641,76913335,JAN-LUN-3e0f9c09-4,True,False,False
JAN-LUN-8953ce76-7,CVD-0001499,75709641,76913341,JAN-LUN-3e0f9c09-4,True,False,False
JAN-LUN-3e0f9c09-5,CVD-0001500,75709642,76913332,JAN-LUN-3e0f9c09-5,True,False,False
JAN-LUN-8953ce76-2,CVD-0001500,75709642,76913336,JAN-LUN-3e0f9c09-5,True,False,False
JAN-LUN-3e0f9c09-6,CVD-0001501,75709643,76913333,JAN-LUN-3e0f9c09-6,True,False,False
JAN-LUN-8953ce76-3,CVD-0001501,75709643,76913337,JAN-LUN-3e0f9c09-6,True,False,False
JAN-LUN-3e0f9c09-7,CVD-0001502,75709644,76913334,JAN-LUN-3e0f9c09-7,True,False,False
JAN-LUN-8953ce76-5,CVD-0001502,75709644,76913339,JAN-LUN-3e0f9c09-7,True,False,False
JAN-UNI-2e92c4b1-1,CVD-0001503,75709645,76913342,JAN-UNI-2e92c4b1-1,True,False,False
JAN-UNI-2e92c4b1-2,CVD-0001504,75709646,76913343,JAN-UNI-2e92c4b1-2,True,False,False
JAN-UNI-2e92c4b1-3,CVD-0001505,75709647,76913344,JAN-UNI-2e92c4b1-3,True,False,False
PET-SGC-39d74636-2,CVD-0001505,75709647,76915076,JAN-UNI-2e92c4b1-3,True,False,False
JAN-UNI-2e92c4b1-4,CVD-0001506,75709648,76913345,JAN-UNI-2e92c4b1-4,True,False,False
JAN-UNI-2e92c4b1-5,CVD-0001507,75709649,76913346,JAN-UNI-2e92c4b1-5,True,False,False
JAR-IMP-ed466bb3-1,CVD-0001508,75709650,76913347,JAR-IMP-ed466bb3-1,True,False,False
JAR-IMP-ed466bb3-10,CVD-0001509,75709651,76913348,JAR-IMP-ed466bb3-10,True,False,False
JAR-IMP-ed466bb3-11,CVD-0001510,75709652,76913349,JAR-IMP-ed466bb3-11,True,False,False
JAR-IMP-ed466bb3-6,CVD-0001510,75709652,76913363,JAR-IMP-ed466bb3-6,True,False,False
JAR-IMP-ed466bb3-12,CVD-0001511,75709653,76913350,JAR-IMP-ed466bb3-12,True,False,False
JAR-IMP-ed466bb3-13,CVD-0001512,75709654,76913351,JAR-IMP-ed466bb3-13,True,True,True
JAR-IMP-ed466bb3-14,CVD-0001513,75709655,76913352,JAR-IMP-ed466bb3-14,True,False,False
JAR-IMP-ed466bb3-15,CVD-0001514,75709656,76913353,JAR-IMP-ed466bb3-15,True,False,False
JAR-IMP-ed466bb3-16,CVD-0001515,75709657,76913354,JAR-IMP-ed466bb3-16,True,False,False
JAR-IMP-ed466bb3-17,CVD-0001516,75709658,76913355,JAR-IMP-ed466bb3-17,True,False,False
JAR-IMP-ed466bb3-18,CVD-0001517,75709659,76913356,JAR-IMP-ed466bb3-18,True,False,False
JAR-IMP-ed466bb3-19,CVD-0001518,75709660,76913357,JAR-IMP-ed466bb3-19,True,False,False
JAR-IMP-ed466bb3-2,CVD-0001519,75709661,76913358,JAR-IMP-ed466bb3-2,True,False,False
JAR-IMP-ed466bb3-20,CVD-0001520,75709662,76913359,JAR-IMP-ed466bb3-20,True,False,False
JAR-IMP-ed466bb3-3,CVD-0001521,75709663,76913360,JAR-IMP-ed466bb3-3,True,False,False
JAR-IMP-ed466bb3-4,CVD-0001522,75709664,76913361,JAR-IMP-ed466bb3-4,True,False,False
JAR-IMP-ed466bb3-5,CVD-0001523,75709665,76913362,JAR-IMP-ed466bb3-5,True,False,False
JAR-IMP-ed466bb3-7,CVD-0001524,75709666,76913364,JAR-IMP-ed466bb3-7,True,False,False
JAR-IMP-ed466bb3-8,CVD-0001525,75709667,76913365,JAR-IMP-ed466bb3-8,True,False,False
JAR-IMP-ed466bb3-9,CVD-0001526,75709668,76913366,JAR-IMP-ed466bb3-9,True,False,False
JAR-KUA-672ec752-1,CVD-0001527,75709669,76913367,JAR-KUA-672ec752-1,True,True,False
JAR-KUA-672ec752-10,CVD-0001528,75709670,76913368,JAR-KUA-672ec752-10,True,False,False
JAR-KUA-672ec752-11,CVD-0001529,75709671,76913369,JAR-KUA-672ec752-11,True,False,False
JAR-KUA-672ec752-12,CVD-0001530,75709672,76913370,JAR-KUA-672ec752-12,True,False,False
JAR-KUA-672ec752-13,CVD-0001531,75709673,76913371,JAR-KUA-672ec752-13,True,False,False
JAR-KUA-672ec752-14,CVD-0001532,75709674,76913372,JAR-KUA-672ec752-14,True,False,False
JAR-KUA-672ec752-2,CVD-0001533,75709675,76913373,JAR-KUA-672ec752-2,True,False,False
JAR-KUA-672ec752-3,CVD-0001534,75709676,76913374,JAR-KUA-672ec752-3,True,True,False
JAR-KUA-672ec752-4,CVD-0001535,75709677,76913375,JAR-KUA-672ec752-4,True,False,False
JAR-KUA-672ec752-5,CVD-0001536,75709678,76913376,JAR-KUA-672ec752-5,True,False,False
JAR-KUA-672ec752-6,CVD-0001537,75709679,76913377,JAR-KUA-672ec752-6,True,False,False
JAR-KUA-672ec752-7,CVD-0001538,75709680,76913378,JAR-KUA-672ec752-7,True,False,False
JAR-KUA-672ec752-8,CVD-0001539,75709681,76913379,JAR-KUA-672ec752-8,True,False,False
JAR-KUA-672ec752-9,CVD-0001540,75709682,76913380,JAR-KUA-672ec752-9,True,False,False
JAS-UND-c13ee042-1,CVD-0001541,75709683,76913381,JAS-UND-c13ee042-1,True,False,False
JAS-UND-c13ee042-2,CVD-0001542,75709684,76913382,JAS-UND-c13ee042-2,True,False,False
JAS-UND-c13ee042-3,CVD-0001543,75709685,76913383,JAS-UND-c13ee042-3,True,False,False
JAS-UND-c13ee042-4,CVD-0001544,75709686,76913384,JAS-UND-c13ee042-4,True,False,False
JAS-UND-c13ee042-5,CVD-0001545,75709687,76913385,JAS-UND-c13ee042-5,True,False,False
JAS-UNI-326cae60-1,CVD-0001546,75709688,76913386,JAS-UNI-326cae60-1,True,False,False
JAS-UNI-326cae60-2,CVD-0001547,75709689,76913387,JAS-UNI-326cae60-2,True,False,False
JAS-UNI-326cae60-3,CVD-0001548,75709690,76913388,JAS-UNI-326cae60-3,True,False,False
JAV-UNI-4503e1e6-1,CVD-0001549,75709691,76913389,JAV-UNI-4503e1e6-1,True,False,False
JEF-THE-add32b9a-1,CVD-0001550,75709692,76913390,JEF-THE-add32b9a-1,True,False,False
JIA-UNI-12b1f9ae-1,CVD-0001551,75709693,76913391,JIA-UNI-12b1f9ae-1,True,False,False
JIA-UNI-12b1f9ae-2,CVD-0001552,75709694,76913392,JIA-UNI-12b1f9ae-2,True,False,False
JIA-UNI-93b03cae-1,CVD-0001553,75709695,76913393,JIA-UNI-93b03cae-1,True,False,False
JIA-UNI-9972d268-1,CVD-0001554,75709696,76913394,JIA-UNI-9972d268-1,True,False,False
JIA-UNI-9972d268-2,CVD-0001555,75709697,76913395,JIA-UNI-9972d268-2,True,False,False
JIA-UNI-9972d268-3,CVD-0001556,75709698,76913396,JIA-UNI-9972d268-3,True,False,False
JIG-UNK-11bede03-1,CVD-0001557,75709699,76913397,JIG-UNK-11bede03-1,True,False,False
JIG-UNK-11bede03-2,CVD-0001558,75709700,76913398,JIG-UNK-11bede03-2,True,False,False
JIG-UNK-11bede03-3,CVD-0001559,75709701,76913399,JIG-UNK-11bede03-3,True,False,False
JIM-PRI-216d613d-1,CVD-0001560,75709702,76913400,JIM-PRI-216d613d-1,True,False,False
JOH-CHE-3504ac3d-1,CVD-0001561,75709703,76913401,JOH-CHE-3504ac3d-1,True,False,False
JOH-CHE-3504ac3d-2,CVD-0001562,75709704,76913402,JOH-CHE-3504ac3d-2,True,False,False
JOH-CHE-3504ac3d-3,CVD-0001563,75709705,76913403,JOH-CHE-3504ac3d-3,True,False,False
JOH-MEM-5e386bbd-1,CVD-0001564,75709706,76913405,JOH-MEM-5e386bbd-1,True,False,False
JOH-MEM-5e386bbd-2,CVD-0001565,75709707,76913406,JOH-MEM-5e386bbd-2,True,False,False
JOH-MEM-5e386bbd-3,CVD-0001566,75709708,76913407,JOH-MEM-5e386bbd-3,True,False,False
JOH-MEM-5e386bbd-4,CVD-0001567,75709709,76913408,JOH-MEM-5e386bbd-4,True,False,False
JOH-MEM-5e386bbd-5,CVD-0001568,75709710,76913409,JOH-MEM-5e386bbd-5,True,False,False
JOH-MEM-5e386bbd-6,CVD-0001569,75709711,76913410,JOH-MEM-5e386bbd-6,True,False,False
JOH-MEM-5e386bbd-7,CVD-0001570,75709712,76913411,JOH-MEM-5e386bbd-7,True,False,False
JOH-MEM-5e386bbd-8,CVD-0001571,75709713,76913412,JOH-MEM-5e386bbd-8,True,False,False
JOH-MSK-1fa17de7-1,CVD-0001572,75709714,76913413,JOH-MSK-1fa17de7-1,True,False,False
JOH-MSK-2d8052dc-1,CVD-0001573,75709715,76913414,JOH-MSK-2d8052dc-1,True,False,False
JOH-MSK-a63bdd1d-1,CVD-0001574,75709716,76913416,JOH-MSK-a63bdd1d-1,True,False,False
JOH-MSK-a63bdd1d-10,CVD-0001575,75709717,76913417,JOH-MSK-a63bdd1d-10,True,True,False
JOH-MSK-a63bdd1d-2,CVD-0001576,75709718,76913418,JOH-MSK-a63bdd1d-2,True,False,False
WIL-LEE-364b6ea8-13,CVD-0001576,75709718,76916025,JOH-MSK-a63bdd1d-2,True,False,False
JOH-MSK-a63bdd1d-3,CVD-0001577,75709719,76913419,JOH-MSK-a63bdd1d-3,True,False,False
JOH-MSK-a63bdd1d-4,CVD-0001578,75709720,76913420,JOH-MSK-a63bdd1d-4,True,False,False
JOH-MSK-a63bdd1d-5,CVD-0001579,75709721,76913421,JOH-MSK-a63bdd1d-5,True,False,False
JOH-MSK-a63bdd1d-6,CVD-0001580,75709722,76913422,JOH-MSK-a63bdd1d-6,True,False,False
JOH-MSK-a63bdd1d-7,CVD-0001581,75709723,76913423,JOH-MSK-a63bdd1d-7,True,True,False
JOH-MSK-a63bdd1d-8,CVD-0001582,75709724,76913424,JOH-MSK-a63bdd1d-8,True,True,False
JOH-MSK-a63bdd1d-9,CVD-0001583,75709725,76913425,JOH-MSK-a63bdd1d-9,True,True,False
JOH-MSK-d60b0211-1,CVD-0001584,75709726,76913426,PAT-UNK-b2d83456-5,True,False,False
PAT-UNK-b2d83456-5,CVD-0001584,75709726,76915016,PAT-UNK-b2d83456-5,True,False,False
JOH-MSK-ec639444-1,CVD-0001585,75709727,76913427,JOH-MSK-ec639444-1,True,False,False
JOH-MSK-ec639444-2,CVD-0001586,75709728,76913428,JOH-MSK-ec639444-2,True,True,True
JOH-MSK-ec639444-3,CVD-0001587,75709729,76913429,JOH-MSK-ec639444-3,True,True,False
JOH-MSK-ec639444-4,CVD-0001588,75709730,76913430,JOH-MSK-ec639444-4,True,False,False
JOH-PRI-13a2d501-1,CVD-0001589,75709731,76913431,JOH-PRI-13a2d501-1,True,False,False
JOH-PRI-13d3b0af-1,CVD-0001590,75709732,76913432,JOH-PRI-13d3b0af-1,True,False,False
