SMILES,CID,Comments,,,,
COC1(C(=O)Nc2cncc(N)c2C)CCOc2ccc(Cl)cc21,ALP-POS-5de921e7-1,,,,,
COC1(C(=O)Nc2c(C)ccnc2N)CCOc2ccc(Cl)cc21,ALP-POS-5de921e7-3,EN300-71913,,,,
COC1(C(=O)Nc2c(C)cc[nH]c2=O)CCOc2ccc(Cl)cc21,ALP-POS-5de921e7-4,EN300-88518,,,,
COC1(C(=O)Nc2cnc(N)cc2C)CCOc2ccc(Cl)cc21,ALP-POS-5de921e7-5,EN300-140187 + protection?,,,,
COC1(C(=O)Nc2c[nH]c(=O)cc2C)CCOc2ccc(Cl)cc21,ALP-POS-5de921e7-6,EN300-96118,,,,
COC1(C(=O)Nc2cncc3ccc(C(F)(F)F)cc23)CCOc2ccc(Cl)cc21,ALP-POS-93b3621f-3,EN300-1272498,,,,
CNc1cncc(NC(=O)C2CCOc3ccc(Cl)cc32)c1C,MAT-POS-afb6844f-1,,,,,
Cc1c(NC(=O)C2CCOc3ccc(Cl)cc32)cncc1N(C)C,MAT-POS-afb6844f-2,,,,,
CCNc1cncc(NC(=O)C2CCOc3ccc(Cl)cc32)c1C,MAT-POS-afb6844f-3,,,,,
Nc1cncc(NC(=O)C2CCOc3ccc(Cl)cc32)c1C1CC1,MAT-POS-afb6844f-4,,,,,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)N2CCOCC2)Cc2ccc(Cl)cc21,EDJ-MED-1981ceba-1,EN300-27281,,,,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)N2CCC2)Cc2ccc(Cl)cc21,EDJ-MED-1981ceba-2,EN300-207569,,,,
COC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)C1,EDJ-MED-1981ceba-3,EN300-204534,,,,
N#CC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)C1,EDJ-MED-1981ceba-4,EN300-1612194,,,,
CN1CCN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1,EDJ-MED-1981ceba-5,EN300-57965,,,,
CNS(=O)(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,EDJ-MED-fa7708b3-1,EN300-124843,,,,
O=C(Nc1cncc2ccccc12)C1CN(Cc2ncn[nH]2)Cc2ccc(Cl)cc21,EDJ-MED-fa7708b3-2,EN300-101831,,,,
Cc1n[nH]c(CN2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)n1,EDJ-MED-fa7708b3-3,EN300-4292702,,,,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1,MAT-POS-dc2604c4-1,EN300-129502,,,,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CNC1,MAT-POS-dc2604c4-3,EN300-6738227,,,,
N#CCCS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-dc2604c4-4,EN300-205676,,,,
