SMILES,CID,,,,,
CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CS(=O)(=O)C1,MAT-POS-bf364d7a-1,,,,,
CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CS(=O)(=O)C1,MAT-POS-bf364d7a-2,,,,,
O=C(Nc1cncc2ccccc12)[C@@H]1CN(S(=O)(=O)CC2CS(=O)(=O)C2)Cc2ccc(Cl)cc21,MAT-POS-bf364d7a-3,,,,,
O=C(Nc1cncc2ccccc12)[C@H]1CN(S(=O)(=O)CC2CS(=O)(=O)C2)Cc2ccc(Cl)cc21,MAT-POS-bf364d7a-4,,,,,
CC(C)(C#N)CS(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,PET-UNK-af70882d-1,,,,,
CC(C)(C#N)CS(=O)(=O)N1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1,MAT-POS-bf364d7a-6,,,,,
COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CC1,MAT-POS-bf364d7a-7,,,,,
COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CC1,MAT-POS-bf364d7a-8,,,,,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CCOCC1,MAT-POS-bf364d7a-9,,,,,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CCOCC1,MAT-POS-bf364d7a-10,,,,,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CCS(=O)(=O)CC1,MAT-POS-bf364d7a-11,,,,,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CCS(=O)(=O)CC1,MAT-POS-bf364d7a-12,,,,,
