SMILES,CID,,,,,
CNCCOc1ccc2cncc(N3CCC4(CN(C(=O)c5ccc(Cl)cc45)C4(CC4)C(=O)NC)C3=O)c2c1,EDJ-MED-4138fde9-5,,,,,
Clc1ccc2CN(CC3(CCN(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1COC1,EDJ-MED-4138fde9-8,,,,,
OC1CC(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(C3=O)c3cncc4ccccc34)C2)C1,EDJ-MED-4138fde9-9,,,,,
CNCCOc1ccc2cncc(N3CCC4(CN(Cc5ccc(Cl)cc45)S(=O)(=O)CC4(CC4)C#N)C3=O)c2c1,EDJ-MED-4138fde9-1,,,,,
CNCCOc1ccc2cncc(N3CCC4(CN(Cc5ccc(Cl)cc45)C4(CC4)C(=O)NC)C3=O)c2c1,EDJ-MED-4138fde9-3,,,,,
CNC(=O)C1(CC1)N1CC2(CCN(C2=O)c2cncc3ccc(OCCNCC(F)(F)F)cc23)c2cc(Cl)ccc2C1=O,EDJ-MED-4138fde9-6,,,,,
FC(F)(F)CNCCOc1ccc2cncc(N3CCC4(CN(Cc5ccc(Cl)cc45)S(=O)(=O)CC4(CC4)C#N)C3=O)c2c1,EDJ-MED-4138fde9-2,,,,,
CNC(=O)C1(CC1)N1Cc2ccc(Cl)cc2C2(CCN(C2=O)c2cncc3ccc(OCCNCC(F)(F)F)cc23)C1,EDJ-MED-4138fde9-4,,,,,
CNC(=O)CN1CC2(CCN(c3cncc4ccc(OC)cc34)C2=O)c2cc(Cl)ccc2C1=O,MAT-POS-ddfe83c6-1,,,,,
CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccc(Cl)cc34)C2=O)C1,MAT-POS-ddfe83c6-6,,,,,
CNC(=O)CN1Cc2ccc(Cl)cc2C2(C1)NC(=O)N(c1cncc3ccccc13)C2=O,MAT-POS-ddfe83c6-4,,,,,
CNC(=O)CN1Cc2ccc(Cl)cc2C2(C1)C(=O)N(c1cncc3ccccc13)C(=O)N2C,MAT-POS-ddfe83c6-5,,,,,
