SMILES,CID
CC(C)CCNC(=O)C(CC(C)C)NC(=O)C1OC1C(=O)O,AAR-POS-ac4b8cb8-1
CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,AAR-POS-90191df4-1
