shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg (left)"
EDJ-MED-5cd3920d-6,Z5631110323,C26H23ClF3N3O3S,Racemic or presumed racemic or meso,549.992,100,COVID-19,,,0,4,100,1181202-Y4-83,05_A,FC(F)(F)C1(CS(=O)(=O)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=CC=CC56)C2)CC1,"6-chloro-1'-(isoquinolin-4-yl)-2-{[1-(trifluoromethyl)cyclopropyl]methanesulfonyl}-2,3-dihydro-1H-spiro[isoquinoline-4,3'-pyrrolidin]-2'-one",H3763716,49.6
EDJ-MED-5cd3920d-5,Z5631110319,C26H24ClF2N3O3S,Racemic or presumed racemic or meso,532.001,97,COVID-19,,,0,4,100,1181202-Y4-83,05_B,FC(F)C1(CS(=O)(=O)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=CC=CC56)C2)CC1,"6-chloro-2-{[1-(difluoromethyl)cyclopropyl]methanesulfonyl}-1'-(isoquinolin-4-yl)-2,3-dihydro-1H-spiro[isoquinoline-4,3'-pyrrolidin]-2'-one",H3763693,39.4
MAT-POS-e48723dc-2,Z5706795781,C26H23ClN4O3,Single unknown enantiomer,474.938,100,COVID-19,,,0,4,100,1181202-Y4-83,05_C,"CNC(=O)C1(CC1)N2C[C@@]3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C=6C=C(Cl)C=CC6C2=O |o1:9,r|","rel-1-[(4R)-6-chloro-1'-(isoquinolin-4-yl)-1,2'-dioxo-2,3-dihydro-1H-spiro[isoquinoline-4,3'-pyrrolidin]-2-yl]-N-methylcyclopropane-1-carboxamide",H3779745,31.2
MAT-POS-e48723dc-1,Z5706795780,C26H23ClN4O3,Single unknown enantiomer,474.938,100,COVID-19,,,0,4,100,1181202-Y4-83,05_D,"CNC(=O)C1(CC1)N2C[C@]3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C=6C=C(Cl)C=CC6C2=O |o1:9,r|","rel-1-[(4R)-6-chloro-1'-(isoquinolin-4-yl)-1,2'-dioxo-2,3-dihydro-1H-spiro[isoquinoline-4,3'-pyrrolidin]-2-yl]-N-methylcyclopropane-1-carboxamide",H3779744,32.4
ALP-POS-ecbed2ba-19,Z5461592508,C24H25ClN4O4S,Racemic or presumed racemic or meso,500.997,95.45,COVID-19,,,0,4,100,1181202-Y4-83,05_E,CN(CCO)S(=O)(=O)N1CC=2C=CC(Cl)=CC2C3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1,"6-chloro-N-(2-hydroxyethyl)-1'-(isoquinolin-4-yl)-N-methyl-2'-oxo-2,3-dihydro-1H-spiro[isoquinoline-4,3'-pyrrolidine]-2-sulfonamide",H3771119,6.9
MAT-POS-b4d6b7fc-6,Z5372150755,C24H22Cl2N4O2,Racemic or presumed racemic or meso,469.363,100,COVID-19,,,0,4,100,1181202-Y4-83,05_F,CNC(=O)CN1CC=2C=CC(Cl)=CC2C3(CCN(C3=O)C=4C=NC=C5C=CC=C(Cl)C45)C1,"2-[6-chloro-1'-(5-chloroisoquinolin-4-yl)-2'-oxo-2,3-dihydro-1H-spiro[isoquinoline-4,3'-pyrrolidin]-2-yl]-N-methylacetamide",T8792603,11.3
