shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
JAG-UCB-cedd89ab-4,Z1268747002,C16H18N4O2,Racemic or presumed racemic or meso,298.339,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,P09,O=C(CC=1C=CC=NC1)N2CCCC2C3=NOC(=N3)C4CC4,"1-[2-(5-cyclopropyl-1,2,4-oxadiazol-3-yl)pyrrolidin-1-yl]-2-(pyridin-3-yl)ethan-1-one"
NIR-THE-c33-6,Z4461624309,C18H18ClNO,Racemic or presumed racemic or meso,299.794,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,A10,CC=1C=CC=C(C1)C2CN(CC=3C=CC=CC23)C(=O)CCl,"2-chloro-1-[4-(3-methylphenyl)-1,2,3,4-tetrahydroisoquinolin-2-yl]ethan-1-one"
NIR-THE-c33-6,Z4461624309,C18H18ClNO,Racemic or presumed racemic or meso,299.794,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,B10,CC=1C=CC=C(C1)C2CN(CC=3C=CC=CC23)C(=O)CCl,"2-chloro-1-[4-(3-methylphenyl)-1,2,3,4-tetrahydroisoquinolin-2-yl]ethan-1-one"
MAT-POS-590ac91e-42,Z1171675407,C19H17ClN2O4,Achiral,372.802,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,C10,COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC(Cl)=CC23,"6-chloro-N-[2-(2-methoxyphenoxy)ethyl]-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-42,Z1171675407,C19H17ClN2O4,Achiral,372.802,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,D10,COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC(Cl)=CC23,"6-chloro-N-[2-(2-methoxyphenoxy)ethyl]-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-68,Z1239794567,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,E10,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4Cl)C2C1,"4-[4-(2-chlorobenzenesulfonyl)piperazine-1-carbonyl]-6-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-68,Z1239794567,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,F10,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4Cl)C2C1,"4-[4-(2-chlorobenzenesulfonyl)piperazine-1-carbonyl]-6-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-69,Z1239126544,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,G10,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=C(Cl)C4)C2C1,"4-[4-(3-chlorobenzenesulfonyl)piperazine-1-carbonyl]-6-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-69,Z1239126544,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,H10,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=C(Cl)C4)C2C1,"4-[4-(3-chlorobenzenesulfonyl)piperazine-1-carbonyl]-6-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-49,Z3607518048,C22H21FN2O4,Racemic or presumed racemic or meso,396.411,95,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,I10,CCOC=1C=CC=CC1OC2CCN(C2)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,"4-[3-(2-ethoxyphenoxy)pyrrolidine-1-carbonyl]-7-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-49,Z3607518048,C22H21FN2O4,Racemic or presumed racemic or meso,396.411,95,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,J10,CCOC=1C=CC=CC1OC2CCN(C2)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,"4-[3-(2-ethoxyphenoxy)pyrrolidine-1-carbonyl]-7-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-5,Z3471768117,C13H18N2O,Racemic or presumed racemic or meso,218.294,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,K10,CC(CC1CC1)C(=O)NC=2C=NC=CC2C,3-cyclopropyl-2-methyl-N-(4-methylpyridin-3-yl)propanamide
MAT-POS-590ac91e-5,Z3471768117,C13H18N2O,Racemic or presumed racemic or meso,218.294,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,L10,CC(CC1CC1)C(=O)NC=2C=NC=CC2C,3-cyclopropyl-2-methyl-N-(4-methylpyridin-3-yl)propanamide
Z4498832239,Z4498832239,C15H19N3O3,Diastereomeric mixture,289.329,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,M10,OC(=O)C(CC=1N=CC=C(O)N1)NCC2CC3CC2C=C3,2-[({bicyclo[2.2.1]hept-5-en-2-yl}methyl)amino]-3-(4-hydroxypyrimidin-2-yl)propanoic acid
Z4498832239,Z4498832239,C15H19N3O3,Diastereomeric mixture,289.329,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,N10,OC(=O)C(CC=1N=CC=C(O)N1)NCC2CC3CC2C=C3,2-[({bicyclo[2.2.1]hept-5-en-2-yl}methyl)amino]-3-(4-hydroxypyrimidin-2-yl)propanoic acid
MAT-POS-590ac91e-4,Z3321933194,C12H14N2O2,Diastereomeric mixture,218.251,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,O10,CC=1C=CN=CC1NC(=O)C2(CC3C2)OC3,N-(4-methylpyridin-3-yl)-2-oxabicyclo[2.1.1]hexane-1-carboxamide
MAT-POS-590ac91e-4,Z3321933194,C12H14N2O2,Diastereomeric mixture,218.251,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,P10,CC=1C=CN=CC1NC(=O)C2(CC3C2)OC3,N-(4-methylpyridin-3-yl)-2-oxabicyclo[2.1.1]hexane-1-carboxamide
NIR-THE-c33-6,Z4461624309,C18H18ClNO,Racemic or presumed racemic or meso,299.794,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,A11,CC=1C=CC=C(C1)C2CN(CC=3C=CC=CC23)C(=O)CCl,"2-chloro-1-[4-(3-methylphenyl)-1,2,3,4-tetrahydroisoquinolin-2-yl]ethan-1-one"
NIR-THE-c33-6,Z4461624309,C18H18ClNO,Racemic or presumed racemic or meso,299.794,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,B11,CC=1C=CC=C(C1)C2CN(CC=3C=CC=CC23)C(=O)CCl,"2-chloro-1-[4-(3-methylphenyl)-1,2,3,4-tetrahydroisoquinolin-2-yl]ethan-1-one"
MAT-POS-590ac91e-42,Z1171675407,C19H17ClN2O4,Achiral,372.802,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,C11,COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC(Cl)=CC23,"6-chloro-N-[2-(2-methoxyphenoxy)ethyl]-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-42,Z1171675407,C19H17ClN2O4,Achiral,372.802,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,D11,COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC(Cl)=CC23,"6-chloro-N-[2-(2-methoxyphenoxy)ethyl]-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-68,Z1239794567,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,E11,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4Cl)C2C1,"4-[4-(2-chlorobenzenesulfonyl)piperazine-1-carbonyl]-6-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-68,Z1239794567,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,F11,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4Cl)C2C1,"4-[4-(2-chlorobenzenesulfonyl)piperazine-1-carbonyl]-6-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-69,Z1239126544,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,G11,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=C(Cl)C4)C2C1,"4-[4-(3-chlorobenzenesulfonyl)piperazine-1-carbonyl]-6-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-69,Z1239126544,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,H11,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=C(Cl)C4)C2C1,"4-[4-(3-chlorobenzenesulfonyl)piperazine-1-carbonyl]-6-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-49,Z3607518048,C22H21FN2O4,Racemic or presumed racemic or meso,396.411,95,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,I11,CCOC=1C=CC=CC1OC2CCN(C2)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,"4-[3-(2-ethoxyphenoxy)pyrrolidine-1-carbonyl]-7-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-49,Z3607518048,C22H21FN2O4,Racemic or presumed racemic or meso,396.411,95,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,J11,CCOC=1C=CC=CC1OC2CCN(C2)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,"4-[3-(2-ethoxyphenoxy)pyrrolidine-1-carbonyl]-7-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-5,Z3471768117,C13H18N2O,Racemic or presumed racemic or meso,218.294,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,K11,CC(CC1CC1)C(=O)NC=2C=NC=CC2C,3-cyclopropyl-2-methyl-N-(4-methylpyridin-3-yl)propanamide
MAT-POS-590ac91e-5,Z3471768117,C13H18N2O,Racemic or presumed racemic or meso,218.294,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,L11,CC(CC1CC1)C(=O)NC=2C=NC=CC2C,3-cyclopropyl-2-methyl-N-(4-methylpyridin-3-yl)propanamide
Z4498832239,Z4498832239,C15H19N3O3,Diastereomeric mixture,289.329,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,M11,OC(=O)C(CC=1N=CC=C(O)N1)NCC2CC3CC2C=C3,2-[({bicyclo[2.2.1]hept-5-en-2-yl}methyl)amino]-3-(4-hydroxypyrimidin-2-yl)propanoic acid
Z4498832239,Z4498832239,C15H19N3O3,Diastereomeric mixture,289.329,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,N11,OC(=O)C(CC=1N=CC=C(O)N1)NCC2CC3CC2C=C3,2-[({bicyclo[2.2.1]hept-5-en-2-yl}methyl)amino]-3-(4-hydroxypyrimidin-2-yl)propanoic acid
MAT-POS-590ac91e-4,Z3321933194,C12H14N2O2,Diastereomeric mixture,218.251,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,O11,CC=1C=CN=CC1NC(=O)C2(CC3C2)OC3,N-(4-methylpyridin-3-yl)-2-oxabicyclo[2.1.1]hexane-1-carboxamide
MAT-POS-590ac91e-4,Z3321933194,C12H14N2O2,Diastereomeric mixture,218.251,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,P11,CC=1C=CN=CC1NC(=O)C2(CC3C2)OC3,N-(4-methylpyridin-3-yl)-2-oxabicyclo[2.1.1]hexane-1-carboxamide
NIR-THE-c33-6,Z4461624309,C18H18ClNO,Racemic or presumed racemic or meso,299.794,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,A12,CC=1C=CC=C(C1)C2CN(CC=3C=CC=CC23)C(=O)CCl,"2-chloro-1-[4-(3-methylphenyl)-1,2,3,4-tetrahydroisoquinolin-2-yl]ethan-1-one"
NIR-THE-c33-6,Z4461624309,C18H18ClNO,Racemic or presumed racemic or meso,299.794,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,B12,CC=1C=CC=C(C1)C2CN(CC=3C=CC=CC23)C(=O)CCl,"2-chloro-1-[4-(3-methylphenyl)-1,2,3,4-tetrahydroisoquinolin-2-yl]ethan-1-one"
MAT-POS-590ac91e-42,Z1171675407,C19H17ClN2O4,Achiral,372.802,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,C12,COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC(Cl)=CC23,"6-chloro-N-[2-(2-methoxyphenoxy)ethyl]-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-42,Z1171675407,C19H17ClN2O4,Achiral,372.802,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,D12,COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC(Cl)=CC23,"6-chloro-N-[2-(2-methoxyphenoxy)ethyl]-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-68,Z1239794567,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,E12,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4Cl)C2C1,"4-[4-(2-chlorobenzenesulfonyl)piperazine-1-carbonyl]-6-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-68,Z1239794567,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,F12,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4Cl)C2C1,"4-[4-(2-chlorobenzenesulfonyl)piperazine-1-carbonyl]-6-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-69,Z1239126544,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,G12,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=C(Cl)C4)C2C1,"4-[4-(3-chlorobenzenesulfonyl)piperazine-1-carbonyl]-6-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-69,Z1239126544,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,H12,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=C(Cl)C4)C2C1,"4-[4-(3-chlorobenzenesulfonyl)piperazine-1-carbonyl]-6-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-49,Z3607518048,C22H21FN2O4,Racemic or presumed racemic or meso,396.411,95,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,I12,CCOC=1C=CC=CC1OC2CCN(C2)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,"4-[3-(2-ethoxyphenoxy)pyrrolidine-1-carbonyl]-7-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-49,Z3607518048,C22H21FN2O4,Racemic or presumed racemic or meso,396.411,95,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,J12,CCOC=1C=CC=CC1OC2CCN(C2)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,"4-[3-(2-ethoxyphenoxy)pyrrolidine-1-carbonyl]-7-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-5,Z3471768117,C13H18N2O,Racemic or presumed racemic or meso,218.294,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,K12,CC(CC1CC1)C(=O)NC=2C=NC=CC2C,3-cyclopropyl-2-methyl-N-(4-methylpyridin-3-yl)propanamide
MAT-POS-590ac91e-5,Z3471768117,C13H18N2O,Racemic or presumed racemic or meso,218.294,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,L12,CC(CC1CC1)C(=O)NC=2C=NC=CC2C,3-cyclopropyl-2-methyl-N-(4-methylpyridin-3-yl)propanamide
Z4498832239,Z4498832239,C15H19N3O3,Diastereomeric mixture,289.329,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,M12,OC(=O)C(CC=1N=CC=C(O)N1)NCC2CC3CC2C=C3,2-[({bicyclo[2.2.1]hept-5-en-2-yl}methyl)amino]-3-(4-hydroxypyrimidin-2-yl)propanoic acid
Z4498832239,Z4498832239,C15H19N3O3,Diastereomeric mixture,289.329,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,N12,OC(=O)C(CC=1N=CC=C(O)N1)NCC2CC3CC2C=C3,2-[({bicyclo[2.2.1]hept-5-en-2-yl}methyl)amino]-3-(4-hydroxypyrimidin-2-yl)propanoic acid
MAT-POS-590ac91e-4,Z3321933194,C12H14N2O2,Diastereomeric mixture,218.251,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,O12,CC=1C=CN=CC1NC(=O)C2(CC3C2)OC3,N-(4-methylpyridin-3-yl)-2-oxabicyclo[2.1.1]hexane-1-carboxamide
MAT-POS-590ac91e-4,Z3321933194,C12H14N2O2,Diastereomeric mixture,218.251,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,P12,CC=1C=CN=CC1NC(=O)C2(CC3C2)OC3,N-(4-methylpyridin-3-yl)-2-oxabicyclo[2.1.1]hexane-1-carboxamide
Z4509080650,Z4509080650,C28H29ClFN3O2,Racemic or presumed racemic or meso,494,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,A13,CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(Cl)C3)C(=O)C=C,N-(4-tert-butylphenyl)-N-[(5-chloropyridin-3-yl)({[2-(3-fluorophenyl)ethyl]carbamoyl})methyl]prop-2-enamide
Z4509080650,Z4509080650,C28H29ClFN3O2,Racemic or presumed racemic or meso,494,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,B13,CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(Cl)C3)C(=O)C=C,N-(4-tert-butylphenyl)-N-[(5-chloropyridin-3-yl)({[2-(3-fluorophenyl)ethyl]carbamoyl})methyl]prop-2-enamide
MAT-POS-590ac91e-53,Z1171334619,C22H21ClN2O4,Achiral,412.866,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,C13,CC1(C)CC=2C=CC=C(OCCNC(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34)C2O1,"6-chloro-N-{2-[(2,2-dimethyl-2,3-dihydro-1-benzofuran-7-yl)oxy]ethyl}-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-53,Z1171334619,C22H21ClN2O4,Achiral,412.866,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,D13,CC1(C)CC=2C=CC=C(OCCNC(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34)C2O1,"6-chloro-N-{2-[(2,2-dimethyl-2,3-dihydro-1-benzofuran-7-yl)oxy]ethyl}-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-47,Z1239164812,C22H21FN2O4,Achiral,396.411,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,E13,CC1(C)CC=2C=CC=C(OCCNC(=O)C3=CC(=O)NC=4C=CC(F)=CC34)C2O1,"N-{2-[(2,2-dimethyl-2,3-dihydro-1-benzofuran-7-yl)oxy]ethyl}-6-fluoro-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-47,Z1239164812,C22H21FN2O4,Achiral,396.411,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,F13,CC1(C)CC=2C=CC=C(OCCNC(=O)C3=CC(=O)NC=4C=CC(F)=CC34)C2O1,"N-{2-[(2,2-dimethyl-2,3-dihydro-1-benzofuran-7-yl)oxy]ethyl}-6-fluoro-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-56,Z1239079472,C20H18FN3O4S,Achiral,415.438,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,G13,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4)C2C1,"4-[4-(benzenesulfonyl)piperazine-1-carbonyl]-6-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-56,Z1239079472,C20H18FN3O4S,Achiral,415.438,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,H13,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4)C2C1,"4-[4-(benzenesulfonyl)piperazine-1-carbonyl]-6-fluoro-1,2-dihydroquinolin-2-one"
JAN-GHE-5a013bed-2,Z1079977350,C15H12ClN3O,Achiral,285.728,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,I13,ClC=1C=CC=C(CC(=O)NN2C=NC=3C=CC=CC23)C1,"N-(1H-1,3-benzodiazol-1-yl)-2-(3-chlorophenyl)acetamide"
JAN-GHE-5a013bed-2,Z1079977350,C15H12ClN3O,Achiral,285.728,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,J13,ClC=1C=CC=C(CC(=O)NN2C=NC=3C=CC=CC23)C1,"N-(1H-1,3-benzodiazol-1-yl)-2-(3-chlorophenyl)acetamide"
MAT-POS-590ac91e-11,Z1129289653,C13H20N2O,Racemic or presumed racemic or meso,220.31,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,K13,CC(C)C(C)CC(=O)NC=1C=NC=CC1C,"3,4-dimethyl-N-(4-methylpyridin-3-yl)pentanamide"
MAT-POS-590ac91e-11,Z1129289653,C13H20N2O,Racemic or presumed racemic or meso,220.31,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,L13,CC(C)C(C)CC(=O)NC=1C=NC=CC1C,"3,4-dimethyl-N-(4-methylpyridin-3-yl)pentanamide"
JAN-GHE-5a013bed-11,Z1097410173,C9H8ClN5O,Achiral,237.645,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,M13,ClC=1C=CC=C(CC(=O)NC2=NN=NN2)C1,"2-(3-chlorophenyl)-N-(1H-1,2,3,4-tetrazol-5-yl)acetamide"
JAN-GHE-5a013bed-11,Z1097410173,C9H8ClN5O,Achiral,237.645,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,N13,ClC=1C=CC=C(CC(=O)NC2=NN=NN2)C1,"2-(3-chlorophenyl)-N-(1H-1,2,3,4-tetrazol-5-yl)acetamide"
MAT-POS-590ac91e-29,Z3471767411,C13H16N2O2,Diastereomeric mixture,232.278,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,O13,CC=1C=CN=CC1NC(=O)C2(CCC3CO2)C3,N-(4-methylpyridin-3-yl)-2-oxabicyclo[2.2.1]heptane-1-carboxamide
MAT-POS-590ac91e-29,Z3471767411,C13H16N2O2,Diastereomeric mixture,232.278,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,P13,CC=1C=CN=CC1NC(=O)C2(CCC3CO2)C3,N-(4-methylpyridin-3-yl)-2-oxabicyclo[2.2.1]heptane-1-carboxamide
Z4509080650,Z4509080650,C28H29ClFN3O2,Racemic or presumed racemic or meso,494,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,A14,CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(Cl)C3)C(=O)C=C,N-(4-tert-butylphenyl)-N-[(5-chloropyridin-3-yl)({[2-(3-fluorophenyl)ethyl]carbamoyl})methyl]prop-2-enamide
Z4509080650,Z4509080650,C28H29ClFN3O2,Racemic or presumed racemic or meso,494,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,B14,CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(Cl)C3)C(=O)C=C,N-(4-tert-butylphenyl)-N-[(5-chloropyridin-3-yl)({[2-(3-fluorophenyl)ethyl]carbamoyl})methyl]prop-2-enamide
MAT-POS-590ac91e-53,Z1171334619,C22H21ClN2O4,Achiral,412.866,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,C14,CC1(C)CC=2C=CC=C(OCCNC(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34)C2O1,"6-chloro-N-{2-[(2,2-dimethyl-2,3-dihydro-1-benzofuran-7-yl)oxy]ethyl}-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-53,Z1171334619,C22H21ClN2O4,Achiral,412.866,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,D14,CC1(C)CC=2C=CC=C(OCCNC(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34)C2O1,"6-chloro-N-{2-[(2,2-dimethyl-2,3-dihydro-1-benzofuran-7-yl)oxy]ethyl}-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-47,Z1239164812,C22H21FN2O4,Achiral,396.411,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,E14,CC1(C)CC=2C=CC=C(OCCNC(=O)C3=CC(=O)NC=4C=CC(F)=CC34)C2O1,"N-{2-[(2,2-dimethyl-2,3-dihydro-1-benzofuran-7-yl)oxy]ethyl}-6-fluoro-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-47,Z1239164812,C22H21FN2O4,Achiral,396.411,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,F14,CC1(C)CC=2C=CC=C(OCCNC(=O)C3=CC(=O)NC=4C=CC(F)=CC34)C2O1,"N-{2-[(2,2-dimethyl-2,3-dihydro-1-benzofuran-7-yl)oxy]ethyl}-6-fluoro-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-56,Z1239079472,C20H18FN3O4S,Achiral,415.438,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,G14,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4)C2C1,"4-[4-(benzenesulfonyl)piperazine-1-carbonyl]-6-fluoro-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-56,Z1239079472,C20H18FN3O4S,Achiral,415.438,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,H14,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4)C2C1,"4-[4-(benzenesulfonyl)piperazine-1-carbonyl]-6-fluoro-1,2-dihydroquinolin-2-one"
