SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
COC=1C=CC=C2NC(=O)C=C(C(=O)N3CCN(CC3)C=4C=CC=C(Cl)C4)C12,,,MAT-POS-3b536971-2,Z4765682199,95.96,40,20,1181202-Y40-31,03_A,Achiral,not found,H2784371
FC=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)C2C1,ALP-POS-696356e4-1,CVD-0014383,ALP-POS-696356e4-1,Z4766813416,100.0,40,20,1181202-Y40-31,03_B,Racemic or presumed racemic or meso,,H2787272
ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=CC23)N1,,,MAT-POS-afd4d4fd-2,Z4655756135,100.0,40,20,1181202-Y40-31,03_C,Achiral,not found,H2784181
ClC=1C=C(OC2CC(=O)N2)C=C(C1)N(CCC3CCCCC3)C(=O)NC=4C=NC=C5C=CC=CC45,,,MAT-POS-53907a1c-3,Z4669293897,92.71,40,20,1181202-Y40-31,03_D,Racemic or presumed racemic or meso,not found,H2797866
ClC=1C=CC=C(C1)N2CCN(CC2=O)C(=O)C3=CC(=O)NC=4C=CC=CC34,,,ERI-UCB-d6de1f3c-1,Z4760934702,100.0,40,20,1181202-Y40-31,03_E,Achiral,not found,H2797718
ClC=1C=CC=C(C1)N2CCN(CC2=O)C(=O)C=3C=NC=C4C=CC=CC34,,,ERI-UCB-d6de1f3c-2,Z4760934703,98.97,40,20,1181202-Y40-31,03_F,Achiral,not found,H2797709
COC=1C=CC=CC1OCCNC(=O)C=2C=C(O)C=CN2,MAT-POS-8fd29122-1,CVD-0014469,MAT-POS-8fd29122-1,Z4824757166,96.61,40,20,1181202-Y40-31,03_G,Achiral,,H2796711
ClC=1C=CC=2OCCC(C(=O)NC3CCNC(=O)C3)C2C1,,,ALP-POS-8b8a49e1-4,Z4221813329,100.0,40,20,1181202-Y40-31,03_H,Diastereomeric mixture,not found,H2795774
OC=1C=CN=C(C1)C(=O)N2CCN(CC2)C=3C=CC=C(Cl)C3,MAT-POS-8fd29122-2,CVD-0014470,MAT-POS-8fd29122-2,Z2933360188,100.0,40,20,1181202-Y40-31,03_I,Achiral,,H2796708
ClC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=CC1Cl,MAT-POS-23a8a11a-1,CVD-0014468,MAT-POS-23a8a11a-1,Z4778736893,100.0,40,20,1181202-Y40-31,03_J,Achiral,,H2796709
