SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=NOC23)C1,PET-UNK-b1ef24dc-1,CVD-0017491,PET-UNK-b1ef24dc-1,Z5032732281,98.13,40,20,1326826-Y40-12,03_A,Achiral,,H3184225
CC=1C=CN=C(NC(=O)C2CCOC=3C=CC(Cl)=CC23)C1N,MAT-POS-500f4700-1,CVD-0018064,Z5051603391,Z5051603391,95.7,40,20,1326826-Y40-12,03_B,Racemic or presumed racemic or meso,,H3136535
NC(=O)C1=CC=2C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=CN=CC2S1,MAT-POS-14f31916-2,CVD-0017232,MAT-POS-14f31916-2,Z5012902025,100.0,40,20,1326826-Y40-12,03_C,Racemic or presumed racemic or meso,,H3175436
ClC=1C=C2NCCC(C(=O)NC3=CN=C4C=CC=CN34)C2=CC1Cl,MAT-POS-500f4700-2,CVD-0018065,BEN-DND-02317c5c-5,Z5032732286,100.0,40,20,1326826-Y40-12,03_D,Racemic or presumed racemic or meso,,H3172521
FC=1C=CC=C2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C12,MIC-UNK-50cce87d-1,CVD-0013966,MIC-UNK-50cce87d-1,Z4951847513,100.0,40,20,1326826-Y40-12,03_E,Achiral,,H3172523
CNC(=O)C1=CC=2C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=CN=CC2S1,MAT-POS-14f31916-3,CVD-0017233,MAT-POS-14f31916-3,Z5028563696,100.0,40,20,1326826-Y40-12,03_F,Racemic or presumed racemic or meso,,H3175123
CN(C)S(=O)(=O)N1CC(C(=O)NC=2C=NC=CC2C(F)(F)F)C=3C=C(Cl)C=CC3C1,EDJ-MED-ee742daa-4,CVD-0017390,EDJ-MED-ee742daa-4,Z5032732284,100.0,40,20,1326826-Y40-12,03_G,Racemic or presumed racemic or meso,,H3175423
CS(=O)(=O)C=1C=CC=2C(NC(=O)C3CCS(=O)(=O)C=4C=CC(Cl)=CC34)=CN=CC2C1,EDJ-MED-93390d0c-2,CVD-0017215,EDJ-MED-93390d0c-2,Z5012901941,97.28,40,20,1326826-Y40-12,03_H,Racemic or presumed racemic or meso,,H3190944
CS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C(F)=CC4C1,MAT-POS-64942dd0-3,CVD-0017066,MAT-POS-64942dd0-3,Z4992038954,100.0,40,20,1326826-Y40-12,03_I,Racemic or presumed racemic or meso,,H3190945
Cl.ClC=1C=CC=2C(CCOC2C1)C(=O)N(CC3=CNC(=O)NC3=O)C=4C=NC=C5C=CC=CC45,ALP-POS-6d96567b-2,CVD-0016500,ALP-POS-6d96567b-2,Z5064391861,80.23,40,20,1326826-Y40-12,03_J,Racemic or presumed racemic or meso,,H3177909
FC(F)(F)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-4223bc15-26,CVD-0016919,MAT-POS-4223bc15-26,Z4973449328,90.85,40,20,1326826-Y40-12,03_K,Racemic or presumed racemic or meso,,H3177868
COC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC(NS(=O)(=O)C)=CC34,EDG-MED-10fcb19e-1,CVD-0017193,EDG-MED-10fcb19e-1,Z5012901942,95.76,40,20,1326826-Y40-12,03_L,Racemic or presumed racemic or meso,,H3178554
