SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
CCC(=O)NC=1C=CC(=CC1)N(CC=2C=CC=CC2)C(=O)N3N=NC=4C=CC=CC34,ALP-POS-a1bdc92a-1,CVD-0014206,ALP-POS-a1bdc92a-1,Z4754686018,90.27,40,20,1181202-Y40-28,03_A,Achiral,,H2734487,UNK
ClC=1C=CC=C(NC(=O)CC=2C=NC=C3C=CC=CC23)C1,PET-UNK-8922bd3c-1,CVD-0014180,PET-UNK-8922bd3c-1,Z4762132908,100.0,40,20,1181202-Y40-28,03_B,Achiral,,H2747614,UNK
COC=1C=CC(=CC1S(=O)(=O)NC=2C=CC=C3C=CC=NC23)N4C(=O)CCS4(=O)=O,LON-WEI-4d77710c-41,CVD-0013115,LON-WEI-5e7d1b3e-41,Z3220648995,96.0,40,20,1181202-Y40-28,03_C,Achiral,,*R2375821*,UNK
COC=1C=C2CCN(C(C)C2=CC1OC)C(=O)NC3=CN(C)C(=O)C=4C=CC=CC34,LON-WEI-4d77710c-33,CVD-0013110,LON-WEI-5e7d1b3e-33,Z3220620971,96.0,40,20,1181202-Y40-28,03_D,Racemic or presumed racemic or meso,,*R2375797*,UNK
CC(C)CN1C=C(NC(=O)NC=2C=CC(C)=CC2Br)C=3C=CC=CC3C1=O,LON-WEI-4d77710c-4,CVD-0013088,LON-WEI-5e7d1b3e-4,Z3220635990,96.0,40,20,1181202-Y40-28,03_E,Achiral,,*R2375638*,UNK
CC=1C=CC=CC1NC(=O)CC2SC(=O)N(C2=O)C=3C=CC=CC3,LON-WEI-4d77710c-75,CVD-0013138,LON-WEI-5e7d1b3e-75,Z57179924,96.0,40,20,1181202-Y40-28,03_F,Racemic or presumed racemic or meso,,*R2375914*,UNK
CC(C)CN1C=C(NC(=O)NCC2=CC=CO2)C=3C=CC=CC3C1=O,LON-WEI-4d77710c-44,CVD-0013118,LON-WEI-5e7d1b3e-44,Z2735298792,96.0,40,20,1181202-Y40-28,03_G,Achiral,,*R2375810*,UNK
COC(=O)C1=C(NCCCC=2C=CC=CC2)C=3C=C(F)C=CC3NC1=O,MAT-POS-b5746674-78,CVD-0011009,LON-WEI-5e7d1b3e-14,Z3240894064,96.0,40,20,1181202-Y40-28,03_H,Achiral,,*R2378192*,UNK
CC(C)OCCCN(CC1=CC=CO1)C(=O)NC2=CN(C)C(=O)C=3C=CC=CC23,MAT-POS-b5746674-38,CVD-0010969,LON-WEI-5e7d1b3e-57,Z3220621009,96.0,40,20,1181202-Y40-28,03_I,Achiral,,*R2375761*,UNK
Cl.Cl.Cl.CC(C)CN1C=C(NC(=O)NCCC=2C(C)=NOC2C)C=3C=CC=CC3C1=O,LON-WEI-4d77710c-51,CVD-0013121,LON-WEI-5e7d1b3e-51,Z4752035391,96.0,40,20,1181202-Y40-28,03_J,Achiral,,*R2375834*,UNK
