SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
COC=1C=CC=CC1OCCNC(=O)C2CC(=O)NC=3C=CC=CC23,,,MAT-POS-35d3f55a-1,Z228068546,94.8,40.0,20.0,1181202-Y40-30,03_A,Racemic or presumed racemic or meso,not found,T6527633,UNK
ClC=1C=CC=2OCC[C@H](C(=O)NC=3C=NC=C4C=NC=CC34)C2C1,,,BEN-DND-4f474d93-1,Z4765682196,100.0,40.0,20.0,1181202-Y40-30,03_B,Single known enantiomer,not found,H2761314,UNK
ClC=1C=CC=2OCC[C@@H](C(=O)NC=3C=NC=C4C=NC=CC34)C2C1,,,ALP-POS-ce760d3f-2,Z4767994308,100.0,40.0,20.0,1181202-Y40-30,03_C,Single known enantiomer,not found,H2761313,UNK
FC=1C=CC=2C=NC=C(NC(=O)C3=CCOC=4C=CC(Cl)=CC34)C2C1,,,ALP-POS-ce760d3f-5,Z4778754465,100.0,40.0,20.0,1181202-Y40-30,03_D,Achiral,not found,H2768949,UNK
O=C(CC=1C=NC=C2C=CC=CC12)N(CCC3CCCCC3)CC4=CC=CS4,,,ALP-POS-64a710fa-1,Z4664916433,97.79,40.0,20.0,1181202-Y40-30,03_E,Achiral,not found,H2775179,UNK
COC=1C=CC=2C=NC=C(NC(=O)C3=CCOC=4C=CC(Cl)=CC34)C2C1,,,ALP-POS-ce760d3f-6,Z4778754449,97.65,40.0,20.0,1181202-Y40-30,03_F,Achiral,not found,H2768944,UNK
ClC=1C=CC=C(CC(=O)NC=2C=NC=C3NCCCC23)C1,,,MAT-POS-14ad9fe9-1,Z4661830646,100.0,40.0,20.0,1181202-Y40-30,03_G,Achiral,not found,H2775111,UNK
COC=1C=CC(Cl)=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC=C(OC)C23,MAT-POS-3b536971-1,CVD-0014247,MAT-POS-3b536971-1,Z4765682198,100.0,40.0,20.0,1181202-Y40-30,03_H,Achiral,,H2784373,UNK
ClC=1C=CC(=CC1)C2CCCN(C2=O)C=3C=NC=C4C=CC=CC34,,,ALP-POS-ce760d3f-8,Z4766982413,100.0,40.0,20.0,1181202-Y40-30,03_I,Racemic or presumed racemic or meso,not found,H2793150,UNK
OC(=O)C1CCOC=2C=CC(Cl)=CC12,,,EN300-135535,Z1269185764,95.0,,,Box BB,01_A,Racemic or presumed racemic or meso,not found,*R2392884*,UNK
NC1(CCOC=2C=CC=CC21)C(=O)O,,,EN300-71337,Z317024734,95.0,,,Box BB,01_B,Racemic or presumed racemic or meso,not found,*R1887257*,UNK
ClC=1C=CC=C(CN2CCNCC2)C1,,,EN300-11545,Z57051058,95.0,,,Box BB,01_C,Achiral,not found,*R1294624*,UNK
ClC=1C=CC=2OCCNC2C1,,,EN300-91775,Z1198179941,95.0,,,Box BB,01_D,Achiral,not found,*R529254*,UNK
