SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
CC(C)CN1C=C(NC(=O)NC2=NN(CC2)C=3C=CC=CC3)C=4C=CC=CC4C1=O,,,MAT-POS-af71705c-2,Z3221824434,91.76,40,20,1169106-Y40-01,03_A,Achiral,not found,UNK
CC(C(=O)NC=1C=NC=CC1O)C=2C=CC=CC2,,,BEN-DND-93268d01-15,Z1725526371,100.0,40,20,1169106-Y40-01,03_B,Racemic or presumed racemic or meso,not found,UNK
O=S(=O)(CC1=NOC(=N1)C2CC2)NC=3C=CC=NC3,,,NAU-LAT-445f63e5-3,Z3547550267,85.85,40,20,1169106-Y40-01,03_C,Achiral,not found,UNK
ClC=1C=CC=2OCC(C(=O)NC3=NN=CN3C4CC4)C2C1,,,JAG-UCB-c61058a9-18,Z2077755635,100.0,40,20,1169106-Y40-01,03_D,Racemic or presumed racemic or meso,not found,UNK
OC=1C=C(Cl)C=C(NC(=O)NC=2C=CC=NC2)C1,WAR-XCH-eb7b662f-4,CVD-0003947,WAR-XCH-eb7b662f-4,Z4444621985,98.36,40,20,1169106-Y40-01,03_E,Achiral,,UNK
ClC=1C=CC=2OCC(C(=O)NC3=NN=CN3C=4C=CC=CC4)C2C1,,,NAU-LAT-8502cac5-2,Z1851724994,100.0,40,20,1169106-Y40-01,03_F,Racemic or presumed racemic or meso,not found,UNK
CC(C)N1C(NC(=O)C2CCOC=3C=CC=CC23)=NC=4C=CC=CC14,,,NAU-LAT-8502cac5-1,Z2646024721,100.0,40,20,1169106-Y40-01,03_G,Racemic or presumed racemic or meso,not found,UNK
CC1(CCOC=2C=CC=CC21)C(=O)NC3=NN=CN3C4CC4,,,BRU-THA-a358fbdd-2,Z2959502145,100.0,40,20,1169106-Y40-01,03_H,Racemic or presumed racemic or meso,not found,UNK
CC(C)N1C=NN=C1CNC(=O)C2CCOC=3C=CC=CC23,,,NAU-LAT-8502cac5-9,Z1185510380,100.0,40,20,1169106-Y40-01,03_I,Racemic or presumed racemic or meso,not found,UNK
COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC=C(C)C23,,,EDJ-MED-6af13d92-1,Z4511099378,100.0,40,20,1169106-Y40-01,03_J,Achiral,not found,UNK
COC=1C=CC=CC1OC2CCCN(C2)C(=O)C3=C(C)C(=O)NC=4C=CC=CC34,,,MAT-POS-590ac91e-44,Z2959745200,90.0,40,20,1169106-Y40-01,03_K,Racemic or presumed racemic or meso,not found,UNK
CN1C=C(NC(=O)NC=2C=CC=CN2)C=3C=CC=CC3C1=O,,,MAT-POS-af71705c-1,Z3244407084,100.0,40,20,1169106-Y40-01,03_L,Achiral,not found,UNK
ClC=1C=CC=C(CC(=O)NC=2C=CC=NC2C#C)C1,AGN-NEW-c7b24fe3-5,CVD-0000061,AGN-NEW-c7b24fe3-5,Z4570411953,95.0,40,20,1169106-Y40-01,03_M,Achiral,,UNK
CC=1C=NC2=C(C(=NN2C1)C=3C=CC(F)=CC3)C=4C=CC=5NN=CC5C4,,,ALV-UNI-7ff1a6f9-22,Z4570431948,95.0,40,20,1169106-Y40-01,03_N,Achiral,not found,UNK
CC1=CN2C(=C(N=C2S1)C=3C=CC(F)=CC3)C=4C=CC=NC4,,,ALV-UNI-7ff1a6f9-43,Z4570459068,95.0,40,20,1169106-Y40-01,03_O,Achiral,not found,UNK
CC=1C=CN2C(=C(N=C2C1)C=3C=CC(F)=CC3)C=4C=CC=5NN=CC5C4,,,ALV-UNI-7ff1a6f9-14,Z4570444073,95.0,40,20,1169106-Y40-01,03_P,Achiral,not found,UNK
CC=1N=C(N)SC1CN2CCN(CC=3C=CC=C(Cl)C3)C2=O,,,ALP-POS-91609ae9-2,Z4570396630,95.0,40,20,1169106-Y40-01,04_A,Achiral,not found,UNK
CC=1N=CNC1CN2CCN(CC=3C=CC=C(Cl)C3)C2=O,,,ALP-POS-91609ae9-1,Z4562516113,95.0,40,20,1169106-Y40-01,04_B,Achiral,not found,UNK
CN1CCN(CC1)C(=O)CC2=CNC=3N=CC(=CC23)C(=O)NCCC4=CNC=5C=CC(F)=CC45,,,MAK-UNK-10572812-16,Z4570313462,85.0,40,20,1169106-Y40-01,04_C,Achiral,not found,UNK
CCOC=1C=CC=CC1OC2CCN(C2)C(=O)C3=C(C)C(=O)NC=4C=CC=CC34,,,MAT-POS-590ac91e-45,Z3607510615,91.0,40,20,1169106-Y40-01,04_D,Racemic or presumed racemic or meso,not found,UNK
CCC=1C=CC=C(CC)C1NC(=O)CN2C(=O)C(=O)C=3C=C(OC)C=CC23,,,LOR-NOR-30067bb9-9,Z85305142,96.64,40,20,1169106-Y40-01,04_E,Achiral,not found,UNK
COC(=O)C=1C=C(Br)C=C2C(=O)C(=O)NC21,,,LOR-NOR-30067bb9-15,Z2733715421,100.0,40,20,1169106-Y40-01,04_F,Achiral,not found,UNK
BrC=1C=CC=C2C(=O)C(=O)N(CC=3C=CC=C(C#N)C3)C21,,,LOR-NOR-30067bb9-11,Z229622170,91.0,40,20,1169106-Y40-01,04_G,Achiral,not found,UNK
CC(C)(C)NC(=O)CN1C(=O)C(=O)C=2C=CC=C(Br)C12,,,LOR-NOR-30067bb9-12,Z229619010,92.0,40,20,1169106-Y40-01,04_H,Achiral,not found,UNK
O=C(OCCCC#N)C=1C=CC=C2C(=O)C(=O)NC21,,,LOR-NOR-30067bb9-16,Z358392728,98.33,40,20,1169106-Y40-01,04_I,Achiral,not found,UNK
CC=1C=CC=C(COC(=O)C=2C=CC=C3C(=O)C(=O)NC32)C1,,,LOR-NOR-30067bb9-2,Z358393210,97.0,40,20,1169106-Y40-01,04_J,Achiral,not found,UNK
O=C1NC=2C=C(C=CC2C1=O)N3CCCC3,,,LOR-NOR-30067bb9-1,Z431970340,95.0,40,20,1169106-Y40-01,04_K,Achiral,not found,UNK
COC=1C=CC=CC1OCCN2C(=O)C(=O)C=3C=C(Br)C=C(C)C23,,,LOR-NOR-30067bb9-4,Z111479636,95.0,40,20,1169106-Y40-01,04_L,Achiral,not found,UNK
