SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
CN(C)C/C=C/C(=O)NCC1=CNC=2C=CC=CC12,,,ANT-OPE-ab3-2,Z4461624341,98.67,40,20,1181202-Y40-02,A03,Achiral,not found,UNK
CN(C)C/C=C/C(=O)NC1=CNC=2C=CC=CC12,,,ANT-OPE-ab3-1,Z4461624344,98.73,40,20,1181202-Y40-02,B03,Achiral,not found,UNK
CC=1C=CC(=CC1)S(=O)(=O)NC2CCN(CC2)C(=O)CCl,,,WAR-XCH-79d-4,Z291278642,100.0,40,20,1181202-Y40-02,C03,Achiral,not found,UNK
ClCC(=O)N1CCN(CC=2C=C(C#N)C=C3C=CC=CC23)CC1,DAR-DIA-fb20be43-6,CVD-0000836,DAR-DIA-fb2-6,Z4461624300,100.0,40,20,1181202-Y40-02,D03,Achiral,,UNK
ClCC(=O)N1CCN(CC1)S(=O)(=O)C=2C=CSC2,,,MAK-UNK-643-10,Z4450620219,96.02,40,20,1181202-Y40-02,E03,Achiral,not found,UNK
C=CC(=O)N1CCCN(CC=2C=CC=CC2)CC1,,,ANT-OPE-c0c-1,Z1937798708,100.0,40,20,1181202-Y40-02,F03,Achiral,not found,UNK
FC=1C=CC(CNC=2C=CC=3N(CCCC3C2)C(=O)CCl)=C(Cl)C1,,,MIC-IOC-304-2,Z4450620227,89.94,40,20,1181202-Y40-02,G03,Achiral,not found,UNK
ClCC(=O)N1CCN(CCNC(=O)C=2C=CC=CC2)CC1,STE-KUL-2e0d2e88-1,CVD-0003484,STE-KU-2e0-1,Z4444622106,85.0,40,20,1181202-Y40-02,H03,Achiral,,UNK
CC(=O)NC=1C=CC(C#N)=CC1CN2CCN(CC2)C(=O)CCl,,,TAM-UNI-d1c-18,Z4461624327,100.0,40,20,1181202-Y40-02,I03,Achiral,not found,UNK
C=CC(=O)N1CCN(CC=2C=CC=C3C=CC=CC23)CC1,,,JOO-IND-637-4,Z1937767983,100.0,40,20,1181202-Y40-02,J03,Achiral,not found,UNK
C=CC(=O)N1CCN(CC#C)CC1,,,TOB-UNK-c2a-2,Z608678034,91.0,40,20,1181202-Y40-02,K03,Achiral,not found,UNK
COC=1C=C(NC(=O)C(=O)NC=2C=C(OC)C(OC)=C(OC)C2)C=C(OC)C1OC,ANT-LOU-17aa1493-2,CVD-0000162,ANT-LOU-17a-2,Z62468012,100.0,40,20,1181202-Y40-02,L03,Achiral,,UNK
O=C(CC1=CNC=2N=CC=CC12)NCC=3C=C(C#N)C=CN3,TRY-UNI-1fd04853-10,CVD-0003603,TRY-UNI-1fd-10,Z4444622062,91.97,40,20,1181202-Y40-02,M03,Achiral,,UNK
ClC=1C=CC(C=2C=CC=CC2)=C(C1)C(=O)NC=3C=CC=NC3,CHR-SOS-7098f804-14,CVD-0000590,CHR-SOS-709-14,Z4444622226,100.0,40,20,1181202-Y40-02,N03,Achiral,,UNK
CC=1C=CN=CC1NC(=O)CNC=2C=CN=C3C=CC=CC23,GAB-REV-70cc3ca5-4,CVD-0001231,GAB-REV-70c-4,Z4444622217,100.0,40,20,1181202-Y40-02,O03,Achiral,,UNK
CN(C)CC(=C)C(=O)N1CC(C=2C=CC=CC2)C=3C=CC=CC3C1,,,REN-UFA-aaa-3,Z1982193847,95.14,40,20,1181202-Y40-02,P03,Racemic or presumed racemic or meso,not found,UNK
"O=C(N[C@@H]1CCCC[C@H]1NC(=O)C=2C=CN=CC2)C3CCCCC3 |&1:3,8,r|",GIA-UNK-d2defdc3-1,CVD-0001318,GIA-UNK-d2d-1,Z4444734983,100.0,40,20,1181202-Y40-02,A04,Racemic diastereomer with known relative stereochemistry,imperfect stereochemical match for GIA-UNK-d2defdc3-1,UNK
C=C(C(=O)NC=1C=CC=CC1)C=2C=CC=NC2,,,BEN-DND-031-8,Z4461624313,100.0,40,20,1181202-Y40-02,B04,Achiral,not found,UNK
CC=1C=CC=C(CC(=O)NC=2C=CC=NC2C#N)C1,AGN-NEW-c7b24fe3-3,CVD-0000059,AGN-NEW-c7b-3,Z4444622050,96.05,40,20,1181202-Y40-02,C04,Achiral,,UNK
CC(=O)N[C@@H](CC=1C=CC(O)=CC1)C(=O)NCC=2C=CC(Br)=CC2,,,NIC-BIO-a68-5,Z4466167962,94.8,40,20,1181202-Y40-02,D04,Single known enantiomer,not found,UNK
O=C(NCC1=CC=NO1)C=2C=CC=CC2OC3CCCCC3,BAR-COM-4e090d3a-65,CVD-0000288,BAR-COM-4e0-65,Z1673780356,91.0,40,20,1181202-Y40-02,E04,Achiral,,UNK
"CN1CCC(CC1)C(=O)N[C@@H]2CCCC[C@H]2NC(=O)C3CCCCC3 |&1:10,15,r|",GIA-UNK-d2defdc3-3,CVD-0001320,GIA-UNK-d2d-3,Z4444734832,100.0,40,20,1181202-Y40-02,F04,Racemic diastereomer with known relative stereochemistry,imperfect stereochemical match for GIA-UNK-d2defdc3-3,UNK
FC=1C=CC=C(C1)S(=O)(=O)N2CCN(CC2)C(=O)CN3C=CC=N3,,,IND-SYN-6c8-7,Z169615266,96.99,40,20,1181202-Y40-02,G04,Achiral,not found,UNK
O=C(CC1=CNC=2N=CC=CC12)N3CCC(CC3)N4CCCS4(=O)=O,,,SWA-SYN-642-10,Z4466168038,100.0,40,20,1181202-Y40-02,H04,Achiral,not found,UNK
NS(=O)(=O)C=1C=CC(=CC1)C(=O)N2CC(C=3C=CC=CC3)C=4C=CC=CC4C2,,,JAR-IMP-ed4-13,Z1982706704,96.41,40,20,1181202-Y40-02,I04,Racemic or presumed racemic or meso,not found,UNK
