SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C,,,LON-WEI-babf2c61-10,Z4509080725,90.54,40,20,1181202-Y40-07,03_A,Racemic or presumed racemic or meso,not found,UNK
COC=1C=CC=2CC(N(CC2C1)C(=O)CCl)C=3C=CC=CC3,,,NAU-LAT-64f4b287-4,Z1562148574,85.67,40,20,1181202-Y40-07,03_B,Racemic or presumed racemic or meso,not found,UNK
CCN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=CC(=CC34)[N+](=O)[O-],,,MAT-POS-590ac91e-52,Z1222830091,100.0,40,20,1181202-Y40-07,03_C,Racemic or presumed racemic or meso,not found,UNK
CC1=CN=CN1CC(=O)NC=2C=C(C)C=C(C)C2,,,JAG-UCB-a3ef7265-12,Z2697373477,97.95,40,20,1181202-Y40-07,03_D,Achiral,not found,UNK
OC=1C=CC(Cl)=CC1NC(=O)CC=2C=CC=NC2,,,BEN-DND-61647d40-18,Z1177713653,95.59,40,20,1181202-Y40-07,03_E,Achiral,not found,UNK
OC=1C=CC(C#N)=CC1NC(=O)CC=2C=CC=NC2,,,BEN-DND-61647d40-8,Z1331696129,100.0,40,20,1181202-Y40-07,03_F,Achiral,not found,UNK
CC=1C=C(C)C(C)=C(C1C)S(=O)(=O)N2CCN(CC2)C(=O)C=3C=CNC(=O)C3,,,BEN-DND-7e92b6ca-8,Z1418828864,100.0,40,20,1181202-Y40-07,03_G,Achiral,not found,UNK
OC=1C=CN=CC1NC(=O)CC=2C=CC=C(Cl)C2,,,ALP-POS-95b75b4d-6,Z1085342634,100.0,40,20,1181202-Y40-07,03_H,Achiral,not found,UNK
CC=1C=CN=CC1NC(=O)CCC=2C=CC=CC2F,,,BEN-DND-93268d01-7,Z1129284855,100.0,40,20,1181202-Y40-07,03_I,Achiral,not found,UNK
CC=1C=CN=CC1NC(=O)C2C3CCOCC23,,,MAT-POS-590ac91e-28,Z3080739930,100.0,40,20,1181202-Y40-07,03_J,Diastereomeric mixture,not found,UNK
ClC=1C=CC=C(CC(=O)NN2C=NN=C2)C1,,,JAN-GHE-5a013bed-5,Z1613796925,100.0,40,20,1181202-Y40-07,03_K,Achiral,not found,UNK
COC=1C=CC=CC1OCCNC(=O)C=2C=CNC(=O)C2,,,BEN-DND-7e92b6ca-1,Z1419041082,100.0,40,20,1181202-Y40-07,03_L,Achiral,not found,UNK
CC1=CN=CN1CC(=O)NC=2C=CC=C(C)N2,,,JAG-UCB-a3ef7265-14,Z2699738844,94.31,40,20,1181202-Y40-07,03_M,Achiral,not found,UNK
CC=1C=C(C)C=C(CC(=O)NC2=NN=CN2C)C1,,,JAG-UCB-a3ef7265-18,Z2636222460,100.0,40,20,1181202-Y40-07,03_N,Achiral,not found,UNK
ClC=1C=CC=C(CC(=O)NN2C=NNC2=O)C1,,,JAN-GHE-5a013bed-4,Z1613844041,100.0,40,20,1181202-Y40-07,03_O,Achiral,not found,UNK
CC1=NN=C(NC(=O)CC=2C=CC=C(Cl)C2F)S1,,,JAG-UCB-a3ef7265-10,Z2169605851,100.0,40,20,1181202-Y40-07,03_P,Achiral,not found,UNK
CC=1C=CN=CC1NS(=O)(=O)C=2C=CC=C(Cl)C2,,,JAN-GHE-83b26c96-21,Z1381353667,95.62,40,20,1181202-Y40-07,04_A,Achiral,not found,UNK
CC=1C=CN=CC1NC(=O)[C@@H]2CNC(=O)O2,,,MAT-POS-590ac91e-12,Z2627790972,95.0,40,20,1181202-Y40-07,04_B,Single known enantiomer,not found,UNK
NC=1N=CC(=CN1)S(=O)(=O)NCC=2C=CC=C(Cl)C2,,,JAG-UCB-ef2c0e8e-5,Z992433798,100.0,40,20,1181202-Y40-07,04_C,Achiral,not found,UNK
CC=1C=CN=CC1NC(=O)NC=2C=NC=C(C#N)C2,CHR-SOS-363cfb78-2,CVD-0000548,CHR-SOS-363-2,Z4444621944,86.03,40,20,1181202-Y40-07,04_D,Achiral,,UNK
CC=1C=CN=CC1NC(=O)C2(CCOC2)C#N,,,MAT-POS-590ac91e-27,Z2869765276,100.0,40,20,1181202-Y40-07,04_E,Racemic or presumed racemic or meso,not found,UNK
CC1=NN=C(O1)C2CC=3C=CC=CC3CN2C(=O)CCl,,,NAU-LAT-64f4b287-5,Z1562143134,96.9,40,20,1181202-Y40-07,04_F,Racemic or presumed racemic or meso,not found,UNK
CC=1C=NC=C(C1)C(N(C(=O)C=C)C=2C=C(ON2)C(C)(C)C)C(=O)NCCC=3C=CC=C(F)C3,,,LON-WEI-babf2c61-13,Z4509080742,90.08,40,20,1181202-Y40-07,04_G,Racemic or presumed racemic or meso,not found,UNK
CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(Cl)C3)C(=O)C=C,,,LON-WEI-babf2c61-11,Z4509080731,94.28,40,20,1181202-Y40-07,04_H,Racemic or presumed racemic or meso,not found,UNK
CC(CC=1C=CC=CC1)C(=O)NC=2C=NC=CC2C,,,BEN-DND-93268d01-14,Z1182403201,93.53,40,20,1181202-Y40-07,04_I,Racemic or presumed racemic or meso,not found,UNK
CCS(=O)(=O)N1CCC(CC1)C(=O)NC=2C=C(Cl)C=CC2O,,,JAG-UCB-ef2c0e8e-6,Z925903342,98.96,40,20,1181202-Y40-07,04_J,Achiral,not found,UNK
CC1=NN=C(NC(=O)CC=2C=CC=C(Cl)C2F)N1C,,,JAG-UCB-a3ef7265-4,Z2175495475,100.0,40,20,1181202-Y40-07,04_K,Achiral,not found,UNK
CC1=NOC(C)=C1NC(=O)CC=2C=CC=C(Cl)C2Cl,,,JAG-UCB-a3ef7265-9,Z1926728860,100.0,40,20,1181202-Y40-07,04_L,Achiral,not found,UNK
CC(=O)NC=1C=CC(NCC(=O)NC=2C=NC=CC2C)=CC1,,,GAB-REV-70c-21,Z4444622053,85.0,40,20,1181202-Y40-07,04_M,Achiral,not found,UNK
CC1=CN=CN1CC(=O)NC=2C=C(C)C(Cl)=C(C)C2,,,JAG-UCB-a3ef7265-22,Z2711909345,85.0,40,20,1181202-Y40-07,04_N,Achiral,not found,UNK
CC=1C=CC=C(CS(=O)(=O)N2CCC(CC2)C(=O)N)C1,,,JAG-UCB-ef2c0e8e-8,Z1003140064,87.0,40,20,1181202-Y40-07,04_O,Achiral,not found,UNK
CC=1C=CN=CC1NC(=O)[C@@]23C[C@H]3COC2,,,MAT-POS-590ac91e-3,Z4503232683,100.0,40,20,1181202-Y40-07,04_P,Single known enantiomer,not found,UNK
CO[C@H](C)C(=O)N(C)C=1C=NC=CC1C,,,ERI-UCB-5b47150d-2,Z3544456143,96.93,40,20,1181202-Y40-07,05_A,Single known enantiomer,not found,UNK
CC=1C=CN=CC1NC(=O)CC=2C=CC=C(C2)S(=O)(=O)N,,,EDJ-MED-e58735b6-3,Z4497196442,95.0,40,20,1181202-Y40-07,05_B,Achiral,not found,UNK
CC=1C=CN=CC1NC(=O)CC=2C=NC=C(Cl)C2,,,TRY-UNI-2eddb1ff-2,Z4497196464,95.0,40,20,1181202-Y40-07,05_C,Achiral,not found,UNK
