SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
"COC=1C=CC=2C=NC=C(NC(=O)[C@]3(CCOC=4C=CC(Cl)=CC43)OC)C2C1 |o1:13,r|",MAT-POS-24589f88-1,CVD-0017396,rel-EDJ-MED-611d11e7-7-2,Z4987418805,100.0,40,20,1326826-Y40-07,03_A,Single unknown enantiomer,,H3055088,UNK
"COC=1C=CC=2C=NC=C(NC(=O)[C@@]3(CCOC=4C=CC(Cl)=CC43)OC)C2C1 |o1:13,r|",EDJ-MED-611d11e7-7,CVD-0016455,rel-EDJ-MED-611d11e7-7-1,Z4943083653,100.0,40,20,1326826-Y40-07,03_B,Single unknown enantiomer,,H3055087,UNK
"CS(=O)(=O)N1C[C@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1 |o1:6,r|",MAT-POS-24589f88-2,CVD-0017397,rel-MAT-POS-dd3ad2b5-5,Z4988873021,100.0,40,20,1326826-Y40-07,03_C,Single unknown enantiomer,,H3053628,UNK
"CS(=O)(=O)N1C[C@@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1 |o1:6,r|",MAT-POS-24589f88-3,CVD-0017398,rel-MAT-POS-dd3ad2b5-6,Z4988872945,100.0,40,20,1326826-Y40-07,03_D,Single unknown enantiomer,,H3053627,UNK
ClC=1C=CC=2OCCC(CNCC3=CN(CC4CCCO4)N=N3)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,MAT-POS-24589f88-4,CVD-0017399,KAD-UNI-b13decd3-5,Z4984330285,96.56,40,20,1326826-Y40-07,03_E,Diastereomeric mixture,,H3101522,UNK
CC1=NC(CN2CC(C(=O)NC=3C=NC=C4C=CC(F)=CC34)C=5C=C(Cl)C=CC5C2)=CS1.OC(=O)C(F)(F)F,MAT-POS-24589f88-5,CVD-0017400,EDJ-MED-009f762b-2,Z5009825383,100.0,40,20,1326826-Y40-07,03_F,Racemic or presumed racemic or meso,,H3099336,UNK
CN(C)S(=O)(=O)NCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-e6dd326d-5,CVD-0016877,MAT-POS-e6dd326d-5,Z4973373657,96.82,40,20,1326826-Y40-07,03_G,Racemic or presumed racemic or meso,,H3099330,UNK
ClC=1C=CC=C(CC(=O)NC2=NOC=3N=CC=CC23)C1,JIN-POS-6dc588a4-2,CVD-0016554,JIN-POS-6dc588a4-2,Z4951847499,100.0,40,20,1326826-Y40-07,03_H,Achiral,,H3099338,UNK
ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CNC23)C1,JIN-POS-6dc588a4-14,CVD-0016565,JIN-POS-6dc588a4-14,Z4951865296,99.74,40,20,1326826-Y40-07,03_I,Achiral,,H3101665,UNK
ClC=1C=CC=2OCCC(CNCC3=C(N=C4C=CC=CN4C3=O)N5CCOCC5)(C(=O)NC=6C=NC=C7C=CC=CC67)C2C1,MAT-POS-24589f88-6,CVD-0017401,KAD-UNI-cb0f2bbc-8,Z4984330304,99.48,40,20,1326826-Y40-07,03_J,Racemic or presumed racemic or meso,,H3101521,UNK
CN(C)CC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-45b13633-3,CVD-0016801,MAT-POS-45b13633-3,Z4973373667,100.0,40,20,1326826-Y40-07,03_K,Racemic or presumed racemic or meso,,H3105630,UNK
ClC=1C=CC=2C(=O)NCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,MIC-UNK-91acba05-1,CVD-0013556,MIC-UNK-91acba05-1,Z4925948215,100.0,40,20,1326826-Y40-07,03_L,Racemic or presumed racemic or meso,,H3108603,UNK
ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)C(=O)CC#N,MAT-POS-4223bc15-33,CVD-0016926,MAT-POS-4223bc15-33,Z4973449267,98.54,40,20,1326826-Y40-07,03_M,Racemic or presumed racemic or meso,,H3099340,UNK
CNC(=O)COC=1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CC1OC,MAT-POS-24589f88-7,CVD-0017402,KAD-UNI-cb0f2bbc-5,Z4984330307,90.44,40,20,1326826-Y40-07,03_N,Racemic or presumed racemic or meso,,H3110172,UNK
CNCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-45b13633-2,CVD-0016800,MAT-POS-45b13633-2,Z4973373685,98.7,40,20,1326826-Y40-07,03_O,Racemic or presumed racemic or meso,,H3105634,UNK
NC(=O)C=1C=CN(N1)C=2C=CC(CNCC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56)=CN2,MAT-POS-24589f88-8,CVD-0017403,KAD-UNI-cb0f2bbc-6,Z4984330306,100.0,40,20,1326826-Y40-07,03_P,Racemic or presumed racemic or meso,,H3101518,UNK
CN(C)C(=O)CNCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-e6dd326d-13,CVD-0016885,MAT-POS-e6dd326d-13,Z4973373638,100.0,40,20,1326826-Y40-07,04_A,Racemic or presumed racemic or meso,,H3089891,UNK
NS(=O)(=O)C=1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CC1F,MAT-POS-24589f88-9,CVD-0017404,KAD-UNI-b13decd3-4,Z4984330286,90.75,40,20,1326826-Y40-07,04_B,Racemic or presumed racemic or meso,,H3099368,UNK
CN1C=C(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)N6N=CC(C#N)=C16,MAT-POS-24589f88-10,CVD-0017405,KAD-UNI-cb0f2bbc-21,Z4984330292,98.82,40,20,1326826-Y40-07,04_C,Racemic or presumed racemic or meso,,H3089914,UNK
Cl.OC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-4223bc15-21,CVD-0016914,MAT-POS-4223bc15-21,Z5010851090,91.82,40,20,1326826-Y40-07,04_D,Racemic or presumed racemic or meso,,H3099346,UNK
ClC=1C=CC=2OCCC(NC(=O)C3CCC(O3)C(=O)N4CCCC4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,MAT-POS-24589f88-11,CVD-0017406,rac-ALP-UNI-dbbfd3db-6,Z4990943472,100.0,40,20,1326826-Y40-07,04_E,Diastereomeric mixture,,H3082446,UNK
ClC=1C=CC=C(CC(=O)NC=2C=NC=C3NN=CC23)C1,RUB-POS-1325a9ea-13,CVD-0016583,RUB-POS-1325a9ea-13,Z4951847524,90.0,40,20,1326826-Y40-07,04_F,Achiral,,H3103494,UNK
NS(=O)(=O)C=1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CC1,MAT-POS-24589f88-12,CVD-0017407,KAD-UNI-b13decd3-3,Z4984330287,93.09,40,20,1326826-Y40-07,04_G,Racemic or presumed racemic or meso,,H3089935,UNK
ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)C5CCOC5,MAT-POS-4223bc15-8,CVD-0016903,MAT-POS-4223bc15-8,Z4973388905,95.0,40,20,1326826-Y40-07,04_H,Diastereomeric mixture,,H3102347,UNK
CNS(=O)(=O)C=1C=C(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)C=CC1F,MAT-POS-24589f88-13,CVD-0017408,KAD-UNI-cb0f2bbc-23,Z4984330290,90.27,40,20,1326826-Y40-07,04_I,Racemic or presumed racemic or meso,,H3089911,UNK
CN1CCN(C(=O)C1C=2C=CC=C(Cl)C2)C=3C=NC=C4C=CC=CC34,MAT-POS-24589f88-14,CVD-0017409,BEN-DND-d1eb1f41-7,Z4991928871,96.79,40,20,1326826-Y40-07,04_J,Racemic or presumed racemic or meso,,H3104752,UNK
ClC=1C=CC=2OCCC(CNCC=3C=CC(=CC3)N4CCNC(=O)C4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,MAT-POS-24589f88-15,CVD-0017410,KAD-UNI-cb0f2bbc-1,Z4984330310,91.69,40,20,1326826-Y40-07,04_K,Racemic or presumed racemic or meso,,H3110170,UNK
Cl.COC(=O)NCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-e6dd326d-6,CVD-0016878,MAT-POS-e6dd326d-6,Z5010851086,98.41,40,20,1326826-Y40-07,04_L,Racemic or presumed racemic or meso,,H3089903,UNK
CC=1C=CC=2N=C(NC=3C=C(Cl)C=C(CC(=O)NC=4C=NC=C5C=CC=CC45)C3)SC2C1,LON-WEI-9739a092-5,CVD-0016050,LON-WEI-9739a092-5,Z4925948220,91.29,40,20,1326826-Y40-07,04_M,Achiral,,H3021839,UNK
COCCN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-4223bc15-28,CVD-0016921,MAT-POS-4223bc15-28,Z4973449305,94.97,40,20,1326826-Y40-07,04_N,Racemic or presumed racemic or meso,,H3099348,UNK
CN1C=CC(CN2CC(C(=O)NC=3C=NC=C4C=CC(F)=CC34)C=5C=C(Cl)C=CC5C2)=N1,MAT-POS-24589f88-16,CVD-0017411,EDJ-MED-009f762b-1,Z4987831236,97.5,40,20,1326826-Y40-07,04_O,Racemic or presumed racemic or meso,,H3099332,UNK
