SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
ClCC(=O)NC=1C=CC=C(C1)N2CCCC2=O,,,MAK-UNK-643-4,Z199423638,100.0,40,10,1169103-Y40-02,A03,,not found,UNK,UNK
FC=1C=CC=C(F)C1S(=O)(=O)N2CCN(CC2)C(=O)CCl,,,MAK-UNK-643-6-2,Z147647646,95.0,40,10,1169103-Y40-02,B03,,not found,UNK,UNK
ClCC(=O)N1CCN(CC1)S(=O)(=O)C2=CC=CS2,,,MAK-UNK-643-1-2,Z147647358,100.0,40,10,1169103-Y40-02,C03,,not found,UNK,UNK
FC=1C=CC=C(C1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,LON-WEI-8f408cad-4,CVD-0001867,MAK-UNK-643-5-2,Z147647642,100.0,40,10,1169103-Y40-02,D03,,,UNK,UNK
NS(=O)(=O)C=1C=CC(=CC1)N2CCC(CC2)C=3C=CSC3,WAR-XCH-b72a1bbc-16,CVD-0003845,WAR-XCH-b72-16,Z3076733213,100.0,40,10,1169103-Y40-02,E03,,,UNK,UNK
CC=1C=CC=C(NC2CCN(CC2)C=3C=CC(=CC3)S(=O)(=O)N)C1,WAR-XCH-b6889685-27,CVD-0003793,WAR-XCH-b68-27,Z3076198092,100.0,40,10,1169103-Y40-02,F03,,,UNK,UNK
NS(=O)(=O)C=1C=CC(=CC1)N2CCC(CC2)C3=CC=CO3,WAR-XCH-b72a1bbc-7,CVD-0003884,WAR-XCH-b72-7,Z3077528599,100.0,40,10,1169103-Y40-02,G03,,,UNK,UNK
O=C(CC=1C=NC=NC1)NC=2C=CC=C(OC3CC(=O)N3)C2,BAR-COM-4e090d3a-39,CVD-0000260,BAR-COM-4e0-39,Z4444622180,99.31,40,10,1169103-Y40-02,H03,,,UNK,UNK
O=C(CC=1C=NC=C2C=CC=CC12)NC=3C=CC=CC3,DAR-DIA-23aa0b97-20,CVD-0000712,DAR-DIA-23a-20,Z4444622066,100.0,40,10,1169103-Y40-02,I03,,,UNK,UNK
CC(NC(=O)C=1C=CC=CC1OCC(=O)N)C=2C=NN(C)C2,BAR-COM-4e090d3a-62,CVD-0000285,BAR-COM-4e0-62,Z1260022281,100.0,40,10,1169103-Y40-02,J03,,,UNK,UNK
O=C(NCC=1C=NSC1)C=2C=CC=CC2OCC#N,BAR-COM-4e090d3a-49,CVD-0000270,BAR-COM-4e0-49,Z4444621965,97.02,40,10,1169103-Y40-02,K03,,,UNK,UNK
CCC(NC(=O)C(C)N1C=NC=N1)C=2C=CC=CC2OCC(=O)N3CCCC3,BAR-COM-4e090d3a-31,CVD-0000252,BAR-COM-4e0-31,Z1190447759,96.15,40,10,1169103-Y40-02,L03,,,UNK,UNK
O=C(C1CCOCC1)N2CCN(CC2)C(=O)C=3C=CC=CC3,GIA-UNK-eaadd1d4-1,CVD-0001327,GIA-UNK-eaa-1,Z73335350,100.0,40,10,1169103-Y40-02,M03,,,UNK,UNK
NS(=O)(=O)C=1C=CC(=CC1)N2CCC(CC2)C=3C=CN=CC3,WAR-XCH-b72a1bbc-15,CVD-0003844,WAR-XCH-b72-15,Z3076880033,99.0,40,10,1169103-Y40-02,N03,,,UNK,UNK
O=C(CC=1C=NC=C(C#N)C1)NC=2C=CC=NC2,DAR-DIA-23aa0b97-17,CVD-0000708,DAR-DIA-23a-17,Z4444621910,100.0,40,10,1169103-Y40-02,O03,,,UNK,UNK
NC1=NN=NN1C=2C=CC=C(C2)C(=O)NC3=C(N=C4C=CC=CN34)C=5C=CC=NC5,BAR-COM-4e090d3a-2,CVD-0000239,BAR-COM-4e0-2,Z4444622179,94.54,40,10,1169103-Y40-02,P03,,,UNK,UNK
NS(=O)(=O)C=1C=CC(=CC1)N2CCC(CO)CC2,WAR-XCH-b72a1bbc-14,CVD-0003843,WAR-XCH-b72-14,Z759957788,100.0,40,10,1169103-Y40-02,A04,,,UNK,UNK
CC=1C=CN=CC1NC(=O)CC=2C=CC=C(C#N)C2,TRY-UNI-714a760b-20,CVD-0003624,TRY-UNI-714-20,Z1344037997,100.0,40,10,1169103-Y40-02,B04,,,UNK,UNK
CCN(C)CC1CCN(CC1)C=2C=CC(=CC2)S(=O)(=O)N,WAR-XCH-b72a1bbc-49,CVD-0003881,WAR-XCH-b72-49,Z3394588817,100.0,40,10,1169103-Y40-02,C04,,,UNK,UNK
O=C(CC=1C=NC=C2C=CC=CC12)NC=3C=CC=C(C#N)C3,DAR-DIA-23aa0b97-19,CVD-0000710,DAR-DIA-23a-19,Z4444622023,100.0,40,10,1169103-Y40-02,D04,,,UNK,UNK
CC(NC(=O)C=1C=CC=CC1OCC=2C(C)=NOC2C)C3=NN=C4N=CC=CN34,BAR-COM-4e090d3a-9,CVD-0000295,BAR-COM-4e0-9,Z1374382617,93.08,40,10,1169103-Y40-02,E04,,,UNK,UNK
CC=1C=CC=C(C)C1OCC(=O)NCCC=2C=CC=CC2,ALE-UNK-fca05062-3,CVD-0000087,ALE-UNK-fca-3,Z26348840,95.0,40,10,1169103-Y40-02,F04,,,UNK,UNK
NS(=O)(=O)C=1C=CC(=CC1)N2CCC(CN3CCCCCC3)CC2,WAR-XCH-b72a1bbc-20,CVD-0003850,WAR-XCH-b72-20,Z3075583038,93.79,40,10,1169103-Y40-02,G04,,,UNK,UNK
CNS(=O)(=O)C=1C=CC(=CC1)C(C)NC(=O)C2CC2=C,VIJ-CYC-1a381570-5,CVD-0003658,VIJ-CYC-1a3-5,Z2798213615,90.0,40,10,1169103-Y40-02,H04,,,UNK,UNK
CC=1C=CN=CC1NC(=O)CC=2C=CC(=CC2)S(=O)(=O)N,GAB-REV-70cc3ca5-20,CVD-0001226,GAB-REV-70c-20,Z1135790839,100.0,40,10,1169103-Y40-02,I04,,,UNK,UNK
CC(C(=O)NC=1C=CC=C(NC2CCCC2)C1)C=3C=NC=CN3,BAR-COM-4e090d3a-20,CVD-0000240,BAR-COM-4e0-20,Z2915108704,100.0,40,10,1169103-Y40-02,J04,,,UNK,UNK
COC=1C=CN=C(NC(=O)CC=2C=CC=3C=CC=CC3C2)C1,ALV-UNI-7ff1a6f9-47,CVD-0004072,LV-UNI-7ff-47,Z1535580916,100.0,40,10,1169103-Y40-02,K04,,,UNK,UNK
CC(C)NC1CCN(CC1)C=2C=CC(=CC2)S(=O)(=O)N,WAR-XCH-b6889685-23,CVD-0003789,WAR-XCH-b68-23,Z3075936836,100.0,40,10,1169103-Y40-02,L04,,,UNK,UNK
CC(=O)N1CCN(CC1)S(=O)(=O)C=2C(F)=CC=CC2F,MAK-UNK-6435e6c2-6,CVD-0002230,MAK-UNK-643-6,Z30727410,100.0,40,10,1169103-Y40-02,M04,,,UNK,UNK
CC(=O)N1CCN(CC1)C(=O)CC=2C=CC=CN2,JON-UIO-066ce08b-3,CVD-0001679,JON-UIO-066-3,Z1021142272,92.52,40,10,1169103-Y40-02,N04,,,UNK,UNK
