SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
ClC=1C=CC=2OCCC(COCC(=O)NC3=NC=CN3)(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,LEE-CAM-7ab9b158-3,CVD-0015257,LEE-CAM-7ab9b158-3,Z4898404661,100.0,40,20,1326826-Y40-05,03_A,Racemic or presumed racemic or meso,,H3081351,UNK
CN(C)C(=O)COCC(=O)NC(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC=C(Cl)C3,EDJ-MED-cf4b0d25-5,CVD-0016481,EDJ-MED-cf4b0d25-5,Z4949474109,100.0,40,20,1326826-Y40-05,03_B,Racemic or presumed racemic or meso,,H3057282,UNK
ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)C5=NC=CN5,MAT-POS-4223bc15-30,CVD-0016923,MAT-POS-4223bc15-30,Z4973388952,100.0,40,20,1326826-Y40-05,03_C,Racemic or presumed racemic or meso,,H3071926,UNK
ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)C5CC5,MAT-POS-4223bc15-3,CVD-0016898,MAT-POS-4223bc15-3,Z4973388869,100.0,40,20,1326826-Y40-05,03_D,Racemic or presumed racemic or meso,,H3072582,UNK
CN(C)S(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-4223bc15-2,CVD-0016897,MAT-POS-4223bc15-2,Z4973388857,97.35,40,20,1326826-Y40-05,03_E,Racemic or presumed racemic or meso,,H3071925,UNK
COC(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,RAL-THA-6e4c80cf-1,CVD-0016844,RAL-THA-6e4c80cf-1,Z4973466376,100.0,40,20,1326826-Y40-05,03_F,Racemic or presumed racemic or meso,,H3070122,UNK
CN(C)C(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-4223bc15-18,CVD-0016913,MAT-POS-4223bc15-18,Z4973466381,98.23,40,20,1326826-Y40-05,03_G,Racemic or presumed racemic or meso,,H3070124,UNK
CN1C=C(C=N1)N2CCC(CNCC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56)C2,MAT-POS-5f1400cf-1,CVD-0017209,KAD-UNI-cb0f2bbc-20,Z4984330293,96.6,40,20,1326826-Y40-05,03_H,Diastereomeric mixture,,H3072690,UNK
CN(CCO)C=1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CN1,MAT-POS-5f1400cf-2,CVD-0017208,KAD-UNI-b13decd3-6,Z4984330284,97.04,40,20,1326826-Y40-05,03_I,Racemic or presumed racemic or meso,,H3072537,UNK
ClC=1C=CC=C(CC(=O)NC=2C=NC(C#N)=C3C=CC=CC23)C1,JIN-POS-6dc588a4-24,CVD-0016574,JIN-POS-6dc588a4-24,Z4951847512,98.56,40,20,1326826-Y40-05,03_J,Achiral,,H3085265,UNK
