SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
OC=1C=C(C(=O)N2CCN(CC2)C=3C=CC=CC3)C=4C=CC=CC4N1,,,Z27770229,Z27770229,86.88,40,20,1176370-Y40-01,A03,Achiral,not found,UNK,UNK
CC(NC(=O)OC(C)(C)C)C=1C=CC(CNC(=O)C=C)=CC1,VIJ-CYC-1a381570-10,CVD-0003651,VIJ-CYC-1a3-10,Z2517217215,95.0,40,20,1176370-Y40-01,B03,Racemic or presumed racemic or meso,,UNK,UNK
O=S(=O)(NCCC=1C=CC=CC1)C=2C=COC2,MIH-UNI-6b9ca91a-6,CVD-0002817,MIH-UNI-6b9-6,Z2068567834,100.0,40,20,1176370-Y40-01,C03,Achiral,,UNK,UNK
COC=1C=C(CNC(=O)CC2=NC=CN2)C=3C=CC=CC3N1,BAR-COM-4e090d3a-22,CVD-0000242,BAR-COM-4e0-22,Z2229098908,84.43,40,20,1176370-Y40-01,D03,Achiral,,UNK,UNK
CN1N=NC=C1CC(=O)NC(C2=NC=3C=CC=CC3N2C)C=4C=CC=CC4,BAR-COM-4e090d3a-6,CVD-0000282,BAR-COM-4e0-6,Z4444622067,100.0,40,20,1176370-Y40-01,E03,Racemic or presumed racemic or meso,,UNK,UNK
O=C(NCCN1CCN(CC1)C=2C=CC=CC2)NCC=3C=CC=CN3,TRI-UNI-97428359-1,CVD-0003600,TRI-UNI-974-1,Z432464280,85.61,40,20,1176370-Y40-01,F03,Achiral,,UNK,UNK
O=C(C1CCN(CC1)C=2C=CN=CC2)N3CCS(=O)(=O)CC3,GIA-UNK-30c7cb75-3,CVD-0001279,GIA-UNK-30c-3,Z4126661692,100.0,40,20,1176370-Y40-01,G03,Achiral,,UNK,UNK
NS(=O)(=O)C=1C=CC(=CC1)N2CCC(CC2)N3CCCCC3,WAR-XCH-b72a1bbc-10,CVD-0003839,WAR-XCH-b72-10,Z3075633657,100.0,40,20,1176370-Y40-01,H03,Achiral,,UNK,UNK
CC(C)N(C)CC1CCN(CC1)C=2C=CC(=CC2)S(=O)(=O)N,WAR-XCH-b72a1bbc-48,CVD-0003880,WAR-XCH-b72-48,Z3075655616,100.0,40,20,1176370-Y40-01,I03,Achiral,,UNK,UNK
CCOCC1CCN(CC1)C=2C=CC(=CC2)S(=O)(=O)N,WAR-XCH-b6889685-20,CVD-0003786,WAR-XCH-b68-20,Z3076115656,100.0,40,20,1176370-Y40-01,J03,Achiral,,UNK,UNK
