SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
"C[C@@H]1C[C@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4O1 |o1:1,3,r|",,,MAT-POS-8a69d52e-2,Z4748696415,100.0,40,20,1181202-Y40-26,03_A,Single known enantiomer,not found,H2714268
"C[C@H]1C[C@@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4O1 |o1:1,3,r|",,,EDJ-MED-e4b030d8-3,Z4748696418,100.0,40,20,1181202-Y40-26,03_B,Single known enantiomer,not found,H2714267
"C[C@H]1C[C@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4O1 |o1:1,3,r|",,,MAT-POS-8a69d52e-3,Z4748696422,100.0,40,20,1181202-Y40-26,03_C,Single known enantiomer,not found,H2714269
"C[C@@H]1C[C@@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4O1 |o1:1,3,r|",,,EDJ-MED-e4b030d8-2,Z4748696420,100.0,40,20,1181202-Y40-26,03_D,Single known enantiomer,not found,H2714275
CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(NCC(C)(C)C#N)C2,,,MAT-POS-044491d2-7,Z4609618446,96.59,40,20,1181202-Y40-26,03_E,Achiral,not found,H2715474
FC=1C=CC2=NNC(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=C2C1,,,JAG-UCB-52b62a6f-4,Z4661830682,100.0,40,20,1181202-Y40-26,03_F,Racemic or presumed racemic or meso,not found,H2711338
ClC=1C=CC=2OCCC(C(=O)NC=3NN=C4C=CC=CC34)C2C1,,,JAG-UCB-52b62a6f-6,Z4661830685,100.0,40,20,1181202-Y40-26,03_G,Racemic or presumed racemic or meso,not found,H2711344
COC=1C=CC2=NNC(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=C2C1,,,JAG-UCB-52b62a6f-8,Z4661830655,100.0,40,20,1181202-Y40-26,03_H,Racemic or presumed racemic or meso,not found,H2715333
FC=1C=CC2=C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)NN=C2C1,,,JAG-UCB-52b62a6f-9,Z4661830684,100.0,40,20,1181202-Y40-26,03_I,Racemic or presumed racemic or meso,not found,H2711342
COC=1C=CC2=C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)NN=C2C1,,,JAG-UCB-52b62a6f-12,Z4661830657,100.0,40,20,1181202-Y40-26,03_J,Racemic or presumed racemic or meso,not found,H2711302
ClC=1C=CC=C(CC(=O)NC=2NN=C3C=CC=NC23)C1,,,EDJ-MED-c8e7a002-14,Z4661830688,100.0,40,20,1181202-Y40-26,03_K,Achiral,not found,H2711298
CNC=1C=CC(=CC1)N(C(=O)CN2N=NC=3C=CC=CC23)C=4C=CC=C(Cl)C4,,,MAT-POS-06036648-5,Z4661830647,100.0,40,20,1181202-Y40-26,03_L,Achiral,not found,H2716144
CC1=CC(=NC2=NNC(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=C12)C(F)(F)F,,,JAG-UCB-52b62a6f-19,Z4661830660,98.59,40,20,1181202-Y40-26,03_M,Racemic or presumed racemic or meso,not found,H2710446
"COC=1C=C(Cl)C=C2[C@@H](CCOC12)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:8,r|",DAR-DIA-6a508060-4,CVD-0013277,EDJ-MED-e4b030d8-7,Z4657615173,100.0,40,20,1181202-Y40-26,03_N,Single known enantiomer,imperfect stereochemical match for DAR-DIA-6a508060-4,H2720460
"COC=1C=C(Cl)C=C2[C@H](CCOC12)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:8,r|",DAR-DIA-6a508060-4,CVD-0013277,EDJ-MED-e4b030d8-8,Z4657615870,100.0,40,20,1181202-Y40-26,03_O,Single known enantiomer,imperfect stereochemical match for DAR-DIA-6a508060-4,H2720459
[Na+].CC(C)C[C@H](NC(=O)OCC=1C=CC=CC1)C(=O)N[C@@H](CC2CCNC2=O)C(O)S(=O)(=O)[O-],,,JOH-MSK-46727e7b-1,Z3006127212,,40,20,1181202-Y40-26,03_P,Diastereomeric mixture,not found,T4065170
ClC=1C=CC=C(CC(=O)NC=2C=NC=C3CCCOC23)C1,,,EDJ-MED-976da9a6-1,Z4598794271,99.2,40,20,1181202-Y40-26,04_A,Achiral,not found,H2726086
O=C(CN1N=NC=2C=CC=CC12)N(CC=3C=CSC3)C=4C=CC(=CC4)N5CCOCC5,,,ALP-POS-6d04362c-4,Z4754476570,95.0,40,20,1181202-Y40-26,04_B,Achiral,not found,T4065173
O=C(CN1N=NC=2C=CC=CC12)N(CC=3C=CC=CC3)C=4C=CC(=CC4)N5CCOCC5,,,ALP-POS-6d04362c-5,Z4754472187,95.0,40,20,1181202-Y40-26,04_C,Achiral,not found,T4065172
CCC(=O)NC=1C=CC(=CC1)N(CC2=CSC=N2)C(=O)CN3N=NC=4C=CC=CC34,,,ALP-POS-87c86d55-2,Z4754462008,95.0,40,20,1181202-Y40-26,04_D,Achiral,not found,T4065171
CC=1C=CC(=CC1)C(CC=2C=NN(C)C2)C(=O)NC3=NNC=4C=CC=CC34,,,ALP-POS-a3de0cb1-5,Z4618924256,97.26,40,20,1181202-Y40-26,04_E,Racemic or presumed racemic or meso,not found,H2725321
