SMILES,CID,Comments,,,,
O=C(Cn1cnc2ccccc21)Nc1cccc(Cl)c1,BEN-DND-61647d40-13,,,,,
O=C(Cc1cccc(Cl)c1)Nc1noc2ncccc12,JIN-POS-6dc588a4-2,,,,,
COc1ccncc1NC(=O)Cc1cccc(Cl)c1,JIN-POS-6dc588a4-3,,,,,
O=C(Cc1cccc(Cl)c1)Nc1cnccc1C(F)(F)F,SAM-UNK-2684b532-12,,,,,
O=C(Cc1cccc(Cl)c1)Nc1c[nH]c2ccccc12,JIN-POS-6dc588a4-5,,,,,
CC(C)(C)Oc1ccncc1NC(=O)Cc1cccc(Cl)c1,JIN-POS-6dc588a4-6,,,,,
O=C(Cc1cccc(Cl)c1)Nc1ncnc2ccccc12,JIN-POS-6dc588a4-7,,,,,
O=C(Cc1cccc(Cl)c1)Nc1noc2ccccc12,JIN-POS-6dc588a4-8,,,,,
O=C(Cc1cccc(Cl)c1)Nc1cnn2ccccc12,JIN-POS-6dc588a4-9,,,,,
O=C(Cc1cccc(Cl)c1)Nc1cncc2nccnc12,JIN-POS-6dc588a4-10,,,,,
O=C(Cc1cccc(Cl)c1)Nc1cncc2cc(F)ccc12,JIN-POS-6dc588a4-11,,,,,
O=C(Cc1cccc(Cl)c1)Nc1cncc2[nH]ccc12,JIN-POS-6dc588a4-12,,,,,
O=C(Cc1cccc(Cl)c1)Nc1cncc2c(F)cccc12,JIN-POS-6dc588a4-13,,,,,
O=C(Cc1cccc(Cl)c1)Nc1cncc2cc[nH]c12,JIN-POS-6dc588a4-14,,,,,
O=C(Cc1cccc(Cl)c1)Nc1noc2cccnc12,JIN-POS-6dc588a4-15,,,,,
O=C(Cc1cccc(Cl)c1)Nc1noc2cnccc12,JIN-POS-6dc588a4-16,,,,,
O=C(Cc1cccc(Cl)c1)Nc1cc2nccn2cn1,JIN-POS-6dc588a4-17,,,,,
COc1cccc2c(NC(=O)Cc3cccc(Cl)c3)cncc12,JIN-POS-6dc588a4-18,,,,,
O=C(Cc1cccc(Cl)c1)Nc1c[nH]c(=O)c2ccccc12,MAT-POS-bb423b95-6,,,,,
O=C(Cc1cccc(Cl)c1)Nc1cncc2c1NCCC2,JIN-POS-6dc588a4-20,,,,,
O=C(Cc1cccc(Cl)c1)Nc1c(O)cnc2ccccc12,JIN-POS-6dc588a4-21,,,,,
O=C(Cc1cccc(Cl)c1)Nc1cncc2sccc12,JIN-POS-6dc588a4-22,,,,,
COc1ncc(NC(=O)Cc2cccc(Cl)c2)c2ccccc12,JIN-POS-6dc588a4-23,,,,,
N#Cc1ncc(NC(=O)Cc2cccc(Cl)c2)c2ccccc12,JIN-POS-6dc588a4-24,,,,,
O=C(NC1C2CC(=O)NC=2C=NC=1)CC1C=C(Cl)C=CC=1,MAT-POS-f7918075-7,,,,,
O=C(Cc1cccc(Cl)c1)Nc1cncc2cccc(F)c12,MIC-UNK-50cce87d-1,,,,,
Cc1cccc2cncc(NC(=O)Cc3cccc(Cl)c3)c12,MIC-UNK-50cce87d-3,,,,,
Cc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,RUB-POS-1325a9ea-4,,,,,
Cc1cccc2c(NC(=O)Cc3cccc(Cl)c3)cncc12,RUB-POS-1325a9ea-5,,,,,
O=C(Cc1cccc(Cl)c1)NC1CNCc2ccccc21,RUB-POS-1325a9ea-6,,,,,
O=C(NC1C2C(=CC=CC=2)CNC1=O)CC1C=C(Cl)C=CC=1,RUB-POS-1325a9ea-7,,,,,
O=C(Cc1cccc(Cl)c1)Nc1cncn2ccnc12,RUB-POS-1325a9ea-8,,,,,
COc1cccc2cncc(NC(=O)Cc3cccc(Cl)c3)c12,MIC-UNK-50cce87d-4,,,,,
COC1C(OC)=CC2C(=CN=CC=2NC(C2C3=CC(Cl)=CC=C3OCC2)=O)C=1,RUB-POS-1325a9ea-10,,,,,
O=C(CC1=CC(Cl)=CC=C1)NC2=C3C(N=CO3)=CN=C2,RUB-POS-1325a9ea-11,,,,,
O=C(CC1=CC(Cl)=CC=C1)NC2=C3C(C=NN3)=CN=C2,RUB-POS-1325a9ea-12,,,,,
O=C(CC1=CC(Cl)=CC=C1)NC2=C3C(NN=C3)=CN=C2,RUB-POS-1325a9ea-13,,,,,
O=C(CC1=CC(Cl)=CC=C1)NC2=C3C(C=NN3C)=CN=C2,RUB-POS-1325a9ea-14,,,,,
O=C(CC1=CC(Cl)=CC=C1)NC2=C3C(N(C)N=C3)=CN=C2,RUB-POS-1325a9ea-15,,,,,
O=C1CC(NC(CC2=CC(Cl)=CC=C2)=O)C3=C1C=CC=C3,ALP-POS-8b8a49e1-6,,,,,
O=C(CC1=CC(Cl)=CC=C1)NC2=CN=C(F)C3=C2C=CC=C3,RUB-POS-1325a9ea-17,,,,,
O=C(NC1=C(F)N=CC2=C1C=CC=C2)CC3=CC(Cl)=CC=C3,RUB-POS-1325a9ea-18,,,,,
O=C(NC1=CN=CC=C1C(C)(C)C)CC2=CC(Cl)=CC=C2,RUB-POS-1325a9ea-19,,,,,
O=C(NC1COCC2=C1C=CC=C2)CC3=CC(Cl)=CC=C3,RUB-POS-1325a9ea-20,,,,,
O=C(NC1CS(CC2=C1C=CC=C2)(=O)=O)CC3=CC(Cl)=CC=C3,RUB-POS-1325a9ea-21,,,,,
