Molecule Name,SMILES,Catalog,Supplier,Protease Assay (Screening): Target,Protease Assay (Screening): Concentration (uM),Protease Assay (Screening): FI 480/520 (ex/em) (RFU),Protease Assay (Screening): Activity (%),"Protease Assay (Screening): Mean corrected activity (%) [Target: Mpro, JIRA: 11695, Readout: FI, Concentration: 10.0]","Protease Assay (Screening): Mean corrected activity (%) [Target: Mpro, JIRA: 11695, Readout: FI, Concentration: 10.0] Standard Deviation (±)","Protease Assay (Screening): Mean corrected activity (%) [Target: Mpro, JIRA: 11695, Readout: FI, Concentration: 10.0] Count","Mpro Protease Assay Dose-Response: IC50 (uM) [Target: Mpro, JIRA: 11919, Readout: FI]",Mpro Protease Assay Dose-Response: Target,Mpro Protease Assay Dose-Response: Dose-response Plot
PCM-0176921,CCN(CC)S(=O)(=O)C1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1,E679-0552,ChemDiv,,,,,26.4,4,3,5.56,Mpro, 
PCM-0176921,CCN(CC)S(=O)(=O)C1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1,E679-0552,ChemDiv,,,,,26.4,4,3,5.56,Mpro, 
PCM-0176921,CCN(CC)S(=O)(=O)C1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1,E679-0552,ChemDiv,,,,,26.4,4,3,5.56,Mpro, 
PCM-0176921,CCN(CC)S(=O)(=O)C1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1,E679-0552,ChemDiv,,,,,26.4,4,3,5.56,Mpro, 
PCM-0176881,COC1=CC2=C(C=C1OC)C(C)N(CC2)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0549,ChemDiv,Mpro,10,14916,44.4,49.9,10.2,3,8.59,Mpro, 
PCM-0176881,COC1=CC2=C(C=C1OC)C(C)N(CC2)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0549,ChemDiv,Mpro,10,88368,61.7,49.9,10.2,3,8.59,Mpro, 
PCM-0176881,COC1=CC2=C(C=C1OC)C(C)N(CC2)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0549,ChemDiv,Mpro,10,57605,43.7,49.9,10.2,3,8.59,Mpro, 
PCM-0176881,COC1=CC2=C(C=C1OC)C(C)N(CC2)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0549,ChemDiv,Mpro,10,5723,4.8,49.9,10.2,3,8.59,Mpro, 
PCM-0176881,COC1=CC2=C(C=C1OC)C(C)N(CC2)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0549,ChemDiv,,,,,49.9,10.2,3,8.59,Mpro, 
PCM-0176881,COC1=CC2=C(C=C1OC)C(C)N(CC2)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0549,ChemDiv,,,,,49.9,10.2,3,10.58,Mpro, 
PCM-0176881,COC1=CC2=C(C=C1OC)C(C)N(CC2)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0549,ChemDiv,,,,,49.9,10.2,3,10.58,Mpro, 
PCM-0176881,COC1=CC2=C(C=C1OC)C(C)N(CC2)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0549,ChemDiv,,,,,49.9,10.2,3,10.58,Mpro, 
PCM-0176881,COC1=CC2=C(C=C1OC)C(C)N(CC2)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0549,ChemDiv,,,,,49.9,10.2,3,10.58,Mpro, 
PCM-0176881,COC1=CC2=C(C=C1OC)C(C)N(CC2)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0549,ChemDiv,,,,,49.9,10.2,3,10.58,Mpro, 
PCM-0176879,CN1C=C(NC(=O)N2CCN(CC2)C(=O)C2=CC=CO2)C2=CC=CC=C2C1=O,E679-0458,ChemDiv,Mpro,10,11762,34,39.3,9.5,3,8.31,Mpro, 
PCM-0176879,CN1C=C(NC(=O)N2CCN(CC2)C(=O)C2=CC=CO2)C2=CC=CC=C2C1=O,E679-0458,ChemDiv,Mpro,10,73390,50.2,39.3,9.5,3,8.31,Mpro, 
PCM-0176879,CN1C=C(NC(=O)N2CCN(CC2)C(=O)C2=CC=CO2)C2=CC=CC=C2C1=O,E679-0458,ChemDiv,Mpro,10,46212,33.6,39.3,9.5,3,8.31,Mpro, 
PCM-0176879,CN1C=C(NC(=O)N2CCN(CC2)C(=O)C2=CC=CO2)C2=CC=CC=C2C1=O,E679-0458,ChemDiv,Mpro,10,4835,3.1,39.3,9.5,3,8.31,Mpro, 
PCM-0176879,CN1C=C(NC(=O)N2CCN(CC2)C(=O)C2=CC=CO2)C2=CC=CC=C2C1=O,E679-0458,ChemDiv,,,,,39.3,9.5,3,8.31,Mpro, 
PCM-0176879,CN1C=C(NC(=O)N2CCN(CC2)C(=O)C2=CC=CO2)C2=CC=CC=C2C1=O,E679-0458,ChemDiv,,,,,39.3,9.5,3,6.84,Mpro, 
PCM-0176879,CN1C=C(NC(=O)N2CCN(CC2)C(=O)C2=CC=CO2)C2=CC=CC=C2C1=O,E679-0458,ChemDiv,,,,,39.3,9.5,3,6.84,Mpro, 
PCM-0176879,CN1C=C(NC(=O)N2CCN(CC2)C(=O)C2=CC=CO2)C2=CC=CC=C2C1=O,E679-0458,ChemDiv,,,,,39.3,9.5,3,6.84,Mpro, 
PCM-0176879,CN1C=C(NC(=O)N2CCN(CC2)C(=O)C2=CC=CO2)C2=CC=CC=C2C1=O,E679-0458,ChemDiv,,,,,39.3,9.5,3,6.84,Mpro, 
PCM-0176879,CN1C=C(NC(=O)N2CCN(CC2)C(=O)C2=CC=CO2)C2=CC=CC=C2C1=O,E679-0458,ChemDiv,,,,,39.3,9.5,3,6.84,Mpro, 
PCM-0176877,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1OC,E679-0312,ChemDiv,Mpro,10,10580,30.1,34.2,7.3,3,4.92,Mpro, 
PCM-0176877,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1OC,E679-0312,ChemDiv,Mpro,10,63327,42.5,34.2,7.3,3,4.92,Mpro, 
PCM-0176877,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1OC,E679-0312,ChemDiv,Mpro,10,41971,29.8,34.2,7.3,3,4.92,Mpro, 
PCM-0176877,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1OC,E679-0312,ChemDiv,Mpro,10,5707,4.8,34.2,7.3,3,4.92,Mpro, 
PCM-0176877,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1OC,E679-0312,ChemDiv,,,,,34.2,7.3,3,4.92,Mpro, 
PCM-0176877,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1OC,E679-0312,ChemDiv,,,,,34.2,7.3,3,3.83,Mpro, 
PCM-0176877,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1OC,E679-0312,ChemDiv,,,,,34.2,7.3,3,3.83,Mpro, 
PCM-0176877,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1OC,E679-0312,ChemDiv,,,,,34.2,7.3,3,3.83,Mpro, 
PCM-0176877,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1OC,E679-0312,ChemDiv,,,,,34.2,7.3,3,3.83,Mpro, 
PCM-0176877,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1OC,E679-0312,ChemDiv,,,,,34.2,7.3,3,3.83,Mpro, 
PCM-0170524,CCOC(=O)C1=C(NC(=O)CC2=CSC(=N2)C2=CC=CC=C2)SC(=C1)C1=CC=CC=C1,D282-0415,ChemDiv,Mpro,10,2844,4.6,4.1,1.3,3,1.77,Mpro, 
PCM-0170524,CCOC(=O)C1=C(NC(=O)CC2=CSC(=N2)C2=CC=CC=C2)SC(=C1)C1=CC=CC=C1,D282-0415,ChemDiv,Mpro,10,14307,5.1,4.1,1.3,3,1.77,Mpro, 
PCM-0170524,CCOC(=O)C1=C(NC(=O)CC2=CSC(=N2)C2=CC=CC=C2)SC(=C1)C1=CC=CC=C1,D282-0415,ChemDiv,Mpro,10,11196,2.6,4.1,1.3,3,1.77,Mpro, 
PCM-0170524,CCOC(=O)C1=C(NC(=O)CC2=CSC(=N2)C2=CC=CC=C2)SC(=C1)C1=CC=CC=C1,D282-0415,ChemDiv,Mpro,10,3950,1.3,4.1,1.3,3,1.77,Mpro, 
PCM-0170524,CCOC(=O)C1=C(NC(=O)CC2=CSC(=N2)C2=CC=CC=C2)SC(=C1)C1=CC=CC=C1,D282-0415,ChemDiv,,,,,4.1,1.3,3,1.77,Mpro, 
PCM-0170524,CCOC(=O)C1=C(NC(=O)CC2=CSC(=N2)C2=CC=CC=C2)SC(=C1)C1=CC=CC=C1,D282-0415,ChemDiv,,,,,4.1,1.3,3,1.68,Mpro, 
PCM-0170524,CCOC(=O)C1=C(NC(=O)CC2=CSC(=N2)C2=CC=CC=C2)SC(=C1)C1=CC=CC=C1,D282-0415,ChemDiv,,,,,4.1,1.3,3,1.68,Mpro, 
PCM-0170524,CCOC(=O)C1=C(NC(=O)CC2=CSC(=N2)C2=CC=CC=C2)SC(=C1)C1=CC=CC=C1,D282-0415,ChemDiv,,,,,4.1,1.3,3,1.68,Mpro, 
PCM-0170524,CCOC(=O)C1=C(NC(=O)CC2=CSC(=N2)C2=CC=CC=C2)SC(=C1)C1=CC=CC=C1,D282-0415,ChemDiv,,,,,4.1,1.3,3,1.68,Mpro, 
PCM-0170524,CCOC(=O)C1=C(NC(=O)CC2=CSC(=N2)C2=CC=CC=C2)SC(=C1)C1=CC=CC=C1,D282-0415,ChemDiv,,,,,4.1,1.3,3,1.68,Mpro, 
PCM-0170389,CC1=CC=C(CNC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC(C)=C2)C=C1,D244-0311,ChemDiv,Mpro,10,8619,23.6,26.3,5.9,3,> 29.91,Mpro, 
PCM-0170389,CC1=CC=C(CNC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC(C)=C2)C=C1,D244-0311,ChemDiv,Mpro,10,50912,33.1,26.3,5.9,3,> 29.91,Mpro, 
PCM-0170389,CC1=CC=C(CNC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC(C)=C2)C=C1,D244-0311,ChemDiv,Mpro,10,33414,22.3,26.3,5.9,3,> 29.91,Mpro, 
PCM-0170389,CC1=CC=C(CNC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC(C)=C2)C=C1,D244-0311,ChemDiv,Mpro,10,27143,38.7,26.3,5.9,3,> 29.91,Mpro, 
PCM-0170389,CC1=CC=C(CNC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC(C)=C2)C=C1,D244-0311,ChemDiv,,,,,26.3,5.9,3,> 29.91,Mpro, 
PCM-0170389,CC1=CC=C(CNC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC(C)=C2)C=C1,D244-0311,ChemDiv,,,,,26.3,5.9,3,21.6,Mpro, 
PCM-0170389,CC1=CC=C(CNC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC(C)=C2)C=C1,D244-0311,ChemDiv,,,,,26.3,5.9,3,21.6,Mpro, 
PCM-0170389,CC1=CC=C(CNC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC(C)=C2)C=C1,D244-0311,ChemDiv,,,,,26.3,5.9,3,21.6,Mpro, 
PCM-0170389,CC1=CC=C(CNC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC(C)=C2)C=C1,D244-0311,ChemDiv,,,,,26.3,5.9,3,21.6,Mpro, 
PCM-0170389,CC1=CC=C(CNC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC(C)=C2)C=C1,D244-0311,ChemDiv,,,,,26.3,5.9,3,21.6,Mpro, 
PCM-0170381,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)NCC1=CC=C2OCOC2=C1,D233-0519,ChemDiv,Mpro,10,2298,2.8,2.4,0.6,3,1.61,Mpro, 
PCM-0170381,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)NCC1=CC=C2OCOC2=C1,D233-0519,ChemDiv,Mpro,10,11134,2.7,2.4,0.6,3,1.61,Mpro, 
PCM-0170381,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)NCC1=CC=C2OCOC2=C1,D233-0519,ChemDiv,Mpro,10,10274,1.7,2.4,0.6,3,1.61,Mpro, 
PCM-0170381,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)NCC1=CC=C2OCOC2=C1,D233-0519,ChemDiv,Mpro,10,4054,1.5,2.4,0.6,3,1.61,Mpro, 
PCM-0170381,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)NCC1=CC=C2OCOC2=C1,D233-0519,ChemDiv,,,,,2.4,0.6,3,1.61,Mpro, 
PCM-0170381,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)NCC1=CC=C2OCOC2=C1,D233-0519,ChemDiv,,,,,2.4,0.6,3,1.48,Mpro, 
PCM-0170381,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)NCC1=CC=C2OCOC2=C1,D233-0519,ChemDiv,,,,,2.4,0.6,3,1.48,Mpro, 
PCM-0170381,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)NCC1=CC=C2OCOC2=C1,D233-0519,ChemDiv,,,,,2.4,0.6,3,1.48,Mpro, 
PCM-0170381,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)NCC1=CC=C2OCOC2=C1,D233-0519,ChemDiv,,,,,2.4,0.6,3,1.48,Mpro, 
PCM-0170381,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)NCC1=CC=C2OCOC2=C1,D233-0519,ChemDiv,,,,,2.4,0.6,3,1.48,Mpro, 
PCM-0170379,FC1=CC=C(CS(=O)(=O)C2=NC(C(=O)NC3=CC=CC=C3)=C(Cl)C=N2)C=C1,D233-0308,ChemDiv,Mpro,10,8592,23.6,23.2,4.4,3,5.1,Mpro, 
PCM-0170379,FC1=CC=C(CS(=O)(=O)C2=NC(C(=O)NC3=CC=CC=C3)=C(Cl)C=N2)C=C1,D233-0308,ChemDiv,Mpro,10,43604,27.5,23.2,4.4,3,5.1,Mpro, 
PCM-0170379,FC1=CC=C(CS(=O)(=O)C2=NC(C(=O)NC3=CC=CC=C3)=C(Cl)C=N2)C=C1,D233-0308,ChemDiv,Mpro,10,29318,18.6,23.2,4.4,3,5.1,Mpro, 
PCM-0170379,FC1=CC=C(CS(=O)(=O)C2=NC(C(=O)NC3=CC=CC=C3)=C(Cl)C=N2)C=C1,D233-0308,ChemDiv,Mpro,10,16529,21.6,23.2,4.4,3,5.1,Mpro, 
PCM-0170379,FC1=CC=C(CS(=O)(=O)C2=NC(C(=O)NC3=CC=CC=C3)=C(Cl)C=N2)C=C1,D233-0308,ChemDiv,,,,,23.2,4.4,3,5.1,Mpro, 
PCM-0170379,FC1=CC=C(CS(=O)(=O)C2=NC(C(=O)NC3=CC=CC=C3)=C(Cl)C=N2)C=C1,D233-0308,ChemDiv,,,,,23.2,4.4,3,4.63,Mpro, 
PCM-0170379,FC1=CC=C(CS(=O)(=O)C2=NC(C(=O)NC3=CC=CC=C3)=C(Cl)C=N2)C=C1,D233-0308,ChemDiv,,,,,23.2,4.4,3,4.63,Mpro, 
PCM-0170379,FC1=CC=C(CS(=O)(=O)C2=NC(C(=O)NC3=CC=CC=C3)=C(Cl)C=N2)C=C1,D233-0308,ChemDiv,,,,,23.2,4.4,3,4.63,Mpro, 
PCM-0170379,FC1=CC=C(CS(=O)(=O)C2=NC(C(=O)NC3=CC=CC=C3)=C(Cl)C=N2)C=C1,D233-0308,ChemDiv,,,,,23.2,4.4,3,4.63,Mpro, 
PCM-0170379,FC1=CC=C(CS(=O)(=O)C2=NC(C(=O)NC3=CC=CC=C3)=C(Cl)C=N2)C=C1,D233-0308,ChemDiv,,,,,23.2,4.4,3,4.63,Mpro, 
PCM-0170301,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)N1CCC(CC2=CC=CC=C2)CC1,D233-0516,ChemDiv,Mpro,10,16080,48.3,33.8,13.6,3,5.57,Mpro, 
PCM-0170301,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)N1CCC(CC2=CC=CC=C2)CC1,D233-0516,ChemDiv,Mpro,10,49393,31.9,33.8,13.6,3,5.57,Mpro, 
PCM-0170301,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)N1CCC(CC2=CC=CC=C2)CC1,D233-0516,ChemDiv,Mpro,10,32318,21.3,33.8,13.6,3,5.57,Mpro, 
PCM-0170301,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)N1CCC(CC2=CC=CC=C2)CC1,D233-0516,ChemDiv,Mpro,10,14355,18.1,33.8,13.6,3,5.57,Mpro, 
PCM-0170301,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)N1CCC(CC2=CC=CC=C2)CC1,D233-0516,ChemDiv,,,,,33.8,13.6,3,5.57,Mpro, 
PCM-0170301,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)N1CCC(CC2=CC=CC=C2)CC1,D233-0516,ChemDiv,,,,,33.8,13.6,3,4.63,Mpro, 
PCM-0170301,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)N1CCC(CC2=CC=CC=C2)CC1,D233-0516,ChemDiv,,,,,33.8,13.6,3,4.63,Mpro, 
PCM-0170301,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)N1CCC(CC2=CC=CC=C2)CC1,D233-0516,ChemDiv,,,,,33.8,13.6,3,4.63,Mpro, 
PCM-0170301,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)N1CCC(CC2=CC=CC=C2)CC1,D233-0516,ChemDiv,,,,,33.8,13.6,3,4.63,Mpro, 
PCM-0170301,ClC1=C(N=C(N=C1)S(=O)(=O)CC1=CC=CC=C1)C(=O)N1CCC(CC2=CC=CC=C2)CC1,D233-0516,ChemDiv,,,,,33.8,13.6,3,4.63,Mpro, 
PCM-0170141,CC1=C(C)C=C(NC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC=C2)C=C1,D233-0489,ChemDiv,Mpro,10,5783,14.3,14.2,3.8,3,5.27,Mpro, 
PCM-0170141,CC1=C(C)C=C(NC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC=C2)C=C1,D233-0489,ChemDiv,Mpro,10,31148,18,14.2,3.8,3,5.27,Mpro, 
PCM-0170141,CC1=C(C)C=C(NC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC=C2)C=C1,D233-0489,ChemDiv,Mpro,10,20072,10.4,14.2,3.8,3,5.27,Mpro, 
PCM-0170141,CC1=C(C)C=C(NC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC=C2)C=C1,D233-0489,ChemDiv,Mpro,10,9220,9.8,14.2,3.8,3,5.27,Mpro, 
PCM-0170141,CC1=C(C)C=C(NC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC=C2)C=C1,D233-0489,ChemDiv,,,,,14.2,3.8,3,5.27,Mpro, 
PCM-0170141,CC1=C(C)C=C(NC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC=C2)C=C1,D233-0489,ChemDiv,,,,,14.2,3.8,3,3.59,Mpro, 
PCM-0170141,CC1=C(C)C=C(NC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC=C2)C=C1,D233-0489,ChemDiv,,,,,14.2,3.8,3,3.59,Mpro, 
PCM-0170141,CC1=C(C)C=C(NC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC=C2)C=C1,D233-0489,ChemDiv,,,,,14.2,3.8,3,3.59,Mpro, 
PCM-0170141,CC1=C(C)C=C(NC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC=C2)C=C1,D233-0489,ChemDiv,,,,,14.2,3.8,3,3.59,Mpro, 
PCM-0170141,CC1=C(C)C=C(NC(=O)C2=C(Cl)C=NC(=N2)S(=O)(=O)CC2=CC=CC=C2)C=C1,D233-0489,ChemDiv,,,,,14.2,3.8,3,3.59,Mpro, 
PCM-0169144,CS(=O)(=O)C1=NC(C(=O)NC2=CC=CC(I)=C2)=C(Cl)C=N1,D053-0027,ChemDiv,Mpro,10,2234,2.6,2.4,0.2,3,0.52,Mpro, 
PCM-0169144,CS(=O)(=O)C1=NC(C(=O)NC2=CC=CC(I)=C2)=C(Cl)C=N1,D053-0027,ChemDiv,Mpro,10,10799,2.4,2.4,0.2,3,0.52,Mpro, 
PCM-0169144,CS(=O)(=O)C1=NC(C(=O)NC2=CC=CC(I)=C2)=C(Cl)C=N1,D053-0027,ChemDiv,Mpro,10,10851,2.2,2.4,0.2,3,0.52,Mpro, 
PCM-0169144,CS(=O)(=O)C1=NC(C(=O)NC2=CC=CC(I)=C2)=C(Cl)C=N1,D053-0027,ChemDiv,Mpro,10,3866,1.2,2.4,0.2,3,0.52,Mpro, 
PCM-0169144,CS(=O)(=O)C1=NC(C(=O)NC2=CC=CC(I)=C2)=C(Cl)C=N1,D053-0027,ChemDiv,,,,,2.4,0.2,3,0.52,Mpro, 
PCM-0169144,CS(=O)(=O)C1=NC(C(=O)NC2=CC=CC(I)=C2)=C(Cl)C=N1,D053-0027,ChemDiv,,,,,2.4,0.2,3,0.48,Mpro, 
PCM-0169144,CS(=O)(=O)C1=NC(C(=O)NC2=CC=CC(I)=C2)=C(Cl)C=N1,D053-0027,ChemDiv,,,,,2.4,0.2,3,0.48,Mpro, 
PCM-0169144,CS(=O)(=O)C1=NC(C(=O)NC2=CC=CC(I)=C2)=C(Cl)C=N1,D053-0027,ChemDiv,,,,,2.4,0.2,3,0.48,Mpro, 
PCM-0169144,CS(=O)(=O)C1=NC(C(=O)NC2=CC=CC(I)=C2)=C(Cl)C=N1,D053-0027,ChemDiv,,,,,2.4,0.2,3,0.48,Mpro, 
PCM-0169144,CS(=O)(=O)C1=NC(C(=O)NC2=CC=CC(I)=C2)=C(Cl)C=N1,D053-0027,ChemDiv,,,,,2.4,0.2,3,0.48,Mpro, 
PCM-0168952,CCS(=O)(=O)C1=NC(C(=O)NC2=CC=C(C=C2)S(=O)(=O)N(C)C2=CC=CC=C2)=C(Cl)C=N1,D053-0371,ChemDiv,Mpro,10,4900,11.4,11.1,2.1,3,3.57,Mpro, 
PCM-0168952,CCS(=O)(=O)C1=NC(C(=O)NC2=CC=C(C=C2)S(=O)(=O)N(C)C2=CC=CC=C2)=C(Cl)C=N1,D053-0371,ChemDiv,Mpro,10,24848,13.1,11.1,2.1,3,3.57,Mpro, 
PCM-0168952,CCS(=O)(=O)C1=NC(C(=O)NC2=CC=C(C=C2)S(=O)(=O)N(C)C2=CC=CC=C2)=C(Cl)C=N1,D053-0371,ChemDiv,Mpro,10,18352,8.9,11.1,2.1,3,3.57,Mpro, 
PCM-0168952,CCS(=O)(=O)C1=NC(C(=O)NC2=CC=C(C=C2)S(=O)(=O)N(C)C2=CC=CC=C2)=C(Cl)C=N1,D053-0371,ChemDiv,Mpro,10,10672,12.2,11.1,2.1,3,3.57,Mpro, 
PCM-0168952,CCS(=O)(=O)C1=NC(C(=O)NC2=CC=C(C=C2)S(=O)(=O)N(C)C2=CC=CC=C2)=C(Cl)C=N1,D053-0371,ChemDiv,,,,,11.1,2.1,3,3.57,Mpro, 
PCM-0168952,CCS(=O)(=O)C1=NC(C(=O)NC2=CC=C(C=C2)S(=O)(=O)N(C)C2=CC=CC=C2)=C(Cl)C=N1,D053-0371,ChemDiv,,,,,11.1,2.1,3,2.87,Mpro, 
PCM-0168952,CCS(=O)(=O)C1=NC(C(=O)NC2=CC=C(C=C2)S(=O)(=O)N(C)C2=CC=CC=C2)=C(Cl)C=N1,D053-0371,ChemDiv,,,,,11.1,2.1,3,2.87,Mpro, 
PCM-0168952,CCS(=O)(=O)C1=NC(C(=O)NC2=CC=C(C=C2)S(=O)(=O)N(C)C2=CC=CC=C2)=C(Cl)C=N1,D053-0371,ChemDiv,,,,,11.1,2.1,3,2.87,Mpro, 
PCM-0168952,CCS(=O)(=O)C1=NC(C(=O)NC2=CC=C(C=C2)S(=O)(=O)N(C)C2=CC=CC=C2)=C(Cl)C=N1,D053-0371,ChemDiv,,,,,11.1,2.1,3,2.87,Mpro, 
PCM-0168952,CCS(=O)(=O)C1=NC(C(=O)NC2=CC=C(C=C2)S(=O)(=O)N(C)C2=CC=CC=C2)=C(Cl)C=N1,D053-0371,ChemDiv,,,,,11.1,2.1,3,2.87,Mpro, 
PCM-0168910,CS(=O)(=O)C1=NC(C(=O)N(CC2=CC=CC=C2)C2CCS(=O)(=O)C2)=C(Cl)C=N1,D053-0283,ChemDiv,Mpro,10,3708,7.4,7.1,1.5,3,2.2,Mpro, 
PCM-0168910,CS(=O)(=O)C1=NC(C(=O)N(CC2=CC=CC=C2)C2CCS(=O)(=O)C2)=C(Cl)C=N1,D053-0283,ChemDiv,Mpro,10,18645,8.4,7.1,1.5,3,2.2,Mpro, 
PCM-0168910,CS(=O)(=O)C1=NC(C(=O)N(CC2=CC=CC=C2)C2CCS(=O)(=O)C2)=C(Cl)C=N1,D053-0283,ChemDiv,Mpro,10,14532,5.5,7.1,1.5,3,2.2,Mpro, 
PCM-0168910,CS(=O)(=O)C1=NC(C(=O)N(CC2=CC=CC=C2)C2CCS(=O)(=O)C2)=C(Cl)C=N1,D053-0283,ChemDiv,Mpro,10,5641,4.1,7.1,1.5,3,2.2,Mpro, 
PCM-0168910,CS(=O)(=O)C1=NC(C(=O)N(CC2=CC=CC=C2)C2CCS(=O)(=O)C2)=C(Cl)C=N1,D053-0283,ChemDiv,,,,,7.1,1.5,3,2.2,Mpro, 
PCM-0168910,CS(=O)(=O)C1=NC(C(=O)N(CC2=CC=CC=C2)C2CCS(=O)(=O)C2)=C(Cl)C=N1,D053-0283,ChemDiv,,,,,7.1,1.5,3,1.98,Mpro, 
PCM-0168910,CS(=O)(=O)C1=NC(C(=O)N(CC2=CC=CC=C2)C2CCS(=O)(=O)C2)=C(Cl)C=N1,D053-0283,ChemDiv,,,,,7.1,1.5,3,1.98,Mpro, 
PCM-0168910,CS(=O)(=O)C1=NC(C(=O)N(CC2=CC=CC=C2)C2CCS(=O)(=O)C2)=C(Cl)C=N1,D053-0283,ChemDiv,,,,,7.1,1.5,3,1.98,Mpro, 
PCM-0168910,CS(=O)(=O)C1=NC(C(=O)N(CC2=CC=CC=C2)C2CCS(=O)(=O)C2)=C(Cl)C=N1,D053-0283,ChemDiv,,,,,7.1,1.5,3,1.98,Mpro, 
