Molecule Name,SMILES,Catalog,Supplier,Protease Assay (Screening): Target,Protease Assay (Screening): Concentration (uM),Protease Assay (Screening): FI 480/520 (ex/em) (RFU),Protease Assay (Screening): Activity (%),"Protease Assay (Screening): Mean corrected activity (%) [Target: Mpro, JIRA: 11695, Readout: FI, Concentration: 10.0]","Protease Assay (Screening): Mean corrected activity (%) [Target: Mpro, JIRA: 11695, Readout: FI, Concentration: 10.0] Standard Deviation (±)","Protease Assay (Screening): Mean corrected activity (%) [Target: Mpro, JIRA: 11695, Readout: FI, Concentration: 10.0] Count","Mpro Protease Assay Dose-Response: IC50 (uM) [Target: Mpro, JIRA: 11919, Readout: FI]",Mpro Protease Assay Dose-Response: Target,Mpro Protease Assay Dose-Response: Dose-response Plot
PCM-0177159,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(C)=O)C2=CC=CC=C2C1=O,E679-0538,ChemDiv,Mpro,10,5584,13.6,18.1,4.5,3,3.38,Mpro, 
PCM-0177159,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(C)=O)C2=CC=CC=C2C1=O,E679-0538,ChemDiv,Mpro,10,37383,22.7,18.1,4.5,3,3.38,Mpro, 
PCM-0177159,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(C)=O)C2=CC=CC=C2C1=O,E679-0538,ChemDiv,Mpro,10,28559,17.9,18.1,4.5,3,3.38,Mpro, 
PCM-0177159,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(C)=O)C2=CC=CC=C2C1=O,E679-0538,ChemDiv,Mpro,10,4106,1.8,18.1,4.5,3,3.38,Mpro, 
PCM-0177159,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(C)=O)C2=CC=CC=C2C1=O,E679-0538,ChemDiv,,,,,18.1,4.5,3,3.38,Mpro, 
PCM-0177159,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(C)=O)C2=CC=CC=C2C1=O,E679-0538,ChemDiv,,,,,18.1,4.5,3,3.35,Mpro, 
PCM-0177159,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(C)=O)C2=CC=CC=C2C1=O,E679-0538,ChemDiv,,,,,18.1,4.5,3,3.35,Mpro, 
PCM-0177159,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(C)=O)C2=CC=CC=C2C1=O,E679-0538,ChemDiv,,,,,18.1,4.5,3,3.35,Mpro, 
PCM-0177159,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(C)=O)C2=CC=CC=C2C1=O,E679-0538,ChemDiv,,,,,18.1,4.5,3,3.35,Mpro, 
PCM-0177159,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(C)=O)C2=CC=CC=C2C1=O,E679-0538,ChemDiv,,,,,18.1,4.5,3,3.35,Mpro, 
PCM-0177157,CN1C=C(NC(=O)NCCC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,E679-0453,ChemDiv,Mpro,10,7751,20.8,25.8,5.9,3,4.85,Mpro, 
PCM-0177157,CN1C=C(NC(=O)NCCC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,E679-0453,ChemDiv,Mpro,10,50024,32.4,25.8,5.9,3,4.85,Mpro, 
PCM-0177157,CN1C=C(NC(=O)NCCC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,E679-0453,ChemDiv,Mpro,10,35758,24.3,25.8,5.9,3,4.85,Mpro, 
PCM-0177157,CN1C=C(NC(=O)NCCC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,E679-0453,ChemDiv,Mpro,10,4655,2.8,25.8,5.9,3,4.85,Mpro, 
PCM-0177157,CN1C=C(NC(=O)NCCC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,E679-0453,ChemDiv,,,,,25.8,5.9,3,4.85,Mpro, 
PCM-0177157,CN1C=C(NC(=O)NCCC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,E679-0453,ChemDiv,,,,,25.8,5.9,3,4.03,Mpro, 
PCM-0177157,CN1C=C(NC(=O)NCCC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,E679-0453,ChemDiv,,,,,25.8,5.9,3,4.03,Mpro, 
PCM-0177157,CN1C=C(NC(=O)NCCC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,E679-0453,ChemDiv,,,,,25.8,5.9,3,4.03,Mpro, 
PCM-0177157,CN1C=C(NC(=O)NCCC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,E679-0453,ChemDiv,,,,,25.8,5.9,3,4.03,Mpro, 
PCM-0177157,CN1C=C(NC(=O)NCCC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,E679-0453,ChemDiv,,,,,25.8,5.9,3,4.03,Mpro, 
PCM-0177155,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C(OC)=C1,E679-0310,ChemDiv,Mpro,10,7564,20.2,22.4,3.4,3,4.42,Mpro, 
PCM-0177155,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C(OC)=C1,E679-0310,ChemDiv,Mpro,10,42204,26.4,22.4,3.4,3,4.42,Mpro, 
PCM-0177155,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C(OC)=C1,E679-0310,ChemDiv,Mpro,10,31717,20.7,22.4,3.4,3,4.42,Mpro, 
PCM-0177155,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C(OC)=C1,E679-0310,ChemDiv,Mpro,10,4217,2,22.4,3.4,3,4.42,Mpro, 
PCM-0177155,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C(OC)=C1,E679-0310,ChemDiv,,,,,22.4,3.4,3,4.42,Mpro, 
PCM-0177155,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C(OC)=C1,E679-0310,ChemDiv,,,,,22.4,3.4,3,3.82,Mpro, 
PCM-0177155,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C(OC)=C1,E679-0310,ChemDiv,,,,,22.4,3.4,3,3.82,Mpro, 
PCM-0177155,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C(OC)=C1,E679-0310,ChemDiv,,,,,22.4,3.4,3,3.82,Mpro, 
PCM-0177155,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C(OC)=C1,E679-0310,ChemDiv,,,,,22.4,3.4,3,3.82,Mpro, 
PCM-0177155,COC1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C(OC)=C1,E679-0310,ChemDiv,,,,,22.4,3.4,3,3.82,Mpro, 
PCM-0177121,CC(CCC1=CC=CO1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0588,ChemDiv,Mpro,10,9691,27.2,26.5,5.4,3,4.18,Mpro, 
PCM-0177121,CC(CCC1=CC=CO1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0588,ChemDiv,Mpro,10,49050,31.6,26.5,5.4,3,4.18,Mpro, 
PCM-0177121,CC(CCC1=CC=CO1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0588,ChemDiv,Mpro,10,31796,20.8,26.5,5.4,3,4.18,Mpro, 
PCM-0177121,CC(CCC1=CC=CO1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0588,ChemDiv,Mpro,10,4610,2.7,26.5,5.4,3,4.18,Mpro, 
PCM-0177121,CC(CCC1=CC=CO1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0588,ChemDiv,,,,,26.5,5.4,3,4.18,Mpro, 
PCM-0177121,CC(CCC1=CC=CO1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0588,ChemDiv,,,,,26.5,5.4,3,3.57,Mpro, 
PCM-0177121,CC(CCC1=CC=CO1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0588,ChemDiv,,,,,26.5,5.4,3,3.57,Mpro, 
PCM-0177121,CC(CCC1=CC=CO1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0588,ChemDiv,,,,,26.5,5.4,3,3.57,Mpro, 
PCM-0177121,CC(CCC1=CC=CO1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0588,ChemDiv,,,,,26.5,5.4,3,3.57,Mpro, 
PCM-0177121,CC(CCC1=CC=CO1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0588,ChemDiv,,,,,26.5,5.4,3,3.57,Mpro, 
PCM-0177115,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C2=CC=CC=C2C1=O,E679-0303,ChemDiv,Mpro,10,7214,19,18.2,3.1,3,3.52,Mpro, 
PCM-0177115,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C2=CC=CC=C2C1=O,E679-0303,ChemDiv,Mpro,10,34953,20.9,18.2,3.1,3,3.52,Mpro, 
PCM-0177115,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C2=CC=CC=C2C1=O,E679-0303,ChemDiv,Mpro,10,24941,14.7,18.2,3.1,3,3.52,Mpro, 
PCM-0177115,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C2=CC=CC=C2C1=O,E679-0303,ChemDiv,Mpro,10,4199,1.9,18.2,3.1,3,3.52,Mpro, 
PCM-0177115,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C2=CC=CC=C2C1=O,E679-0303,ChemDiv,,,,,18.2,3.1,3,3.52,Mpro, 
PCM-0177115,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C2=CC=CC=C2C1=O,E679-0303,ChemDiv,,,,,18.2,3.1,3,3.51,Mpro, 
PCM-0177115,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C2=CC=CC=C2C1=O,E679-0303,ChemDiv,,,,,18.2,3.1,3,3.51,Mpro, 
PCM-0177115,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C2=CC=CC=C2C1=O,E679-0303,ChemDiv,,,,,18.2,3.1,3,3.51,Mpro, 
PCM-0177115,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C2=CC=CC=C2C1=O,E679-0303,ChemDiv,,,,,18.2,3.1,3,3.51,Mpro, 
PCM-0177115,CN1C=C(NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C2=CC=CC=C2C1=O,E679-0303,ChemDiv,,,,,18.2,3.1,3,3.51,Mpro, 
PCM-0177081,CN1C=C(NC(=O)NCCC2=CSC=C2)C2=CC=CC=C2C1=O,E679-0585,ChemDiv,Mpro,10,5826,14.4,15.3,1.5,3,3.77,Mpro, 
PCM-0177081,CN1C=C(NC(=O)NCCC2=CSC=C2)C2=CC=CC=C2C1=O,E679-0585,ChemDiv,Mpro,10,29961,17,15.3,1.5,3,3.77,Mpro, 
PCM-0177081,CN1C=C(NC(=O)NCCC2=CSC=C2)C2=CC=CC=C2C1=O,E679-0585,ChemDiv,Mpro,10,24571,14.4,15.3,1.5,3,3.77,Mpro, 
PCM-0177081,CN1C=C(NC(=O)NCCC2=CSC=C2)C2=CC=CC=C2C1=O,E679-0585,ChemDiv,Mpro,10,3910,1.4,15.3,1.5,3,3.77,Mpro, 
PCM-0177081,CN1C=C(NC(=O)NCCC2=CSC=C2)C2=CC=CC=C2C1=O,E679-0585,ChemDiv,,,,,15.3,1.5,3,3.77,Mpro, 
PCM-0177081,CN1C=C(NC(=O)NCCC2=CSC=C2)C2=CC=CC=C2C1=O,E679-0585,ChemDiv,,,,,15.3,1.5,3,3.57,Mpro, 
PCM-0177081,CN1C=C(NC(=O)NCCC2=CSC=C2)C2=CC=CC=C2C1=O,E679-0585,ChemDiv,,,,,15.3,1.5,3,3.57,Mpro, 
PCM-0177081,CN1C=C(NC(=O)NCCC2=CSC=C2)C2=CC=CC=C2C1=O,E679-0585,ChemDiv,,,,,15.3,1.5,3,3.57,Mpro, 
PCM-0177081,CN1C=C(NC(=O)NCCC2=CSC=C2)C2=CC=CC=C2C1=O,E679-0585,ChemDiv,,,,,15.3,1.5,3,3.57,Mpro, 
PCM-0177081,CN1C=C(NC(=O)NCCC2=CSC=C2)C2=CC=CC=C2C1=O,E679-0585,ChemDiv,,,,,15.3,1.5,3,3.57,Mpro, 
PCM-0177079,COC1=CC(CNC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)=C(OC)C=C1,E679-0501,ChemDiv,Mpro,10,7696,20.6,20,2.2,3,3.47,Mpro, 
PCM-0177079,COC1=CC(CNC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)=C(OC)C=C1,E679-0501,ChemDiv,Mpro,10,36170,21.8,20,2.2,3,3.47,Mpro, 
PCM-0177079,COC1=CC(CNC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)=C(OC)C=C1,E679-0501,ChemDiv,Mpro,10,28114,17.6,20,2.2,3,3.47,Mpro, 
PCM-0177079,COC1=CC(CNC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)=C(OC)C=C1,E679-0501,ChemDiv,Mpro,10,4186,1.9,20,2.2,3,3.47,Mpro, 
PCM-0177079,COC1=CC(CNC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)=C(OC)C=C1,E679-0501,ChemDiv,,,,,20,2.2,3,3.47,Mpro, 
PCM-0177079,COC1=CC(CNC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)=C(OC)C=C1,E679-0501,ChemDiv,,,,,20,2.2,3,3.42,Mpro, 
PCM-0177079,COC1=CC(CNC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)=C(OC)C=C1,E679-0501,ChemDiv,,,,,20,2.2,3,3.42,Mpro, 
PCM-0177079,COC1=CC(CNC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)=C(OC)C=C1,E679-0501,ChemDiv,,,,,20,2.2,3,3.42,Mpro, 
PCM-0177079,COC1=CC(CNC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)=C(OC)C=C1,E679-0501,ChemDiv,,,,,20,2.2,3,3.42,Mpro, 
PCM-0177079,COC1=CC(CNC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)=C(OC)C=C1,E679-0501,ChemDiv,,,,,20,2.2,3,3.42,Mpro, 
PCM-0177041,CC(C)OCCCN(CC1=CC=CO1)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0575,ChemDiv,Mpro,10,12881,37.7,37.9,5.7,3,7.86,Mpro, 
PCM-0177041,CC(C)OCCCN(CC1=CC=CO1)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0575,ChemDiv,Mpro,10,64767,43.6,37.9,5.7,3,7.86,Mpro, 
PCM-0177041,CC(C)OCCCN(CC1=CC=CO1)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0575,ChemDiv,Mpro,10,44652,32.2,37.9,5.7,3,7.86,Mpro, 
PCM-0177041,CC(C)OCCCN(CC1=CC=CO1)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0575,ChemDiv,Mpro,10,5051,3.5,37.9,5.7,3,7.86,Mpro, 
PCM-0177041,CC(C)OCCCN(CC1=CC=CO1)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0575,ChemDiv,,,,,37.9,5.7,3,7.86,Mpro, 
PCM-0177041,CC(C)OCCCN(CC1=CC=CO1)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0575,ChemDiv,,,,,37.9,5.7,3,7.86,Mpro, 
PCM-0177041,CC(C)OCCCN(CC1=CC=CO1)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0575,ChemDiv,,,,,37.9,5.7,3,7.86,Mpro, 
PCM-0177041,CC(C)OCCCN(CC1=CC=CO1)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0575,ChemDiv,,,,,37.9,5.7,3,7.86,Mpro, 
PCM-0177041,CC(C)OCCCN(CC1=CC=CO1)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0575,ChemDiv,,,,,37.9,5.7,3,7.86,Mpro, 
PCM-0177041,CC(C)OCCCN(CC1=CC=CO1)C(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0575,ChemDiv,,,,,37.9,5.7,3,7.86,Mpro, 
PCM-0177039,CN1C=C(NC(=O)NCCCN2CCC3=C(C2)C=CC=C3)C2=CC=CC=C2C1=O,E679-0491,ChemDiv,Mpro,10,9120,25.3,27.8,4.7,3,5.47,Mpro, 
PCM-0177039,CN1C=C(NC(=O)NCCCN2CCC3=C(C2)C=CC=C3)C2=CC=CC=C2C1=O,E679-0491,ChemDiv,Mpro,10,51043,33.2,27.8,4.7,3,5.47,Mpro, 
PCM-0177039,CN1C=C(NC(=O)NCCCN2CCC3=C(C2)C=CC=C3)C2=CC=CC=C2C1=O,E679-0491,ChemDiv,Mpro,10,36397,24.9,27.8,4.7,3,5.47,Mpro, 
PCM-0177039,CN1C=C(NC(=O)NCCCN2CCC3=C(C2)C=CC=C3)C2=CC=CC=C2C1=O,E679-0491,ChemDiv,Mpro,10,4288,2.1,27.8,4.7,3,5.47,Mpro, 
PCM-0177039,CN1C=C(NC(=O)NCCCN2CCC3=C(C2)C=CC=C3)C2=CC=CC=C2C1=O,E679-0491,ChemDiv,,,,,27.8,4.7,3,5.47,Mpro, 
PCM-0177039,CN1C=C(NC(=O)NCCCN2CCC3=C(C2)C=CC=C3)C2=CC=CC=C2C1=O,E679-0491,ChemDiv,,,,,27.8,4.7,3,4.58,Mpro, 
PCM-0177039,CN1C=C(NC(=O)NCCCN2CCC3=C(C2)C=CC=C3)C2=CC=CC=C2C1=O,E679-0491,ChemDiv,,,,,27.8,4.7,3,4.58,Mpro, 
PCM-0177039,CN1C=C(NC(=O)NCCCN2CCC3=C(C2)C=CC=C3)C2=CC=CC=C2C1=O,E679-0491,ChemDiv,,,,,27.8,4.7,3,4.58,Mpro, 
PCM-0177039,CN1C=C(NC(=O)NCCCN2CCC3=C(C2)C=CC=C3)C2=CC=CC=C2C1=O,E679-0491,ChemDiv,,,,,27.8,4.7,3,4.58,Mpro, 
PCM-0177039,CN1C=C(NC(=O)NCCCN2CCC3=C(C2)C=CC=C3)C2=CC=CC=C2C1=O,E679-0491,ChemDiv,,,,,27.8,4.7,3,4.58,Mpro, 
PCM-0177001,CN1C=C(NC(=O)N(CC2CCCO2)CC2=CC=CO2)C2=CC=CC=C2C1=O,E679-0569,ChemDiv,Mpro,10,7790,20.9,23.8,2.9,3,3.58,Mpro, 
PCM-0177001,CN1C=C(NC(=O)N(CC2CCCO2)CC2=CC=CO2)C2=CC=CC=C2C1=O,E679-0569,ChemDiv,Mpro,10,42579,26.7,23.8,2.9,3,3.58,Mpro, 
PCM-0177001,CN1C=C(NC(=O)N(CC2CCCO2)CC2=CC=CO2)C2=CC=CC=C2C1=O,E679-0569,ChemDiv,Mpro,10,35052,23.7,23.8,2.9,3,3.58,Mpro, 
PCM-0177001,CN1C=C(NC(=O)N(CC2CCCO2)CC2=CC=CO2)C2=CC=CC=C2C1=O,E679-0569,ChemDiv,Mpro,10,3764,1.1,23.8,2.9,3,3.58,Mpro, 
PCM-0177001,CN1C=C(NC(=O)N(CC2CCCO2)CC2=CC=CO2)C2=CC=CC=C2C1=O,E679-0569,ChemDiv,,,,,23.8,2.9,3,3.58,Mpro, 
PCM-0177001,CN1C=C(NC(=O)N(CC2CCCO2)CC2=CC=CO2)C2=CC=CC=C2C1=O,E679-0569,ChemDiv,,,,,23.8,2.9,3,3.91,Mpro, 
PCM-0177001,CN1C=C(NC(=O)N(CC2CCCO2)CC2=CC=CO2)C2=CC=CC=C2C1=O,E679-0569,ChemDiv,,,,,23.8,2.9,3,3.91,Mpro, 
PCM-0177001,CN1C=C(NC(=O)N(CC2CCCO2)CC2=CC=CO2)C2=CC=CC=C2C1=O,E679-0569,ChemDiv,,,,,23.8,2.9,3,3.91,Mpro, 
PCM-0177001,CN1C=C(NC(=O)N(CC2CCCO2)CC2=CC=CO2)C2=CC=CC=C2C1=O,E679-0569,ChemDiv,,,,,23.8,2.9,3,3.91,Mpro, 
PCM-0177001,CN1C=C(NC(=O)N(CC2CCCO2)CC2=CC=CO2)C2=CC=CC=C2C1=O,E679-0569,ChemDiv,,,,,23.8,2.9,3,3.91,Mpro, 
PCM-0176999,CCOC(=O)N1CCC(CC1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0475,ChemDiv,Mpro,10,6398,16.3,19.1,2.5,3,6.16,Mpro, 
PCM-0176999,CCOC(=O)N1CCC(CC1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0475,ChemDiv,Mpro,10,35249,21.1,19.1,2.5,3,6.16,Mpro, 
PCM-0176999,CCOC(=O)N1CCC(CC1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0475,ChemDiv,Mpro,10,30663,19.8,19.1,2.5,3,6.16,Mpro, 
PCM-0176999,CCOC(=O)N1CCC(CC1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0475,ChemDiv,Mpro,10,3716,1,19.1,2.5,3,6.16,Mpro, 
PCM-0176999,CCOC(=O)N1CCC(CC1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0475,ChemDiv,,,,,19.1,2.5,3,6.16,Mpro, 
PCM-0176999,CCOC(=O)N1CCC(CC1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0475,ChemDiv,,,,,19.1,2.5,3,4.86,Mpro, 
PCM-0176999,CCOC(=O)N1CCC(CC1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0475,ChemDiv,,,,,19.1,2.5,3,4.86,Mpro, 
PCM-0176999,CCOC(=O)N1CCC(CC1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0475,ChemDiv,,,,,19.1,2.5,3,4.86,Mpro, 
PCM-0176999,CCOC(=O)N1CCC(CC1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0475,ChemDiv,,,,,19.1,2.5,3,4.86,Mpro, 
PCM-0176999,CCOC(=O)N1CCC(CC1)NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0475,ChemDiv,,,,,19.1,2.5,3,4.86,Mpro, 
PCM-0176997,COC1=CC(Cl)=C(C)C=C1NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0392,ChemDiv,Mpro,10,6649,17.1,19.4,2.1,3,3.46,Mpro, 
PCM-0176997,COC1=CC(Cl)=C(C)C=C1NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0392,ChemDiv,Mpro,10,35381,21.2,19.4,2.1,3,3.46,Mpro, 
PCM-0176997,COC1=CC(Cl)=C(C)C=C1NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0392,ChemDiv,Mpro,10,30638,19.8,19.4,2.1,3,3.46,Mpro, 
PCM-0176997,COC1=CC(Cl)=C(C)C=C1NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0392,ChemDiv,Mpro,10,3651,0.9,19.4,2.1,3,3.46,Mpro, 
PCM-0176997,COC1=CC(Cl)=C(C)C=C1NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0392,ChemDiv,,,,,19.4,2.1,3,3.46,Mpro, 
PCM-0176997,COC1=CC(Cl)=C(C)C=C1NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0392,ChemDiv,,,,,19.4,2.1,3,3.64,Mpro, 
PCM-0176997,COC1=CC(Cl)=C(C)C=C1NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0392,ChemDiv,,,,,19.4,2.1,3,3.64,Mpro, 
PCM-0176997,COC1=CC(Cl)=C(C)C=C1NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0392,ChemDiv,,,,,19.4,2.1,3,3.64,Mpro, 
PCM-0176997,COC1=CC(Cl)=C(C)C=C1NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0392,ChemDiv,,,,,19.4,2.1,3,3.64,Mpro, 
PCM-0176997,COC1=CC(Cl)=C(C)C=C1NC(=O)NC1=CN(C)C(=O)C2=CC=CC=C12,E679-0392,ChemDiv,,,,,19.4,2.1,3,3.64,Mpro, 
PCM-0176957,CN1C=C(NC(=O)NCC2=CC=CC=N2)C2=CC=CC=C2C1=O,E679-0361,ChemDiv,Mpro,10,3725,7.5,7.7,1.6,3,3.37,Mpro, 
PCM-0176957,CN1C=C(NC(=O)NCC2=CC=CC=N2)C2=CC=CC=C2C1=O,E679-0361,ChemDiv,Mpro,10,20075,9.5,7.7,1.6,3,3.37,Mpro, 
PCM-0176957,CN1C=C(NC(=O)NCC2=CC=CC=N2)C2=CC=CC=C2C1=O,E679-0361,ChemDiv,Mpro,10,15354,6.2,7.7,1.6,3,3.37,Mpro, 
PCM-0176957,CN1C=C(NC(=O)NCC2=CC=CC=N2)C2=CC=CC=C2C1=O,E679-0361,ChemDiv,Mpro,10,4008,1.6,7.7,1.6,3,3.37,Mpro, 
PCM-0176957,CN1C=C(NC(=O)NCC2=CC=CC=N2)C2=CC=CC=C2C1=O,E679-0361,ChemDiv,,,,,7.7,1.6,3,3.37,Mpro, 
PCM-0176957,CN1C=C(NC(=O)NCC2=CC=CC=N2)C2=CC=CC=C2C1=O,E679-0361,ChemDiv,,,,,7.7,1.6,3,3.62,Mpro, 
PCM-0176957,CN1C=C(NC(=O)NCC2=CC=CC=N2)C2=CC=CC=C2C1=O,E679-0361,ChemDiv,,,,,7.7,1.6,3,3.62,Mpro, 
PCM-0176957,CN1C=C(NC(=O)NCC2=CC=CC=N2)C2=CC=CC=C2C1=O,E679-0361,ChemDiv,,,,,7.7,1.6,3,3.62,Mpro, 
PCM-0176957,CN1C=C(NC(=O)NCC2=CC=CC=N2)C2=CC=CC=C2C1=O,E679-0361,ChemDiv,,,,,7.7,1.6,3,3.62,Mpro, 
PCM-0176957,CN1C=C(NC(=O)NCC2=CC=CC=N2)C2=CC=CC=C2C1=O,E679-0361,ChemDiv,,,,,7.7,1.6,3,3.62,Mpro, 
PCM-0176921,CCN(CC)S(=O)(=O)C1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1,E679-0552,ChemDiv,Mpro,10,8693,23.9,26.4,4,3,5.79,Mpro, 
PCM-0176921,CCN(CC)S(=O)(=O)C1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1,E679-0552,ChemDiv,Mpro,10,48220,31,26.4,4,3,5.79,Mpro, 
PCM-0176921,CCN(CC)S(=O)(=O)C1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1,E679-0552,ChemDiv,Mpro,10,35634,24.2,26.4,4,3,5.79,Mpro, 
PCM-0176921,CCN(CC)S(=O)(=O)C1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1,E679-0552,ChemDiv,Mpro,10,3915,1.4,26.4,4,3,5.79,Mpro, 
PCM-0176921,CCN(CC)S(=O)(=O)C1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1,E679-0552,ChemDiv,,,,,26.4,4,3,5.79,Mpro, 
PCM-0176921,CCN(CC)S(=O)(=O)C1=CC=C(NC(=O)NC2=CN(C)C(=O)C3=CC=CC=C23)C=C1,E679-0552,ChemDiv,,,,,26.4,4,3,5.56,Mpro, 
