SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-babf2c61-10,CVD-0006807,LON-WEI-babf2c61-10,Z4509080725,90.54,0.5,20,1178796-500NL-03,01_A,Racemic or presumed racemic or meso,,UNK
CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-babf2c61-10,CVD-0006807,LON-WEI-babf2c61-10,Z4509080725,90.54,0.5,20,1178796-500NL-03,01_B,Racemic or presumed racemic or meso,,UNK
OC1CCC(CC1)N(CC2CCCCC2)C3CCCN(C3)C(=O)CCl,WAR-XCH-72a8c209-5,CVD-0003734,WAR-XCH-72a-5,Z4461624317,92.0,0.5,20,1178796-500NL-03,01_C,Diastereomeric mixture,,UNK
OC1CCC(CC1)N(CC2CCCCC2)C3CCCN(C3)C(=O)CCl,WAR-XCH-72a8c209-5,CVD-0003734,WAR-XCH-72a-5,Z4461624317,92.0,0.5,20,1178796-500NL-03,01_D,Diastereomeric mixture,,UNK
CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O,AAR-POS-ac4b8cb8-1,CVD-0005031,AAR-POS-ac4b8cb8-1,Z2216906921,99.0,0.5,20,1178796-500NL-03,01_E,Diastereomeric mixture,imperfect stereochemical match for AAR-POS-ac4b8cb8-1,UNK
CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O,AAR-POS-ac4b8cb8-1,CVD-0005031,AAR-POS-ac4b8cb8-1,Z2216906921,99.0,0.5,20,1178796-500NL-03,01_F,Diastereomeric mixture,imperfect stereochemical match for AAR-POS-ac4b8cb8-1,UNK
CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-babf2c61-10,CVD-0006807,LON-WEI-babf2c61-10,Z4509080725,90.54,0.5,20,1178796-500NL-03,02_A,Racemic or presumed racemic or meso,,UNK
CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-babf2c61-10,CVD-0006807,LON-WEI-babf2c61-10,Z4509080725,90.54,0.5,20,1178796-500NL-03,02_B,Racemic or presumed racemic or meso,,UNK
OC1CCC(CC1)N(CC2CCCCC2)C3CCCN(C3)C(=O)CCl,WAR-XCH-72a8c209-5,CVD-0003734,WAR-XCH-72a-5,Z4461624317,92.0,0.5,20,1178796-500NL-03,02_C,Diastereomeric mixture,,UNK
OC1CCC(CC1)N(CC2CCCCC2)C3CCCN(C3)C(=O)CCl,WAR-XCH-72a8c209-5,CVD-0003734,WAR-XCH-72a-5,Z4461624317,92.0,0.5,20,1178796-500NL-03,02_D,Diastereomeric mixture,,UNK
CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O,AAR-POS-ac4b8cb8-1,CVD-0005031,AAR-POS-ac4b8cb8-1,Z2216906921,99.0,0.5,20,1178796-500NL-03,02_E,Diastereomeric mixture,imperfect stereochemical match for AAR-POS-ac4b8cb8-1,UNK
CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O,AAR-POS-ac4b8cb8-1,CVD-0005031,AAR-POS-ac4b8cb8-1,Z2216906921,99.0,0.5,20,1178796-500NL-03,02_F,Diastereomeric mixture,imperfect stereochemical match for AAR-POS-ac4b8cb8-1,UNK
CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-babf2c61-10,CVD-0006807,LON-WEI-babf2c61-10,Z4509080725,90.54,0.5,20,1178796-500NL-03,03_A,Racemic or presumed racemic or meso,,UNK
CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-babf2c61-10,CVD-0006807,LON-WEI-babf2c61-10,Z4509080725,90.54,0.5,20,1178796-500NL-03,03_B,Racemic or presumed racemic or meso,,UNK
OC1CCC(CC1)N(CC2CCCCC2)C3CCCN(C3)C(=O)CCl,WAR-XCH-72a8c209-5,CVD-0003734,WAR-XCH-72a-5,Z4461624317,92.0,0.5,20,1178796-500NL-03,03_C,Diastereomeric mixture,,UNK
OC1CCC(CC1)N(CC2CCCCC2)C3CCCN(C3)C(=O)CCl,WAR-XCH-72a8c209-5,CVD-0003734,WAR-XCH-72a-5,Z4461624317,92.0,0.5,20,1178796-500NL-03,03_D,Diastereomeric mixture,,UNK
CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O,AAR-POS-ac4b8cb8-1,CVD-0005031,AAR-POS-ac4b8cb8-1,Z2216906921,99.0,0.5,20,1178796-500NL-03,03_E,Diastereomeric mixture,imperfect stereochemical match for AAR-POS-ac4b8cb8-1,UNK
CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O,AAR-POS-ac4b8cb8-1,CVD-0005031,AAR-POS-ac4b8cb8-1,Z2216906921,99.0,0.5,20,1178796-500NL-03,03_F,Diastereomeric mixture,imperfect stereochemical match for AAR-POS-ac4b8cb8-1,UNK
COC=1C=CC=2CC(N(CC2C1)C(=O)CCl)C=3C=CC=CC3,NAU-LAT-64f4b287-4,CVD-0005286,NAU-LAT-64f4b287-4,Z1562148574,85.67,0.5,20,1178796-500NL-03,04_A,Racemic or presumed racemic or meso,,UNK
COC=1C=CC=2CC(N(CC2C1)C(=O)CCl)C=3C=CC=CC3,NAU-LAT-64f4b287-4,CVD-0005286,NAU-LAT-64f4b287-4,Z1562148574,85.67,0.5,20,1178796-500NL-03,04_B,Racemic or presumed racemic or meso,,UNK
Cl.ClCC(=O)N1CCCC(C1)C=2N=C(N=C3C=CC=CC23)C=4C=CC=NC4,WAR-XCH-bdd24732-16,CVD-0003893,WAR-XCH-bdd-16,Z4515354933,91.93,0.5,20,1178796-500NL-03,04_C,Racemic or presumed racemic or meso,,UNK
Cl.ClCC(=O)N1CCCC(C1)C=2N=C(N=C3C=CC=CC23)C=4C=CC=NC4,WAR-XCH-bdd24732-16,CVD-0003893,WAR-XCH-bdd-16,Z4515354933,91.93,0.5,20,1178796-500NL-03,04_D,Racemic or presumed racemic or meso,,UNK
ClCC(=O)N1CC(C=2C=CC=C(C#N)C2)C=3C=CC=CC3C1,NIR-THE-c331be7a-2,CVD-0002989,NIR-THE-c33-2,Z4461624306,98.91,0.5,20,1178796-500NL-03,04_E,Racemic or presumed racemic or meso,,UNK
ClCC(=O)N1CC(C=2C=CC=C(C#N)C2)C=3C=CC=CC3C1,NIR-THE-c331be7a-2,CVD-0002989,NIR-THE-c33-2,Z4461624306,98.91,0.5,20,1178796-500NL-03,04_F,Racemic or presumed racemic or meso,,UNK
COC=1C=CC=2CC(N(CC2C1)C(=O)CCl)C=3C=CC=CC3,NAU-LAT-64f4b287-4,CVD-0005286,NAU-LAT-64f4b287-4,Z1562148574,85.67,0.5,20,1178796-500NL-03,05_A,Racemic or presumed racemic or meso,,UNK
COC=1C=CC=2CC(N(CC2C1)C(=O)CCl)C=3C=CC=CC3,NAU-LAT-64f4b287-4,CVD-0005286,NAU-LAT-64f4b287-4,Z1562148574,85.67,0.5,20,1178796-500NL-03,05_B,Racemic or presumed racemic or meso,,UNK
Cl.ClCC(=O)N1CCCC(C1)C=2N=C(N=C3C=CC=CC23)C=4C=CC=NC4,WAR-XCH-bdd24732-16,CVD-0003893,WAR-XCH-bdd-16,Z4515354933,91.93,0.5,20,1178796-500NL-03,05_C,Racemic or presumed racemic or meso,,UNK
Cl.ClCC(=O)N1CCCC(C1)C=2N=C(N=C3C=CC=CC23)C=4C=CC=NC4,WAR-XCH-bdd24732-16,CVD-0003893,WAR-XCH-bdd-16,Z4515354933,91.93,0.5,20,1178796-500NL-03,05_D,Racemic or presumed racemic or meso,,UNK
ClCC(=O)N1CC(C=2C=CC=C(C#N)C2)C=3C=CC=CC3C1,NIR-THE-c331be7a-2,CVD-0002989,NIR-THE-c33-2,Z4461624306,98.91,0.5,20,1178796-500NL-03,05_E,Racemic or presumed racemic or meso,,UNK
ClCC(=O)N1CC(C=2C=CC=C(C#N)C2)C=3C=CC=CC3C1,NIR-THE-c331be7a-2,CVD-0002989,NIR-THE-c33-2,Z4461624306,98.91,0.5,20,1178796-500NL-03,05_F,Racemic or presumed racemic or meso,,UNK
COC=1C=CC=2CC(N(CC2C1)C(=O)CCl)C=3C=CC=CC3,NAU-LAT-64f4b287-4,CVD-0005286,NAU-LAT-64f4b287-4,Z1562148574,85.67,0.5,20,1178796-500NL-03,06_A,Racemic or presumed racemic or meso,,UNK
COC=1C=CC=2CC(N(CC2C1)C(=O)CCl)C=3C=CC=CC3,NAU-LAT-64f4b287-4,CVD-0005286,NAU-LAT-64f4b287-4,Z1562148574,85.67,0.5,20,1178796-500NL-03,06_B,Racemic or presumed racemic or meso,,UNK
Cl.ClCC(=O)N1CCCC(C1)C=2N=C(N=C3C=CC=CC23)C=4C=CC=NC4,WAR-XCH-bdd24732-16,CVD-0003893,WAR-XCH-bdd-16,Z4515354933,91.93,0.5,20,1178796-500NL-03,06_C,Racemic or presumed racemic or meso,,UNK
Cl.ClCC(=O)N1CCCC(C1)C=2N=C(N=C3C=CC=CC23)C=4C=CC=NC4,WAR-XCH-bdd24732-16,CVD-0003893,WAR-XCH-bdd-16,Z4515354933,91.93,0.5,20,1178796-500NL-03,06_D,Racemic or presumed racemic or meso,,UNK
ClCC(=O)N1CC(C=2C=CC=C(C#N)C2)C=3C=CC=CC3C1,NIR-THE-c331be7a-2,CVD-0002989,NIR-THE-c33-2,Z4461624306,98.91,0.5,20,1178796-500NL-03,06_E,Racemic or presumed racemic or meso,,UNK
ClCC(=O)N1CC(C=2C=CC=C(C#N)C2)C=3C=CC=CC3C1,NIR-THE-c331be7a-2,CVD-0002989,NIR-THE-c33-2,Z4461624306,98.91,0.5,20,1178796-500NL-03,06_F,Racemic or presumed racemic or meso,,UNK
CC1=NN=C(O1)C2CC=3C=CC=CC3CN2C(=O)CCl,NAU-LAT-64f4b287-5,CVD-0005287,NAU-LAT-64f4b287-5,Z1562143134,96.9,0.5,20,1178796-500NL-03,07_A,Racemic or presumed racemic or meso,,UNK
CC1=NN=C(O1)C2CC=3C=CC=CC3CN2C(=O)CCl,NAU-LAT-64f4b287-5,CVD-0005287,NAU-LAT-64f4b287-5,Z1562143134,96.9,0.5,20,1178796-500NL-03,07_B,Racemic or presumed racemic or meso,,UNK
Cl.NC=1C=CC=C(C1)C2CN(CC=3C=CC=CC23)C(=O)CCl,NIR-THE-c331be7a-1,CVD-0002988,NIR-THE-c33-1,Z4520417201,90.18,0.5,20,1178796-500NL-03,07_C,Racemic or presumed racemic or meso,,UNK
Cl.NC=1C=CC=C(C1)C2CN(CC=3C=CC=CC23)C(=O)CCl,NIR-THE-c331be7a-1,CVD-0002988,NIR-THE-c33-1,Z4520417201,90.18,0.5,20,1178796-500NL-03,07_D,Racemic or presumed racemic or meso,,UNK
COCCC=1C=CC(Cl)=CC1CN2CCN(CC2)C(=O)CCl,MED-COV-4280ac29-37,CVD-0002743,JOH-UNI-27a-39_thio_pH,Z4461624290,95.9,0.5,20,1178796-500NL-03,07_E,Achiral,,UNK
COCCC=1C=CC(Cl)=CC1CN2CCN(CC2)C(=O)CCl,MED-COV-4280ac29-37,CVD-0002743,JOH-UNI-27a-39_thio_pH,Z4461624290,95.9,0.5,20,1178796-500NL-03,07_F,Achiral,,UNK
CC1=NN=C(O1)C2CC=3C=CC=CC3CN2C(=O)CCl,NAU-LAT-64f4b287-5,CVD-0005287,NAU-LAT-64f4b287-5,Z1562143134,96.9,0.5,20,1178796-500NL-03,08_A,Racemic or presumed racemic or meso,,UNK
CC1=NN=C(O1)C2CC=3C=CC=CC3CN2C(=O)CCl,NAU-LAT-64f4b287-5,CVD-0005287,NAU-LAT-64f4b287-5,Z1562143134,96.9,0.5,20,1178796-500NL-03,08_B,Racemic or presumed racemic or meso,,UNK
Cl.NC=1C=CC=C(C1)C2CN(CC=3C=CC=CC23)C(=O)CCl,NIR-THE-c331be7a-1,CVD-0002988,NIR-THE-c33-1,Z4520417201,90.18,0.5,20,1178796-500NL-03,08_C,Racemic or presumed racemic or meso,,UNK
Cl.NC=1C=CC=C(C1)C2CN(CC=3C=CC=CC23)C(=O)CCl,NIR-THE-c331be7a-1,CVD-0002988,NIR-THE-c33-1,Z4520417201,90.18,0.5,20,1178796-500NL-03,08_D,Racemic or presumed racemic or meso,,UNK
COCCC=1C=CC(Cl)=CC1CN2CCN(CC2)C(=O)CCl,MED-COV-4280ac29-37,CVD-0002743,JOH-UNI-27a-39_thio_pH,Z4461624290,95.9,0.5,20,1178796-500NL-03,08_E,Achiral,,UNK
COCCC=1C=CC(Cl)=CC1CN2CCN(CC2)C(=O)CCl,MED-COV-4280ac29-37,CVD-0002743,JOH-UNI-27a-39_thio_pH,Z4461624290,95.9,0.5,20,1178796-500NL-03,08_F,Achiral,,UNK
CC1=NN=C(O1)C2CC=3C=CC=CC3CN2C(=O)CCl,NAU-LAT-64f4b287-5,CVD-0005287,NAU-LAT-64f4b287-5,Z1562143134,96.9,0.5,20,1178796-500NL-03,09_A,Racemic or presumed racemic or meso,,UNK
CC1=NN=C(O1)C2CC=3C=CC=CC3CN2C(=O)CCl,NAU-LAT-64f4b287-5,CVD-0005287,NAU-LAT-64f4b287-5,Z1562143134,96.9,0.5,20,1178796-500NL-03,09_B,Racemic or presumed racemic or meso,,UNK
Cl.NC=1C=CC=C(C1)C2CN(CC=3C=CC=CC23)C(=O)CCl,NIR-THE-c331be7a-1,CVD-0002988,NIR-THE-c33-1,Z4520417201,90.18,0.5,20,1178796-500NL-03,09_C,Racemic or presumed racemic or meso,,UNK
