SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
CS(=O)(=O)C=1C=CC=2C(=CN=CC2C1)N3CCC4(CN(CC=5C=CC(Cl)=CC54)S(=O)(=O)CC6(CC6)C#N)C3=O,MAT-POS-853c0ffa-15,CVD-0019660,MAT-POS-853c0ffa-15,Z5461592544,100.0,40,20,1178796-Y40-89,03_A,Racemic or presumed racemic or meso,,H3706299,11.8
CC1(CC1)NC(=O)CN2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=CC=CC56)C2,MAT-POS-69786b79-3,CVD-0019844,MAT-POS-69786b79-3,Z5489567291,95.31,40,20,1178796-Y40-89,03_B,Racemic or presumed racemic or meso,,H3719283,12.4
ClC=1C=CC=2CN(CC(=O)NCC#N)CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,ALP-POS-ecbed2ba-14,CVD-0019735,ALP-POS-ecbed2ba-14,Z5461592488,94.71,40,20,1178796-Y40-89,03_C,Racemic or presumed racemic or meso,,H3719282,46.7
CN1CC(CS(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)(C1)C#N,ALP-POS-07e1ed01-2,CVD-0019127,ALP-POS-07e1ed01-2,Z5261485080,97.67,40,20,1178796-Y40-89,03_D,Racemic or presumed racemic or meso,,H3713274,6.9
COCCN(C)S(=O)(=O)N1CC=2C=CC(Cl)=CC2C3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1,ALP-POS-ecbed2ba-21,CVD-0019742,ALP-POS-ecbed2ba-21,Z5461592514,98.42,40,20,1178796-Y40-89,03_E,Racemic or presumed racemic or meso,,H3721694,11.1
CC1(CS(=O)(=O)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=CC=CC56)C2)CS(=O)(=O)C1,ALP-POS-ecbed2ba-1,CVD-0019723,ALP-POS-ecbed2ba-1,Z5461592447,100.0,40,20,1178796-Y40-89,03_F,Racemic or presumed racemic or meso,,H3703653,39.2
CC1(CS(=O)(=O)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=C(C=CC56)S(=O)(=O)C)C2)CC1,MAT-POS-853c0ffa-22,CVD-0019667,MAT-POS-853c0ffa-22,Z5461592548,100.0,40,20,1178796-Y40-89,03_G,Racemic or presumed racemic or meso,,H3707330,8.2
ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CCS(=O)(=O)CC6)C#N,ALP-POS-ecbed2ba-2,CVD-0019724,ALP-POS-ecbed2ba-2,Z5461592449,100.0,40,20,1178796-Y40-89,03_H,Racemic or presumed racemic or meso,,H3703654,37.7
COC1CN(C1)S(=O)(=O)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=CC=CC56)C2,ALP-POS-ecbed2ba-10,CVD-0019731,ALP-POS-ecbed2ba-10,Z5594788321,100.0,40,20,1178796-Y40-89,03_I,Racemic or presumed racemic or meso,,H3707191,8.7
CNC(=O)CN1CC2(CCN(C2=O)C=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5S1(=O)=O,ALP-POS-4483ae88-2,CVD-0019554,ALP-POS-4483ae88-2,Z5395340383,100.0,40,20,1178796-Y40-89,03_J,Racemic or presumed racemic or meso,,H3707125,15.0
CN(CCC#N)S(=O)(=O)N1CC=2C=CC(Cl)=CC2C3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1,ALP-POS-ecbed2ba-16,CVD-0019737,ALP-POS-ecbed2ba-16,Z5461592495,100.0,40,20,1178796-Y40-89,03_K,Racemic or presumed racemic or meso,,H3709548,22.5
ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)N6CC(C6)C#N,ALP-POS-ecbed2ba-9,CVD-0019730,ALP-POS-ecbed2ba-9,Z5461592472,100.0,40,20,1178796-Y40-89,03_L,Racemic or presumed racemic or meso,,H3709549,7.7
ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CC#N)CC6,ALP-POS-ecbed2ba-22,CVD-0019743,ALP-POS-ecbed2ba-22,Z5461592518,98.1,40,20,1178796-Y40-89,03_M,Racemic or presumed racemic or meso,,H3711280,9.1
