SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
CNC(=O)NC=1C=CC(=CC1)N(CC=2C=CSC2)C(=O)CN3N=NC=4C=CC=CC34,ROB-IMP-e811baff-1,CVD-0013218,ROB-IMP-e811baff-1,Z4647468787,80.0,40,20,1178796-Y40-24,03_A,Achiral,,UNK
ClC=1C=CC=C(CC(=O)NN2N=NC=3C=CC=CC23)C1,MAT-POS-bfb445d4-2,CVD-0013190,MAT-POS-bfb445d4-2,Z4641383555,100.0,40,20,1178796-Y40-24,03_B,Achiral,,UNK
CN(C)C=1C=CC(=CC1)N(CC=2C=CSC2)C(=O)CC=3C=NC=C4C=CC=CC34,PET-UNK-1901c25b-1,CVD-0013216,PET-UNK-1901c25b-1,Z4647468789,100.0,40,20,1178796-Y40-24,03_C,Achiral,,UNK
CC(=O)NCC=1C=C(Cl)C=C(CC(=O)NC=2C=NC=CC2C)C1,,,RAL-THA-6b94ceba-5,Z4609618481,100.0,40,20,1178796-Y40-24,03_D,Achiral,not found,UNK
O=C(CC1=NNC=2C=CC=CC12)N(CC=3C=CC=CC3)C=4C=CC(=CC4)N5CCCCC5=O,ALP-POS-a3de0cb1-16,CVD-0013045,ALP-POS-a3de0cb1-16,Z4618924287,90.44,40,20,1178796-Y40-24,03_E,Achiral,,UNK
CC=1C=CN=CC1N2CCC(C2=O)C=3C=CC=C(Cl)C3,,,EDJ-MED-e66f2cc5-1,Z4497196440,80.0,40,20,1178796-Y40-24,03_F,Racemic or presumed racemic or meso,not found,UNK
CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(C2)C3COC3,,,WIL-MOD-03b86a88-2,Z4609618519,84.16,40,20,1178796-Y40-24,03_G,Achiral,not found,UNK
CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(CNS(=O)(=O)C)C2,,,RAL-THA-6b94ceba-12,Z4609618489,92.71,40,20,1178796-Y40-24,03_H,Achiral,not found,UNK
CN(C)C=1C=CC(=CC1)C(CC=2C=CSC2)C(=O)NN3C=NC=4C=CC=CC34,ALP-POS-a3de0cb1-7,CVD-0013037,ALP-POS-a3de0cb1-7,Z4618924260,80.87,40,20,1178796-Y40-24,03_I,Racemic or presumed racemic or meso,,UNK
ClC=1C=CC=C(C1)N(CCC2CCCCC2)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-c314995a-1,CVD-0011943,EDJ-MED-c314995a-1,Z4598700245,92.69,40,20,1178796-Y40-24,03_J,Achiral,,UNK
CN(C)C=1C=CC(=CC1)N(CC2=CC=NN2)C(=O)CN3N=NC=4C=CC=CC34,PET-UNK-7374c256-2,CVD-0013084,PET-UNK-7374c256-2,Z4647468788,100.0,40,20,1178796-Y40-24,03_K,Achiral,,UNK
