SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
CCOC=1C=CC=CC1C=C2C(=O)NC(=O)C=3C=CC=CC23,,,LON-WEI-ff7b210a-3,Z144731650,98.45,40,20,1178796-Y40-09,03_A,Achiral,not found,UNK,UNK
OC=1C=CC(C=C2C(=O)N(CC=3C=CC=4OCOC4C3)C(=O)C=5C=CC=CC25)=CC1,,,LON-WEI-ff7b210a-1,Z44367701,94.57,40,20,1178796-Y40-09,03_B,Achiral,not found,UNK,UNK
COC=1C=CC(=CC1)C(=O)NC=2C=CC=C(C=C3C(=O)NC(=O)C=4C=CC=CC34)C2,,,LON-WEI-ff7b210a-6,Z144731998,100.0,40,20,1178796-Y40-09,03_C,Achiral,not found,UNK,UNK
Cl.ClCC(=O)N1CCOC=2C=CC=C(C=3C=CC=NC3)C12,,,TIM-UNK-6bd-2,Z4524547979,100.0,40,20,1178796-Y40-09,03_D,Achiral,not found,UNK,UNK
O=C(NCCNC=1C=CN=CC1)C=2C=CC=C(C2)S(=O)(=O)NC=3C=CC=CC3C=4C=CC=CC4,,,ERI-BAS-962ecb40-1,Z757872544,100.0,40,20,1178796-Y40-09,03_E,Achiral,not found,UNK,UNK
COC=1C=CC=2CCCC(C(=O)NC=3C=NC=NC3C)C2C1,,,BAR-COM-0f94fc3d-50,Z3089566497,100.0,40,20,1178796-Y40-09,03_F,Racemic or presumed racemic or meso,not found,UNK,UNK
CC(NC(=O)C=1C=CC=2C=NNC2C1)C(=O)NC=3C=CC(=CC3)N4C=NC=5C=CC=CC45,,,BEN-BAS-0534ec5c-1,Z954418982,95.37,40,20,1178796-Y40-09,03_G,Racemic or presumed racemic or meso,not found,UNK,UNK
COC=1C=CN=CC1NC(=O)C(C)(C)C=2C=C(F)C=C(C#N)C2,,,BAR-COM-0f94fc3d-45,Z2069076058,97.77,40,20,1178796-Y40-09,03_H,Achiral,not found,UNK,UNK
COC=1C=CC(Br)=CC1C(N)C(=O)NC=2C=NC=CC2C,,,BAR-COM-0f94fc3d-58,Z3018666658,100.0,40,20,1178796-Y40-09,03_I,Racemic or presumed racemic or meso,not found,UNK,UNK
O=C(NC=1C=CC=NC1)NC2(CC=3C=CC=CC3)CCOCC2,,,NAU-LAT-445f63e5-6,Z2290913741,100.0,40,20,1178796-Y40-09,03_J,Achiral,not found,UNK,UNK
CC=1C=CN=CC1NC(=O)CC2CC3(CC3)C2,,,MAT-POS-590ac91e-24,Z3471768079,87.13,40,20,1178796-Y40-09,03_K,Achiral,not found,UNK,UNK
I.CCN1CCN(CC=2C=CC=CC2CNC3=NCC(N3)C4CCCC4)CC1,FRA-BIO-8bf1eac9-2,CVD-0001175,Z4498832234,Z4498832234,91.0,40,20,1178796-Y40-09,03_L,Racemic or presumed racemic or meso,imperfect stereochemical match for FRA-BIO-8bf1eac9-2,UNK,UNK
O=C(NCCC=1C=CC=2OCCC2C1)NCC=3C=CC=C(C3)N4C(=O)NC5(CCCC5)C4=O,,,IAN-BAS-9ef79f6c-1,Z2180394362,100.0,40,20,1178796-Y40-09,03_M,Achiral,not found,UNK,UNK
FC=1C=CC(CS(=O)(=O)NC=2C=CC=NC2)=CC1,,,NAU-LAT-445f63e5-2,Z274592070,100.0,40,20,1178796-Y40-09,03_N,Achiral,not found,UNK,UNK
COCC(NC(=O)CC1C(=O)NC=2C=CC(F)=CC12)C=3C=CC=C(Br)C3,,,BAR-COM-0f94fc3d-3,Z4511729907,100.0,40,20,1178796-Y40-09,03_O,Diastereomeric mixture,not found,UNK,UNK
CC(C#N)C(=O)NC(CNC(=O)CN1N=CC=C1C)C=2C=CC=CC2,,,BAR-COM-0f94fc3d-7,Z4511729905,100.0,40,20,1178796-Y40-09,03_P,Diastereomeric mixture,not found,UNK,UNK
CCC(C)CC(=O)N1CCCC(CC1)NC(=O)CN2C(C)=CC(C)=NC2=O,,,BAR-COM-0f94fc3d-5,Z4511729906,100.0,40,20,1178796-Y40-09,04_A,Diastereomeric mixture,not found,UNK,UNK
CN1C=NN=C1NC(=O)CC=2C=CC=C(Cl)C2F,,,JAG-UCB-a3ef7265-2,Z2175679705,100.0,40,20,1178796-Y40-09,04_B,Achiral,not found,UNK,UNK
CN1C=NN=C1NC(=O)CC=2C=CC=C(Cl)C2,,,JAG-UCB-a3ef7265-17,Z1694793265,100.0,40,20,1178796-Y40-09,04_C,Achiral,not found,UNK,UNK
O=S(=O)(NC1(CC=2C=CC=CC2)CCOCC1)C=3C=CC=NC3,,,NAU-LAT-445f63e5-7,Z2279774120,100.0,40,20,1178796-Y40-09,04_D,Achiral,not found,UNK,UNK
CC(C)(C)NC(=O)C(N(C(=O)C1=CC=CO1)C=2C=CC(=CC2)C(C)(C)C)C=3C=CC=NC3,,,ALP-POS-c59291d4-6,Z4523211865,99.67,40,20,1178796-Y40-09,04_E,Racemic or presumed racemic or meso,not found,UNK,UNK
ClC=1C=NC=C(OC(=O)C=2C=CC=C3NC=CC23)C1,,,ALP-POS-c59291d4-5,Z4523194545,99.37,40,20,1178796-Y40-09,04_F,Achiral,not found,UNK,UNK
O=C(CN1N=NC=2C=CC=CC12)N(CC=3C=CSC3)C=4C=CC(NC(=O)C5CC5)=CC4,,,ALP-POS-c59291d4-3,Z4523163167,97.78,40,20,1178796-Y40-09,04_G,Achiral,not found,UNK,UNK
CCC(=O)NC=1C=CC(=CC1)N(CC=2C=CSC2)C(=O)CN3N=NC=4C=CC=CC34,,,ALP-POS-c59291d4-2,Z4523147479,98.03,40,20,1178796-Y40-09,04_H,Achiral,not found,UNK,UNK
O=C(CN1N=NC=2C=CC=CC12)N(CC=3C=CSC3)C=4C=CC(=CC4)C=5C=CC=CC5,,,ALP-POS-c59291d4-1,Z4447180592,99.16,40,20,1178796-Y40-09,04_I,Achiral,not found,UNK,UNK
Cl.CC(=O)NCCC1=CNC=2C(NCC=3C=CC=4N=CNC4C3)=CC(F)=CC12,GAB-REV-4a4e2ff3-20,CVD-0001205,GAB-REV-4a4e2ff3-20,Z4524545528,95.0,40,20,1178796-Y40-09,04_J,Achiral,,UNK,UNK
CN1CCN(CC1C(=O)NCCC2=CNC=3C=CC(F)=CC23)C(=O)CC4=CNC=5N=CC=CC45,MAK-UNK-10572812-7,CVD-0002031,MAK-UNK-10572812-7,Z4524020190,99.0,40,20,1178796-Y40-09,04_K,Racemic or presumed racemic or meso,,UNK,UNK
CC=1C=C(C=CC1O)C2=NC=3C=CC=CC3N2,CAS-DEP-751a2458-2,CVD-0000479,CAS-DEP-751a2458-2,Z1946440985,91.0,40,20,1178796-Y40-09,04_L,Achiral,,UNK,UNK
CN(C)C=1C=CC(=CC1)N(CC=2C=CSC2)C(=O)CN3N=NC4C=CC=CC43,,,ALP-POS-d2866bdf-1,Z4524786760,99.27,40,20,1178796-Y40-09,04_M,Racemic or presumed racemic or meso,not found,UNK,UNK
CNC=1C=CC(=CC1)N(CC=2C=CSC2)C(=O)CN3N=NC=4C=CC=CC34,,,ALP-POS-c59291d4-4,Z4524767794,99.02,40,20,1178796-Y40-09,04_N,Achiral,not found,UNK,UNK
ClC=1C=CC=C(CN2CCN(C2=O)C=3N=CC=C4NN=CC34)C1,,,ALP-POS-91609ae9-3,Z4524863283,98.0,40,20,1178796-Y40-09,04_O,Achiral,not found,UNK,UNK
O=C(N/N=C/C1=CNC=N1)C2CCCCC2,,,ROD-LAS-d5538ff9-3,Z4523590344,91.0,40,20,1178796-Y40-09,04_P,Achiral,not found,UNK,UNK
CC1=NN(C(NC=2C=CC=C(C2)C(F)(F)F)=C1NS(=O)(=O)C)C=3C=CC=CC3,,,ROD-LAS-d5538ff9-1,Z4523569043,,40,20,1178796-Y40-09,05_A,Achiral,not found,UNK,UNK
[O-][N+](=O)C=1C=CC=2N=CC(NC(=O)NC=3C=CC=CC3)=NC2C1,,,ROD-LAS-d5538ff9-9,Z4523694057,91.0,40,20,1178796-Y40-09,05_B,Achiral,not found,UNK,UNK
CCCC=1C=C2OCOC2=CC1S(=O)(=O)N3CCN(CC3)C=4C=CC=CC4,,,ROD-LAS-d5538ff9-8,Z4523690082,91.0,40,20,1178796-Y40-09,05_C,Achiral,not found,UNK,UNK
CC1=CSC(C(=O)N/N=C/C=2C=CC=NC2)=C1N,,,ROD-LAS-d5538ff9-7,Z4523686820,,40,20,1178796-Y40-09,05_D,Achiral,not found,UNK,UNK
CN1C(=O)C(=NNC(=O)C=2C=CC=3OCOC3C2)C=4C=CC=CC14,,,ROD-LAS-d5538ff9-6,Z49725791,91.0,40,20,1178796-Y40-09,05_E,Achiral,not found,UNK,UNK
CN(/N=C/C1=C(C)NC=2C=CC=CC12)C(=O)C=3C=CC=4OCOC4C3,,,ROD-LAS-d5538ff9-5,Z4523653423,91.0,40,20,1178796-Y40-09,05_F,Achiral,not found,UNK,UNK
O=C(CNC1=C(N=C2C=CC=CN12)C=3C=CC=CC3)N/N=C/C=4C=CC=C5C=CC=CC45,,,ROD-LAS-d5538ff9-4,Z4523635308,91.0,40,20,1178796-Y40-09,05_G,Achiral,not found,UNK,UNK
CC1=NN=C(NC(=O)CC=2C=CC=C(Cl)C2)N1C,,,JAG-UCB-a3ef7265-15,Z1657805834,100.0,40,20,1178796-Y40-09,05_H,Achiral,not found,UNK,UNK
CCC(O)(C(=O)NC=1C=NC=CC1C)C=2C=CC=C(Cl)C2,,,BAR-COM-0f94fc3d-38,Z2002942936,91.81,40,20,1178796-Y40-09,05_I,Racemic or presumed racemic or meso,not found,UNK,UNK
CS(=O)(=O)NCCC(C(=O)NC=1C=CC=NC1)C=2C=CC=CC2,ADA-UNI-f8e79267-2,CVD-0000011,ADA-UNI-f8e-2,Z4444622035,87.06,40,20,1178796-Y40-09,05_J,Racemic or presumed racemic or meso,,UNK,UNK
CC=1C=CC(O)=CC1NC(=O)C(C)(C)C=2C=CC=C(F)C2,,,BAR-COM-0f94fc3d-13,Z4511729904,98.02,40,20,1178796-Y40-09,05_K,Achiral,not found,UNK,UNK
COC=1C=CN=CC1NC(=O)C(O)C=2C=CC=C(Br)C2,,,BAR-COM-0f94fc3d-23,Z4511729902,80.71,40,20,1178796-Y40-09,05_L,Racemic or presumed racemic or meso,not found,UNK,UNK
ClC=1C=CC=C(NC(=O)C2CCC(=O)NC2)C1,,,JAG-UCB-ef2c0e8e-10,Z433743944,85.0,40,20,1178796-Y40-09,05_M,Racemic or presumed racemic or meso,not found,UNK,UNK
CC=1C(=CN=C2C=CC=CC12)C(=O)NC(CC(=O)O)C=3C=CC=C(Cl)C3,,,BAR-COM-0f94fc3d-55,Z1870012350,100.0,40,20,1178796-Y40-09,05_N,Racemic or presumed racemic or meso,not found,UNK,UNK
CC=1C=CC=C(NC(=O)CN2C(=O)OC=3C=CC=CC23)C1,,,JAG-UCB-ef2c0e8e-3,Z15400305,90.39,40,20,1178796-Y40-09,05_O,Achiral,not found,UNK,UNK
C[C@H](NC(=O)C)C(=O)NC=1C=NC=CC1C,,,MAT-POS-590ac91e-13,Z4281014895,100.0,40,20,1178796-Y40-09,05_P,Single known enantiomer,not found,UNK,UNK
COC(=O)C(N1CCC2SC(=O)C=C2C1)C=3C=CC=CC3Cl,,,JOH-UNI-a5c0a47e-2,Z2307326933,,40,20,1178796-Y40-09,06_A,Diastereomeric mixture,not found,UNK,UNK
"ClC=1C=CC=2OCC[C@H](C(=O)NC3=NN=CN3C4CC4)C2C1 |o1:8,r|",,,JAG-UCB-a3ef7265-21,Z4526145826,100.0,40,20,1178796-Y40-09,06_B,Single known enantiomer,not found,UNK,UNK
"ClC=1C=CC=2OCC[C@@H](C(=O)NC3=NN=CN3C4CC4)C2C1 |o1:8,r|",,,JAG-UCB-a3ef7265-20,Z4526145784,96.92,40,20,1178796-Y40-09,06_C,Single known enantiomer,not found,UNK,UNK
ClCC(=O)NC1=NC=2C(=CC=CC2S1)S(=O)(=O)NCCC=3C=CC=CC3,DUN-NEW-f8ce3686-23,CVD-0001112,DUN-NEW-f8c-23,Z4461624206,100.0,40,20,1178796-Y40-09,06_D,Achiral,,UNK,UNK
CC(C(=O)NC=1C=NC=CC1C)C=2C=NC=C(Cl)C2,,,TRY-UNI-2eddb1ff-3,Z4497196463,86.71,40,20,1178796-Y40-09,06_E,Racemic or presumed racemic or meso,not found,UNK,UNK
ClCC(=O)N1CCN(CC=2C=C(Cl)C=CC2CNC(=O)N3CCOCC3)CC1,,,STU-CHA-6ca-1,Z4461624264,95.05,40,20,1178796-Y40-09,06_F,Achiral,not found,UNK,UNK
ClCC(=O)N1CCN(CC=2C=CC=C(Cl)C2)CC1CC=3C=CC=CC3,DAN-LON-a5fc619e-10,CVD-0000647,DAN-LON-a5f-10,Z4461624350,95.0,40,20,1178796-Y40-09,06_G,Racemic or presumed racemic or meso,imperfect stereochemical match for DAN-LON-a5fc619e-10,UNK,UNK
Cl.ClCC(=O)N1CCC(CC1)C(=O)NC=2C=CC=CC2OC3CCN(CC=4C=CC=CC4)CC3,,,MAK-UNK-a79-1_thio_pH,Z4503106041,85.0,40,20,1178796-Y40-09,06_H,Achiral,not found,UNK,UNK
CC=1C=CN=CC1NC(=O)CCC2=CC=NN2,,,MAT-POS-590ac91e-17,Z3471767752,92.13,40,20,1178796-Y40-09,06_I,Achiral,not found,UNK,UNK
