SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
NS(=O)(=O)CCC=1C=CC=CC1CN2CCN(CC2)C(=O)CCl,MIH-UNI-e573136b-5,CVD-0002831,MIH-UNI-e57-5,Z4461624245,100,0.5,20,1178796-500NL-05,01_A,Achiral,,UNK,UNK
NS(=O)(=O)CCC=1C=CC=CC1CN2CCN(CC2)C(=O)CCl,MIH-UNI-e573136b-5,CVD-0002831,MIH-UNI-e57-5,Z4461624245,100,0.5,20,1178796-500NL-05,01_B,Achiral,,UNK,UNK
NS(=O)(=O)CCC=1C=CC=CC1CN2CCN(CC2)C(=O)CCl,MIH-UNI-e573136b-5,CVD-0002831,MIH-UNI-e57-5,Z4461624245,100,0.5,20,1178796-500NL-05,02_A,Achiral,,UNK,UNK
NS(=O)(=O)CCC=1C=CC=CC1CN2CCN(CC2)C(=O)CCl,MIH-UNI-e573136b-5,CVD-0002831,MIH-UNI-e57-5,Z4461624245,100,0.5,20,1178796-500NL-05,02_B,Achiral,,UNK,UNK
NS(=O)(=O)CCC=1C=CC=CC1CN2CCN(CC2)C(=O)CCl,MIH-UNI-e573136b-5,CVD-0002831,MIH-UNI-e57-5,Z4461624245,100,0.5,20,1178796-500NL-05,03_A,Achiral,,UNK,UNK
NS(=O)(=O)CCC=1C=CC=CC1CN2CCN(CC2)C(=O)CCl,MIH-UNI-e573136b-5,CVD-0002831,MIH-UNI-e57-5,Z4461624245,100,0.5,20,1178796-500NL-05,03_B,Achiral,,UNK,UNK
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(C#N)C3)C(=O)C=C,LON-WEI-babf2c61-3,CVD-0006800,LON-WEI-babf2c61-3,Z4509080668,100,0.5,20,1178796-500NL-05,04_A,Racemic or presumed racemic or meso,,UNK,UNK
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(C#N)C3)C(=O)C=C,LON-WEI-babf2c61-3,CVD-0006800,LON-WEI-babf2c61-3,Z4509080668,100,0.5,20,1178796-500NL-05,04_B,Racemic or presumed racemic or meso,,UNK,UNK
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(C#N)C3)C(=O)C=C,LON-WEI-babf2c61-3,CVD-0006800,LON-WEI-babf2c61-3,Z4509080668,100,0.5,20,1178796-500NL-05,05_A,Racemic or presumed racemic or meso,,UNK,UNK
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(C#N)C3)C(=O)C=C,LON-WEI-babf2c61-3,CVD-0006800,LON-WEI-babf2c61-3,Z4509080668,100,0.5,20,1178796-500NL-05,05_B,Racemic or presumed racemic or meso,,UNK,UNK
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(C#N)C3)C(=O)C=C,LON-WEI-babf2c61-3,CVD-0006800,LON-WEI-babf2c61-3,Z4509080668,100,0.5,20,1178796-500NL-05,06_A,Racemic or presumed racemic or meso,,UNK,UNK
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(C#N)C3)C(=O)C=C,LON-WEI-babf2c61-3,CVD-0006800,LON-WEI-babf2c61-3,Z4509080668,100,0.5,20,1178796-500NL-05,06_B,Racemic or presumed racemic or meso,,UNK,UNK
FC=1C=CC=C(CCNC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C=3C=NC=C(C#N)C3)C1,LON-WEI-babf2c61-7,CVD-0006804,LON-WEI-babf2c61-7,Z4509080696,100,0.5,20,1178796-500NL-05,07_A,Racemic or presumed racemic or meso,,UNK,UNK
FC=1C=CC=C(CCNC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C=3C=NC=C(C#N)C3)C1,LON-WEI-babf2c61-7,CVD-0006804,LON-WEI-babf2c61-7,Z4509080696,100,0.5,20,1178796-500NL-05,07_B,Racemic or presumed racemic or meso,,UNK,UNK
FC=1C=CC=C(CCNC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C=3C=NC=C(C#N)C3)C1,LON-WEI-babf2c61-7,CVD-0006804,LON-WEI-babf2c61-7,Z4509080696,100,0.5,20,1178796-500NL-05,08_A,Racemic or presumed racemic or meso,,UNK,UNK
FC=1C=CC=C(CCNC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C=3C=NC=C(C#N)C3)C1,LON-WEI-babf2c61-7,CVD-0006804,LON-WEI-babf2c61-7,Z4509080696,100,0.5,20,1178796-500NL-05,08_B,Racemic or presumed racemic or meso,,UNK,UNK
FC=1C=CC=C(CCNC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C=3C=NC=C(C#N)C3)C1,LON-WEI-babf2c61-7,CVD-0006804,LON-WEI-babf2c61-7,Z4509080696,100,0.5,20,1178796-500NL-05,09_A,Racemic or presumed racemic or meso,,UNK,UNK
FC=1C=CC=C(CCNC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C=3C=NC=C(C#N)C3)C1,LON-WEI-babf2c61-7,CVD-0006804,LON-WEI-babf2c61-7,Z4509080696,100,0.5,20,1178796-500NL-05,09_B,Racemic or presumed racemic or meso,,UNK,UNK
CCNC=1N=CC(C#N)=CC1CN2CCN(CC2)C(=O)CCl,DAR-DIA-fb20be43-4,CVD-0000464,BRU-LEF-ae0-1,Z4461624250,100,0.5,20,1178796-500NL-05,10_A,Achiral,,UNK,UNK
CCNC=1N=CC(C#N)=CC1CN2CCN(CC2)C(=O)CCl,DAR-DIA-fb20be43-4,CVD-0000464,BRU-LEF-ae0-1,Z4461624250,100,0.5,20,1178796-500NL-05,10_B,Achiral,,UNK,UNK
CCNC=1N=CC(C#N)=CC1CN2CCN(CC2)C(=O)CCl,DAR-DIA-fb20be43-4,CVD-0000464,BRU-LEF-ae0-1,Z4461624250,100,0.5,20,1178796-500NL-05,11_A,Achiral,,UNK,UNK
CCNC=1N=CC(C#N)=CC1CN2CCN(CC2)C(=O)CCl,DAR-DIA-fb20be43-4,CVD-0000464,BRU-LEF-ae0-1,Z4461624250,100,0.5,20,1178796-500NL-05,11_B,Achiral,,UNK,UNK
CCNC=1N=CC(C#N)=CC1CN2CCN(CC2)C(=O)CCl,DAR-DIA-fb20be43-4,CVD-0000464,BRU-LEF-ae0-1,Z4461624250,100,0.5,20,1178796-500NL-05,12_A,Achiral,,UNK,UNK
CCNC=1N=CC(C#N)=CC1CN2CCN(CC2)C(=O)CCl,DAR-DIA-fb20be43-4,CVD-0000464,BRU-LEF-ae0-1,Z4461624250,100,0.5,20,1178796-500NL-05,12_B,Achiral,,UNK,UNK
