SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
CCC(=O)NC=1C=CC(=CC1)N(CC=2C=CC=CC2)C(=O)N3N=NC=4C=CC=CC34,,,ALP-POS-a1bdc92a-1,Z4754686018,90.27,40,20,1178796-Y40-31,03_A,Achiral,not found,H2734487
ClC=1C=CC=C(NC(=O)CC=2C=NC=C3C=CC=CC23)C1,,,PET-UNK-8922bd3c-1,Z4762132908,100.0,40,20,1178796-Y40-31,03_B,Achiral,not found,H2747614
COC=1C=CC(=CC1S(=O)(=O)NC=2C=CC=C3C=CC=NC23)N4C(=O)CCS4(=O)=O,,,LON-WEI-5e7d1b3e-41,Z3220648995,96.0,40,20,1178796-Y40-31,03_C,Achiral,not found,*R2375821*
COC=1C=C2CCN(C(C)C2=CC1OC)C(=O)NC3=CN(C)C(=O)C=4C=CC=CC34,,,LON-WEI-5e7d1b3e-33,Z3220620971,96.0,40,20,1178796-Y40-31,03_D,Racemic or presumed racemic or meso,not found,*R2375797*
CC(C)CN1C=C(NC(=O)NC=2C=CC(C)=CC2Br)C=3C=CC=CC3C1=O,,,LON-WEI-5e7d1b3e-4,Z3220635990,96.0,40,20,1178796-Y40-31,03_E,Achiral,not found,*R2375638*
CC=1C=CC=CC1NC(=O)CC2SC(=O)N(C2=O)C=3C=CC=CC3,,,LON-WEI-5e7d1b3e-75,Z57179924,96.0,40,20,1178796-Y40-31,03_F,Racemic or presumed racemic or meso,not found,*R2375914*
CC(C)CN1C=C(NC(=O)NCC2=CC=CO2)C=3C=CC=CC3C1=O,,,LON-WEI-5e7d1b3e-44,Z2735298792,96.0,40,20,1178796-Y40-31,03_G,Achiral,not found,*R2375810*
COC(=O)C1=C(NCCCC=2C=CC=CC2)C=3C=C(F)C=CC3NC1=O,,,LON-WEI-5e7d1b3e-14,Z3240894064,96.0,40,20,1178796-Y40-31,03_H,Achiral,not found,*R2378192*
CC(C)OCCCN(CC1=CC=CO1)C(=O)NC2=CN(C)C(=O)C=3C=CC=CC23,,,LON-WEI-5e7d1b3e-57,Z3220621009,96.0,40,20,1178796-Y40-31,03_I,Achiral,not found,*R2375761*
Cl.Cl.Cl.CC(C)CN1C=C(NC(=O)NCCC=2C(C)=NOC2C)C=3C=CC=CC3C1=O,,,LON-WEI-5e7d1b3e-51,Z4752035391,96.0,40,20,1178796-Y40-31,03_J,Achiral,not found,*R2375834*
CC(C)CN1C=C(NC(=O)NCCCN2CCC(C)CC2)C=3C=CC=CC3C1=O,,,LON-WEI-5e7d1b3e-60,Z3220636206,96.0,40,20,1178796-Y40-31,03_K,Achiral,not found,*R2375749*
COC=1C=CC=2N=C(NC(=O)NC3=CN(CC(C)C)C(=O)C=4C=CC=CC34)SC2C1,,,LON-WEI-5e7d1b3e-58,Z2583384950,96.0,40,20,1178796-Y40-31,03_L,Achiral,not found,*R2375757*
FC=1C(Cl)=CC=CC1CSC=2C=CC=CC2NS(=O)(=O)C=3C=C(Cl)SC3Cl,,,LON-WEI-5e7d1b3e-64,Z3291474324,96.0,40,20,1178796-Y40-31,03_M,Achiral,not found,*R2375902*
CC=1C=C(C)C(C#N)=C(SC=2N=CN=C3N(CC=4C=CC=CC4)N=NC23)N1,,,LON-WEI-5e7d1b3e-73,Z3293404762,96.0,40,20,1178796-Y40-31,03_N,Achiral,not found,*R2375906*
CC(C)N(C(C)C)C(=O)CC1=C(O)C=2C=CC=CC2NC1=O,,,LON-WEI-5e7d1b3e-3,Z2734819853,96.0,40,20,1178796-Y40-31,03_O,Achiral,not found,*R2375650*
COC=1C=CC(OC)=C(CNC(=O)NC2=CN(CC(C)C)C(=O)C=3C=CC=CC23)C1,,,LON-WEI-5e7d1b3e-28,Z3220635996,96.0,40,20,1178796-Y40-31,03_P,Achiral,not found,*R2375774*
CC(C)CN1C=C(NC(=O)N2CCCN(CC=3C=CC=CC3F)C2)C=4C=CC=CC4C1=O,,,LON-WEI-5e7d1b3e-53,Z3220635972,96.0,40,20,1178796-Y40-31,04_A,Achiral,not found,*R2375829*
CC(C)CN1C=C(NC(=O)NCCC2=CCCCC2)C=3C=CC=CC3C1=O,,,LON-WEI-5e7d1b3e-40,Z3221825172,96.0,40,20,1178796-Y40-31,04_B,Achiral,not found,*R2375776*
CC(C)CN1C=C(NC(=O)NC=2N=CC=CC2C)C=3C=CC=CC3C1=O,,,LON-WEI-5e7d1b3e-21,Z3220636116,96.0,40,20,1178796-Y40-31,04_C,Achiral,not found,*R2375732*
CC(C)CN1C=C(NC(=O)NCCC=2C=CC(Cl)=CC2)C=3C=CC=CC3C1=O,,,LON-WEI-5e7d1b3e-17,Z3220636085,96.0,40,20,1178796-Y40-31,04_D,Achiral,not found,*R2375744*
COC=1C=CC(OC)=C(CCNC(=O)NC2=CN(CC(C)C)C(=O)C=3C=CC=CC23)C1,,,LON-WEI-5e7d1b3e-48,Z3220635999,96.0,40,20,1178796-Y40-31,04_E,Achiral,not found,*R2375798*
CCCCN(CCNC(=O)NC1=CN(C)C(=O)C=2C=CC=CC12)CC3=CC=CO3,,,LON-WEI-5e7d1b3e-50,Z3220562444,96.0,40,20,1178796-Y40-31,04_F,Achiral,not found,*R2375836*
[O-][N+](=O)C1=CN=C(SC2=NN=C(O2)C=3C=CC(Cl)=CC3)S1,,,LON-WEI-5e7d1b3e-67,Z1999869167,96.0,40,20,1178796-Y40-31,04_G,Achiral,not found,*R2375896*
