SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
CC(NC(=O)CCl)C=1C=C(Cl)C=C(C1)C=2C=CC(=CC2)S(=O)(=O)N,,,DAV-CRI-14a23e73-1,Z4461624276,95,,,1178796-01,01_A,Racemic or presumed racemic or meso,not found,*R1766993*,0
CC(NC(=O)CCl)C=1C=C(Cl)C=C(C1)C=2C=CC(=CC2)S(=O)(=O)N,,,DAV-CRI-14a23e73-1,Z4461624276,95,,,1178796-01,01_B,Racemic or presumed racemic or meso,not found,*R1767003*,0
CC(C)CC1CN(CCN1CC=2C=CC=C(Cl)C2)C(=O)CCl,DAN-LON-a5fc619e-3,CVD-0000649,DAN-LON-a5fc619e-3,Z4461624291,"98,15",,,1178796-01,01_C,Racemic or presumed racemic or meso,imperfect stereochemical match for DAN-LON-a5fc619e-3,H2376910,0
ClC=1C=CC=C(CC(=O)NC2=CNC(=O)C=3C=CC=CC23)C1,MAT-POS-bb423b95-6,CVD-0012811,MAT-POS-bb423b95-6,Z4609618513,100,40.0,20.0,1178796-Y40-59,03_A,Achiral,,H3139927,"16,2"
CC=1C=C(O)N=CC1NC(=O)C2CCOC=3C=CC(Cl)=CC23,MAT-POS-8293a91a-1,CVD-0017830,ALP-POS-5de921e7-6A,Z1675810506,"98,68",40.0,20.0,1178796-Y40-59,03_B,Racemic or presumed racemic or meso,,H3138779,"7,1"
COC(=O)[C@H]1CC[C@@H](CNC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4)O1,MAT-POS-d8472c4f-2,CVD-0017745,MAT-POS-d8472c4f-2,Z5012003588,100,40.0,20.0,1178796-Y40-59,03_C,Diastereomeric mixture,,H3135217,"18,6"
CS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3CCCCC23)C=4C=C(Cl)C=CC4C1,ALP-POS-e6e0c683-3,CVD-0017229,ALP-POS-e6e0c683-3,Z5012902030,"93,55",40.0,20.0,1178796-Y40-59,03_D,Racemic or presumed racemic or meso,,H3144829,"14,9"
CS(=O)(=O)CC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,RAL-THA-e002e396-1,CVD-0016432,RAL-THA-e002e396-1,Z4943083698,100,40.0,20.0,1178796-Y40-59,03_E,Racemic or presumed racemic or meso,,H3149344,"36,5"
FC=1C=CC=C(C1)S(=O)(=O)N2CCCN(CC2)C(=O)CCl,BEN-DND-76ad4ac9-14,CVD-0005037,BEN-DND-03406596-3,Z5042476213,,40.0,20.0,1178796-Y40-59,03_F,Achiral,,T4065225,12
FC=1C=CC=C(F)C1S(=O)(=O)N2CCCN(CC2)C(=O)CCl,BEN-DND-76ad4ac9-12,CVD-0005035,BEN-DND-03406596-2,Z5042476208,,40.0,20.0,1178796-Y40-59,03_G,Achiral,,T4065223,23
FC=1C=CC(F)=C(C1)S(=O)(=O)N2CCCN(CC2)C(=O)CCl,BEN-DND-76ad4ac9-10,CVD-0005033,BEN-DND-03406596-6,Z5042476204,,40.0,20.0,1178796-Y40-59,03_H,Achiral,,T4065221,"22,8"
FC=1C=CC=CC1S(=O)(=O)N2CCCN(CC2)C(=O)CCl,BEN-DND-76ad4ac9-11,CVD-0005034,BEN-DND-03406596-9,Z5042476206,,40.0,20.0,1178796-Y40-59,03_I,Achiral,,T4065222,"20,9"
ClCC(=O)N1CCCN(CC1)S(=O)(=O)C2=CC=CS2,BEN-DND-76ad4ac9-13,CVD-0005036,BEN-DND-03406596-5,Z5042476211,,40.0,20.0,1178796-Y40-59,03_J,Achiral,,T4065224,24
FC=1C=CC(=CC1)S(=O)(=O)N2CCCN(CC2)C(=O)CCl,BEN-DND-03406596-8,CVD-0017559,BEN-DND-03406596-8,Z1562120838,,40.0,20.0,1178796-Y40-59,03_K,Achiral,,T4065226,"19,9"
ClCC(=O)N1CCCN(CC1)S(=O)(=O)CC=2C=CC=CC2,BEN-DND-76ad4ac9-9,CVD-0005044,BEN-DND-03406596-1,Z5042469846,,40.0,20.0,1178796-Y40-59,03_L,Achiral,,T4065220,24
