SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
"ClC=1C=CC=2CN(C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCOCC5)C#N |o1:8,r|",MAT-POS-bf364d7a-9,CVD-0019280,MAT-POS-bf364d7a-9,Z5340012236,100.0,40,20,1178796-Y40-80,03_A,Single unknown enantiomer,,H3439409,19.0
"ClC=1C=CC=2CN(C[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCOCC5)C#N |o1:8,r|",MAT-POS-bf364d7a-10,CVD-0019281,MAT-POS-bf364d7a-10,Z5340011643,100.0,40,20,1178796-Y40-80,03_B,Single unknown enantiomer,,H3439410,17.7
"ClC=1C=CC=2CN(C[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCS(=O)(=O)CC5)C#N |o1:8,r|",MAT-POS-bf364d7a-12,CVD-0019283,MAT-POS-bf364d7a-12,Z5341200375,100.0,40,20,1178796-Y40-80,03_C,Single unknown enantiomer,,H3440065,16.9
"ClC=1C=CC=2CN(C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCS(=O)(=O)CC5)C#N |o1:8,r|",MAT-POS-bf364d7a-11,CVD-0019282,MAT-POS-bf364d7a-11,Z5341200535,100.0,40,20,1178796-Y40-80,03_D,Single unknown enantiomer,,H3440034,17.5
"COC1(CS(=O)(=O)N2C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CC1 |o1:9,r|",MAT-POS-bf364d7a-8,CVD-0019279,MAT-POS-bf364d7a-8,Z5343150293,98.57,40,20,1178796-Y40-80,03_E,Single unknown enantiomer,,H3444328,21.3
"COC1(CS(=O)(=O)N2C[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CC1 |o1:9,r|",MAT-POS-bf364d7a-7,CVD-0019278,MAT-POS-bf364d7a-7,Z5343150322,100.0,40,20,1178796-Y40-80,03_F,Single unknown enantiomer,,H3444329,19.7
"CC1(CS(=O)(=O)N2C[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CS(=O)(=O)C1 |o1:8,r|",MAT-POS-bf364d7a-2,CVD-0019274,MAT-POS-bf364d7a-2,Z5352526964,100.0,40,20,1178796-Y40-80,03_G,Single unknown enantiomer,,H3460065,32.6
"CC1(CS(=O)(=O)N2C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CS(=O)(=O)C1 |o1:8,r|",MAT-POS-bf364d7a-1,CVD-0019273,MAT-POS-bf364d7a-1,Z5352526960,100.0,40,20,1178796-Y40-80,03_H,Single unknown enantiomer,,H3460064,32.2
"CC(C)(CS(=O)(=O)N1C[C@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1)C#N |o1:9,r|",MAT-POS-bf364d7a-6,CVD-0019277,MAT-POS-bf364d7a-6,Z5354658158,100.0,40,20,1178796-Y40-80,03_I,Single unknown enantiomer,,H3463209,39.6
"CC(C)(CS(=O)(=O)N1C[C@@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1)C#N |o1:9,r|",PET-UNK-af70882d-1,CVD-0018139,PET-UNK-af70882d-1,Z5354658163,100.0,40,20,1178796-Y40-80,03_J,Single unknown enantiomer,,H3463208,36.7
"ClC=1C=CC=2CN(C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5CS(=O)(=O)C5 |o1:8,r|",MAT-POS-bf364d7a-3,CVD-0019275,MAT-POS-bf364d7a-3,Z5360662835,96.99,40,20,1178796-Y40-80,03_K,Single unknown enantiomer,,H3462175,23.1
"ClC=1C=CC=2CN(C[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5CS(=O)(=O)C5 |o1:8,r|",MAT-POS-bf364d7a-4,CVD-0019276,MAT-POS-bf364d7a-4,Z5360662920,100.0,40,20,1178796-Y40-80,03_L,Single unknown enantiomer,,H3462172,25.8
FC=1C=C(Cl)C=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,EDJ-MED-c5ca5386-1,CVD-0019370,EDJ-MED-c5ca5386-1,Z5335933743,100.0,40,20,1178796-Y40-80,03_M,Achiral,,H3509294,15.4
CN(C)C(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,RAL-THA-5e0a6f1a-1,CVD-0019142,RAL-THA-5e0a6f1a-1,Z5261485092,100.0,40,20,1178796-Y40-80,03_N,Racemic or presumed racemic or meso,,H3496328,48.7
CCNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,RAL-THA-a9c31980-1,CVD-0019133,RAL-THA-a9c31980-1,Z5261485082,100.0,40,20,1178796-Y40-80,03_O,Racemic or presumed racemic or meso,,H3496330,44.7
FC=1C=CC=2C(NC(=O)C3CN(CC(=O)NC4CC4)C(=O)C=5C=CC(Cl)=CC35)=CN=CC2C1,EDJ-MED-e69ed63d-3,CVD-0019356,EDJ-MED-e69ed63d-3,Z5335933790,97.79,40,20,1178796-Y40-80,03_P,Racemic or presumed racemic or meso,,H3496332,34.7
CS(=O)(=O)C=1C=CC=2C(NC(=O)C3CN(CC(=O)NC4COC4)C(=O)C=5C=CC(Cl)=CC35)=CN=CC2C1,EDJ-MED-d165ed91-3,CVD-0019306,EDJ-MED-e69ed63d-5,Z5335933798,100.0,40,20,1178796-Y40-80,04_A,Racemic or presumed racemic or meso,,H3508840,83.0
CS(=O)(=O)C=1C=CC=2C(NC(=O)C3CN(CC(=O)NCC4CC4)C(=O)C=5C=CC(Cl)=CC35)=CN=CC2C1,EDJ-MED-e69ed63d-16,CVD-0019367,EDJ-MED-e69ed63d-16,Z5335933850,100.0,40,20,1178796-Y40-80,04_B,Racemic or presumed racemic or meso,,H3508834,41.4
CCCNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(C=CC23)S(=O)(=O)C)C=4C=C(Cl)C=CC4C1=O,EDJ-MED-e69ed63d-14,CVD-0019365,EDJ-MED-e69ed63d-14,Z5335933842,100.0,40,20,1178796-Y40-80,04_C,Racemic or presumed racemic or meso,,H3508830,31.5
CS(=O)(=O)C=1C=CC=2C(NC(=O)C3CN(CC(=O)NCC(F)(F)F)C(=O)C=4C=CC(Cl)=CC34)=CN=CC2C1,EDJ-MED-e69ed63d-18,CVD-0019369,EDJ-MED-e69ed63d-18,Z5335933855,100.0,40,20,1178796-Y40-80,04_D,Racemic or presumed racemic or meso,,H3508836,39.7
CC(C)NC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(C=CC23)S(=O)(=O)C)C=4C=C(Cl)C=CC4C1=O,EDJ-MED-e69ed63d-2,CVD-0019355,EDJ-MED-e69ed63d-2,Z5335933781,100.0,40,20,1178796-Y40-80,04_E,Racemic or presumed racemic or meso,,H3509846,34.0
"CC1(CS(=O)(=O)N2C[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CC1 |o1:8,r|",MAT-POS-dd1fff26-1,CVD-0019575,MAT-POS-5cd9ea36-10-1,Z5374986916,100.0,40,20,1178796-Y40-80,04_F,Single unknown enantiomer,,H3508259,53.6
"CC1(CS(=O)(=O)N2C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CC1 |o1:8,r|",MAT-POS-dd1fff26-2,CVD-0019576,MAT-POS-5cd9ea36-10-2,Z5374986919,97.54,40,20,1178796-Y40-80,04_G,Single unknown enantiomer,,H3508258,52.9
CNC(=O)CN1CC(C)(C(=O)NC=2C=NC=C3C=C(C=CC23)S(=O)(=O)C)C=4C=C(Cl)C=CC4S1(=O)=O,EDJ-MED-c3ea9889-3,CVD-0019346,EDJ-MED-c3ea9889-3,Z5335933713,100.0,40,20,1178796-Y40-80,04_H,Racemic or presumed racemic or meso,,H3521234,30.8
CNC(=O)CN1CC(C)(C(=O)NC=2C=NC=C3C=C(F)C=CC23)C=4C=C(Cl)C=CC4S1(=O)=O,EDJ-MED-3bfd841e-1,CVD-0019352,EDJ-MED-3bfd841e-1,Z5335933698,98.45,40,20,1178796-Y40-80,04_I,Racemic or presumed racemic or meso,,H3521232,3.7
CNC(=O)CN1CC(C)(C(=O)NC=2C=NC=C3C=C(Cl)C=CC23)C=4C=C(Cl)C=CC4S1(=O)=O,EDJ-MED-c3ea9889-2,CVD-0019345,EDJ-MED-c3ea9889-2,Z5335933704,100.0,40,20,1178796-Y40-80,04_J,Racemic or presumed racemic or meso,,H3521236,44.5
CNC(=O)CN1CC(C)(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,ALP-POS-e266d783-1,CVD-0019128,ALP-POS-e266d783-1,Z5261485081,100.0,40,20,1178796-Y40-80,04_K,Racemic or presumed racemic or meso,,H3521240,60.6
CNC(=O)CN1CC(C)(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4S1(=O)=O,MAT-POS-e119ab4f-5,CVD-0019236,MAT-POS-e119ab4f-5,Z5278655729,100.0,40,20,1178796-Y40-80,04_L,Racemic or presumed racemic or meso,,H3521237,22.3
CNC(=O)CN1CC2(CC(=O)N(C2=O)C=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C1=O,MAT-POS-1bed62cf-2,CVD-0018805,MAT-POS-1bed62cf-2,Z5210381239,100.0,40,20,1178796-Y40-80,04_M,Racemic or presumed racemic or meso,,H3507696,2.2
