SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
CC1=NC=2C=CC(NS(=O)(=O)C3=CC=CC4=NON=C34)=CC2O1,WIL-UNI-2a57d06c-8,CVD-0019050,WIL-UNI-2a57d06c-8,Z1437884854,91.26,40,20,1178796-Y40-85,03_A,Achiral,,H3493548,
CC1=CN2N=C(NCC=3C=CC=4N=CC=CC4C3)SC2=N1,WIL-UNI-2a57d06c-33,CVD-0019075,WIL-UNI-2a57d06c-33,Z1958483159,100.0,40,20,1178796-Y40-85,03_B,Achiral,,H3405253,
CN(CC1=C(C)N=C2SC=CN12)C(=O)C3=CN=C4SC=CN4C3=O,WIL-UNI-2a57d06c-10,CVD-0019052,WIL-UNI-2a57d06c-10,Z1323826333,100.0,40,20,1178796-Y40-85,03_C,Achiral,,H3403815,
CN1C=C(N=N1)C=2C=CC=C(NC(=O)C=3C=CC4=NN=NN4C3)C2,WIL-UNI-2a57d06c-27,CVD-0019069,WIL-UNI-2a57d06c-27,Z5213862860,100.0,40,20,1178796-Y40-85,03_D,Achiral,,H3404459,
CC1=NC=2C=CC(NC(=O)NCC=3C=CC=4NC(=O)NC4C3)=CC2O1,WIL-UNI-2a57d06c-40,CVD-0019082,WIL-UNI-2a57d06c-40,Z1833736634,100.0,40,20,1178796-Y40-85,03_E,Achiral,,H3403939,
CC1=NN(C)C=2N=CC(NC(=O)C=3C=CN=C4N(C)N=NC34)=CC12,WIL-UNI-2a57d06c-14,CVD-0019056,WIL-UNI-2a57d06c-14,Z2010253584,100.0,40,20,1178796-Y40-85,03_F,Achiral,,H3411459,
CN1N=CC=2C(=O)NC(NNC(=O)C3=CC=CN4N=CC=C34)=NC12,WIL-UNI-2a57d06c-41,CVD-0019083,WIL-UNI-2a57d06c-41,Z5213862939,95.51,40,20,1178796-Y40-85,03_G,Achiral,,H3405527,
CC1=NC=2C=C(C=CC2O1)C(=O)NNC=3C=CN=C4C=CC=NC34,WIL-UNI-2a57d06c-45,CVD-0019087,WIL-UNI-2a57d06c-45,Z5213862858,98.53,40,20,1178796-Y40-85,03_H,Achiral,,H3406400,
CC1=NC=2C=CC(NC3=CC(C)=NC4=NC=NN34)=CC2S1,WIL-UNI-2a57d06c-26,CVD-0019068,WIL-UNI-2a57d06c-26,Z118521842,100.0,40,20,1178796-Y40-85,03_I,Achiral,,H3402991,
CC=1C=CC2=NN=C(CNC=3C=CC4=NN=C(N4N3)C(F)(F)F)N2C1,WIL-UNI-2a57d06c-34,CVD-0019076,WIL-UNI-2a57d06c-34,Z5213862922,100.0,40,20,1178796-Y40-85,03_J,Achiral,,H3403060,
CN1N=CC=2C(NCC=3C=CC=4C=CC=NC4C3)=NC=NC12,WIL-UNI-2a57d06c-19,CVD-0019061,WIL-UNI-2a57d06c-19,Z5213862923,100.0,40,20,1178796-Y40-85,03_K,Achiral,,H3402989,
O=C(CC1=CSC2=NC=CN12)NC3=NC=4C=CC=CC4S3,WIL-UNI-2a57d06c-21,CVD-0019063,WIL-UNI-2a57d06c-21,Z1437066537,100.0,40,20,1178796-Y40-85,03_L,Achiral,,H3403812,
CC(CNC=1C=CC2=NN=NN2N1)C3=NC=4C=CC=CC4S3,WIL-UNI-2a57d06c-39,CVD-0019081,WIL-UNI-2a57d06c-39,Z1454302512,100.0,40,20,1178796-Y40-85,03_M,Racemic or presumed racemic or meso,,H3403057,
CN1C=CN2C(CNC3=NC=4C=CC=CC4S3)=NN=C2C1=O,WIL-UNI-2a57d06c-43,CVD-0019085,WIL-UNI-2a57d06c-43,Z5213862834,100.0,40,20,1178796-Y40-85,03_N,Achiral,,H3403052,
CC(NCC1=CN=C2C=CC=CN12)C3=NN=C4C=CC=CN34,WIL-UNI-2a57d06c-28,CVD-0019070,WIL-UNI-2a57d06c-28,Z729218866,100.0,40,20,1178796-Y40-85,03_O,Racemic or presumed racemic or meso,,H3405685,
CC=1C=C2C(=NC=CN2N1)N3CCC=4NC=5C=CC=CC5C4C3,WIL-UNI-2a57d06c-32,CVD-0019074,WIL-UNI-2a57d06c-32,Z1725309915,100.0,40,20,1178796-Y40-85,03_P,Achiral,,H3404384,
O=C(NC=1C=CC2=NN=CN2C1)C=3C=CC=4SC=NC4C3,WIL-UNI-2a57d06c-49,CVD-0019091,WIL-UNI-2a57d06c-49,Z5213862863,96.33,40,20,1178796-Y40-85,04_A,Achiral,,H3407604,
CC1=NC=2C=CC(NC(=O)CN3N=CN4N=CC=C4C3=O)=CC2S1,WIL-UNI-2a57d06c-35,CVD-0019077,WIL-UNI-2a57d06c-35,Z1184961931,100.0,40,20,1178796-Y40-85,04_B,Achiral,,H3402952,
CC(NC(=O)NC=1C=CN2C=CN=C2C1)C=3C=CC=4NC(=O)OC4C3,WIL-UNI-2a57d06c-42,CVD-0019084,WIL-UNI-2a57d06c-42,Z5213862958,100.0,40,20,1178796-Y40-85,04_C,Racemic or presumed racemic or meso,,H3408158,
OC=1C=C(NNC(=O)C=2C=CN=C3C=CC=CC23)C=4C=CC=NC4N1,WIL-UNI-2a57d06c-38,CVD-0019080,WIL-UNI-2a57d06c-38,Z5213862873,100.0,40,20,1178796-Y40-85,04_D,Achiral,,H3406126,
CC1=CN2C(CNC(=O)C=3C=CC=4N=CC=NC4C3)=C(C)N=C2S1,WIL-UNI-2a57d06c-12,CVD-0019054,WIL-UNI-2a57d06c-12,Z5213862853,100.0,40,20,1178796-Y40-85,04_E,Achiral,,H3406504,
CC(C(=O)NC=1C=CC=C2N=CC=NC12)N3C=NC=4C(N)=NC=NC34,WIL-UNI-2a57d06c-48,CVD-0019090,WIL-UNI-2a57d06c-48,Z5213862956,98.09,40,20,1178796-Y40-85,04_F,Racemic or presumed racemic or meso,,H3408735,
CN1C=C(C=N1)C2=NN(C)C=C2NC(=O)C=3C=CN4N=CC=C4N3,WIL-UNI-2a57d06c-22,CVD-0019064,WIL-UNI-2a57d06c-22,Z5213862925,98.97,40,20,1178796-Y40-85,04_G,Achiral,,H3406503,
O=C(NC=1C=CC=2N=CC=NC2C1)C3=CSC4=CN=CN34,WIL-UNI-2a57d06c-31,CVD-0019073,WIL-UNI-2a57d06c-31,Z1204061669,98.98,40,20,1178796-Y40-85,04_H,Achiral,,H3406581,
CC1=NC=2C(=CC=CC2O1)C(=O)NC=3C=CC=C4NC(=O)OC34,WIL-UNI-2a57d06c-9,CVD-0019051,WIL-UNI-2a57d06c-9,Z2178141472,100.0,40,20,1178796-Y40-85,04_I,Achiral,,H3407994,
CC1=NOC=2N=CC(NS(=O)(=O)C=3C=NC=4ON=C(C)C4C3)=CC12,WIL-UNI-2a57d06c-24,CVD-0019066,WIL-UNI-2a57d06c-24,Z1269630498,90.87,40,20,1178796-Y40-85,04_J,Achiral,,H3406125,
