SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
CC=1C=CN=C(N)C1NC(=O)C2CCOC=3C=CC(Cl)=CC23,MAT-POS-b5c94171-1,CVD-0017975,ALP-POS-5de921e7-3A,Z5021905553,95.7,40,20,1178796-Y40-60,03_A,Racemic or presumed racemic or meso,,H3136535,UNK
Cl.ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5CNC5,MAT-POS-4223bc15-14,CVD-0016909,MAT-POS-4223bc15-14,Z5047758739,95.19,40,20,1178796-Y40-60,03_B,Racemic or presumed racemic or meso,,H3158098,UNK
Cl.ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)C5CNC5,MAT-POS-4223bc15-15,CVD-0016910,MAT-POS-4223bc15-15,Z5047758289,98.23,40,20,1178796-Y40-60,03_C,Racemic or presumed racemic or meso,,H3158096,UNK
Cl.ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CNC5)C#N,MAT-POS-dc2604c4-3,CVD-0017362,MAT-POS-dc2604c4-3,Z5033032682,95.11,40,20,1178796-Y40-60,03_D,Racemic or presumed racemic or meso,,H3158094,UNK
ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CC5)C#N,MAT-POS-dc2604c4-1,CVD-0017360,MAT-POS-dc2604c4-1,Z5018905169,100.0,40,20,1178796-Y40-60,03_E,Racemic or presumed racemic or meso,,H3157799,UNK
OCCS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-4223bc15-5,CVD-0016900,MAT-POS-4223bc15-5,Z4973388887,100.0,40,20,1178796-Y40-60,03_F,Racemic or presumed racemic or meso,,H3160922,UNK
ClC=1C=CC2=C(C1)C(CCS2(=O)=O)C(=O)NC=3C=NC=C4C=C(Cl)C=CC34,EDJ-MED-b7309adf-2,CVD-0017219,EDJ-MED-b7309adf-2,Z5012902035,96.29,40,20,1178796-Y40-60,03_G,Racemic or presumed racemic or meso,,H3156004,UNK
ClC=1C=C2N=CC=C(C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl,MAT-POS-d8472c4f-4,CVD-0017746,MAT-POS-d8472c4f-4,Z5037765019,100.0,40,20,1178796-Y40-60,03_H,Achiral,,H3141041,UNK
COC1CN(C1)S(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2,EDJ-MED-1981ceba-3,CVD-0017355,EDJ-MED-1981ceba-3,Z5018905140,100.0,40,20,1178796-Y40-60,03_I,Racemic or presumed racemic or meso,,H3157793,UNK
ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)N5CCOCC5,EDJ-MED-1981ceba-1,CVD-0017353,EDJ-MED-1981ceba-1,Z5018905129,100.0,40,20,1178796-Y40-60,03_J,Racemic or presumed racemic or meso,,H3157797,UNK
FC=1C=CC=2C(NC(=O)C3CCS(=O)(=O)C=4C=CC(Cl)=CC34)=CN=CC2C1,EDJ-MED-b7309adf-1,CVD-0017218,EDJ-MED-b7309adf-1,Z5012902034,90.31,40,20,1178796-Y40-60,03_K,Racemic or presumed racemic or meso,,H3156005,UNK
COC1(CCCN(C1=O)C=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4,ALP-UNI-dbb9503d-2,CVD-0017026,ALP-UNI-dbb9503d-2,Z4991901953,100.0,40,20,1178796-Y40-60,03_L,Racemic or presumed racemic or meso,,H3164564,UNK
ClC=1C=CC=2CN(CC3=NC=NN3)CC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,EDJ-MED-fa7708b3-2,CVD-0017335,EDJ-MED-fa7708b3-2,Z5018905161,97.0,40,20,1178796-Y40-60,03_M,Racemic or presumed racemic or meso,,H3157787,UNK
ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)N5CC(C5)C#N,EDJ-MED-1981ceba-4,CVD-0017356,EDJ-MED-1981ceba-4,Z5018905145,100.0,40,20,1178796-Y40-60,03_N,Racemic or presumed racemic or meso,,H3157791,UNK
