SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC(NS(=O)(=O)C)=CC23)C=4C=C(Cl)C=CC4C1=O,MAT-POS-2e8b2191-11,CVD-0018821,MAT-POS-2e8b2191-11,Z5210381243,100.0,40,20,1178796-Y40-73,03_A,Racemic or presumed racemic or meso,,H3357650,50.0
ClC=1C=CC=2OCCC(C(=O)NC3=CN=CN3C=4C=CC=NC4)C2C1,MAT-POS-a54ce14d-1,CVD-0019229,RAL-THA-9041a04d-4,Z5115885805,97.36,40,20,1178796-Y40-73,03_B,Racemic or presumed racemic or meso,,H3363307,38.2
FC=1C=CC=2C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1,EDJ-MED-be9e6f63-2,CVD-0018384,EDJ-MED-be9e6f63-2,Z5147540274,100.0,40,20,1178796-Y40-73,03_C,Racemic or presumed racemic or meso,,H3367683,38.2
COCCN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,EDJ-MED-eb111c00-2,CVD-0018208,EDJ-MED-eb111c00-2,Z5115885804,95.05,40,20,1178796-Y40-73,03_D,Racemic or presumed racemic or meso,,H3360456,48.9
COC(C)(C)CS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,EDJ-MED-76744c27-7,CVD-0018391,EDJ-MED-76744c27-7,Z5169209952,98.57,40,20,1178796-Y40-73,03_E,Racemic or presumed racemic or meso,,H3369400,16.4
CC(C)NS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-5cd9ea36-4,CVD-0018484,MAT-POS-5cd9ea36-4,Z5169210082,98.7,40,20,1178796-Y40-73,03_F,Racemic or presumed racemic or meso,,H3369398,18.6
COC=1C=CC=2C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1,EDJ-MED-be9e6f63-1,CVD-0018383,EDJ-MED-be9e6f63-1,Z5169209933,100.0,40,20,1178796-Y40-73,03_G,Racemic or presumed racemic or meso,,H3368592,61.5
ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=C(Cl)C=CC34)C2C1)S(=O)(=O)CC5(CC5)C#N,EDJ-MED-be9e6f63-4,CVD-0018386,EDJ-MED-be9e6f63-4,Z5147540271,100.0,40,20,1178796-Y40-73,03_H,Racemic or presumed racemic or meso,,H3372893,34.4
COC=1C=CN2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=C2C1,EDJ-MED-6e43a462-1,CVD-0017976,EDJ-MED-6e43a462-1,Z5115885786,100.0,40,20,1178796-Y40-73,03_I,Achiral,,H3345519,24.6
CS(=O)(=O)NCC=1C=CC(Cl)=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,ALP-POS-6479a3a9-2,CVD-0018053,ALP-POS-6479a3a9-2,Z5115885807,100.0,40,20,1178796-Y40-73,03_J,Achiral,,H3350680,41.6
