SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
"CC=1C=CN=CC1NC(=O)[C@@H]2CCOC=3C=CC(Cl)=CC23 |o1:10,r|",,,MAT-POS-b3e365b9-4,Z4655841289,100.0,40,20,1178796-Y40-25,03_A,Single known enantiomer,not found,UNK,UNK
"CC=1C=CN=CC1NC(=O)[C@H]2CCOC=3C=CC(Cl)=CC23 |o1:10,r|",,,MAT-POS-b3e365b9-3,Z4655841051,100.0,40,20,1178796-Y40-25,03_B,Single known enantiomer,not found,UNK,UNK
ClC=1C=CN=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,,,PET-UNK-3c72d439-1,Z4655756147,100.0,40,20,1178796-Y40-25,03_C,Achiral,not found,UNK,UNK
COC=1C=CC=C(CN2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC=CC34)C1,,,ERI-UCB-a0b0dbcb-11,Z4655756146,92.13,40,20,1178796-Y40-25,03_D,Achiral,not found,UNK,UNK
O=C(N1CCN(CC1)C=2C=CC=CC2)C=3C=NC=C4C=CC=CC34,,,MAR-UCB-f313ec4d-6,Z734622964,100.0,40,20,1178796-Y40-25,03_E,Achiral,not found,UNK,UNK
COC=1C=CC=CC1OCCNC(=O)C=2C=NC=C3C=CC=CC23,,,MAR-UCB-f313ec4d-2,Z735046506,86.56,40,20,1178796-Y40-25,03_F,Achiral,not found,UNK,UNK
ClC=1C=CC=C(CC(C(=O)NN2C=NC=3C=CC=CC23)C=4C=CC(=CC4)N5CCOCC5)C1,,,ALP-POS-a3de0cb1-12,Z4618924279,100.0,40,20,1178796-Y40-25,03_G,Racemic or presumed racemic or meso,not found,UNK,UNK
ClC=1C=CC=C(C1)N(CCC2CCCCC2)C(=O)CC=3C=NC=C4C=CC=CC34,,,MAT-POS-173a45da-1,Z4654068035,100.0,40,20,1178796-Y40-25,03_H,Achiral,not found,UNK,UNK
CC=1C=CN=CC1NC(=O)C(C(=O)C2=CC(=O)NC=3C=CC=CC23)C=4C=CC=C(Cl)C4,,,ALP-POS-ddb41b15-1,Z4661216507,91.0,40,20,1178796-Y40-25,03_I,Racemic or presumed racemic or meso,not found,UNK,UNK
CN1C=C(CN(C(=O)CN2N=NC=3C=CC=CC23)C=4C=CC(=CC4)N5CCCCC5)C=N1,,,ALP-POS-7c842ab8-1,Z4657502918,95.19,40,20,1178796-Y40-25,03_J,Achiral,not found,UNK,UNK
ClC=1C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C=C(OC=4C=CC=NC4)C1,,,MAT-POS-9ff17035-3,Z4606129269,100.0,40,20,1178796-Y40-25,03_K,Achiral,not found,UNK,UNK
CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(NC3CCC(F)(F)C3O)C2,,,MAT-POS-044491d2-2,Z4609618439,93.03,40,20,1178796-Y40-25,03_L,Racemic or presumed racemic or meso,not found,UNK,UNK
ClC=1C=CC=C(C1)C2CCN(C2=O)C=3C=NC=C4C=CC=CC34,EDG-MED-5d232de5-7,CVD-0015364,PET-UNK-c9c1e0d8-4,Z4598700239,98.22,40,20,1178796-Y40-25,03_M,Racemic or presumed racemic or meso,imperfect stereochemical match for EDG-MED-5d232de5-7,UNK,UNK
