SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
BrC=1C=CC=C(NC(=O)C2CCC(=O)N2)C1,JAG-UCB-ef2c0e8e-2,CVD-0006511,JAG-UCB-ef2c0e8e-2,Z27788997,100.0,0.5,20,1178796-500NL-01,A01,Racemic or presumed racemic or meso,imperfect stereochemical match for JAG-UCB-ef2c0e8e-2,UNK
BrC=1C=CC=C(NC(=O)C2CCC(=O)N2)C1,JAG-UCB-ef2c0e8e-2,CVD-0006511,JAG-UCB-ef2c0e8e-2,Z27788997,100.0,0.5,20,1178796-500NL-01,B01,Racemic or presumed racemic or meso,imperfect stereochemical match for JAG-UCB-ef2c0e8e-2,UNK
CC=1C=NC=C(C1)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C(=O)NCCC=3C=CC=C(F)C3,LON-WEI-babf2c61-6,CVD-0006803,Z4509080688,Z4509080688,100.0,0.5,20,1178796-500NL-01,C01,Racemic or presumed racemic or meso,,UNK
CC=1C=NC=C(C1)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C(=O)NCCC=3C=CC=C(F)C3,LON-WEI-babf2c61-6,CVD-0006803,Z4509080688,Z4509080688,100.0,0.5,20,1178796-500NL-01,D01,Racemic or presumed racemic or meso,,UNK
ClC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4)C2C1,MAT-POS-590ac91e-58,CVD-0005406,MAT-POS-590ac91e-58,Z1171323384,100.0,0.5,20,1178796-500NL-01,E01,Achiral,,UNK
ClC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4)C2C1,MAT-POS-590ac91e-58,CVD-0005406,MAT-POS-590ac91e-58,Z1171323384,100.0,0.5,20,1178796-500NL-01,F01,Achiral,,UNK
CN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=CC(F)=CC34,MAT-POS-590ac91e-33,CVD-0005379,MAT-POS-590ac91e-33,Z1239789614,100.0,0.5,20,1178796-500NL-01,G01,Racemic or presumed racemic or meso,,UNK
CN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=CC(F)=CC34,MAT-POS-590ac91e-33,CVD-0005379,MAT-POS-590ac91e-33,Z1239789614,100.0,0.5,20,1178796-500NL-01,H01,Racemic or presumed racemic or meso,,UNK
COC=1C=CC=CC1OCCN(C)C(=O)C2=CC(=O)NC=3C=CC(Cl)=CC23,MAT-POS-590ac91e-43,CVD-0005390,MAT-POS-590ac91e-43,Z1172801512,100.0,0.5,20,1178796-500NL-01,I01,Achiral,,UNK
COC=1C=CC=CC1OCCN(C)C(=O)C2=CC(=O)NC=3C=CC(Cl)=CC23,MAT-POS-590ac91e-43,CVD-0005390,MAT-POS-590ac91e-43,Z1172801512,100.0,0.5,20,1178796-500NL-01,J01,Achiral,,UNK
