SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
FC=1C=CC=C(CC[N+]#[C-])C1,,,EN300-69932,Z1123693957,95.0,,,1178796-02,01_A,Achiral,not found,*R696037*,UNK
FC=1C=CC(F)=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,RAL-THA-2d450e86-26,CVD-0015046,RAL-THA-2d450e86-26,Z1530724972,100.0,40.0,20.0,1178796-Y40-39,03_A,Achiral,,H2864076,UNK
CCOC=1C(Cl)=CC=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,MAT-POS-fce787c2-1,CVD-0015216,MAT-POS-fce787c2-1,Z1840536621,95.78,40.0,20.0,1178796-Y40-39,03_B,Achiral,,H2864078,UNK
ClC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=NC1,RAL-THA-2d450e86-33,CVD-0015051,RAL-THA-2d450e86-33,Z2033493111,98.72,40.0,20.0,1178796-Y40-39,03_C,Achiral,,H2864060,UNK
FC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,RAL-THA-2d450e86-10,CVD-0015034,RAL-THA-2d450e86-10,Z1530725841,100.0,40.0,20.0,1178796-Y40-39,03_D,Achiral,,H2864070,UNK
CC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,RAL-THA-2d450e86-13,CVD-0015037,RAL-THA-2d450e86-13,Z1530724790,100.0,40.0,20.0,1178796-Y40-39,03_E,Achiral,,H2864074,UNK
O=C(CC=1C=CC=CC1)NC=2C=NC=C3C=CC=CC23,RAL-THA-2d450e86-1,CVD-0015025,RAL-THA-2d450e86-1,Z1530723620,100.0,40.0,20.0,1178796-Y40-39,03_F,Achiral,,H2864069,UNK
CC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=CC1Cl,RAL-THA-2d450e86-8,CVD-0015032,RAL-THA-2d450e86-8,Z4897371023,97.35,40.0,20.0,1178796-Y40-39,03_G,Achiral,,H2864085,UNK
ClC=1C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C=C(C#N)C1,RAL-THA-2d450e86-17,CVD-0015041,RAL-THA-2d450e86-17,Z4896259324,100.0,40.0,20.0,1178796-Y40-39,03_H,Achiral,,H2863733,UNK
FC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=CC1,RAL-THA-2d450e86-7,CVD-0015031,RAL-THA-2d450e86-7,Z1530713253,100.0,40.0,20.0,1178796-Y40-39,03_I,Achiral,,H2863608,UNK
CC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=CC1,RAL-THA-2d450e86-3,CVD-0015027,RAL-THA-2d450e86-3,Z1530720440,100.0,40.0,20.0,1178796-Y40-39,03_J,Achiral,,H2863606,UNK
CC(C(=O)N)C=1C=C(Cl)C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,,,MAT-POS-281d2ee9-1,Z4872701242,100.0,40.0,20.0,1178796-Y40-39,03_K,Racemic or presumed racemic or meso,not found,H2867904,UNK
CC=1C=CC=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,RAL-THA-2d450e86-38,CVD-0015056,RAL-THA-2d450e86-38,Z1530717050,100.0,40.0,20.0,1178796-Y40-39,03_L,Achiral,,H2863605,UNK
FC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1F,RAL-THA-2d450e86-23,CVD-0015045,RAL-THA-2d450e86-23,Z1530714700,100.0,40.0,20.0,1178796-Y40-39,03_M,Achiral,,H2863604,UNK
O=C(CC=1C=CC=C(C#N)C1)NC=2C=NC=C3C=CC=CC23,RAL-THA-2d450e86-12,CVD-0015036,RAL-THA-2d450e86-12,Z1530723372,100.0,40.0,20.0,1178796-Y40-39,03_N,Achiral,,H2863611,UNK
FC=1C=C(F)C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,RAL-THA-2d450e86-16,CVD-0015040,RAL-THA-2d450e86-16,Z4897371027,100.0,40.0,20.0,1178796-Y40-39,03_O,Achiral,,H2863614,UNK
ClC=1C=CC=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,RAL-THA-2d450e86-36,CVD-0015054,RAL-THA-2d450e86-36,Z1530713701,100.0,40.0,20.0,1178796-Y40-39,03_P,Achiral,,H2863884,UNK
FC=1C=CC(Cl)=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,PET-UNK-dd44aeb6-1,CVD-0013421,RAL-THA-2d450e86-25,Z4897371033,98.06,40.0,20.0,1178796-Y40-39,04_A,Achiral,,H2863891,UNK
FC=1C=C(Cl)C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,RAL-THA-2d450e86-14,CVD-0015038,RAL-THA-2d450e86-14,Z4897371024,100.0,40.0,20.0,1178796-Y40-39,04_B,Achiral,,H2863890,UNK
FC=1C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C=CC1Cl,RAL-THA-2d450e86-9,CVD-0015033,RAL-THA-2d450e86-9,Z1931292079,100.0,40.0,20.0,1178796-Y40-39,04_C,Achiral,,H2863888,UNK
FC=1C=CC=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,RAL-THA-2d450e86-37,CVD-0015055,RAL-THA-2d450e86-37,Z1530721970,100.0,40.0,20.0,1178796-Y40-39,04_D,Achiral,,H2863609,UNK
COC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=CC1,RAL-THA-2d450e86-4,CVD-0015028,RAL-THA-2d450e86-4,Z1530713230,100.0,40.0,20.0,1178796-Y40-39,04_E,Achiral,,H2864063,UNK
ClC=1C=C2OCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl,ALP-POS-869ac754-1,CVD-0015012,ALP-POS-869ac754-1,Z4897373673,100.0,40.0,20.0,1178796-Y40-39,04_F,Racemic or presumed racemic or meso,,H2864466,UNK
ClC=1C=CC=2C(CCOC2C1Cl)C(=O)NC=3C=NC=C4C=CC=CC34,ALP-POS-869ac754-2,CVD-0015013,ALP-POS-869ac754-2,Z4897373674,100.0,40.0,20.0,1178796-Y40-39,04_G,Racemic or presumed racemic or meso,,H2864468,UNK
ClC=1C=NC=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,RAL-THA-2d450e86-34,CVD-0015052,RAL-THA-2d450e86-34,Z4897371038,100.0,40.0,20.0,1178796-Y40-39,04_H,Achiral,,H2865981,UNK
FC(F)(F)C=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=CC1,RAL-THA-2d450e86-32,CVD-0015050,RAL-THA-2d450e86-32,Z1530722223,100.0,40.0,20.0,1178796-Y40-39,04_I,Achiral,,H2865914,UNK
"O[C@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:1,r|",MAT-POS-9db1e783-1,CVD-0015661,rel-EDG-MED-971238d3-1-1,Z4839375737,100.0,40.0,20.0,1178796-Y40-39,04_J,Single ununknown enantiomer,imperfect stereochemical match for MAT-POS-9db1e783-1,H2859871,UNK
"O[C@@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:1,r|",MAT-POS-9db1e783-1,CVD-0015661,rel-EDG-MED-971238d3-1-2,Z4839375773,100.0,40.0,20.0,1178796-Y40-39,04_K,Single unknown enantiomer,,H2859872,UNK
COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)C=CN2C,,,PET-UNK-752bebd6-1,Z4780165416,95.69,40.0,20.0,1178796-Y40-39,04_L,Achiral,not found,H2858532,UNK
CS(=O)(=O)C=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)C2C1,ERI-UCB-8d4e5055-4,CVD-0017180,BEN-DND-c852c98b-5,Z4765682192,100.0,40.0,20.0,1178796-Y40-39,04_M,Racemic or presumed racemic or meso,imperfect stereochemical match for ERI-UCB-8d4e5055-4,H2858816,UNK
ClC=1C=CC=2N(CC=3C=CC=CC3)CCC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,,,RAL-THA-8416115c-1,Z4878360706,96.48,40.0,20.0,1178796-Y40-39,04_N,Racemic or presumed racemic or meso,not found,H2861151,UNK
ClC=1C=CC=2N(CC3=NC=NN3)CCC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,,,RAL-THA-8416115c-13,Z4886054138,100.0,40.0,20.0,1178796-Y40-39,04_O,Racemic or presumed racemic or meso,not found,H2861177,UNK
ClC=1C=NC=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,RAL-THA-2d450e86-30,CVD-0015048,RAL-THA-2d450e86-30,Z4897371036,91.0,40.0,20.0,1178796-Y40-39,04_P,Achiral,,H2862469,UNK
ClC=1C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C=C(C1)C4=NN=CN4,,,RAL-THA-1d44ff04-8,Z4872701243,97.52,40.0,20.0,1178796-Y40-39,05_A,Achiral,not found,H2863704,UNK
CC(C)(C(=O)N)C=1C=CC(=CC1)N(CC=2C=CSC2)C(=O)CN3N=NC=4C=CC=CC34,,,ALP-POS-c0c213c9-6,Z4909843683,,40.0,20.0,1178796-Y40-39,05_B,Achiral,not found,T4065189,UNK
O=C(CN1C=CN=N1)N(CC(=O)N2CCNCC2)C=3C=CC(=CC3)C=4C=CC=CN4,,,ALP-POS-c0c213c9-20,Z4909843969,98.0,40.0,20.0,1178796-Y40-39,05_C,Achiral,not found,T4065191,UNK
O=C(CN1C=CN=N1)N(CC(=O)N2CCNCC2)C=3C=CC(=CC3)N4CCOCC4,,,ALP-POS-c0c213c9-16,Z4909843840,91.0,40.0,20.0,1178796-Y40-39,05_D,Achiral,not found,T4065190,UNK
CN(C)C(=O)CC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-5d65ec79-1,CVD-0015091,MAT-POS-5d65ec79-1,Z4886054150,100.0,40.0,20.0,1178796-Y40-39,05_E,Racemic or presumed racemic or meso,,H2865853,UNK
NC(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC(Cl)=C(Cl)C3,MAT-POS-1f3f1a6f-1,CVD-0015279,MAT-POS-1f3f1a6f-1,Z4898404646,93.2,40.0,20.0,1178796-Y40-39,05_F,Racemic or presumed racemic or meso,,H2867012,UNK
ClC=1C=CC=2N(CC3=NC=CN3)CCC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,,,RAL-THA-8416115c-5,Z4886054128,90.03,40.0,20.0,1178796-Y40-39,05_G,Racemic or presumed racemic or meso,not found,H2868367,UNK
ClC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=CC1,RAL-THA-2d450e86-2,CVD-0015026,RAL-THA-2d450e86-2,Z1530720358,100.0,40.0,20.0,1178796-Y40-39,05_H,Achiral,,H2863612,UNK
FC=1C(Cl)=CC=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,RAL-THA-2d450e86-19,CVD-0015042,RAL-THA-2d450e86-19,Z2174386430,100.0,40.0,20.0,1178796-Y40-39,05_I,Achiral,,H2863886,UNK
ClC=1C=CC=2N(CC3=CC=NN3)CCC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,,,RAL-THA-8416115c-6,Z4886054131,85.95,40.0,20.0,1178796-Y40-39,05_J,Racemic or presumed racemic or meso,not found,H2868183,UNK
O=C(CC=1C=CC(C#N)=CC1)NC=2C=NC=C3C=CC=CC23,RAL-THA-2d450e86-5,CVD-0015029,RAL-THA-2d450e86-5,Z1530719670,100.0,40.0,20.0,1178796-Y40-39,05_K,Achiral,,H2863885,UNK
FC(F)(F)C=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,RAL-THA-2d450e86-31,CVD-0015049,RAL-THA-2d450e86-31,Z1530718531,100.0,40.0,20.0,1178796-Y40-39,05_L,Achiral,,H2865913,UNK
OCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-9db1e783-2,CVD-0015662,rac-EDG-MED-971238d3-2,Z4881057181,100.0,40.0,20.0,1178796-Y40-39,05_M,Racemic or presumed racemic or meso,,H2858815,UNK
"COC(=O)/C=C/C(=O)N(C(=O)[C@H]1CCOC=2C=CC(Cl)=CC12)C=3C=NC=C4C=CC=CC34 |o1:11,r|",MAT-POS-9db1e783-3,CVD-0015663,rel-DAR-DIA-5ff57136-9-2,Z4895126884,100.0,40.0,20.0,1178796-Y40-39,05_N,Single unknown enantiomer,,H2839389,UNK
"COC(=O)/C=C/C(=O)N(C(=O)[C@@H]1CCOC=2C=CC(Cl)=CC12)C=3C=NC=C4C=CC=CC34 |o1:11,r|",MAT-POS-9db1e783-3,CVD-0015663,rel-DAR-DIA-5ff57136-9-1,Z4895126897,97.59,40.0,20.0,1178796-Y40-39,05_O,Single unknown enantiomer,imperfect stereochemical match for MAT-POS-9db1e783-3,H2839390,UNK
FC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=CC1Cl,RAL-THA-2d450e86-6,CVD-0015030,RAL-THA-2d450e86-6,Z4897371022,95.8,40.0,20.0,1178796-Y40-39,05_P,Achiral,,H2865973,UNK
COC=1C=CC=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,RAL-THA-2d450e86-39,CVD-0015057,RAL-THA-2d450e86-39,Z1530724071,100.0,40.0,20.0,1178796-Y40-39,06_A,Achiral,,H2865968,UNK
CC(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC(Cl)=C(Cl)C3,MAT-POS-fce787c2-3,CVD-0015218,MAT-POS-fce787c2-3,Z4897373827,96.1,40.0,20.0,1178796-Y40-39,06_B,Racemic or presumed racemic or meso,,H2865916,UNK
ClC=1C=C(Cl)C=2OCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,ALP-UNI-3735e77e-2,CVD-0015022,ALP-UNI-3735e77e-2,Z4897373675,97.75,40.0,20.0,1178796-Y40-39,06_C,Racemic or presumed racemic or meso,,H2870620,UNK
ClC=1C=CC(Cl)=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,PET-UNK-dd44aeb6-2,CVD-0013422,RAL-THA-2d450e86-24,Z4897371032,83.63,40.0,20.0,1178796-Y40-39,06_D,Achiral,,H2865920,UNK
