SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
BrC=1C=CC=C(NC(=O)C2CCC(=O)N2)C1,JAG-UCB-ef2c0e8e-2,CVD-0006511,JAG-UCB-ef2c0e8e-2,Z27788997,100.0,40,20,1178796-Y40-07,03_A,Racemic or presumed racemic or meso,imperfect stereochemical match for JAG-UCB-ef2c0e8e-2,UNK
ClC=1C=CC=C(C1)N2CCC(NC3=NC=CN4C=NN=C34)C2=O,JAG-UCB-4709a583-1,CVD-0006618,JAG-UCB-4709a583-1,Z1348442959,100.0,40,20,1178796-Y40-07,03_B,Racemic or presumed racemic or meso,imperfect stereochemical match for JAG-UCB-4709a583-1,UNK
CN1C=NN=C1CNC(=O)NC2=CC(=CNC2=O)C(F)(F)F,JAG-UCB-ef2c0e8e-7,CVD-0006516,JAG-UCB-ef2c0e8e-7,Z821000364,100.0,40,20,1178796-Y40-07,03_C,Achiral,,UNK
CC=1C=CC=C(C1)C2CN(CC=3C=CC=CC23)C(=O)CCl,NIR-THE-c331be7a-6,CVD-0002991,NIR-THE-c33-6,Z4461624309,100.0,40,20,1178796-Y40-07,03_D,Racemic or presumed racemic or meso,,UNK
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(Cl)C3)C(=O)C=C,LON-WEI-babf2c61-1,CVD-0006798,Z4509080650,Z4509080650,100.0,40,20,1178796-Y40-07,03_E,Racemic or presumed racemic or meso,,UNK
ClCC(=O)N1CCN(CC2=NC(=NO2)C3=CC=CS3)CC1,NAU-LAT-64f4b287-3,CVD-0005285,NAU-LAT-64f4b287-3,Z258606294,100.0,40,20,1178796-Y40-07,03_F,Achiral,,UNK
FC=1C=CC=C(CCNC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C=3C=NC=C(Cl)C3)C1,LON-WEI-babf2c61-5,CVD-0006802,Z4509080683,Z4509080683,91.15,40,20,1178796-Y40-07,03_G,Racemic or presumed racemic or meso,,UNK
CC=1C=NC=C(C1)C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C(=O)NCCC=3C=CC=C(F)C3,LON-WEI-babf2c61-2,CVD-0006799,Z4509080660,Z4509080660,86.0,40,20,1178796-Y40-07,03_H,Racemic or presumed racemic or meso,,UNK
CC=1C=NC=C(C1)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C(=O)NCCC=3C=CC=C(F)C3,LON-WEI-babf2c61-6,CVD-0006803,Z4509080688,Z4509080688,100.0,40,20,1178796-Y40-07,03_I,Racemic or presumed racemic or meso,,UNK
CCN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,MAT-POS-590ac91e-51,CVD-0005399,MAT-POS-590ac91e-51,Z1171332535,98.33,40,20,1178796-Y40-07,03_J,Racemic or presumed racemic or meso,,UNK
FC=1C=CC=CC1S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,MAT-POS-590ac91e-70,CVD-0005420,MAT-POS-590ac91e-70,Z1171675137,100.0,40,20,1178796-Y40-07,03_K,Achiral,,UNK
COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC(Cl)=CC23,MAT-POS-590ac91e-42,CVD-0005389,MAT-POS-590ac91e-42,Z1171675407,100.0,40,20,1178796-Y40-07,03_L,Achiral,,UNK
CC1(C)CC=2C=CC=C(OCCNC(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34)C2O1,MAT-POS-590ac91e-53,CVD-0005401,MAT-POS-590ac91e-53,Z1171334619,100.0,40,20,1178796-Y40-07,03_M,Achiral,,UNK
CC=1C=CC(=C(C)C1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC(F)=CC34,MAT-POS-590ac91e-64,CVD-0005413,MAT-POS-590ac91e-64,Z1239079164,100.0,40,20,1178796-Y40-07,03_N,Achiral,,UNK
COC=1C=CC=C2CC(COC12)NC(=O)C3=CC(=O)NC=4C=C(F)C=CC34,MAT-POS-590ac91e-36,CVD-0005382,MAT-POS-590ac91e-36,Z1246062566,100.0,40,20,1178796-Y40-07,03_O,Racemic or presumed racemic or meso,,UNK
COC=1C=CC=CC1OC(C)CNC(=O)C2=CC(=O)NC=3C=CC(F)=CC23,MAT-POS-590ac91e-39,CVD-0005385,MAT-POS-590ac91e-39,Z1275020238,100.0,40,20,1178796-Y40-07,03_P,Racemic or presumed racemic or meso,,UNK
ClC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4)C2C1,MAT-POS-590ac91e-58,CVD-0005406,MAT-POS-590ac91e-58,Z1171323384,100.0,40,20,1178796-Y40-07,04_A,Achiral,,UNK
FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4C#N)C2C1,MAT-POS-590ac91e-62,CVD-0005411,MAT-POS-590ac91e-62,Z1239087273,100.0,40,20,1178796-Y40-07,04_B,Achiral,,UNK
FC=1C=CC=2NC(=O)C=C(C(=O)NCC3COC=4C=CC=CC4O3)C2C1,MAT-POS-590ac91e-30,CVD-0005376,MAT-POS-590ac91e-30,Z1239082144,100.0,40,20,1178796-Y40-07,04_C,Racemic or presumed racemic or meso,,UNK
FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4Cl)C2C1,MAT-POS-590ac91e-68,CVD-0005417,MAT-POS-590ac91e-68,Z1239794567,100.0,40,20,1178796-Y40-07,04_D,Achiral,,UNK
CC1(C)CC=2C=CC=C(OCCNC(=O)C3=CC(=O)NC=4C=CC(F)=CC34)C2O1,MAT-POS-590ac91e-47,CVD-0005394,MAT-POS-590ac91e-47,Z1239164812,100.0,40,20,1178796-Y40-07,04_E,Achiral,,UNK
FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC(C#N)=CC4)C2C1,MAT-POS-590ac91e-59,CVD-0005407,MAT-POS-590ac91e-59,Z1239108048,100.0,40,20,1178796-Y40-07,04_F,Achiral,,UNK
COC=1C=CC=CC1OCC(C)NC(=O)C2=CC(=O)NC=3C=CC(F)=CC23,MAT-POS-590ac91e-41,CVD-0005388,MAT-POS-590ac91e-41,Z1239203456,100.0,40,20,1178796-Y40-07,04_G,Racemic or presumed racemic or meso,,UNK
CCOC=1C=CC=CC1OC2CCN(C2)C(=O)C3=CC(=O)NC=4C=CC(F)=CC34,MAT-POS-590ac91e-48,CVD-0005395,MAT-POS-590ac91e-48,Z3607518063,100.0,40,20,1178796-Y40-07,04_H,Racemic or presumed racemic or meso,,UNK
CN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=CC(F)=CC34,MAT-POS-590ac91e-33,CVD-0005379,MAT-POS-590ac91e-33,Z1239789614,100.0,40,20,1178796-Y40-07,04_I,Racemic or presumed racemic or meso,,UNK
Cl.ClC=1C=CC=C(C1)N2C(=O)NC(C2=O)C=3C=CC=NC3,JAN-GHE-83b26c96-18,CVD-0004630,JAN-GHE-83b26c96-18,Z4512897824,96.06,40,20,1178796-Y40-07,04_J,Racemic or presumed racemic or meso,,UNK
CC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,MAT-POS-590ac91e-66,CVD-0005415,MAT-POS-590ac91e-66,Z1172514450,100.0,40,20,1178796-Y40-07,04_K,Achiral,,UNK
FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=C(Cl)C4)C2C1,MAT-POS-590ac91e-69,CVD-0005418,MAT-POS-590ac91e-69,Z1239126544,100.0,40,20,1178796-Y40-07,04_L,Achiral,,UNK
FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4)C2C1,MAT-POS-590ac91e-56,CVD-0005404,MAT-POS-590ac91e-56,Z1239079472,100.0,40,20,1178796-Y40-07,04_M,Achiral,,UNK
FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC(Cl)=CC4)C2C1,MAT-POS-590ac91e-67,CVD-0005416,MAT-POS-590ac91e-67,Z1239079490,100.0,40,20,1178796-Y40-07,04_N,Achiral,,UNK
CCCN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,MAT-POS-590ac91e-55,CVD-0005403,MAT-POS-590ac91e-55,Z1172530526,97.35,40,20,1178796-Y40-07,04_O,Racemic or presumed racemic or meso,,UNK
COC=1C=CC=CC1OC2CCCN(C2)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,MAT-POS-590ac91e-54,CVD-0005402,MAT-POS-590ac91e-54,Z2093476360,100.0,40,20,1178796-Y40-07,04_P,Racemic or presumed racemic or meso,,UNK
