SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
O=C(CC=1C=CC=NC1)NC=2C=CC=C(OC3CC(=O)N3)C2,,,RAL-MED-2de63afb-1,Z4497196437,100.0,40,20,1178796-Y40-06,03_A,Racemic or presumed racemic or meso,not found,UNK,UNK
CC=1C=CN=CC1C2=NN=C(O2)C=3C=CC=C(Cl)C3,,,JAN-GHE-83b26c96-24,Z1663987506,100.0,40,20,1178796-Y40-06,03_B,Achiral,not found,UNK,UNK
CC=1C=CN=CC1NC(=O)CC=2C=NC=C(C#N)C2,,,TRY-UNI-2eddb1ff-1,Z4497196465,100.0,40,20,1178796-Y40-06,03_C,Achiral,not found,UNK,UNK
CC=1C=C(C=CC1OCC(O)CN2C=NC=CC2=O)C(C)(C)C,FRA-BIO-8bf1eac9-7,CVD-0001180,Z1347557460,Z1347557460,100.0,40,20,1178796-Y40-06,03_D,Racemic or presumed racemic or meso,imperfect stereochemical match for FRA-BIO-8bf1eac9-7,UNK,UNK
CCN1CCN(CC=2C=CC=CC2CNC(=O)C3(C)CCN3C(=O)OC(C)(C)C)CC1,FRA-BIO-8bf1eac9-3,CVD-0001176,Z4498832235,Z4498832235,95.49,40,20,1178796-Y40-06,03_E,Racemic or presumed racemic or meso,imperfect stereochemical match for FRA-BIO-8bf1eac9-3,UNK,UNK
CC(C)C=1N=CN=CC1NC(=O)C(C)C=2C=CC=C(Cl)C2,,,JAN-GHE-83b26c96-6,Z3615034901,100.0,40,20,1178796-Y40-06,03_F,Racemic or presumed racemic or meso,not found,UNK,UNK
CC(C(=O)NC=1C=NC=CC1N2C=CC=N2)C=3C=CC=C(Cl)C3,,,JAN-GHE-83b26c96-3,Z1264534125,100.0,40,20,1178796-Y40-06,03_G,Racemic or presumed racemic or meso,not found,UNK,UNK
CC(=O)NCC=1C=CC=C(NC(=O)CC=2C=NC=NC2)C1,,,RAL-MED-2de63afb-12,Z4497196435,100.0,40,20,1178796-Y40-06,03_H,Achiral,not found,UNK,UNK
CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(OC3CC(=O)N3)C2,,,TRY-UNI-2eddb1ff-7,Z4497196461,97.47,40,20,1178796-Y40-06,03_I,Racemic or presumed racemic or meso,not found,UNK,UNK
O=C(N1CCOC(CN2CCOCC2)C1)C3=CC=4SC=CC4S3,,,JAR-KUA-672-1,Z2782173902,100.0,40,20,1178796-Y40-06,03_J,Racemic or presumed racemic or meso,not found,UNK,UNK
CC=1C=C(NC(=O)CC=2C=NC=NC2)C=C(OC3CC(=O)N3)C1,,,RAL-MED-2de63afb-2,Z4497196429,100.0,40,20,1178796-Y40-06,03_K,Racemic or presumed racemic or meso,not found,UNK,UNK
CC=1C=CC(NCC=2C=C(NC(=O)OC(C)(C)C)C=CC2Br)=CN1,FRA-BIO-8bf1eac9-6,CVD-0001179,Z4498832237,Z4498832237,100.0,40,20,1178796-Y40-06,03_L,Achiral,,UNK,UNK
ClC=1C=CC=2OCCC(C(=O)NC3=NN=CN3C4CC4)C2C1,,,JAG-UCB-a3ef7265-20,Z2077725504,96.04,40,20,1178796-Y40-06,03_M,Racemic or presumed racemic or meso,not found,UNK,UNK
CC=1C=C2OCC(C(=O)NC=3C=NC=NC3N4C=CC=N4)C2=CC1C,,,JAG-UCB-a3ef7265-24,Z1715965908,100.0,40,20,1178796-Y40-06,03_N,Racemic or presumed racemic or meso,not found,UNK,UNK
CC(C1=NC(C)=NO1)S(=O)(=O)CC=2C=CC=C(C2)C(F)(F)F,,,JAG-UCB-a3ef7265-21,Z416902834,100.0,40,20,1178796-Y40-06,03_O,Racemic or presumed racemic or meso,not found,UNK,UNK
CC(C)C(C(=O)NC=1C=NC=CC1C)C=2C=CC=C(Cl)C2,,,JAN-GHE-83b26c96-9,Z1344037982,100.0,40,20,1178796-Y40-06,03_P,Racemic or presumed racemic or meso,not found,UNK,UNK
FC=1C=C(NC(=O)CC=2C=NC=NC2)C=C(OC3CC(=O)N3)C1,,,RAL-MED-2de63afb-14,Z4497196433,100.0,40,20,1178796-Y40-06,04_A,Racemic or presumed racemic or meso,not found,UNK,UNK
CCC(C(=O)NC=1C=NN=CC1C)C=2C=CC=C(Cl)C2,,,JAN-GHE-83b26c96-1,Z3083887489,100.0,40,20,1178796-Y40-06,04_B,Racemic or presumed racemic or meso,not found,UNK,UNK
CC(C(=O)NC=1C=NC=CC1NC(=O)C)C=2C=CC=C(Cl)C2,,,JAN-GHE-83b26c96-2,Z1739759863,100.0,40,20,1178796-Y40-06,04_C,Racemic or presumed racemic or meso,not found,UNK,UNK
O=C(CC=1C=NC=NC1)NC=2C=CC=C(C2)C3CNC(=O)C3,,,RAL-MED-2de63afb-3,Z2174393016,90.72,40,20,1178796-Y40-06,04_D,Racemic or presumed racemic or meso,not found,UNK,UNK
CCOC(=O)[C@H](CCC=1C=CC=CC1)N[C@@H](C)C(=O)NC=2C=CC=C(CN3CCCC3)C2,FRA-BIO-8bf1eac9-4,CVD-0001177,Z4498832236,Z4498832236,98.0,40,20,1178796-Y40-06,04_E,Single known enantiomer,imperfect stereochemical match for FRA-BIO-8bf1eac9-4,UNK,UNK
CC=1C=CN=CC1NC(=O)C2(CC2)C=3C=CC=C(Cl)C3,,,JAN-GHE-83b26c96-20,Z1129286981,100.0,40,20,1178796-Y40-06,04_F,Achiral,not found,UNK,UNK
CC=1C=CN=C(C)C1NC(=O)CC=2C=CC=C(Cl)C2,,,EDJ-MED-49816e9b-2,Z2194192724,98.3,40,20,1178796-Y40-06,04_G,Achiral,not found,UNK,UNK
CC1=CC=C(NC(=O)CC2=CC3=CC=CNC3=N2)S1,DAR-DIA-842b4336-18,CVD-0000748,DAR-DIA-842-18,Z4452238001,100.0,40,20,1178796-Y40-06,04_H,Achiral,,UNK,UNK
CN(C)C(C(=O)NC=1C=NC=CC1C)C=2C=CC=C(Cl)C2,,,JAN-GHE-83b26c96-10,Z1256294224,100.0,40,20,1178796-Y40-06,04_I,Racemic or presumed racemic or meso,not found,UNK,UNK
CC=1C=CN=CC1NC(=O)C(F)(F)C=2C=CC=C(Cl)C2,,,JAN-GHE-83b26c96-23,Z1129288941,100.0,40,20,1178796-Y40-06,04_J,Achiral,not found,UNK,UNK
OCC=1C=CN=CC1NC(=O)C2COC=3C=CC(Cl)=CC23,,,JAG-UCB-a3ef7265-3,Z1852878836,98.32,40,20,1178796-Y40-06,04_K,Racemic or presumed racemic or meso,not found,UNK,UNK
Cl.ClCC(=O)N1CCN(CC1)C(C2CCCCC2)C=3C=CC=CC3,GIA-UNK-20b63697-6,CVD-0001273,GIA-UNK-20b-6,Z4505379463,96.23,40,20,1178796-Y40-06,04_L,Racemic or presumed racemic or meso,,UNK,UNK
