SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
ClC=1C=CC=C(CC(=O)N2CC(=O)C=3C=CC=CC3C2)C1,EDJ-MED-c292668a-1,CVD-0017940,EDJ-MED-c292668a-1,Z5060771463,100.0,40,20,1178796-Y40-65,03_A,Achiral,,H3233020
"CNS(=O)(=O)C=1C=C(CNC[C@@]2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)C=CC1F |o1:11,r|",MAT-POS-7174c657-1,CVD-0018418,rel-KAD-UNI-cb0f2bbc-23-1,Z5094147408,100.0,40,20,1178796-Y40-65,03_B,Single unknown enantiomer,,H3214636
"CNS(=O)(=O)C=1C=C(CNC[C@]2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)C=CC1F |o1:11,r|",KAD-UNI-cb0f2bbc-23,CVD-0016743,rel-KAD-UNI-cb0f2bbc-23-2,Z5094147410,100.0,40,20,1178796-Y40-65,03_C,Single unknown enantiomer,,H3214637
OC1CN(C(=O)CC=2C=CC=C(Cl)C2)C=3C=CC=CC3C1,MAT-POS-7174c657-2,CVD-0018419,Z1928913829,Z1928913829,100.0,40,20,1178796-Y40-65,03_D,Racemic or presumed racemic or meso,,H3241826
CC(C(=O)NC=1C=NC=NC1)C=2C=CC=CC2,BEN-DND-93268d01-1,CVD-0005061,BEN-DND-03406596-4,Z1728517992,,40,20,1178796-Y40-65,03_E,Racemic or presumed racemic or meso,,T4090190
C[C@@H](C(=O)NC=1C=NC=NC1)C=2C=CC=CC2,BEN-DND-03406596-12,CVD-0017561,BEN-DND-03406596-12,Z1698999185,,40,20,1178796-Y40-65,03_F,Single known enantiomer,,T4090188
C[C@H](C(=O)NC=1C=NC=NC1)C=2C=CC=CC2,BEN-DND-03406596-11,CVD-0017560,BEN-DND-03406596-11,Z1698999669,,40,20,1178796-Y40-65,03_G,Single known enantiomer,,T4090189
OC1CN(CC=2C=CC=CC12)C(=O)CC=3C=CC=C(Cl)C3,MAT-POS-7174c657-3,CVD-0018420,Z5095374018,Z5095374018,97.98,40,20,1178796-Y40-65,03_H,Racemic or presumed racemic or meso,,H3241825
O=C(/C=C/C=1C=CC=CC1)N2CCN(CC2)S(=O)(=O)C3=CC=CS3,BEN-DND-03ad4429-8,CVD-0018298,BEN-DND-03ad4429-8,Z4305935505,,40,20,1178796-Y40-65,03_I,Achiral,,T4090179
FC=1C=CC=C(C1)S(=O)(=O)N2CCN(CC2)C(=O)/C=C/C=3C=CC=CC3,BEN-DND-03ad4429-4,CVD-0018295,BEN-DND-03ad4429-4,Z3227659869,,40,20,1178796-Y40-65,03_J,Achiral,,T4090184
FC=1C=CC=C(C1)S(=O)(=O)N2CCCC(=O)CC2,BEN-DND-03ad4429-2,CVD-0018294,BEN-DND-03ad4429-2,Z3490678744,,40,20,1178796-Y40-65,03_K,Achiral,,T4090186
FC=1C=CC=C(C1)S(=O)(=O)N2CCC(=O)CC2,BEN-DND-03ad4429-1,CVD-0018293,BEN-DND-03ad4429-1,Z45425060,,40,20,1178796-Y40-65,03_L,Achiral,,T4090187
