SMILES,CID,,,,,
CNC(=O)C1(N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CC1,ALP-POS-ecbed2ba-7,,,,,
CNC(=O)C1(N2CC3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)CC1,EDJ-MED-976a33d5-1,,,,,
CNC(=O)C1(N2CC3(CCN(c4cncc5cc(S(C)(=O)=O)ccc45)C3=O)c3cc(Cl)ccc3C2=O)CC1,EDJ-MED-976a33d5-2,,,,,
CNC(=O)C1(N2CC3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3S2(=O)=O)CC1,EDJ-MED-976a33d5-3,,,,,
N#CC1(CS(=O)(=O)NCc2cc(Cl)c(Cl)cc2CC(=O)Nc2cncc3c2CCCC3)CC1,ALP-POS-bb8a3193-2,,,,,
N#CC1(CS(=O)(=O)NCc2ccc(Cl)cc2C2CCN(c3cncc4ccccc34)C2=O)CC1,ALP-POS-bb8a3193-4,,,,,
N#CC1(CS(=O)(=O)NCc2ccc(Cl)cc2C2CCCN(c3cncc4ccccc34)C2=O)CC1,ALP-POS-bb8a3193-5,,,,,
CN(Cc1ccc(Cl)cc1C1CCN(c2cncc3ccccc23)C1=O)S(=O)(=O)CC1(C#N)CC1,ALP-POS-bb8a3193-8,,,,,
CN(Cc1ccc(Cl)cc1C1CCCN(c2cncc3ccccc23)C1=O)S(=O)(=O)CC1(C#N)CC1,ALP-POS-bb8a3193-9,,,,,
CNC(=O)CN1Cc2cc(Cl)c(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,ALP-POS-afe0272e-1,,,,,
CNC(=O)CN1CC2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)c(Cl)cc2C1=O,ALP-POS-afe0272e-2,,,,,
CNC(=O)c1ccc2cncc(N)c2c1,EDJ-MED-39aed21e-1,,,,,
