SMILES,CID,Comments,,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCC2O)c1,MAT-POS-044491d2-1,"EN300-60314, Buchwald",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC(F)(F)C2O)c1,MAT-POS-044491d2-2,"EN300-6734624, Buchwald",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC2C(F)(F)F)c1,MAT-POS-044491d2-3,"EN300-20814457, Buchwald",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2C(C(F)(F)F)C2C(F)(F)F)c1,MAT-POS-044491d2-4,"EN300-1723947, Buchwald",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC23CC(N4CCCCC4)(C2)C3)c1,MAT-POS-044491d2-5,"EN300-2515954, Buchwald",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(C)CCC(F)(F)CC2)c1,MAT-POS-044491d2-6,"EN300-124496, Buchwald",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC(C)(C)C#N)c1,MAT-POS-044491d2-7,"EN300-212829, Buchwald",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2ccc(C3CC3(F)F)cc2)c1,MAT-POS-f42f3716-1,"EN300-26624333, Suzuki",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2ccc(S(C)(=O)=O)cc2Cl)c1,MAT-POS-f42f3716-2,"EN300-365771, Suzuki",,,,
COC(=O)c1ccc(-c2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(OC)c1,MAT-POS-f42f3716-3,"EN300-316592, Suzuki",,,,
CCc1cc(F)ccc1-c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,MAT-POS-f42f3716-4,"EN300-298506, Suzuki",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2ccc(C3(C)CCO3)cc2)c1,MAT-POS-f42f3716-5,"EN300-1086686, Suzuki",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2ccc(C)c(F)c2F)c1,MAT-POS-f42f3716-6,"EN300-106778, Suzuki",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2cnn(C)c2C(F)F)c1,MAT-POS-f42f3716-7,"EN300-1425849, Suzuki",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(/C=C(/c2ccccc2)C(F)(F)F)c1,MAT-POS-f42f3716-8,"EN300-1704613, Suzuki",,,,
CCOC(=O)c1cc(-c2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)n[nH]1,MAT-POS-f42f3716-9,"EN300-299518, Suzuki",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ncc[nH]2)c1,RAL-THA-6b94ceba-1," O-Buchwald, EN300-67317",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ncn[nH]2)c1,RAL-THA-6b94ceba-2,"O-Buchwald, EN300-225757",,,,
CC(=O)NCc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,RAL-THA-6b94ceba-5,"Suzuki, EN300-1706346",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(C(N)=O)c1,RAL-THA-6b94ceba-6,Pd-catalysed aminocarbonylation,,,,
CNC(=O)c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,RAL-THA-6b94ceba-7 ,Pd-catalysed aminocarbonylation,,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2ncc[nH]2)c1,RAL-THA-6b94ceba-9,"Borylation then Suzuki, EN300-91720",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2nnc[nH]2)c1,RAL-THA-6b94ceba-10,"Borylation then Suzuki, EN300-88370",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(CNS(C)(=O)=O)c1,RAL-THA-6b94ceba-12,"Suzuki, EN300-4263217, deprotection, then MeSO2Cl",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(S(N)(=O)=O)c1,RAL-THA-6b94ceba-13,"BuLi, then SO2, then SO2Cl2, then NH3, all 1 step",,,,
CNS(=O)(=O)c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,RAL-THA-6b94ceba-14,"BuLi, then SO2, then SO2Cl2, then NH2Me, all 1 step",,,,
O=C(Cc1cccc(Cl)c1)Nc1nncc2ccccc12,EDJ-MED-50fe53e8-1,"EN300-160133, amide coupling",,,,
O=C(Cc1cccc(Cl)c1)Nc1cncc2cnccc12,MAT-POS-bb423b95-1,"EN300-6772159, amide coupling",,,,
O=C(Cc1cccc(Cl)c1)Nc1cncc2cccnc12,MAT-POS-bb423b95-2,"EN300-239671, amide coupling",,,,
O=C(Cc1cccc(Cl)c1)Nc1cnccc1-c1ccccc1,ALP-POS-0c2c77e1-1,"EN300-180452, amide coupling",,,,
O=C(Cc1cccc(Cl)c1)Nc1cnccc1C1CC1,ALP-POS-95b75b4d-5,"EN300-761010, amide coupling",,,,
CC(C)c1ccncc1NC(=O)Cc1cccc(Cl)c1,MAT-POS-bb423b95-5,"EN300-311374, amide coupling",,,,
O=C(Cc1cccc(Cl)c1)Nc1c[nH]c(=O)c2ccccc12,MAT-POS-bb423b95-6,"EN300-173032, amide coupling",,,,
CN(C(=O)Cc1cccc(Cl)c1)c1cncc2ccccc12,MAT-POS-bb423b95-7,"EN300-3135997, amide coupling",,,,
O=C(Cc1cccc(Cl)c1)Nc1cncc2cc(O)ccc12,MAT-POS-bb423b95-8,"EN300-19520207, amide coupling",,,,
O=C(Cc1cccc(Cl)c1)Nc1cncc2c(Cl)cccc12,MAT-POS-bb423b95-9,"EN300-6480953, coupling",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(C2COC2)c1,WIL-MOD-03b86a88-2,"Suzuki, EN300-214357 or EN300-214041",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(C(C)C(N)=O)c1,WIL-MOD-03b86a88-3,"Pd catalysed alpha arylation of EN300-70278, then NH3",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2COC2)c1,WIL-MOD-03b86a88-4,"O-Buchwald, EN300-69923",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(C)(=O)=O)c1,WIL-MOD-03b86a88-5,"N-Buchwald, EN300-16165",,,,
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(N)(=O)=O)c1,WIL-MOD-03b86a88-6,"N-Buchwald with EN300-29792, deprotection, then EN300-30440",,,,
Cn1ccc2ccc(CC(=O)Nc3cncc4ccccc34)cc21,ALP-POS-f13221e1-1,"EN300-782002, amide coupling",,,,
O=C(COc1cccc(Cl)c1)Nc1cncc2ccccc12,ALP-POS-f13221e1-2,"EN300-17744, amide coupling",,,,
O=C(CCc1cccc(Cl)c1)Nc1cncc2ccccc12,ALP-POS-f13221e1-3,"EN300-24323, amide coupling",,,,
Cc1ccncc1NC(=O)CCc1cccc(Cl)c1,ALP-POS-f13221e1-4,"EN300-24323, amide coupling",,,,
