CDD_ID,registration_SMILES,batch_number,batch_ID,shipment_SMILES,suspected_SMILES,why_suspected_SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Standard Deviation (±),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Count,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg pIC50
CVD-0018339,Oc1ccc2CN(CCOc2c1)C(=O)c1cc(F)cc(F)c1,1,RED-RED-10c9212c-18,OC=1C=CC=2CN(CCOC2C1)C(=O)C=3C=C(F)C=C(F)C3,O=C(c1cc(F)cc(F)c1)N1CCOc2cc(O)ccc2C1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018338,O=C(Cn1ccc(=O)[nH]c1=O)OCc1ccc(cc1)-c1ccccc1,1,RED-RED-10c9212c-17,O=C(CN1C=CC(=O)NC1=O)OCC=2C=CC(=CC2)C=3C=CC=CC3,O=C(Cn1ccc(=O)[nH]c1=O)OCc1ccc(-c2ccccc2)cc1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018337,Clc1scc(CN2CCC(CC2)c2ccn[nH]2)c1Cl,1,RED-RED-10c9212c-16,ClC=1SC=C(CN2CCC(CC2)C3=CC=NN3)C1Cl,Clc1scc(CN2CCC(c3ccn[nH]3)CC2)c1Cl,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018336,Fc1ccc(NC(=O)NCc2ccc3[nH]c(=O)[nH]c3c2)cc1F,1,RED-RED-10c9212c-15,FC=1C=CC(NC(=O)NCC=2C=CC=3NC(=O)NC3C2)=CC1F,O=C(NCc1ccc2[nH]c(=O)[nH]c2c1)Nc1ccc(F)c(F)c1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018335,Cc1[nH]c2ccccc2c1C(=O)CSc1nc2cc(Cl)cnc2[nH]1,1,RED-RED-10c9212c-14,CC=1NC=2C=CC=CC2C1C(=O)CSC3=NC=4C=C(Cl)C=NC4N3,Cc1[nH]c2ccccc2c1C(=O)CSc1nc2cc(Cl)cnc2[nH]1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018334,Clc1ccc(cc1)-c1n[nH]cc1C(=O)OC1CCN(CC1)C=O,1,RED-RED-10c9212c-13,ClC=1C=CC(=CC1)C2=NNC=C2C(=O)OC3CCN(CC3)C=O,O=CN1CCC(OC(=O)c2c[nH]nc2-c2ccc(Cl)cc2)CC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018333,OC(=O)c1ccc(CNCc2c[nH]nc2-c2cccs2)cc1,1,RED-RED-10c9212c-12,OC(=O)C=1C=CC(CNCC2=CNN=C2C3=CC=CS3)=CC1,O=C(O)c1ccc(CNCc2c[nH]nc2-c2cccs2)cc1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018332,Fc1ccc(c(F)c1)C1(CCC1)C(=O)NCCCc1nc(=O)[nH][nH]1,1,RED-RED-10c9212c-11,FC=1C=CC(=C(F)C1)C2(CCC2)C(=O)NCCCC3=NC(=O)NN3,O=C(NCCCc1nc(=O)[nH][nH]1)C1(c2ccc(F)cc2F)CCC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018331,CCc1n[nH]c(=O)c(-c2nc(cs2)-c2c[nH]c3ncccc23)c1CC,1,RED-RED-10c9212c-10,CCC1=NNC(=O)C(C2=NC(=CS2)C3=CNC=4N=CC=CC34)=C1CC,CCc1n[nH]c(=O)c(-c2nc(-c3c[nH]c4ncccc34)cs2)c1CC,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018330,O=C(COC(=O)C1(CCC1)c1ccccc1)c1c[nH]c2ccccc12,1,RED-RED-10c9212c-9,O=C(COC(=O)C1(CCC1)C=2C=CC=CC2)C3=CNC=4C=CC=CC34,O=C(COC(=O)C1(c2ccccc2)CCC1)c1c[nH]c2ccccc12,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018329,Oc1ccccc1N1CCN(CC1)C(=O)Cn1ccc(=O)[nH]c1=O,1,RED-RED-10c9212c-8,OC=1C=CC=CC1N2CCN(CC2)C(=O)CN3C=CC(=O)NC3=O,O=C(Cn1ccc(=O)[nH]c1=O)N1CCN(c2ccccc2O)CC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018328,Cc1c(Cl)cccc1S(=O)(=O)N(Cc1ccc(F)cc1)c1ccc2[nH]c(=O)[nH]c2c1,1,RED-RED-10c9212c-7,CC=1C(Cl)=CC=CC1S(=O)(=O)N(CC=2C=CC(F)=CC2)C=3C=CC=4NC(=O)NC4C3,Cc1c(Cl)cccc1S(=O)(=O)N(Cc1ccc(F)cc1)c1ccc2[nH]c(=O)[nH]c2c1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018327,Fc1ccc(CNc2nc(cs2)-c2ccc3[nH]c(=O)oc3c2)cc1,1,RED-RED-10c9212c-6,FC=1C=CC(CNC2=NC(=CS2)C=3C=CC=4NC(=O)OC4C3)=CC1,O=c1[nH]c2ccc(-c3csc(NCc4ccc(F)cc4)n3)cc2o1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018326,O=C(Nc1cccnc1)N1CCC(CN2CCc3ccccc23)CC1,1,RED-RED-10c9212c-5,O=C(NC=1C=CC=NC1)N2CCC(CN3CCC=4C=CC=CC34)CC2,O=C(Nc1cccnc1)N1CCC(CN2CCc3ccccc32)CC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018325,Fc1cccc(C(=O)Nc2ccc(cc2)-c2nnc[nH]2)c1F,1,RED-RED-10c9212c-4,FC=1C=CC=C(C(=O)NC=2C=CC(=CC2)C3=NN=CN3)C1F,O=C(Nc1ccc(-c2nnc[nH]2)cc1)c1cccc(F)c1F,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018324,Cc1sc2ncnc(N3CCc4c(C3)ncn4C3CC3)c2c1C,1,RED-RED-10c9212c-3,CC=1SC=2N=CN=C(N3CCC4=C(C3)N=CN4C5CC5)C2C1C,Cc1sc2ncnc(N3CCc4c(ncn4C4CC4)C3)c2c1C,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018323,NC(=O)CN1CCCN(CC1)C(=O)CCSc1ccc(F)cc1,1,RED-RED-10c9212c-2,NC(=O)CN1CCCN(CC1)C(=O)CCSC=2C=CC(F)=CC2,NC(=O)CN1CCCN(C(=O)CCSc2ccc(F)cc2)CC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018322,Cc1nc(n[nH]1)C1CCN(CC1)C(=O)c1ccc(Br)cc1,1,RED-RED-10c9212c-1,CC1=NC(=NN1)C2CCN(CC2)C(=O)C=3C=CC(Br)=CC3,Cc1nc(C2CCN(C(=O)c3ccc(Br)cc3)CC2)n[nH]1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018303,CNC(=O)CN1CC(C(=O)Nc2cncc3cc(F)ccc23)c2cc(Cl)ccc2C1,1,ALP-POS-6f6ae286-5,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(F)C=CC23)C=4C=C(Cl)C=CC4C1,CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3cc(F)ccc23)C1,shipment_SMILES,,0.257,,1,6.6
CVD-0018301,COC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2cc(F)ccc12,1,ALP-POS-6f6ae286-3,COC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=C(F)C=CC34,COC1(C(=O)Nc2cncc3cc(F)ccc23)CCOc2ccc(Cl)cc21,shipment_SMILES,0.411,0.411,,1,6.4
CVD-0018299,Fc1ccc2c(NC(=O)C3CNC(=O)c4ccc(Cl)cc34)cncc2c1,1,ALP-POS-6f6ae286-1,FC=1C=CC=2C(NC(=O)C3CNC(=O)C=4C=CC(Cl)=CC34)=CN=CC2C1,O=C1NCC(C(=O)Nc2cncc3cc(F)ccc23)c2cc(Cl)ccc21,shipment_SMILES,1.15,1.15,,1,5.9
CVD-0018298,O=C(\C=C\c1ccccc1)N1CCN(CC1)S(=O)(=O)c1cccs1,1,BEN-DND-03ad4429-8,O=C(/C=C/C=1C=CC=CC1)N2CCN(CC2)S(=O)(=O)C3=CC=CS3,O=C(/C=C/c1ccccc1)N1CCN(S(=O)(=O)c2cccs2)CC1,shipment_SMILES,(IC50 could not be calculated),,,,
CVD-0018297,O=C1CCCN(CC1)S(=O)(=O)c1cccs1,1,BEN-DND-03ad4429-6,O=C1CCCN(CC1)S(=O)(=O)C2=CC=CS2,O=C1CCCN(S(=O)(=O)c2cccs2)CC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018296,O=C1CCN(CC1)S(=O)(=O)c1cccs1,1,BEN-DND-03ad4429-5,O=C1CCN(CC1)S(=O)(=O)C2=CC=CS2,O=C1CCN(S(=O)(=O)c2cccs2)CC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018295,Fc1cccc(c1)S(=O)(=O)N1CCN(CC1)C(=O)\C=C\c1ccccc1,1,BEN-DND-03ad4429-4,FC=1C=CC=C(C1)S(=O)(=O)N2CCN(CC2)C(=O)/C=C/C=3C=CC=CC3,O=C(/C=C/c1ccccc1)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018294,Fc1cccc(c1)S(=O)(=O)N1CCCC(=O)CC1,1,BEN-DND-03ad4429-2,FC=1C=CC=C(C1)S(=O)(=O)N2CCCC(=O)CC2,O=C1CCCN(S(=O)(=O)c2cccc(F)c2)CC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018293,Fc1cccc(c1)S(=O)(=O)N1CCC(=O)CC1,1,BEN-DND-03ad4429-1,FC=1C=CC=C(C1)S(=O)(=O)N2CCC(=O)CC2,O=C1CCN(S(=O)(=O)c2cccc(F)c2)CC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018291,CN(C)C(=O)c1cc2c(NC(=O)C3CCOc4ccc(Cl)cc34)cncc2s1,1,MAT-POS-ee5e8e94-2,CN(C)C(=O)C1=CC=2C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=CN=CC2S1,CN(C)C(=O)c1cc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc2s1,shipment_SMILES,0.399,0.399,,1,6.4
CVD-0018257,Cc1ccc2ncc(NC(=O)Cc3cccc(Cl)c3)n2c1,1,EDJ-MED-b24713dc-3,CC=1C=CC2=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)N2C1,Cc1ccc2ncc(NC(=O)Cc3cccc(Cl)c3)n2c1,shipment_SMILES,9.01,9.01,,1,5.0
CVD-0018256,Cc1cccc2ncc(NC(=O)Cc3cccc(Cl)c3)n12,1,EDJ-MED-b24713dc-2,CC1=CC=CC2=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)N12,Cc1cccc2ncc(NC(=O)Cc3cccc(Cl)c3)n12,shipment_SMILES,5.54,5.54,,1,5.3
CVD-0018255,Cc1ccn2c(NC(=O)Cc3cccc(Cl)c3)cnc2c1,1,EDJ-MED-b24713dc-1,CC=1C=CN2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=C2C1,Cc1ccn2c(NC(=O)Cc3cccc(Cl)c3)cnc2c1,shipment_SMILES,19.6,19.6,,1,4.7
CVD-0018253,Cc1cccn2ncc(NC(=O)C3CNC(=O)c4ccc(Cl)cc34)c12,1,EDJ-MED-dd2a8363-4,CC1=CC=CN2N=CC(NC(=O)C3CNC(=O)C=4C=CC(Cl)=CC34)=C12,Cc1cccn2ncc(NC(=O)C3CNC(=O)c4ccc(Cl)cc43)c12,shipment_SMILES,2.40,2.4,,1,5.6
CVD-0018252,Clc1ccc2C(=O)NCC(C(=O)Nc3cnn4CCCCc34)c2c1,1,EDJ-MED-dd2a8363-3,ClC=1C=CC=2C(=O)NCC(C(=O)NC=3C=NN4CCCCC34)C2C1,O=C1NCC(C(=O)Nc2cnn3c2CCCC3)c2cc(Cl)ccc21,shipment_SMILES,30.5,30.5,,1,4.5
CVD-0018251,Clc1ccc2c(c1)C(CCS2(=O)=O)C(=O)Nc1cnn2ccccc12,1,EDJ-MED-dd2a8363-2,ClC=1C=CC2=C(C1)C(CCS2(=O)=O)C(=O)NC=3C=NN4C=CC=CC34,O=C(Nc1cnn2ccccc12)C1CCS(=O)(=O)c2ccc(Cl)cc21,shipment_SMILES,3.89,3.89,,1,5.4
CVD-0018250,Clc1ccc2C(=O)NCC(C(=O)Nc3cnn4ccccc34)c2c1,1,EDJ-MED-dd2a8363-1,ClC=1C=CC=2C(=O)NCC(C(=O)NC=3C=NN4C=CC=CC34)C2C1,O=C1NCC(C(=O)Nc2cnn3ccccc23)c2cc(Cl)ccc21,shipment_SMILES,7.09,7.09,,1,5.1
CVD-0018249,CCC1(CNS(=O)(=O)c2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,1,ALP-POS-1cbc2fae-2,CCC1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,CCC1(C(=O)Nc2cncc3ccccc23)CNS(=O)(=O)c2ccc(Cl)cc21,shipment_SMILES,0.0993,0.0876,0.0165,2,7.1
CVD-0018249,CCC1(CNS(=O)(=O)c2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,1,ALP-POS-1cbc2fae-2,CCC1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,CCC1(C(=O)Nc2cncc3ccccc23)CNS(=O)(=O)c2ccc(Cl)cc21,shipment_SMILES,0.0760,0.0876,0.0165,2,7.1
CVD-0018248,CC1(CNS(=O)(=O)c2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,1,ALP-POS-1cbc2fae-1,CC1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,CC1(C(=O)Nc2cncc3ccccc23)CNS(=O)(=O)c2ccc(Cl)cc21,shipment_SMILES,0.263,0.263,,1,6.6
CVD-0018240,O[C@@]1(CCN(C1=O)c1cncc2ccccc12)c1cccc(Cl)c1,1,MAT-POS-8695a11f-3,"O[C@@]1(CCN(C1=O)C=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4 |o1:1,r|",O=C1N(c2cncc3ccccc23)CC[C@]1(O)c1cccc(Cl)c1 |o1:15|,shipment_SMILES,0.738,0.738,,1,6.1
CVD-0018239,Clc1ccc2OCCC(C(=O)Nc3cncc4ccc(CN5CCNCC5)cc34)c2c1,1,MAT-POS-8695a11f-2,ClC=1C=CC=2OCCC(C(=O)NC=3C=NC=C4C=CC(CN5CCNCC5)=CC34)C2C1,O=C(Nc1cncc2ccc(CN3CCNCC3)cc12)C1CCOc2ccc(Cl)cc21,shipment_SMILES,0.756,0.756,,1,6.1
CVD-0018238,O[C@]1(CCN(C1=O)c1cncc2ccccc12)c1cccc(Cl)c1,1,MAT-POS-8695a11f-1,"O[C@]1(CCN(C1=O)C=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4 |o1:1,r|",O=C1N(c2cncc3ccccc23)CC[C@@]1(O)c1cccc(Cl)c1 |o1:15|,shipment_SMILES,90.7,90.7,,1,4.0
CVD-0018217,CS(=O)(=O)Nc1ccc2cncc(NC(=O)C3CCS(=O)(=O)c4ccc(Cl)cc34)c2c1,1,EDJ-MED-d9f3798e-3,CS(=O)(=O)NC=1C=CC=2C=NC=C(NC(=O)C3CCS(=O)(=O)C=4C=CC(Cl)=CC34)C2C1,CS(=O)(=O)Nc1ccc2cncc(NC(=O)C3CCS(=O)(=O)c4ccc(Cl)cc43)c2c1,shipment_SMILES,0.204,0.204,,1,6.7
CVD-0018215,CS(=O)(=O)Nc1ccc2cncc(NC(=O)C3CNC(=O)c4ccc(Cl)cc34)c2c1,1,EDJ-MED-d9f3798e-1,CS(=O)(=O)NC=1C=CC=2C=NC=C(NC(=O)C3CNC(=O)C=4C=CC(Cl)=CC34)C2C1,CS(=O)(=O)Nc1ccc2cncc(NC(=O)C3CNC(=O)c4ccc(Cl)cc43)c2c1,shipment_SMILES,0.195,0.195,,1,6.7
CVD-0018209,Clc1ccc2C(=O)N(CC3CC3)CC(C(=O)Nc3cncc4ccccc34)c2c1,1,EDJ-MED-eb111c00-3,ClC=1C=CC=2C(=O)N(CC3CC3)CC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,O=C(Nc1cncc2ccccc12)C1CN(CC2CC2)C(=O)c2ccc(Cl)cc21,shipment_SMILES,0.381,0.381,,1,6.4
CVD-0018208,COCCN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,1,EDJ-MED-eb111c00-2,COCCN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,COCCN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,shipment_SMILES,0.267,0.267,,1,6.6
CVD-0018193,CN(C)c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,1,PET-UNK-d899bab6-1,CN(C)C=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,CN(C)c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,shipment_SMILES,0.729,0.729,,1,6.1
CVD-0018189,CC1=C(NC(=O)C2CCOC3=C2C=C(Cl)C=C3)C=NC(N)=C1,1,MAT-POS-1f3c8e6f-1,CC=1C=C(N)N=CC1NC(=O)C2CCOC=3C=CC(Cl)=CC23,Cc1cc(N)ncc1NC(=O)C1CCOc2ccc(Cl)cc21,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018187,CC(NC(=O)c1ccc2oc(=S)[nH]c2c1)c1nnc2ccccn12,1,WIL-UNI-d4749f31-45,CC(NC(=O)C=1C=CC=2OC(S)=NC2C1)C3=NN=C4C=CC=CN34,CC(NC(=O)c1ccc2oc(S)nc2c1)c1nnc2ccccn12,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018185,Cc1nn(C)c2nc(Cl)cc(NNC(=O)c3ccnc4[nH]nnc34)c12,1,WIL-UNI-d4749f31-43,CC1=NN(C)C=2N=C(Cl)C=C(NNC(=O)C=3C=CN=C4N=NNC34)C12,Cc1nn(C)c2nc(Cl)cc(NNC(=O)c3ccnc4nn[nH]c34)c12,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018184,Cc1nc2cc(ccc2o1)C(=O)NNc1nc2ccncc2s1,1,WIL-UNI-d4749f31-42,CC1=NC=2C=C(C=CC2O1)C(=O)NNC3=NC=4C=CN=CC4S3,Cc1nc2cc(C(=O)NNc3nc4ccncc4s3)ccc2o1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018183,CC(CNC(=O)c1cnc2ccccn12)Nc1nc2ccccc2o1,1,WIL-UNI-d4749f31-41,CC(CNC(=O)C1=CN=C2C=CC=CN12)NC3=NC=4C=CC=CC4O3,CC(CNC(=O)c1cnc2ccccn12)Nc1nc2ccccc2o1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018182,Cc1nn2c(CNc3ccc(Cn4cncn4)cc3)c(C)nc2s1,1,WIL-UNI-d4749f31-40,CC1=NN2C(CNC=3C=CC(CN4C=NC=N4)=CC3)=C(C)N=C2S1,Cc1nn2c(CNc3ccc(Cn4cncn4)cc3)c(C)nc2s1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018181,Cn1c(NC(=O)c2cccnc2-n2cccn2)nc2cc(F)ccc12,1,WIL-UNI-d4749f31-39,CN1C(NC(=O)C=2C=CC=NC2N3C=CC=N3)=NC=4C=C(F)C=CC14,Cn1c(NC(=O)c2cccnc2-n2cccn2)nc2cc(F)ccc21,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018180,O=C(Nc1cccc2cc[nH]c12)c1cccc2[nH]c(=O)oc12,1,WIL-UNI-d4749f31-38,O=C(NC=1C=CC=C2C=CNC12)C=3C=CC=C4NC(=O)OC34,O=C(Nc1cccc2cc[nH]c12)c1cccc2[nH]c(=O)oc12,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018179,Oc1cc(C(=O)NNc2nc3ccccc3[nH]2)c2ccccc2n1,1,WIL-UNI-d4749f31-37,OC=1C=C(C(=O)NNC2=NC=3C=CC=CC3N2)C=4C=CC=CC4N1,O=C(NNc1nc2ccccc2[nH]1)c1cc(O)nc2ccccc12,shipment_SMILES,25.8,25.8,,1,4.6
CVD-0018178,Cc1csc2ncc(C(=O)Nc3cccc4ncccc34)c(=O)n12,1,WIL-UNI-d4749f31-36,CC1=CSC2=NC=C(C(=O)NC=3C=CC=C4N=CC=CC34)C(=O)N12,Cc1csc2ncc(C(=O)Nc3cccc4ncccc34)c(=O)n12,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018177,CC(Cc1nc2ccccc2s1)Nc1ccc2nnnn2n1,1,WIL-UNI-d4749f31-35,CC(CC1=NC=2C=CC=CC2S1)NC=3C=CC4=NN=NN4N3,CC(Cc1nc2ccccc2s1)Nc1ccc2nnnn2n1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018176,CN(Cc1nc2ccccc2s1)C(=O)c1ccc2n(C)nnc2c1,1,WIL-UNI-d4749f31-34,CN(CC1=NC=2C=CC=CC2S1)C(=O)C=3C=CC=4N(C)N=NC4C3,CN(Cc1nc2ccccc2s1)C(=O)c1ccc2c(c1)nnn2C,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018175,CN(Cc1c(C)nc2sccn12)C(=O)c1cn2ccccc2n1,1,WIL-UNI-d4749f31-33,CN(CC1=C(C)N=C2SC=CN12)C(=O)C3=CN4C=CC=CC4=N3,Cc1nc2sccn2c1CN(C)C(=O)c1cn2ccccc2n1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018174,C(N1CCCC(C1)c1nnc2ccccn12)c1cccc2nccn12,1,WIL-UNI-d4749f31-32,C(N1CCCC(C1)C2=NN=C3C=CC=CN23)C4=CC=CC5=NC=CN45,c1cc(CN2CCCC(c3nnc4ccccn34)C2)n2ccnc2c1,shipment_SMILES,(IC50 could not be calculated),,,,
CVD-0018173,CC(NC(=O)c1cnc2sccn2c1=O)c1nc2ccccc2n1C,1,WIL-UNI-d4749f31-31,CC(NC(=O)C1=CN=C2SC=CN2C1=O)C3=NC=4C=CC=CC4N3C,CC(NC(=O)c1cnc2sccn2c1=O)c1nc2ccccc2n1C,shipment_SMILES,(IC50 could not be calculated),,,,
CVD-0018172,Cc1noc2ncc(CNc3ccc(cc3)-c3nnnn3C)cc12,1,WIL-UNI-d4749f31-30,CC1=NOC=2N=CC(CNC=3C=CC(=CC3)C4=NN=NN4C)=CC12,Cc1noc2ncc(CNc3ccc(-c4nnnn4C)cc3)cc12,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018171,CC(NC(=O)c1nccc2cccnc12)c1ccc2[nH]c(=O)oc2c1,1,WIL-UNI-d4749f31-29,CC(NC(=O)C=1N=CC=C2C=CC=NC12)C=3C=CC=4NC(=O)OC4C3,CC(NC(=O)c1nccc2cccnc12)c1ccc2[nH]c(=O)oc2c1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018170,CC(NC(=O)c1c(Cl)nc2ccccn12)c1nnc2ccccn12,1,WIL-UNI-d4749f31-28,CC(NC(=O)C1=C(Cl)N=C2C=CC=CN12)C3=NN=C4C=CC=CN34,CC(NC(=O)c1c(Cl)nc2ccccn12)c1nnc2ccccn12,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018169,Cn1c2ccc(cc2oc1=O)S(=O)(=O)Nc1ccc2ncccc2c1,1,WIL-UNI-d4749f31-27,CN1C(=O)OC=2C=C(C=CC12)S(=O)(=O)NC=3C=CC=4N=CC=CC4C3,Cn1c(=O)oc2cc(S(=O)(=O)Nc3ccc4ncccc4c3)ccc21,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018168,Cn1cnnc1-c1cccc(NS(=O)(=O)c2c(Cl)nc3sccn23)c1,1,WIL-UNI-d4749f31-26,CN1C=NN=C1C=2C=CC=C(NS(=O)(=O)C3=C(Cl)N=C4SC=CN34)C2,Cn1cnnc1-c1cccc(NS(=O)(=O)c2c(Cl)nc3sccn23)c1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018167,C(N1CCCC(C1)c1nc2ccccc2o1)c1cnc2cnccn12,1,WIL-UNI-d4749f31-25,C(N1CCCC(C1)C2=NC=3C=CC=CC3O2)C4=CN=C5C=NC=CN45,c1ccc2oc(C3CCCN(Cc4cnc5cnccn45)C3)nc2c1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018166,Cc1ccc(cn1)C(=O)Nc1c(nc2ccccn12)-c1cnn(C)c1,1,WIL-UNI-d4749f31-24,CC=1C=CC(=CN1)C(=O)NC2=C(N=C3C=CC=CN23)C=4C=NN(C)C4,Cc1ccc(C(=O)Nc2c(-c3cnn(C)c3)nc3ccccn23)cn1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018164,Brc1cnc2sc(cn12)C(=O)Nc1cnc2nccn2c1,1,WIL-UNI-d4749f31-22,BrC1=CN=C2SC(=CN12)C(=O)NC=3C=NC4=NC=CN4C3,O=C(Nc1cnc2nccn2c1)c1cn2c(Br)cnc2s1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018162,CC(Nc1ncnc2cccc(C)c12)c1ccc2[nH]c(=O)[nH]c2c1,1,WIL-UNI-d4749f31-20,CC(NC=1N=CN=C2C=CC=C(C)C12)C=3C=CC=4NC(=O)NC4C3,Cc1cccc2ncnc(NC(C)c3ccc4[nH]c(=O)[nH]c4c3)c12,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018161,Cc1ccn2ncc(C(=O)Nc3ccc4nc(C)cc(O)c4c3)c2n1,1,WIL-UNI-d4749f31-19,CC=1C=CN2N=CC(C(=O)NC=3C=CC=4N=C(C)C=C(O)C4C3)=C2N1,Cc1cc(O)c2cc(NC(=O)c3cnn4ccc(C)nc34)ccc2n1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018160,O=C(N\N=c1/cc[nH]c2ccccc12)c1ccc2ncccc2c1,1,WIL-UNI-d4749f31-18,O=C(NNC=1C=CN=C2C=CC=CC12)C=3C=CC=4N=CC=CC4C3,O=C(NNc1ccnc2ccccc12)c1ccc2ncccc2c1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018159,Cn1c(NC(=O)Cc2csc3nccn23)nc2ccc(F)cc12,1,WIL-UNI-d4749f31-17,CN1C(NC(=O)CC2=CSC3=NC=CN23)=NC=4C=CC(F)=CC14,Cn1c(NC(=O)Cc2csc3nccn23)nc2ccc(F)cc21,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
