CID,SMILES,canonical_CID,inchikey,old_CID,short_inchikey
AAR-POS-0daf6b7e-1,O=C(CCl)N(c1ccccc1)C1C=CS(=O)(=O)C1,AAR-POS-0daf6b7e-1,BEWCQLPDQMWGKR-UHFFFAOYSA-N,AAR-POS-0daf6b7e-1,BEWCQLPDQMWGKR
AAR-POS-0daf6b7e-10,CC(NC(=O)CCl)c1cccc(Cl)c1,AAR-POS-0daf6b7e-10,IPGDMBWEYHBLRL-UHFFFAOYSA-N,AAR-POS-0daf6b7e-10,IPGDMBWEYHBLRL
AAR-POS-0daf6b7e-11,O=C(CCl)Nc1cccc(N2CCCC2=O)c1,LON-WEI-8f408cad-1,ZLKNMNXYMFJRNP-UHFFFAOYSA-N,AAR-POS-0daf6b7e-11,ZLKNMNXYMFJRNP
AAR-POS-0daf6b7e-12,O=C(CCl)N1CCN(Cc2ccc(Br)s2)CC1,JOH-UNI-27ac80fd-23,DBZUEOKXKKAWBY-UHFFFAOYSA-N,AAR-POS-0daf6b7e-12,DBZUEOKXKKAWBY
AAR-POS-0daf6b7e-13,O=C(CCl)N1CCN(Cc2ccsc2)CC1,LON-WEI-8f408cad-7,WPOQXWCCIJIZAH-UHFFFAOYSA-N,AAR-POS-0daf6b7e-13,WPOQXWCCIJIZAH
AAR-POS-0daf6b7e-14,O=C(CCl)N1Cc2ccccc2C(c2ccccc2)C1,AAR-POS-0daf6b7e-14,DCMHNEUIMSQQGV-UHFFFAOYSA-N,AAR-POS-0daf6b7e-14,DCMHNEUIMSQQGV
AAR-POS-0daf6b7e-15,O=C(CCl)N1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1,AAR-POS-0daf6b7e-15,VSLONXNJKGMYAY-UHFFFAOYSA-N,AAR-POS-0daf6b7e-15,VSLONXNJKGMYAY
AAR-POS-0daf6b7e-16,O=C(CCl)N1CCN(C(=O)c2cccs2)CC1,AAR-POS-0daf6b7e-16,FJIUKBLQTRCQGG-UHFFFAOYSA-N,AAR-POS-0daf6b7e-16,FJIUKBLQTRCQGG
AAR-POS-0daf6b7e-17,O=C(CCl)N1CCN(Cc2cccs2)CC1,LON-WEI-8f408cad-5,CNYRPLHEARDSQA-UHFFFAOYSA-N,AAR-POS-0daf6b7e-17,CNYRPLHEARDSQA
AAR-POS-0daf6b7e-18,COc1ccc(N2CCN(C(=O)CCl)CC2)cc1,AAR-POS-0daf6b7e-18,ZEGOLGPYOZQVCA-UHFFFAOYSA-N,AAR-POS-0daf6b7e-18,ZEGOLGPYOZQVCA
AAR-POS-0daf6b7e-19,CC(C)N(C)C(=O)C1CCN(C(=O)CCl)CC1,VIR-GIT-7b3d3065-3,SNULIZXLTYDOAW-UHFFFAOYSA-N,AAR-POS-0daf6b7e-19,SNULIZXLTYDOAW
AAR-POS-0daf6b7e-2,O=C(CCl)N1CCN(Cc2ccc(Cl)s2)CC1,AAR-POS-0daf6b7e-2,XWEWOHNCCBHQFE-UHFFFAOYSA-N,AAR-POS-0daf6b7e-2,XWEWOHNCCBHQFE
AAR-POS-0daf6b7e-20,O=C(CCl)Nc1cccnc1Cl,AAR-POS-0daf6b7e-20,LJAROVLJNWCCPM-UHFFFAOYSA-N,AAR-POS-0daf6b7e-20,LJAROVLJNWCCPM
AAR-POS-0daf6b7e-21,CC(=O)N1CCN(C(=O)CCl)CC1,AAR-POS-0daf6b7e-21,MPFZOVHTXAHCRJ-UHFFFAOYSA-N,AAR-POS-0daf6b7e-21,MPFZOVHTXAHCRJ
AAR-POS-0daf6b7e-22,OCC1(c2ccccn2)CCCC1,AAR-POS-0daf6b7e-22,NQXVUFAYASZGFN-UHFFFAOYSA-N,AAR-POS-0daf6b7e-22,NQXVUFAYASZGFN
AAR-POS-0daf6b7e-23,Cn1ccc(C(=O)NC[C@@H]2CCCO2)n1,AAR-POS-0daf6b7e-23,WBAZBPMBDLSPCX-QMMMGPOBSA-N,AAR-POS-0daf6b7e-23,WBAZBPMBDLSPCX
AAR-POS-0daf6b7e-24,O=S1(=O)CC(O)C1,AAR-POS-0daf6b7e-24,CIUZABLJPXPIFC-UHFFFAOYSA-N,AAR-POS-0daf6b7e-24,CIUZABLJPXPIFC
AAR-POS-0daf6b7e-25,Oc1ccccc1CNc1nc2ccccc2[nH]1,AAR-POS-0daf6b7e-25,OCDMDLRMBVJKCG-UHFFFAOYSA-N,AAR-POS-0daf6b7e-25,OCDMDLRMBVJKCG
AAR-POS-0daf6b7e-26,CC1C(O)CCCN1Cc1ccccc1,MAK-UNK-6435e6c2-9,ZFJGRVQFTNBLRP-UHFFFAOYSA-N,AAR-POS-0daf6b7e-26,ZFJGRVQFTNBLRP
AAR-POS-0daf6b7e-27,c1cnc(N2CCC3(CCOC3)C2)cn1,AAR-POS-0daf6b7e-27,ITTBXBSSJHVWJS-UHFFFAOYSA-N,AAR-POS-0daf6b7e-27,ITTBXBSSJHVWJS
AAR-POS-0daf6b7e-28,c1ccc(SCCN2CCOCC2)cc1,AAR-POS-0daf6b7e-28,QDTNFZGZGSMNCU-UHFFFAOYSA-N,AAR-POS-0daf6b7e-28,QDTNFZGZGSMNCU
AAR-POS-0daf6b7e-29,Clc1cccc(CN2CCOCC2)c1,AAR-POS-0daf6b7e-29,NWMZWMSJQLEJTG-UHFFFAOYSA-N,AAR-POS-0daf6b7e-29,NWMZWMSJQLEJTG
AAR-POS-0daf6b7e-3,Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c1,WAR-XCH-79d12f6e-6,YKYWKHQEHNHAJT-UHFFFAOYSA-N,AAR-POS-0daf6b7e-3,YKYWKHQEHNHAJT
AAR-POS-0daf6b7e-30,OCC1CN(Cc2ccccc2)CCO1,AAR-POS-0daf6b7e-30,WQNIKIMRIXHNFF-UHFFFAOYSA-N,AAR-POS-0daf6b7e-30,WQNIKIMRIXHNFF
AAR-POS-0daf6b7e-31,COC(=O)c1cccc(NS(C)(=O)=O)c1,MAK-UNK-6435e6c2-7,UQIOKJVVJMHUTP-UHFFFAOYSA-N,AAR-POS-0daf6b7e-31,UQIOKJVVJMHUTP
AAR-POS-0daf6b7e-32,NC(=O)C1CCN(C(=O)Nc2ccccc2)CC1,AAR-POS-0daf6b7e-32,OSBGPHZLIBZPGJ-UHFFFAOYSA-N,AAR-POS-0daf6b7e-32,OSBGPHZLIBZPGJ
AAR-POS-0daf6b7e-33,CC(=O)Nc1ccc(Oc2ncccn2)cc1,AAR-POS-0daf6b7e-33,DXVKZDBYLFVMFB-UHFFFAOYSA-N,AAR-POS-0daf6b7e-33,DXVKZDBYLFVMFB
AAR-POS-0daf6b7e-34,CCNCc1cn(C)nn1,AAR-POS-0daf6b7e-34,LOLVREZTZUWBEQ-UHFFFAOYSA-N,AAR-POS-0daf6b7e-34,LOLVREZTZUWBEQ
AAR-POS-0daf6b7e-35,COC(=O)Nc1sc(C)nc1-c1ccccc1,AAR-POS-0daf6b7e-35,WVXKXRCDQRXTDH-UHFFFAOYSA-N,AAR-POS-0daf6b7e-35,WVXKXRCDQRXTDH
AAR-POS-0daf6b7e-36,Fc1cccc(CNCc2ccco2)c1,AAR-POS-0daf6b7e-36,AFHNQIFVWMDQAM-UHFFFAOYSA-N,AAR-POS-0daf6b7e-36,AFHNQIFVWMDQAM
AAR-POS-0daf6b7e-37,Oc1ccccn1,AAR-POS-0daf6b7e-37,UBQKCCHYAOITMY-UHFFFAOYSA-N,AAR-POS-0daf6b7e-37,UBQKCCHYAOITMY
AAR-POS-0daf6b7e-38,CC1CN(C(=O)Cn2cccn2)CCO1,AAR-POS-0daf6b7e-38,YJMLTHJLDUBVIC-UHFFFAOYSA-N,AAR-POS-0daf6b7e-38,YJMLTHJLDUBVIC
AAR-POS-0daf6b7e-39,CS(=O)(=O)Cc1nc2ccccc2[nH]1,AAR-POS-0daf6b7e-39,WCWTYTQSZZWNEW-UHFFFAOYSA-N,AAR-POS-0daf6b7e-39,WCWTYTQSZZWNEW
AAR-POS-0daf6b7e-4,COc1cccc2sc(NC(=O)CCl)nc12,AAR-POS-0daf6b7e-4,ASXAPLGADHCULA-UHFFFAOYSA-N,AAR-POS-0daf6b7e-4,ASXAPLGADHCULA
AAR-POS-0daf6b7e-40,CC(C)N(C)c1ncnc2c1cnn2C,AAR-POS-0daf6b7e-40,ACQZDWVVKAKBAO-UHFFFAOYSA-N,AAR-POS-0daf6b7e-40,ACQZDWVVKAKBAO
AAR-POS-0daf6b7e-41,NC(=O)c1ccc(NC(=O)[C@@H]2CCCO2)cc1,AAR-POS-0daf6b7e-41,FSZYBIFIACXSAG-JTQLQIEISA-N,AAR-POS-0daf6b7e-41,FSZYBIFIACXSAG
AAR-POS-0daf6b7e-42,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,AAR-POS-0daf6b7e-42,GECHUMIMRBOMGK-UHFFFAOYSA-N,AAR-POS-0daf6b7e-42,GECHUMIMRBOMGK
AAR-POS-0daf6b7e-43,O=C(c1ccc2c(c1)OCO2)N1CCCCCC1,AAR-POS-0daf6b7e-43,ABPXISKFLMGPJG-UHFFFAOYSA-N,AAR-POS-0daf6b7e-43,ABPXISKFLMGPJG
AAR-POS-0daf6b7e-44,CN1CCN(C(=O)Nc2ccccc2)CC1,AAR-POS-0daf6b7e-44,SXNAOFHNRSEHNL-UHFFFAOYSA-N,AAR-POS-0daf6b7e-44,SXNAOFHNRSEHNL
AAR-POS-0daf6b7e-45,CC(=O)NCc1ccc(S(N)(=O)=O)cc1,AAR-POS-0daf6b7e-45,AHQONKCJXWTTOW-UHFFFAOYSA-N,AAR-POS-0daf6b7e-45,AHQONKCJXWTTOW
AAR-POS-0daf6b7e-46,Cc1cc(F)ccc1CS(N)(=O)=O,AAR-POS-0daf6b7e-46,NSTXYAFVZNXQTB-UHFFFAOYSA-N,AAR-POS-0daf6b7e-46,NSTXYAFVZNXQTB
AAR-POS-0daf6b7e-5,O=C(NC1CCN(C(=O)CCl)CC1)c1ccccc1,AAR-POS-0daf6b7e-5,WDBJHBRZTKCLOZ-UHFFFAOYSA-N,AAR-POS-0daf6b7e-5,WDBJHBRZTKCLOZ
AAR-POS-0daf6b7e-6,O=C(Nc1ccccc1O)C1CCN(C(=O)CCl)CC1,AAR-POS-0daf6b7e-6,XWNLXNYFCIPPIA-UHFFFAOYSA-N,AAR-POS-0daf6b7e-6,XWNLXNYFCIPPIA
AAR-POS-0daf6b7e-7,Cc1ccc(N(C(=O)CCl)C2C=CS(=O)(=O)C2)cc1,AAR-POS-0daf6b7e-7,JZSGIOBCCHCOBI-UHFFFAOYSA-N,AAR-POS-0daf6b7e-7,JZSGIOBCCHCOBI
AAR-POS-0daf6b7e-8,O=C(CCl)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1,AAR-POS-0daf6b7e-8,WTGCGIBZJUIOAK-UHFFFAOYSA-N,AAR-POS-0daf6b7e-8,WTGCGIBZJUIOAK
AAR-POS-0daf6b7e-9,O=C(CCl)N1CCC(C(=O)N2CCCCC2)CC1,VIR-GIT-7b3d3065-2,GDTRQGLQEYJMMM-UHFFFAOYSA-N,AAR-POS-0daf6b7e-9,GDTRQGLQEYJMMM
AAR-POS-5507155c-1,CS(=O)(=O)c1ccc(N2CCNCC2)cc1,AAR-POS-5507155c-1,KNQFDOLIXOOIGX-UHFFFAOYSA-N,AAR-POS-5507155c-1,KNQFDOLIXOOIGX
AAR-POS-5507155c-2,COc1ccc(NC(=O)C2CCN(C(=O)CCl)CC2)cn1,AAR-POS-5507155c-2,BZYLHONXOLYOCV-UHFFFAOYSA-N,AAR-POS-5507155c-2,BZYLHONXOLYOCV
AAR-POS-5507155c-3,N=C(S)c1ncccn1,AAR-POS-5507155c-3,QAUHVPUYFSGVME-UHFFFAOYSA-N,AAR-POS-5507155c-3,QAUHVPUYFSGVME
AAR-POS-5507155c-4,N=C(S)c1ncc[nH]1,AAR-POS-5507155c-4,JYLLSRXJCBEPFX-UHFFFAOYSA-N,AAR-POS-5507155c-4,JYLLSRXJCBEPFX
AAR-POS-8a4e0f60-1,CCN(Cc1cccc(-c2ccncc2)c1)C(=O)Cn1nnc2ccccc21,AAR-POS-8a4e0f60-1,FWIIXEUDIUGFOZ-UHFFFAOYSA-N,AAR-POS-8a4e0f60-1,FWIIXEUDIUGFOZ
AAR-POS-8a4e0f60-10,O=C(Cn1nnc2ccccc21)NCc1ccc(Oc2cccnc2)c(F)c1,AAR-POS-8a4e0f60-10,RSMVOBNBNAZHPF-UHFFFAOYSA-N,AAR-POS-8a4e0f60-10,RSMVOBNBNAZHPF
AAR-POS-8a4e0f60-11,CN(Cc1nnc2ccccn12)C(=O)N(Cc1cccs1)c1ccc(Br)cc1,AAR-POS-8a4e0f60-11,HKZCFQAEZVWSMH-UHFFFAOYSA-N,AAR-POS-8a4e0f60-11,HKZCFQAEZVWSMH
AAR-POS-8a4e0f60-2,CCN(Cc1cccc(-c2ccncc2)c1)C(=O)Cc1noc2ccccc12,AAR-POS-8a4e0f60-2,FQXPIVGUFIYTGI-UHFFFAOYSA-N,AAR-POS-8a4e0f60-2,FQXPIVGUFIYTGI
AAR-POS-8a4e0f60-3,O=C(NCc1noc2ccccc12)N(Cc1cccs1)c1ccc(F)cc1,AAR-POS-8a4e0f60-3,RNDAYYYVBFTUSF-UHFFFAOYSA-N,AAR-POS-8a4e0f60-3,RNDAYYYVBFTUSF
AAR-POS-8a4e0f60-4,CCOCC(=O)NCc1ccc(CNC(=O)Cn2nnc3ccccc32)cc1,AAR-POS-8a4e0f60-4,YBNLBZBGJJODNP-UHFFFAOYSA-N,AAR-POS-8a4e0f60-4,YBNLBZBGJJODNP
AAR-POS-8a4e0f60-5,COc1ccccc1C(CNC(=O)Cn1nnc2ccccc21)NC(=O)CNc1nccs1,AAR-POS-8a4e0f60-5,PVSVQJSPOPDWDO-UHFFFAOYSA-N,AAR-POS-8a4e0f60-5,PVSVQJSPOPDWDO
AAR-POS-8a4e0f60-6,COc1cc(OC)cc(Oc2ccc(CNC(=O)Cn3nnc4ccccc43)cc2)c1,AAR-POS-8a4e0f60-6,BYBQPUFVUROFBL-UHFFFAOYSA-N,AAR-POS-8a4e0f60-6,BYBQPUFVUROFBL
AAR-POS-8a4e0f60-7,CN(C(=O)Cn1nnc2ccccc21)c1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,AAR-POS-8a4e0f60-7,AUTHSSKYCIITDF-UHFFFAOYSA-N,AAR-POS-8a4e0f60-7,AUTHSSKYCIITDF
AAR-POS-8a4e0f60-8,CN(Cc1ccc(OCc2cccs2)cc1)C(=O)Cn1nnc2ccccc21,AAR-POS-8a4e0f60-8,PVFDLBWOKRGUPI-UHFFFAOYSA-N,AAR-POS-8a4e0f60-8,PVFDLBWOKRGUPI
AAR-POS-8a4e0f60-9,CN(C(=O)Cc1noc2ccccc12)c1ccc(NC(=O)OC(C)(C)C)cc1,AAR-POS-8a4e0f60-9,PLAOOBDLLHJNQY-UHFFFAOYSA-N,AAR-POS-8a4e0f60-9,PLAOOBDLLHJNQY
AAR-POS-90191df4-1,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,AAR-POS-90191df4-1,SRVFFFJZQVENJC-IHRRRGAJSA-N,AAR-POS-90191df4-1,SRVFFFJZQVENJC
AAR-POS-ac4b8cb8-1,CC(C)CCNC(=O)C(CC(C)C)NC(=O)C1OC1C(=O)O,AAR-POS-ac4b8cb8-1,SCMSYZJDIQPSDI-UHFFFAOYSA-N,AAR-POS-ac4b8cb8-1,SCMSYZJDIQPSDI
AAR-POS-d2a4d1df-1,CS(=O)(=O)NCCc1ccccc1,AAR-POS-d2a4d1df-1,JGDDFCYMSLNOGJ-UHFFFAOYSA-N,AAR-POS-d2a4d1df-1,JGDDFCYMSLNOGJ
AAR-POS-d2a4d1df-10,O=C(NCCc1ccncc1)c1ccccc1F,AAR-POS-d2a4d1df-10,HQJMILNSKHZGJL-UHFFFAOYSA-N,AAR-POS-d2a4d1df-10,HQJMILNSKHZGJL
AAR-POS-d2a4d1df-11,O=C(Nc1ccccc1)Nc1cccnc1,AAR-POS-d2a4d1df-11,WBKYYDBHEGTTON-UHFFFAOYSA-N,AAR-POS-d2a4d1df-11,WBKYYDBHEGTTON
AAR-POS-d2a4d1df-12,O=C(NCCc1ccncc1)NC1CCCCC1,AAR-POS-d2a4d1df-12,XUPGANVQJLTRNJ-UHFFFAOYSA-N,AAR-POS-d2a4d1df-12,XUPGANVQJLTRNJ
AAR-POS-d2a4d1df-13,O=C(CC1CCCCC1)Nc1cccnc1,ALE-HEI-f28a35b5-9,SIURWXONEBYXJD-UHFFFAOYSA-N,AAR-POS-d2a4d1df-13,SIURWXONEBYXJD
AAR-POS-d2a4d1df-14,NC(=O)[C@H]1CCC[C@H]1c1ccsc1,AAR-POS-d2a4d1df-14,GQGCCJATUDDTKK-IUCAKERBSA-N,AAR-POS-d2a4d1df-14,GQGCCJATUDDTKK
AAR-POS-d2a4d1df-15,NS(=O)(=O)c1ccc(Br)cc1,AAR-POS-d2a4d1df-15,STYQHICBPYRHQK-UHFFFAOYSA-N,AAR-POS-d2a4d1df-15,STYQHICBPYRHQK
AAR-POS-d2a4d1df-16,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NCC#CBr,AAR-POS-d2a4d1df-16,NITJFOXRSHCWBE-UHFFFAOYSA-N,AAR-POS-d2a4d1df-16,NITJFOXRSHCWBE
AAR-POS-d2a4d1df-17,CCC(=N)N,AAR-POS-d2a4d1df-17,GNFWGDKKNWGGJY-UHFFFAOYSA-N,AAR-POS-d2a4d1df-17,GNFWGDKKNWGGJY
AAR-POS-d2a4d1df-18,Nc1cncnc1,AAR-POS-d2a4d1df-18,FVLAYJRLBLHIPV-UHFFFAOYSA-N,AAR-POS-d2a4d1df-18,FVLAYJRLBLHIPV
AAR-POS-d2a4d1df-19,N#Cc1ccc(N2CCCOCC2)cn1,AAR-POS-d2a4d1df-19,QPJKHSFVBDONPD-UHFFFAOYSA-N,AAR-POS-d2a4d1df-19,QPJKHSFVBDONPD
AAR-POS-d2a4d1df-2,CC(=O)NCCc1c[nH]c2ccc(F)cc12,AAR-POS-d2a4d1df-2,UDLASALUJLTGJV-UHFFFAOYSA-N,AAR-POS-d2a4d1df-2,UDLASALUJLTGJV
AAR-POS-d2a4d1df-20,CN1CCN(C(=O)Cc2c[nH]c3ncccc23)CC1,AAR-POS-d2a4d1df-20,XAAUHRXDRLNFFL-UHFFFAOYSA-N,AAR-POS-d2a4d1df-20,XAAUHRXDRLNFFL
AAR-POS-d2a4d1df-21,N#Cc1ccc(CNC(=O)N2CCOCC2)cc1,AAR-POS-d2a4d1df-21,ZXWAHHRBFVCEAR-UHFFFAOYSA-N,AAR-POS-d2a4d1df-21,ZXWAHHRBFVCEAR
AAR-POS-d2a4d1df-22,O=C(CCl)N1CCN(S(=O)(=O)c2cccs2)CC1,LON-WEI-8f408cad-3,LZJFXMUXSZGUNF-UHFFFAOYSA-N,AAR-POS-d2a4d1df-22,LZJFXMUXSZGUNF
AAR-POS-d2a4d1df-23,O=C(CCl)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,LON-WEI-8f408cad-4,KOZXPZQYHAJRLQ-UHFFFAOYSA-N,AAR-POS-d2a4d1df-23,KOZXPZQYHAJRLQ
AAR-POS-d2a4d1df-24,Cc1cccc(CN2CCN(C(=O)CCl)CC2)c1,AAR-POS-d2a4d1df-24,DVBSBXBABNLMIS-UHFFFAOYSA-N,AAR-POS-d2a4d1df-24,DVBSBXBABNLMIS
AAR-POS-d2a4d1df-25,Cc1ccc(C(=O)N2CCN(C(=O)CCl)CC2)cc1,AAR-POS-d2a4d1df-25,GARLRMKODKBWNN-UHFFFAOYSA-N,AAR-POS-d2a4d1df-25,GARLRMKODKBWNN
AAR-POS-d2a4d1df-26,O=C(CCl)NNC(=O)c1cc2c(s1)CCCC2,AAR-POS-d2a4d1df-26,XZURWSYIMFOIRG-UHFFFAOYSA-N,AAR-POS-d2a4d1df-26,XZURWSYIMFOIRG
AAR-POS-d2a4d1df-27,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)CC2)cc1,AAR-POS-d2a4d1df-27,VXKRRLAIQCSGHI-UHFFFAOYSA-N,AAR-POS-d2a4d1df-27,VXKRRLAIQCSGHI
AAR-POS-d2a4d1df-28,O=C(CCl)N1CCN(c2ccccc2[N+](=O)[O-])CC1,AAR-POS-d2a4d1df-28,GYHGZSZBIKGXFR-UHFFFAOYSA-N,AAR-POS-d2a4d1df-28,GYHGZSZBIKGXFR
AAR-POS-d2a4d1df-29,O=C(CCl)N1CCN(C(=O)c2ccco2)CC1,AAR-POS-d2a4d1df-29,IQJDVCLXAFDOBI-UHFFFAOYSA-N,AAR-POS-d2a4d1df-29,IQJDVCLXAFDOBI
AAR-POS-d2a4d1df-3,CC(=O)Nc1cnccc1C,MAK-UNK-6435e6c2-8,WRPYDRDMRXJIJA-UHFFFAOYSA-N,AAR-POS-d2a4d1df-3,WRPYDRDMRXJIJA
AAR-POS-d2a4d1df-30,O=C(CCl)N1CCCC(c2nc3ccccc3s2)C1,AAR-POS-d2a4d1df-30,BVZLASNMUXIEKD-UHFFFAOYSA-N,AAR-POS-d2a4d1df-30,BVZLASNMUXIEKD
AAR-POS-d2a4d1df-31,O=C(CCl)NCc1ccc2c(c1)OCO2,AAR-POS-d2a4d1df-31,PLXGAUGZSOPIIG-UHFFFAOYSA-N,AAR-POS-d2a4d1df-31,PLXGAUGZSOPIIG
AAR-POS-d2a4d1df-32,O=C(CCl)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,LON-WEI-8f408cad-2,KNPLACWNGKQKQV-UHFFFAOYSA-N,AAR-POS-d2a4d1df-32,KNPLACWNGKQKQV
AAR-POS-d2a4d1df-33,O=C(CCl)N1CCOC(c2ccc(F)cc2)C1,AAR-POS-d2a4d1df-33,WYWAGVSOZFMDHC-UHFFFAOYSA-N,AAR-POS-d2a4d1df-33,WYWAGVSOZFMDHC
AAR-POS-d2a4d1df-34,O=C(CCl)N1CCN(S(=O)(=O)c2ccccc2F)CC1,AAR-POS-d2a4d1df-34,GRQUYYHAXFLTMJ-UHFFFAOYSA-N,AAR-POS-d2a4d1df-34,GRQUYYHAXFLTMJ
AAR-POS-d2a4d1df-35,O=C(CCl)N1CCN(Cc2cccc(Cl)c2)CC1,MED-COV-4280ac29-16,ZMKLMLZZCDRNGW-UHFFFAOYSA-N,AAR-POS-d2a4d1df-35,ZMKLMLZZCDRNGW
AAR-POS-d2a4d1df-36,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c(C)c1,AAR-POS-d2a4d1df-36,OZQJDRSVQWLSCY-UHFFFAOYSA-N,AAR-POS-d2a4d1df-36,OZQJDRSVQWLSCY
AAR-POS-d2a4d1df-37,N#Cc1ccccc1S(=O)(=O)N1CCN(C(=O)CCl)CC1,AAR-POS-d2a4d1df-37,HKTJYSFJMYFISF-UHFFFAOYSA-N,AAR-POS-d2a4d1df-37,HKTJYSFJMYFISF
AAR-POS-d2a4d1df-38,O=C(CCl)Nc1cccc(C(=O)N2CCSCC2)c1,AAR-POS-d2a4d1df-38,RHBIDVWBWSYYGD-UHFFFAOYSA-N,AAR-POS-d2a4d1df-38,RHBIDVWBWSYYGD
AAR-POS-d2a4d1df-39,CC(NC(=O)CCl)c1cccc2ccccc12,AAR-POS-d2a4d1df-39,FACKLPCSVDLOKS-UHFFFAOYSA-N,AAR-POS-d2a4d1df-39,FACKLPCSVDLOKS
AAR-POS-d2a4d1df-4,CN1CCCc2ccc(S(N)(=O)=O)cc21,AAR-POS-d2a4d1df-4,OUJFDUTZTPBMDN-UHFFFAOYSA-N,AAR-POS-d2a4d1df-4,OUJFDUTZTPBMDN
AAR-POS-d2a4d1df-40,O=C(CCl)N1CCN(Cc2cccc3ccccc23)CC1,MED-COV-4280ac29-31,OXJKQVHSPFERIM-UHFFFAOYSA-N,AAR-POS-d2a4d1df-40,OXJKQVHSPFERIM
AAR-POS-d2a4d1df-41,Cc1ccccc1CN1CCCN(C(=O)CCl)CC1,AAR-POS-d2a4d1df-41,ZYVSHUVXTPVGKM-UHFFFAOYSA-N,AAR-POS-d2a4d1df-41,ZYVSHUVXTPVGKM
AAR-POS-d2a4d1df-42,CC(=O)N[C@H](C(=O)NCC#CBr)[C@H](C)O,AAR-POS-d2a4d1df-42,SIRSAFRQGFHXKG-XPUUQOCRSA-N,AAR-POS-d2a4d1df-42,SIRSAFRQGFHXKG
AAR-POS-d2a4d1df-43,CC(=O)NC(CC(N)=O)C(=O)NCC#CBr,AAR-POS-d2a4d1df-43,JMTFRQZEUVQLRL-UHFFFAOYSA-N,AAR-POS-d2a4d1df-43,JMTFRQZEUVQLRL
AAR-POS-d2a4d1df-44,O=C(CCl)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,AAR-POS-d2a4d1df-44,MNOHBZYZOODNAZ-UHFFFAOYSA-N,AAR-POS-d2a4d1df-44,MNOHBZYZOODNAZ
AAR-POS-d2a4d1df-5,CCNc1ccc(C#N)cn1,AAR-POS-d2a4d1df-5,MVJDUNKELBBNKM-UHFFFAOYSA-N,AAR-POS-d2a4d1df-5,MVJDUNKELBBNKM
AAR-POS-d2a4d1df-6,Cc1ccc(OCC(=O)N2CCN(C)CC2)cc1,AAR-POS-d2a4d1df-6,GIIIJZOPGUFGBF-UHFFFAOYSA-N,AAR-POS-d2a4d1df-6,GIIIJZOPGUFGBF
AAR-POS-d2a4d1df-7,OC1CCN(Cc2ccsc2)CC1,AAR-POS-d2a4d1df-7,JQJVNJKLFUBEBG-UHFFFAOYSA-N,AAR-POS-d2a4d1df-7,JQJVNJKLFUBEBG
AAR-POS-d2a4d1df-8,Cc1nnc(CN2CCC=C(F)C2)s1,AAR-POS-d2a4d1df-8,WRJUIVWNZADJJL-UHFFFAOYSA-N,AAR-POS-d2a4d1df-8,WRJUIVWNZADJJL
AAR-POS-d2a4d1df-9,Cc1cc(CN(C)C(=O)NC2CC2)no1,AAR-POS-d2a4d1df-9,QKUCRJSBLDVNFL-UHFFFAOYSA-N,AAR-POS-d2a4d1df-9,QKUCRJSBLDVNFL
AAR-POS-dddeddbf-1,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O,AAR-POS-dddeddbf-1,KGZUHYIHYBDNLC-UHFFFAOYSA-N,AAR-POS-ddd-1,KGZUHYIHYBDNLC
AAR-POS-dddeddbf-2,Cc1cc(S(=O)(=O)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(Cl)cc1Cl,AAR-POS-dddeddbf-2,INAZPZCJNPPHGV-UHFFFAOYSA-N,AAR-POS-ddd-2,INAZPZCJNPPHGV
AAR-POS-dddeddbf-3,Nc1ncc(S(=O)(=O)c2ccc(Cl)cc2)c(N)n1,AAR-POS-dddeddbf-3,RPPFHWBHHCJZJS-UHFFFAOYSA-N,AAR-POS-ddd-3,RPPFHWBHHCJZJS
AAR-POS-dddeddbf-4,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,AAR-POS-dddeddbf-4,YQNQNVDNTFHQSW-UHFFFAOYSA-N,AAR-POS-ddd-4,YQNQNVDNTFHQSW
AAR-POS-dddeddbf-5,C[C@@H]1CS/C(=N\NC(=O)C(=O)C(NC(=O)C2CCCCCC2)C2CCOCC2)N1C,MAT-POS-bfefc3ea-1,BTZCSXIUAFVRTE-LHMVCHPVSA-N,AAR-POS-ddd-5,BTZCSXIUAFVRTE
