CID,SMILES,canonical_CID,inchikey,old_CID,short_inchikey
AVI-UNI-c9bf710f-1,O=C(Cl)N1CCN(Cc2cccc(Cl)c2)CC(c2cc(O)ccc2O)C1,AVI-UNI-c9bf710f-1,CSAQQZLGTSGSHP-UHFFFAOYSA-N,AVI-UNI-c9b-1,CSAQQZLGTSGSHP
AVI-UNI-c9bf710f-2,O=C(Cl)N1CCN(Cc2cc(O)ccc2O)CC(c2cc(O)ccc2O)C1,AVI-UNI-c9bf710f-2,HWBPEMZEWDOVQB-UHFFFAOYSA-N,AVI-UNI-c9b-2,HWBPEMZEWDOVQB
AVI-UNI-cf069e49-1,CN1CCn2c(cc(C3=CC(=O)CO3)c(-c3coc4ncccc34)c2=O)C1,AVI-UNI-cf069e49-1,CESJNUPSAOUFIH-UHFFFAOYSA-N,AVI-UNI-cf0-1,CESJNUPSAOUFIH
AVI-UNI-cf069e49-2,CN1Cc2cc(C3=CC(=O)CO3)c(-c3coc4ncccc34)c(=O)n2CC1C1CCNC(=O)C1,AVI-UNI-cf069e49-2,AWDJNSSHAFVWIT-UHFFFAOYSA-N,AVI-UNI-cf0-2,AWDJNSSHAFVWIT
BAR-COM-0f94fc3d-1,CN(C(=O)c1ccc(Cl)c(NC(=O)Cn2cc(Br)ccc2=O)c1)c1ccccc1,BAR-COM-0f94fc3d-1,SHCFNXJSEKFGGX-UHFFFAOYSA-N,BAR-COM-0f94fc3d-1,SHCFNXJSEKFGGX
BAR-COM-0f94fc3d-10,CCN(CC)c1ccc(CNC(=O)Nn2cnc3ccccc32)cc1,BAR-COM-0f94fc3d-10,CLFSKFUPSWXBBQ-UHFFFAOYSA-N,BAR-COM-0f94fc3d-10,CLFSKFUPSWXBBQ
BAR-COM-0f94fc3d-11,Cc1ccncc1CC(=O)NCc1ccc2c(c1)CN(C(=O)C(C)(C)F)C2,BAR-COM-0f94fc3d-11,PVMAIEQJMYQIIA-UHFFFAOYSA-N,BAR-COM-0f94fc3d-11,PVMAIEQJMYQIIA
BAR-COM-0f94fc3d-12,O=C(Cc1cc(Cl)cc(Cl)c1)Nn1cnc2ccccc21,BAR-COM-0f94fc3d-12,KKYZTWFYSBIPMO-UHFFFAOYSA-N,BAR-COM-0f94fc3d-12,KKYZTWFYSBIPMO
BAR-COM-0f94fc3d-13,Cc1ccc(O)cc1NC(=O)C(C)(C)c1cccc(F)c1,BAR-COM-0f94fc3d-13,BZTCVRDPKOEBLK-UHFFFAOYSA-N,BAR-COM-0f94fc3d-13,BZTCVRDPKOEBLK
BAR-COM-0f94fc3d-14,Cc1cn(CC(=O)Nc2cncc(Cl)c2Cl)c2ccccc12,BAR-COM-0f94fc3d-14,JBBGBAURFLNBFU-UHFFFAOYSA-N,BAR-COM-0f94fc3d-14,JBBGBAURFLNBFU
BAR-COM-0f94fc3d-15,O=C(Cn1ccc2ccc(F)cc21)Nc1cncc(Cl)c1Cl,BAR-COM-0f94fc3d-15,SUSXNSYTBRPGQU-UHFFFAOYSA-N,BAR-COM-0f94fc3d-15,SUSXNSYTBRPGQU
BAR-COM-0f94fc3d-16,Cc1ccnn1CC(=O)NC(C#N)c1ccc(Cl)c(Cl)c1,BAR-COM-0f94fc3d-16,MOSRMVRLALNQHL-UHFFFAOYSA-N,BAR-COM-0f94fc3d-16,MOSRMVRLALNQHL
BAR-COM-0f94fc3d-17,COc1ccc2c(c1)C(C(=O)Nc1c(F)ccnc1F)CCC2,BAR-COM-0f94fc3d-17,PAXRBIZRZQEYMM-UHFFFAOYSA-N,BAR-COM-0f94fc3d-17,PAXRBIZRZQEYMM
BAR-COM-0f94fc3d-18,Cc1ccncc1NC(=O)Cn1ccc2ccc(F)cc21,BAR-COM-0f94fc3d-18,FTEMSYPIGWJMTH-UHFFFAOYSA-N,BAR-COM-0f94fc3d-18,FTEMSYPIGWJMTH
BAR-COM-0f94fc3d-19,COc1cccc(C(O)C(=O)Nc2cnccc2C)c1,BAR-COM-0f94fc3d-19,PHSSJHQUAYSLLG-UHFFFAOYSA-N,BAR-COM-0f94fc3d-19,PHSSJHQUAYSLLG
BAR-COM-0f94fc3d-2,Cn1cncc1C1NC(=O)N(c2cc(F)cc(N3CCOCC3)c2)C1=O,BAR-COM-0f94fc3d-2,LCRFZIBEQSQAKZ-UHFFFAOYSA-N,BAR-COM-0f94fc3d-2,LCRFZIBEQSQAKZ
BAR-COM-0f94fc3d-20,Cc1cnn(-c2ccncc2NC(=O)Cn2cc(C)c3ccccc32)c1,BAR-COM-0f94fc3d-20,LHIBGELRLYWSOP-UHFFFAOYSA-N,BAR-COM-0f94fc3d-20,LHIBGELRLYWSOP
BAR-COM-0f94fc3d-21,Cc1ccncc1C(=O)NCc1ccc2c(c1)CN(C(C)C(=O)NC(C)(C)C)C2,BAR-COM-0f94fc3d-21,KMPKOIGXAGKBBD-UHFFFAOYSA-N,BAR-COM-0f94fc3d-21,KMPKOIGXAGKBBD
BAR-COM-0f94fc3d-22,O=C(Cc1c[nH]c2cccc(Cl)c12)Nc1c(F)ccnc1F,BAR-COM-0f94fc3d-22,PXBIQPUSXGNDJQ-UHFFFAOYSA-N,BAR-COM-0f94fc3d-22,PXBIQPUSXGNDJQ
BAR-COM-0f94fc3d-23,COc1ccncc1NC(=O)C(O)c1cccc(Br)c1,BAR-COM-0f94fc3d-23,SXIRQVINYJTTGB-UHFFFAOYSA-N,BAR-COM-0f94fc3d-23,SXIRQVINYJTTGB
BAR-COM-0f94fc3d-24,O=C(Nn1cnc2ccccc21)C(F)(F)c1cccc(Cl)c1,BAR-COM-0f94fc3d-24,DOTLEZVJVPRCMP-UHFFFAOYSA-N,BAR-COM-0f94fc3d-24,DOTLEZVJVPRCMP
BAR-COM-0f94fc3d-25,Cc1ccncc1NC(=O)C1(c2cccc(Cl)c2)CC(=O)C1,BAR-COM-0f94fc3d-25,NYGOHBKHNOCJCL-UHFFFAOYSA-N,BAR-COM-0f94fc3d-25,NYGOHBKHNOCJCL
BAR-COM-0f94fc3d-26,Cc1ccc(N2CCOC2=O)cc1NC(=O)Cc1cnccc1Cl,BAR-COM-0f94fc3d-26,AECFADKFXQUPBE-UHFFFAOYSA-N,BAR-COM-0f94fc3d-26,AECFADKFXQUPBE
BAR-COM-0f94fc3d-27,O=C(Cn1ccc2ccc(Cl)cc21)Nc1cccnc1F,BAR-COM-0f94fc3d-27,MKQFADUNDKFPQS-UHFFFAOYSA-N,BAR-COM-0f94fc3d-27,MKQFADUNDKFPQS
BAR-COM-0f94fc3d-28,Cc1ccncc1NC(=O)Cc1cc(Cl)c2c(c1)OCCO2,BAR-COM-0f94fc3d-28,ZWQDZVNSWMLFMJ-UHFFFAOYSA-N,BAR-COM-0f94fc3d-28,ZWQDZVNSWMLFMJ
BAR-COM-0f94fc3d-29,O=C(NC1CCOc2ccc(Br)cc21)Nn1cnc2ccccc21,BAR-COM-0f94fc3d-29,RPJKYSUSSHDBNI-UHFFFAOYSA-N,BAR-COM-0f94fc3d-29,RPJKYSUSSHDBNI
BAR-COM-0f94fc3d-3,COCC(NC(=O)CC1C(=O)Nc2ccc(F)cc21)c1cccc(Br)c1,BAR-COM-0f94fc3d-3,HRBNXNLHEPAYDR-UHFFFAOYSA-N,BAR-COM-0f94fc3d-3,HRBNXNLHEPAYDR
BAR-COM-0f94fc3d-30,CCC(OC)C(=O)N1Cc2ccc(CNC(=O)c3cnccc3C)cc2C1,BAR-COM-0f94fc3d-30,MFUBUZOCHMLVJH-UHFFFAOYSA-N,BAR-COM-0f94fc3d-30,MFUBUZOCHMLVJH
BAR-COM-0f94fc3d-31,O=C(Nc1cccnc1Cl)NC1CCOc2ccc(F)cc21,BAR-COM-0f94fc3d-31,XGXDFSBYAGNINA-UHFFFAOYSA-N,BAR-COM-0f94fc3d-31,XGXDFSBYAGNINA
BAR-COM-0f94fc3d-32,N#CCOc1cccc(CC(=O)Nn2cnc3ccccc32)c1,BAR-COM-0f94fc3d-32,HONUMDJHPROUMQ-UHFFFAOYSA-N,BAR-COM-0f94fc3d-32,HONUMDJHPROUMQ
BAR-COM-0f94fc3d-33,Cc1ccnc(C)c1NC(=O)NCc1cccc(N2CCOCC2)c1,BAR-COM-0f94fc3d-33,JYDSKZJFZFZYQU-UHFFFAOYSA-N,BAR-COM-0f94fc3d-33,JYDSKZJFZFZYQU
BAR-COM-0f94fc3d-34,COc1ccncc1NC(=O)Cc1cc(F)c(F)cc1F,BAR-COM-0f94fc3d-34,VLSPQMPSZRYXRN-UHFFFAOYSA-N,BAR-COM-0f94fc3d-34,VLSPQMPSZRYXRN
BAR-COM-0f94fc3d-35,Cc1ncncc1NC(=O)C1(c2cc(F)cc(C(F)(F)F)c2)CC1,BAR-COM-0f94fc3d-35,NKADTOLAYAZSHI-UHFFFAOYSA-N,BAR-COM-0f94fc3d-35,NKADTOLAYAZSHI
BAR-COM-0f94fc3d-36,CC(=O)NC(C(=O)Nc1cncnc1N(C)C)c1cccc(Br)c1,BAR-COM-0f94fc3d-36,PGILRCWEWGEYDF-UHFFFAOYSA-N,BAR-COM-0f94fc3d-36,PGILRCWEWGEYDF
BAR-COM-0f94fc3d-37,O=C1CC(C(=O)Nn2cnc3ccccc32)c2cc(Br)ccc2N1,BAR-COM-0f94fc3d-37,PRRWFDPTVXNZHL-UHFFFAOYSA-N,BAR-COM-0f94fc3d-37,PRRWFDPTVXNZHL
BAR-COM-0f94fc3d-38,CCC(O)(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,BAR-COM-0f94fc3d-38,NJXUEBRIEJJDBY-UHFFFAOYSA-N,BAR-COM-0f94fc3d-38,NJXUEBRIEJJDBY
BAR-COM-0f94fc3d-39,COc1ccc2cccc(CC(=O)Nc3c(F)ccnc3F)c2c1,BAR-COM-0f94fc3d-39,FLPPJQHBWYGQBP-UHFFFAOYSA-N,BAR-COM-0f94fc3d-39,FLPPJQHBWYGQBP
BAR-COM-0f94fc3d-4,Cc1ccn(CC(=O)NCc2nccn2CCc2ccccc2)c(=O)c1,BAR-COM-0f94fc3d-4,NNESVZGHZVGGMZ-UHFFFAOYSA-N,BAR-COM-0f94fc3d-4,NNESVZGHZVGGMZ
BAR-COM-0f94fc3d-40,O=C(Cc1cc(Cl)c2c(c1)OCCO2)Nc1cnccc1-c1ccccc1,BAR-COM-0f94fc3d-40,CVLWFKRNRIYXAE-UHFFFAOYSA-N,BAR-COM-0f94fc3d-40,CVLWFKRNRIYXAE
BAR-COM-0f94fc3d-41,Cc1ccncc1NC(=O)Cn1ccc2ccc(Cl)cc21,BAR-COM-0f94fc3d-41,YPZKHKYPLKRQED-UHFFFAOYSA-N,BAR-COM-0f94fc3d-41,YPZKHKYPLKRQED
BAR-COM-0f94fc3d-42,O=C(NCc1cccc(COc2ccccc2)c1)Nn1cnc2ccccc21,BAR-COM-0f94fc3d-42,SFDRAYGQEMUMAU-UHFFFAOYSA-N,BAR-COM-0f94fc3d-42,SFDRAYGQEMUMAU
BAR-COM-0f94fc3d-43,COc1ccc2c(c1)C(C(=O)Nc1cnccc1-n1cccn1)CCC2,BAR-COM-0f94fc3d-43,ZGEFPGVTCKDWHS-UHFFFAOYSA-N,BAR-COM-0f94fc3d-43,ZGEFPGVTCKDWHS
BAR-COM-0f94fc3d-44,COc1ccncc1NC(=O)Cc1csc2ccc(Cl)cc12,BAR-COM-0f94fc3d-44,GTFARUXGMUYJLX-UHFFFAOYSA-N,BAR-COM-0f94fc3d-44,GTFARUXGMUYJLX
BAR-COM-0f94fc3d-45,COc1ccncc1NC(=O)C(C)(C)c1cc(F)cc(C#N)c1,BAR-COM-0f94fc3d-45,LDJAJSUDKNXQAN-UHFFFAOYSA-N,BAR-COM-0f94fc3d-45,LDJAJSUDKNXQAN
BAR-COM-0f94fc3d-46,Cc1ccnc(C)c1NC(=O)C(C)c1ccc(F)c(F)c1,BAR-COM-0f94fc3d-46,IGVADBMFGPEWMX-UHFFFAOYSA-N,BAR-COM-0f94fc3d-46,IGVADBMFGPEWMX
BAR-COM-0f94fc3d-47,Cc1ccc2occ(CC(=O)Nc3cncc4ccccc34)c2c1,BAR-COM-0f94fc3d-47,XQMKELMSVYFDMG-UHFFFAOYSA-N,BAR-COM-0f94fc3d-47,XQMKELMSVYFDMG
BAR-COM-0f94fc3d-48,Cc1ccncc1NC(=O)CN1C(=O)COc2ccc(Cl)cc21,BAR-COM-0f94fc3d-48,SHDRXRMTUQTXFE-UHFFFAOYSA-N,BAR-COM-0f94fc3d-48,SHDRXRMTUQTXFE
BAR-COM-0f94fc3d-49,CSc1ccncc1NC(=O)Cc1ccc2c(c1)CCCC2,BAR-COM-0f94fc3d-49,XMVRQFUXGHAUMX-UHFFFAOYSA-N,BAR-COM-0f94fc3d-49,XMVRQFUXGHAUMX
BAR-COM-0f94fc3d-5,CCC(C)CC(=O)N1CCCC(NC(=O)Cn2c(C)cc(C)nc2=O)CC1,BAR-COM-0f94fc3d-5,XTFOAVZVIGVPIO-UHFFFAOYSA-N,BAR-COM-0f94fc3d-5,XTFOAVZVIGVPIO
BAR-COM-0f94fc3d-50,COc1ccc2c(c1)C(C(=O)Nc1cncnc1C)CCC2,BAR-COM-0f94fc3d-50,VQJOVSZFCMETTF-UHFFFAOYSA-N,BAR-COM-0f94fc3d-50,VQJOVSZFCMETTF
BAR-COM-0f94fc3d-51,CCn1c(=O)n(CC(=O)Nc2c(C)ccnc2C)c2ccccc21,BAR-COM-0f94fc3d-51,GKSAATSXOAGRBV-UHFFFAOYSA-N,BAR-COM-0f94fc3d-51,GKSAATSXOAGRBV
BAR-COM-0f94fc3d-52,CCc1nc2ccccc2n1CC(=O)Nc1c(F)ccnc1F,BAR-COM-0f94fc3d-52,LYYFGQKFXQGJKV-UHFFFAOYSA-N,BAR-COM-0f94fc3d-52,LYYFGQKFXQGJKV
BAR-COM-0f94fc3d-53,CC(NC(=O)Nc1cccc(N2CCCCC2=O)c1)c1ccn[nH]1,BAR-COM-0f94fc3d-53,BHYAKZYMDAAJGN-UHFFFAOYSA-N,BAR-COM-0f94fc3d-53,BHYAKZYMDAAJGN
BAR-COM-0f94fc3d-54,COc1ccncc1NC(=O)Cc1ccc(Cl)c2cccnc12,BAR-COM-0f94fc3d-54,XFYMASLUYCENTB-UHFFFAOYSA-N,BAR-COM-0f94fc3d-54,XFYMASLUYCENTB
BAR-COM-0f94fc3d-55,Cc1c(C(=O)NC(CC(=O)O)c2cccc(Cl)c2)cnc2ccccc12,BAR-COM-0f94fc3d-55,ZTZCICJXMFLHHX-UHFFFAOYSA-N,BAR-COM-0f94fc3d-55,ZTZCICJXMFLHHX
BAR-COM-0f94fc3d-56,Cc1ccnc(CNC(=O)NC(c2cccc(F)c2)c2cccc(Cl)c2)c1,BAR-COM-0f94fc3d-56,JNMNHQAQPGFDFK-UHFFFAOYSA-N,BAR-COM-0f94fc3d-56,JNMNHQAQPGFDFK
BAR-COM-0f94fc3d-57,CCn1cc(CC(=O)Nc2cccnc2F)c2ccccc21,BAR-COM-0f94fc3d-57,PFHZPBFTSUJEIO-UHFFFAOYSA-N,BAR-COM-0f94fc3d-57,PFHZPBFTSUJEIO
BAR-COM-0f94fc3d-58,COc1ccc(Br)cc1C(N)C(=O)Nc1cnccc1C,BAR-COM-0f94fc3d-58,YBRJTZIFZNLYKE-UHFFFAOYSA-N,BAR-COM-0f94fc3d-58,YBRJTZIFZNLYKE
BAR-COM-0f94fc3d-59,CC(=O)Nc1ccncc1NC(=O)C1Cc2ccc(F)cc21,BAR-COM-0f94fc3d-59,OVXVQSQKNSMPOY-UHFFFAOYSA-N,BAR-COM-0f94fc3d-59,OVXVQSQKNSMPOY
BAR-COM-0f94fc3d-6,Cc1ccncc1C(=O)NCc1ccc2c(c1)CN(C(=O)CC(F)(F)F)C2,BAR-COM-0f94fc3d-6,IQGSOGLQNHSBSG-UHFFFAOYSA-N,BAR-COM-0f94fc3d-6,IQGSOGLQNHSBSG
BAR-COM-0f94fc3d-60,COc1ccncc1NC(=O)Cn1ccc2ccc(Br)cc21,BAR-COM-0f94fc3d-60,FHDJYBWQFAMBTN-UHFFFAOYSA-N,BAR-COM-0f94fc3d-60,FHDJYBWQFAMBTN
BAR-COM-0f94fc3d-7,Cc1ccnn1CC(=O)NCC(NC(=O)C(C)C#N)c1ccccc1,BAR-COM-0f94fc3d-7,KRUAQQWTWZRABT-UHFFFAOYSA-N,BAR-COM-0f94fc3d-7,KRUAQQWTWZRABT
BAR-COM-0f94fc3d-8,O=C(NC1CCOc2ccc(F)cc21)Nn1cnc2ccccc21,BAR-COM-0f94fc3d-8,MPNGCHQWSZAODD-UHFFFAOYSA-N,BAR-COM-0f94fc3d-8,MPNGCHQWSZAODD
BAR-COM-0f94fc3d-9,O=C(Nc1cnccc1C(F)(F)F)N1CC(O)CC1c1ccc(F)c(F)c1,BAR-COM-0f94fc3d-9,SMIAOJFWHSWQOI-UHFFFAOYSA-N,BAR-COM-0f94fc3d-9,SMIAOJFWHSWQOI
BAR-COM-21d20d65-1,NC1([C@H](O)CCc2cccc(NC(=O)Nc3cccnc3)c2)CC1,BAR-COM-21d20d65-1,QJOLMCAJIDOSKR-MRXNPFEDSA-N,BAR-COM-21d-1,QJOLMCAJIDOSKR
BAR-COM-21d20d65-2,C[C@]1(CCc2cccc(NC(=O)Nc3cccnc3)c2)NC[C@@H]1O,BAR-COM-21d20d65-2,WENWMVIEVQGBMS-FUHWJXTLSA-N,BAR-COM-21d-2,WENWMVIEVQGBMS
BAR-COM-21d20d65-3,O=C(Nc1cccnc1)Nc1cccc(CCCc2ccc[nH]2)c1,BAR-COM-21d20d65-3,FBVJTGZEKOOWOK-UHFFFAOYSA-N,BAR-COM-21d-3,FBVJTGZEKOOWOK
BAR-COM-21d20d65-4,O=C(Nc1cccnc1)Nc1cccc(CCC2(CO)CC2)c1,BAR-COM-21d20d65-4,YVXHCVSTNOCBHQ-UHFFFAOYSA-N,BAR-COM-21d-4,YVXHCVSTNOCBHQ
BAR-COM-21d20d65-5,Cc1ncc(CCc2cccc(NC(=O)Nc3cccnc3)c2)[nH]1,BAR-COM-21d20d65-5,AHXNDZBFHXVJKK-UHFFFAOYSA-N,BAR-COM-21d-5,AHXNDZBFHXVJKK
BAR-COM-21d20d65-6,CCC[C@](C)(O)CCc1cccc(NC(=O)Nc2cccnc2)c1,BAR-COM-21d20d65-6,GJJPZGJFUKJNOT-IBGZPJMESA-N,BAR-COM-21d-6,GJJPZGJFUKJNOT
BAR-COM-21d20d65-7,N#CC1(CCc2cccc(NC(=O)Nc3cccnc3)c2)CCC1,BAR-COM-21d20d65-7,XMZIGYNLKAVZJS-UHFFFAOYSA-N,BAR-COM-21d-7,XMZIGYNLKAVZJS
BAR-COM-21d20d65-8,CN(CCc1cccc(NC(=O)Nc2cccnc2)c1)C(N)=O,BAR-COM-21d20d65-8,OZHILYALQQXRAC-UHFFFAOYSA-N,BAR-COM-21d-8,OZHILYALQQXRAC
BAR-COM-21d20d65-9,NC(=O)[C@@H](F)CCc1cccc(NC(=O)Nc2cccnc2)c1,BAR-COM-21d20d65-9,CFCGWYBXMUFNJF-AWEZNQCLSA-N,BAR-COM-21d-9,CFCGWYBXMUFNJF
BAR-COM-4e090d3a-1,Cc1ncsc1-c1nc2ccccc2n1CC(=O)Nc1c(-c2cccnc2)nc2ccccn12,BAR-COM-4e090d3a-1,FFUAPMCGVBQRJV-UHFFFAOYSA-N,BAR-COM-4e0-1,FFUAPMCGVBQRJV
BAR-COM-4e090d3a-10,O=C(NCCNc1cccnn1)c1ccccc1NS(=O)(=O)c1cc(F)ccc1F,BAR-COM-4e090d3a-10,IMQNKLSKGIZMJR-UHFFFAOYSA-N,BAR-COM-4e0-10,IMQNKLSKGIZMJR
BAR-COM-4e090d3a-11,O=C(Cc1cncnc1)Nc1cccc(CCCc2ccccc2)c1,BAR-COM-4e090d3a-11,RREDIXSAYQNCSO-UHFFFAOYSA-N,BAR-COM-4e0-11,RREDIXSAYQNCSO
BAR-COM-4e090d3a-12,Cc1ccccc1C(C(=O)NCC(O)Cn1ccnn1)c1ccccc1,BAR-COM-4e090d3a-12,IBICKOFTHFJYRV-UHFFFAOYSA-N,BAR-COM-4e0-12,IBICKOFTHFJYRV
BAR-COM-4e090d3a-13,O=C(Cn1c(-c2cccc(Cl)c2Cl)nc2ccccc21)Nc1ccnnc1,BAR-COM-4e090d3a-13,JLDHNAAYOZVAGE-UHFFFAOYSA-N,BAR-COM-4e0-13,JLDHNAAYOZVAGE
BAR-COM-4e090d3a-14,N#Cc1cnn(-c2ccccc2NC(=O)Cc2ccn[nH]2)c1N,BAR-COM-4e090d3a-14,XNKGLNKFCXKSBJ-UHFFFAOYSA-N,BAR-COM-4e0-14,XNKGLNKFCXKSBJ
BAR-COM-4e090d3a-15,O=C(Cc1cccnc1Cl)Nc1cccc(OCCc2ccccc2)c1,BAR-COM-4e090d3a-15,JAQYPTXGVRHJIA-UHFFFAOYSA-N,BAR-COM-4e0-15,JAQYPTXGVRHJIA
BAR-COM-4e090d3a-16,CCc1nnnn1-c1ccccc1NC(=O)C1(c2cncc(Br)c2)CC1,BAR-COM-4e090d3a-16,NGDLQOURXXAZSJ-UHFFFAOYSA-N,BAR-COM-4e0-16,NGDLQOURXXAZSJ
BAR-COM-4e090d3a-17,CC1CC(C)CN(C(=O)c2ccccc2NC(=O)NCc2ccncn2)C1,BAR-COM-4e090d3a-17,UORMNUFFXAFMJA-UHFFFAOYSA-N,BAR-COM-4e0-17,UORMNUFFXAFMJA
BAR-COM-4e090d3a-18,CC1(C(=O)NCC(NC(=O)CCc2cnn[nH]2)c2ccccc2)CC1,BAR-COM-4e090d3a-18,ICWUJILUVGTZSW-UHFFFAOYSA-N,BAR-COM-4e0-18,ICWUJILUVGTZSW
BAR-COM-4e090d3a-19,O=C(NC(Cc1ccccc1)C(=O)NCc1ccno1)OCc1ccccc1,BAR-COM-4e090d3a-19,UJQHAKDYOSCEPR-UHFFFAOYSA-N,BAR-COM-4e0-19,UJQHAKDYOSCEPR
BAR-COM-4e090d3a-2,Nc1nnnn1-c1cccc(C(=O)Nc2c(-c3cccnc3)nc3ccccn23)c1,BAR-COM-4e090d3a-2,GRGFIQSTJXSRTP-UHFFFAOYSA-N,BAR-COM-4e0-2,GRGFIQSTJXSRTP
BAR-COM-4e090d3a-20,CC(C(=O)Nc1cccc(NC2CCCC2)c1)c1cnccn1,BAR-COM-4e090d3a-20,QYGYEAMVBMYVTI-UHFFFAOYSA-N,BAR-COM-4e0-20,QYGYEAMVBMYVTI
BAR-COM-4e090d3a-21,NC(=O)C1Cc2ccccc2N(CC(=O)Nc2cnccn2)C1,BAR-COM-4e090d3a-21,CUCRMNOIXDVTSN-UHFFFAOYSA-N,BAR-COM-4e0-21,CUCRMNOIXDVTSN
BAR-COM-4e090d3a-22,COc1cc(CNC(=O)Cc2ncc[nH]2)c2ccccc2n1,BAR-COM-4e090d3a-22,DAMJPKTXTQOANR-UHFFFAOYSA-N,BAR-COM-4e0-22,DAMJPKTXTQOANR
BAR-COM-4e090d3a-23,O=C(NCc1cccnn1)Nc1cccc(-c2ncc3n2CCCC3)c1,BAR-COM-4e090d3a-23,NRUSDGGYPCPIPH-UHFFFAOYSA-N,BAR-COM-4e0-23,NRUSDGGYPCPIPH
BAR-COM-4e090d3a-24,CN1CCN(C(=O)c2ccccc2NC(=O)C(O)c2cccnc2)CC1,BAR-COM-4e090d3a-24,RPIDLWFZVOYKBU-UHFFFAOYSA-N,BAR-COM-4e0-24,RPIDLWFZVOYKBU
BAR-COM-4e090d3a-25,O=C(CCc1cnn[nH]1)NC(CNC(=O)C1CCC1)c1ccccc1,BAR-COM-4e090d3a-25,GSKVTCXBWJYLLM-UHFFFAOYSA-N,BAR-COM-4e0-25,GSKVTCXBWJYLLM
BAR-COM-4e090d3a-26,CC(NC(=O)c1ccccc1OC1CCCCC1)c1cnccn1,BAR-COM-4e090d3a-26,JYKNBYKNZKQUPW-UHFFFAOYSA-N,BAR-COM-4e0-26,JYKNBYKNZKQUPW
BAR-COM-4e090d3a-27,CCC(NC(=O)NCc1cnccn1)c1ccccc1OCC(=O)N1CCCC1,BAR-COM-4e090d3a-27,MGAXQOSPQRECMH-UHFFFAOYSA-N,BAR-COM-4e0-27,MGAXQOSPQRECMH
BAR-COM-4e090d3a-28,CC(NC(=O)NC(Cc1nccn1C)c1ccccc1)c1ncco1,BAR-COM-4e090d3a-28,BQENJWUEQXHRAG-UHFFFAOYSA-N,BAR-COM-4e0-28,BQENJWUEQXHRAG
BAR-COM-4e090d3a-29,O=C(NCc1cccnn1)NC(Cc1ccccc1)c1cccs1,BAR-COM-4e090d3a-29,ZHYFBVFDFMLDGG-UHFFFAOYSA-N,BAR-COM-4e0-29,ZHYFBVFDFMLDGG
BAR-COM-4e090d3a-3,Cc1ccccc1CNc1ccccc1NC(=O)C(O)c1cccnc1,BAR-COM-4e090d3a-3,VRCWOBGJNMMAFV-UHFFFAOYSA-N,BAR-COM-4e0-3,VRCWOBGJNMMAFV
BAR-COM-4e090d3a-30,O=C(CCc1cnn[nH]1)NC(Cn1cccn1)c1ccccc1,BAR-COM-4e090d3a-30,XAMFPPWVDKHGQN-UHFFFAOYSA-N,BAR-COM-4e0-30,XAMFPPWVDKHGQN
BAR-COM-4e090d3a-31,CCC(NC(=O)C(C)n1cncn1)c1ccccc1OCC(=O)N1CCCC1,BAR-COM-4e090d3a-31,DMFQEDAGSIPPLU-UHFFFAOYSA-N,BAR-COM-4e0-31,DMFQEDAGSIPPLU
BAR-COM-4e090d3a-32,Cc1cncc(N(Cc2ncc[nH]2)C(=O)Cn2c(-c3scnc3C)nc3ccccc32)c1,BAR-COM-4e090d3a-32,GAXAUADXLWCFNM-UHFFFAOYSA-N,BAR-COM-4e0-32,GAXAUADXLWCFNM
BAR-COM-4e090d3a-33,CSCc1nc2ccccc2n1CC(=O)NC1CCOC1c1ccncc1,BAR-COM-4e090d3a-33,SPUZCVNGYULWCI-UHFFFAOYSA-N,BAR-COM-4e0-33,SPUZCVNGYULWCI
BAR-COM-4e090d3a-34,O=C(NCC(O)Cn1ccnn1)c1ccccc1OC1CCC1,BAR-COM-4e090d3a-34,FLPMWNAIDXEGMI-UHFFFAOYSA-N,BAR-COM-4e0-34,FLPMWNAIDXEGMI
BAR-COM-4e090d3a-35,O=C(Cc1cccnc1Br)Nc1cccc(OCCn2cncn2)c1,BAR-COM-4e090d3a-35,SRJBGVSTQMDETQ-UHFFFAOYSA-N,BAR-COM-4e0-35,SRJBGVSTQMDETQ
BAR-COM-4e090d3a-36,COC(=O)C(Cc1ccccc1)C(C)NC(=O)C(C)n1ccnc1,BAR-COM-4e090d3a-36,ZOIKRBIUULRLEP-UHFFFAOYSA-N,BAR-COM-4e0-36,ZOIKRBIUULRLEP
BAR-COM-4e090d3a-37,COc1ccccc1C(NC(=O)Cc1cnnn1C)c1noc(C)n1,BAR-COM-4e090d3a-37,CEVKRABGYRDKTA-UHFFFAOYSA-N,BAR-COM-4e0-37,CEVKRABGYRDKTA
BAR-COM-4e090d3a-38,Cc1noc(CC(NC(=O)C(C)Cn2ccnc2)c2ccccc2)n1,BAR-COM-4e090d3a-38,NGQDKYCMJGKMAH-UHFFFAOYSA-N,BAR-COM-4e0-38,NGQDKYCMJGKMAH
BAR-COM-4e090d3a-39,O=C(Cc1cncnc1)Nc1cccc(OC2CC(=O)N2)c1,BAR-COM-4e090d3a-39,SGVQMOZIVBYLOT-UHFFFAOYSA-N,BAR-COM-4e0-39,SGVQMOZIVBYLOT
