SMILES,CID,fragments,real_space,SCR,BB,covalent_frag,link
CC(=O)N1CCN(Cc2cc(O)cc(Cl)c2)CC1,KIM-UNI-2ee-1,x0770,Z2967471722,False,False,True,https://covid.postera.ai/covid/submissions/KIM-UNI-2ee
O=S(=O)(NC1CCCCCC1)c1ccsc1-c1nc(C2CCCN2)no1,KUS-THE-322-20,"x0072,x0161,x0195,x0434,x1458",Z2442610555,False,False,True,https://covid.postera.ai/covid/submissions/KUS-THE-322
CCN(CC)c1ccc(S(N)(=O)=O)cc1,LIZ-THE-57c-1,x0161,False,False,EN300-1991150,False,https://covid.postera.ai/covid/submissions/LIZ-THE-57c
COc1ccc(S(N)(=O)=O)cc1,LIZ-THE-6ef-3,x0161,False,Z45415561,EN300-26990,False,https://covid.postera.ai/covid/submissions/LIZ-THE-6ef
COC(=O)c1ccc(S(N)(=O)=O)cc1C,LIZ-THE-d3f-1,"x0161,x0305",False,False,EN300-1617051,False,https://covid.postera.ai/covid/submissions/LIZ-THE-d3f
COc1cccc(CNC(=O)N2CCN(C(=O)N3CCCCC3)CC2)c1,LUI-IND-2c4-3,"x0072,x0104,x0107,x0161,x0195,x0305,x1077",Z402424598,False,False,False,https://covid.postera.ai/covid/submissions/LUI-IND-2c4
Cc1cc(O)cc(C)c1Cl,MAK-UNK-0cb-1,x0749,False,Z3953116415,EN300-39884,True,https://covid.postera.ai/covid/submissions/MAK-UNK-0cb
CC1CCC(C(C)C)C(O)C1,MAK-UNK-0cb-5,x0749,False,Z1255438640,EN300-92163,True,https://covid.postera.ai/covid/submissions/MAK-UNK-0cb
CC1CCC(C(C)C)C(=O)C1,MAK-UNK-0cb-7,x0749,False,Z56347247,EN300-383879,True,https://covid.postera.ai/covid/submissions/MAK-UNK-0cb
Cc1coc2c1CCC(C)C2,MAK-UNK-0cb-8,x0749,False,False,BBV-109263053,True,https://covid.postera.ai/covid/submissions/MAK-UNK-0cb
CC(C)=C1CCC(C)CC1=O,MAK-UNK-0cb-9,x0749,False,False,EN300-220670,True,https://covid.postera.ai/covid/submissions/MAK-UNK-0cb
CCn1cc(CNC(=O)c2cccnc2)cn1,MAK-UNK-2c1-1,x1093,Z275181224,Z275181224,False,False,https://covid.postera.ai/covid/submissions/MAK-UNK-2c1
CC(=O)C(C)c1cccnc1,MAK-UNK-2c1-2,x1093,False,False,BBV-41757183,False,https://covid.postera.ai/covid/submissions/MAK-UNK-2c1
Brc1cccnc1,MAK-UNK-2c1-3,x1093,False,Z1250132521,EN300-19110,False,https://covid.postera.ai/covid/submissions/MAK-UNK-2c1
CC(C)Nc1cccnc1,MAK-UNK-2c1-4,x1093,False,Z2574930241,EN300-56005,False,https://covid.postera.ai/covid/submissions/MAK-UNK-2c1
CCS(=O)(=O)Nc1ccccc1F,MAK-UNK-2c1-5,x1093,False,Z53825177,EN300-116204,False,https://covid.postera.ai/covid/submissions/MAK-UNK-2c1
CC(=O)N1CCN(S(=O)(=O)c2ccsc2)CC1,MAK-UNK-4c6-1,x0689,Z2068569549,False,False,True,https://covid.postera.ai/covid/submissions/MAK-UNK-4c6
CCCNC(=O)CCOc1ccc(C)cc1,MAK-UNK-5e8-1,"x0195,x0387",Z33029230,False,False,False,https://covid.postera.ai/covid/submissions/MAK-UNK-5e8
Cc1ccc(-c2ccsc2)cn1,MAK-UNK-5e8-14,"x0195,x0387",s_271570____9007614____11652296,False,False,False,https://covid.postera.ai/covid/submissions/MAK-UNK-5e8
CC(=O)N1CCN(S(=O)(=O)c2cccs2)CC1,MAK-UNK-643-1,x0689,Z29501928,Z29501928,False,True,https://covid.postera.ai/covid/submissions/MAK-UNK-643
CC(=O)N1CCN(S(=O)(=O)c2ccsc2)CC1,MAK-UNK-643-10,x0689,Z2068569549,False,False,True,https://covid.postera.ai/covid/submissions/MAK-UNK-643
CC(=O)N1CCN(S(=O)(=O)c2ccsc2)CC1,MAK-UNK-643-11,x0689,Z2068569549,False,False,True,https://covid.postera.ai/covid/submissions/MAK-UNK-643
CC(=O)N1CCN(Cc2cccs2)CC1,MAK-UNK-643-2,x0689,Z73427756,False,False,True,https://covid.postera.ai/covid/submissions/MAK-UNK-643
CC(=O)N1CCN(Cc2ccsc2)CC1,MAK-UNK-643-3,x0689,Z110132172,Z110132172,False,True,https://covid.postera.ai/covid/submissions/MAK-UNK-643
CC(=O)Nc1cccc(N2CCCC2=O)c1,MAK-UNK-643-4,x0689,Z55670923,False,False,True,https://covid.postera.ai/covid/submissions/MAK-UNK-643
CC(=O)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,MAK-UNK-643-5,x0689,Z30722976,Z30722976,False,True,https://covid.postera.ai/covid/submissions/MAK-UNK-643
CC(=O)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,MAK-UNK-643-6,x0689,Z30727410,False,False,True,https://covid.postera.ai/covid/submissions/MAK-UNK-643
COC(=O)c1cccc(NS(C)(=O)=O)c1,MAK-UNK-643-7,x0689,Z24758179,Z24758179,EN300-318985,True,https://covid.postera.ai/covid/submissions/MAK-UNK-643
CC(=O)Nc1cnccc1C,MAK-UNK-643-8,x0689,False,Z1129283193,EN300-303896,True,https://covid.postera.ai/covid/submissions/MAK-UNK-643
CC1C(O)CCCN1Cc1ccccc1,MAK-UNK-643-9,x0689,False,Z2217052426,EN300-223218,True,https://covid.postera.ai/covid/submissions/MAK-UNK-643
CS(=O)(=O)Nc1cccc(C(=O)OCC(=O)Nc2cccc(N3CCCC3=O)c2)c1,MAK-UNK-915-4,x1384,Z201863772,False,False,True,https://covid.postera.ai/covid/submissions/MAK-UNK-915
CS(=O)(=O)Nc1cccc(C(=O)Nc2cccc(N3CCCC3=O)c2)c1,MAK-UNK-915-6,x1384,Z102622686,Z102622686,False,True,https://covid.postera.ai/covid/submissions/MAK-UNK-915
c1ccc(OC2CCN(Cc3ccsc3)CC2)nc1,MAK-UNK-a79-16,x0689,Z1563440331,False,False,True,https://covid.postera.ai/covid/submissions/MAK-UNK-a79
CC1CCN(c2ccsc2)CC1,MAK-UNK-ace-12,x0387,False,False,BBV-148961859,False,https://covid.postera.ai/covid/submissions/MAK-UNK-ace
Cc1ccc(CC(=O)NCCCc2ccsc2)cc1,MAK-UNK-ace-8,x0387,Z3091787313,False,False,False,https://covid.postera.ai/covid/submissions/MAK-UNK-ace
O=C(Nc1ccc(Oc2ncccn2)cc1)C(=O)N1CCN(Cc2cccs2)CC1,MAK-UNK-b1d-3,x1418,Z755740660,False,False,True,https://covid.postera.ai/covid/submissions/MAK-UNK-b1d
COc1ccc2[nH]cc(CCNS(C)(=O)=O)c2c1,MAR-UNI-9ca-1,"x0104,x0161,x0195",False,Z1316790959,False,False,https://covid.postera.ai/covid/submissions/MAR-UNI-9ca
CC(=O)N1CCCc2cc(NCc3ccc(F)cc3Cl)ccc21,MIC-IOC-304-2,x0755,Z1462694936,False,False,True,https://covid.postera.ai/covid/submissions/MIC-IOC-304
Cc1ccncc1NC(=O)Cc1ccsc1,MIH-UNI-6b9-1,"x0072,x0107,x0161,x0305,x0387,x0434,x0874",Z1129283352,False,False,False,https://covid.postera.ai/covid/submissions/MIH-UNI-6b9
O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,NAA-THE-6df-1,x0161,False,False,EN300-208879,False,https://covid.postera.ai/covid/submissions/NAA-THE-6df
Cc1nnc(CN2CCCc3ccc(S(N)(=O)=O)cc32)s1,NAU-LAT-42d-4,"x0195,x0387,x0395",Z1583996239,False,False,False,https://covid.postera.ai/covid/submissions/NAU-LAT-42d
Cc1cccc(NC2CCN(C(=O)CCl)CC2)c1,NIR-THE-0d6-1,"x0104,x0161,x0195,x0305,x0692,x0770,x0830,x1334",Z1562143860,False,False,True,https://covid.postera.ai/covid/submissions/NIR-THE-0d6
O=C(Oc1cncc(Cl)c1)c1ccco1,OLE-CAR-5b1-1,"x0072,x0689,x0691",False,False,FCH1687323,True,https://covid.postera.ai/covid/submissions/OLE-CAR-5b1
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,PA -PI -d31-1,x1308,False,False,EN300-122642,True,https://covid.postera.ai/covid/submissions/PA -PI -d31
CC(=O)N1CCN(Cc2cccc(C#N)c2)CC1,PAT-UNK-b2d-1,"x0104,x0692",Z46180946,Z46180946,False,True,https://covid.postera.ai/covid/submissions/PAT-UNK-b2d
CS(=O)(=O)NCCCN1CCCc2ccc(S(N)(=O)=O)cc21,PET-SGC-abc-1,"x0072,x0195",Z1317949071,False,False,False,https://covid.postera.ai/covid/submissions/PET-SGC-abc
Cc1ccc(OCC(=O)Nc2ccc(C#N)cn2)cc1,PET-SGC-cb6-1,x0305,Z1126792367,False,False,False,https://covid.postera.ai/covid/submissions/PET-SGC-cb6
N#Cc1ccc(CNC(=O)N2CCOCC2)nc1,PET-SGC-cb8-1,"x0305,x1249",Z1765537188,False,False,False,https://covid.postera.ai/covid/submissions/PET-SGC-cb8
C[C@H]1c2ccccc2CCN1c1nnnn1C,RAF-POL-653-1,x0967,Z2409509707,False,False,False,https://covid.postera.ai/covid/submissions/RAF-POL-653
CCn1nccc1NC(=O)N1CCCCCO1,RAF-POL-8f8-1,x0967,Z2475022023,False,False,False,https://covid.postera.ai/covid/submissions/RAF-POL-8f8
CCn1nccc1NC(=O)N1CCCCCO1,RAF-POL-950-10,x0967,Z2475022023,False,False,False,https://covid.postera.ai/covid/submissions/RAF-POL-950
CCn1nccc1NC(=O)N1CCCCCO1,RAF-POL-950-11,x0967,Z2475022023,False,False,False,https://covid.postera.ai/covid/submissions/RAF-POL-950
NCCNC(=O)N1CC(=O)Nc2ccccc2C1,RAF-POL-9fc-2,x0967,Z2505122991,False,False,False,https://covid.postera.ai/covid/submissions/RAF-POL-9fc
CO[C@@H]1COC[C@H]1NC(=O)N1CCC[C@@H]1CN,RAF-POL-f69-2,x0967,Z2873446582,False,False,False,https://covid.postera.ai/covid/submissions/RAF-POL-f69
CN(C)C(=O)C[C@@H]1CN(C(=O)c2cnn3c2CCC3)c2ccc(Cl)cc21,RAI-NOV-2f6-1,x0434,Z2269442666,False,False,False,https://covid.postera.ai/covid/submissions/RAI-NOV-2f6
NCc1cncc(C(=O)N2C[C@@H](c3ccccc3)[C@@H]3CCC[C@@H]32)c1,RAI-NOV-2f6-3,x0434,Z3105132851,False,False,False,https://covid.postera.ai/covid/submissions/RAI-NOV-2f6
Cn1cc(C(=O)N2C[C@@H](c3ccccc3)[C@@H]3CCCC[C@H]32)cn1,RAI-NOV-2f6-4,x0434,Z1740628048,False,False,False,https://covid.postera.ai/covid/submissions/RAI-NOV-2f6
NCCn1cc(C(=O)N2CC3(CCC3)c3cc(Br)ccc32)cn1,RAI-NOV-2f6-5,x0434,Z3517605071,False,False,False,https://covid.postera.ai/covid/submissions/RAI-NOV-2f6
OC[C@@]1(F)CCN(c2nc(-c3cccnc3)nc3sc4c(c23)CCC4)C1,RAI-NOV-2f6-7,x0434,Z2017204796,False,False,False,https://covid.postera.ai/covid/submissions/RAI-NOV-2f6
C=C(CN(C)C)C(=O)N1Cc2ccccc2C(c2ccccc2)C1,REN-UFA-aaa-3,x1392,Z1982193847,False,False,True,https://covid.postera.ai/covid/submissions/REN-UFA-aaa
CNCCN(C)C(=O)C(=O)N1Cc2ccccc2C(c2ccccc2)C1,REN-UFA-aaa-5,x1392,Z2377567082,False,False,True,https://covid.postera.ai/covid/submissions/REN-UFA-aaa
CN(CCC(N)=O)C(=O)C(=O)N1Cc2ccccc2C(c2ccccc2)C1,REN-UFA-aaa-6,x1392,Z2314958464,False,False,True,https://covid.postera.ai/covid/submissions/REN-UFA-aaa
Cc1ccncc1NC(=O)N1CCN(C)CC1,SCO-VAN-260-1,"x0072,x0397",Z1531408828,False,False,False,https://covid.postera.ai/covid/submissions/SCO-VAN-260
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,SER-UNI-400-2,"x0107,x0434,x0678,x0946,x0967",False,Z1546624232,EN300-123057,False,https://covid.postera.ai/covid/submissions/SER-UNI-400
OB(O)c1cc(OCc2ccccc2)ccc1F,SER-UNI-400-5,"x0107,x0434,x0678,x0946,x0967",False,False,EN300-7375076,False,https://covid.postera.ai/covid/submissions/SER-UNI-400
Cc1ccc(S(=O)(=O)Nc2cccc(Cl)c2)cc1NC(=O)CCn1c(=O)n(C)c2ccccc21,SER-UNI-985-3,"x0104,x0107,x0195,x0434",False,Z238537796,False,False,https://covid.postera.ai/covid/submissions/SER-UNI-985
CCc1ccccc1Nc1nc(N)nc(CSc2nnc3ccccn23)n1,SER-UNI-985-4,"x0104,x0107,x0195,x0434",Z20242202,Z20242202,False,False,https://covid.postera.ai/covid/submissions/SER-UNI-985
Cc1ccc(S(=O)(=O)N2CCC(NC(=O)N(C)Cc3cc(C)on3)CC2)cc1,SIM-SYN-309-1,"x0397,x0731",Z493705490,False,False,True,https://covid.postera.ai/covid/submissions/SIM-SYN-309
Cc1ccc(S(=O)(=O)N2CCN(C(=O)N(C)Cc3cccnc3)CC2)cc1,SIM-SYN-309-3,"x0397,x0731",Z3373702327,False,False,True,https://covid.postera.ai/covid/submissions/SIM-SYN-309
O=C(CCl)N1CCN(C(c2ccccc2)c2ccccc2)CC1,SIM-SYN-f15-1,"x0692,x1334",Z57821431,Z199040704,EN300-18364,True,https://covid.postera.ai/covid/submissions/SIM-SYN-f15
N#Cc1c[nH]nc1Cc1cccnc1,STE-UNK-dfa-1,x0107,False,False,BBV-95033539,False,https://covid.postera.ai/covid/submissions/STE-UNK-dfa
CC1=CCC(C(C)(C)O)CC1,SUN-DEP-149-1,"x0072,x0104,x0107",False,False,EN300-125883,False,https://covid.postera.ai/covid/submissions/SUN-DEP-149
CC1=CCC(O)(C(C)C)CC1,SUN-DEP-149-2,"x0072,x0104,x0107",False,False,BBV-39696169,False,https://covid.postera.ai/covid/submissions/SUN-DEP-149
NS(=O)(=O)c1ccc2c(c1)N(CC(=O)Nc1cccnc1)CCC2,TAM-UNI-c14-6,"x0072,x0104,x0195,x0434,x0678,x0946,x1093",Z1317948551,False,False,False,https://covid.postera.ai/covid/submissions/TAM-UNI-c14
c1ccccc1,TES-TES-179-1,"x0072,x0104,x0107",False,Z1198152121,False,False,https://covid.postera.ai/covid/submissions/TES-TES-179
c1ccccc1,TES-TES-38a-1,"x0072,x0104,x0107",False,Z1198152121,False,False,https://covid.postera.ai/covid/submissions/TES-TES-38a
c1ccc2ccccc2c1,TES-TES-38a-2,"x0072,x0104,x0107",False,False,EN300-21626,False,https://covid.postera.ai/covid/submissions/TES-TES-38a
C#CCN1CCN(C(=O)CCl)CC1,TOB-UNK-c2a-1,x1386,Z1562141114,Z2417560794,False,True,https://covid.postera.ai/covid/submissions/TOB-UNK-c2a
C#CCN1CCN(S(=O)(=O)/C=C/c2ccccc2)CC1,TOB-UNK-c2a-4,x1386,Z52669503,False,False,True,https://covid.postera.ai/covid/submissions/TOB-UNK-c2a
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,TOM-OIS-cbf-2,"x0072,x0104",False,False,EN300-123008,False,https://covid.postera.ai/covid/submissions/TOM-OIS-cbf
O=C(NCCN1CCN(c2ccccc2)CC1)NCc1ccccn1,TRI-UNI-974-1,x0434,Z432464280,False,False,False,https://covid.postera.ai/covid/submissions/TRI-UNI-974
O=C(Cc1c[nH]c2ncccc12)NCc1ccc(Cl)cn1,TRY-UNI-1fd-11,"x0104,x0161,x0195,x0305,x0387,x0678,x1382",Z1593808911,False,False,True,https://covid.postera.ai/covid/submissions/TRY-UNI-1fd
N#Cc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)nc1,TRY-UNI-1fd-12,"x0104,x0161,x0195,x0305,x0387,x0678,x1382",Z1767447079,False,False,True,https://covid.postera.ai/covid/submissions/TRY-UNI-1fd
O=C(Cc1c[nH]c2ncccc12)NCc1cccc(Cl)c1,TRY-UNI-1fd-5,"x0104,x0161,x0195,x0305,x0387,x0678,x1382",Z1400783129,False,False,True,https://covid.postera.ai/covid/submissions/TRY-UNI-1fd
N#Cc1cccc(CNC(=O)Cc2c[nH]c3ncccc23)c1,TRY-UNI-1fd-6,"x0104,x0161,x0195,x0305,x0387,x0678,x1382",Z1400838108,False,False,True,https://covid.postera.ai/covid/submissions/TRY-UNI-1fd
O=C(Cc1c[nH]c2ncccc12)NCc1ccc(Cl)cc1,TRY-UNI-1fd-7,"x0104,x0161,x0195,x0305,x0387,x0678,x1382",Z1400780364,False,False,True,https://covid.postera.ai/covid/submissions/TRY-UNI-1fd
N#Cc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)cc1,TRY-UNI-1fd-8,"x0104,x0161,x0195,x0305,x0387,x0678,x1382",Z1400838206,False,False,True,https://covid.postera.ai/covid/submissions/TRY-UNI-1fd
O=C(Cc1c[nH]c2ncccc12)NCc1cc(Cl)ccn1,TRY-UNI-1fd-9,"x0104,x0161,x0195,x0305,x0387,x0678,x1382",Z1575152133,False,False,True,https://covid.postera.ai/covid/submissions/TRY-UNI-1fd
Cc1ccncc1NC(=O)NC1CCCCC1,TRY-UNI-714-10,"x0107,x0434,x0678,x0748,x0995,x1382",Z1531420463,False,False,True,https://covid.postera.ai/covid/submissions/TRY-UNI-714
Cc1ccncc1NC(=O)Nc1ccccc1,TRY-UNI-714-11,"x0107,x0434,x0678,x0748,x0995,x1382",Z1130395550,False,False,True,https://covid.postera.ai/covid/submissions/TRY-UNI-714
Cc1ccncc1NC(=O)C(C)c1ccccc1,TRY-UNI-714-17,"x0107,x0434,x0678,x0748,x0995,x1382",Z1724389531,False,False,True,https://covid.postera.ai/covid/submissions/TRY-UNI-714
Cc1ccncc1NC(=O)C(C)c1cccc(Cl)c1,TRY-UNI-714-18,"x0107,x0434,x0678,x0748,x0995,x1382",Z1264525706,False,False,True,https://covid.postera.ai/covid/submissions/TRY-UNI-714
Cc1ccncc1NC(=O)Cc1cccc(C#N)c1,TRY-UNI-714-20,"x0107,x0434,x0678,x0748,x0995,x1382",Z1344037997,False,False,True,https://covid.postera.ai/covid/submissions/TRY-UNI-714
Cc1ccncc1NC(=O)C(C)c1cccc(C#N)c1,TRY-UNI-714-22,"x0107,x0434,x0678,x0748,x0995,x1382",Z2186659954,False,False,True,https://covid.postera.ai/covid/submissions/TRY-UNI-714
Cc1ccncc1NC(=O)CC1CCCCC1,TRY-UNI-714-4,"x0107,x0434,x0678,x0748,x0995,x1382",Z1129284100,False,False,True,https://covid.postera.ai/covid/submissions/TRY-UNI-714
Cc1ccncc1NC(=O)Cc1cccc(Cl)c1,TRY-UNI-714-6,"x0107,x0434,x0678,x0748,x0995,x1382",Z1129289650,False,False,True,https://covid.postera.ai/covid/submissions/TRY-UNI-714
CNS(=O)(=O)c1ccc(C(C)NC(=O)NC(C)(C)C)cc1,VIJ-CYC-1a3-11,"x0072,x0161,x0995",Z1408037619,False,False,False,https://covid.postera.ai/covid/submissions/VIJ-CYC-1a3
CC(C)[C@@H](C#N)NS(=O)(=O)c1ccc(CF)cc1,VIJ-CYC-1a3-12,"x0072,x0161,x0995",Z3294574183,False,False,False,https://covid.postera.ai/covid/submissions/VIJ-CYC-1a3
COCc1ncc(NS(=O)(=O)c2ccc(C3(C#N)CC3)cc2)c(C)n1,VIJ-CYC-1a3-2,"x0072,x0161,x0995",s_232682____15750762____13577228,False,False,False,https://covid.postera.ai/covid/submissions/VIJ-CYC-1a3
C=C1CC1C(=O)NC(C)c1ccc(S(=O)(=O)NC)cc1,VIJ-CYC-1a3-5,"x0072,x0161,x0995",Z2798213615,False,False,False,https://covid.postera.ai/covid/submissions/VIJ-CYC-1a3
O=C(CCl)N1CCC(C(=O)N2CCCCC2)CC1,VIR-GIT-7b3-2,"x1380,x1458",False,Z291278798,EN300-46675,True,https://covid.postera.ai/covid/submissions/VIR-GIT-7b3
CC(C)N(C)C(=O)C1CCN(C(=O)CCl)CC1,VIR-GIT-7b3-3,"x1380,x1458",False,Z561717446,EN300-47990,True,https://covid.postera.ai/covid/submissions/VIR-GIT-7b3
Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c1,WAR-XCH-79d-6,"x1478,x1493",Z166605410,Z166605410,EN300-22818,True,https://covid.postera.ai/covid/submissions/WAR-XCH-79d
CC(C)NC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b68-23,"x0072,x0104,x0107,x0161,x0165",Z3075936836,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b68
Cc1ccc(NC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)cc1,WAR-XCH-b68-25,"x0072,x0104,x0107,x0161,x0165",Z3075907363,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b68
NS(=O)(=O)c1ccc(N2CCC(Nc3ccc(F)cc3)CC2)cc1,WAR-XCH-b68-26,"x0072,x0104,x0107,x0161,x0165",Z3075685411,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b68
Cc1cccc(NC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)c1,WAR-XCH-b68-27,"x0072,x0104,x0107,x0161,x0165",Z3076198092,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b68
NS(=O)(=O)c1ccc(N2CCC(Nc3ccccc3)CC2)cc1,WAR-XCH-b68-29,"x0072,x0104,x0107,x0161,x0165",Z3075781669,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b68
CC(NC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1)c1ccc(F)cc1,WAR-XCH-b68-48,"x0072,x0104,x0107,x0161,x0165",Z1586740055,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b68
NS(=O)(=O)c1ccc(N2CCSCC2)cc1,WAR-XCH-b72-1,"x0072,x0104,x0107,x0161,x0165",Z3075619297,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
NS(=O)(=O)c1ccc(N2CCC(N3CCCCC3)CC2)cc1,WAR-XCH-b72-10,"x0072,x0104,x0107,x0161,x0165",Z3075633657,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
NS(=O)(=O)c1ccc(N2CCC(N3CCCCCC3)CC2)cc1,WAR-XCH-b72-11,"x0072,x0104,x0107,x0161,x0165",Z3075633657,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
NS(=O)(=O)c1ccc(N2CCC(CO)CC2)cc1,WAR-XCH-b72-14,"x0072,x0104,x0107,x0161,x0165",Z3075599001,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
NS(=O)(=O)c1ccc(N2CCC(c3ccncc3)CC2)cc1,WAR-XCH-b72-15,"x0072,x0104,x0107,x0161,x0165",Z3076880033,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
NS(=O)(=O)c1ccc(N2CCC(c3ccsc3)CC2)cc1,WAR-XCH-b72-16,"x0072,x0104,x0107,x0161,x0165",Z3076733213,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
NS(=O)(=O)c1ccc(N2CCC([C@@H]3CCCO3)CC2)cc1,WAR-XCH-b72-18,"x0072,x0104,x0107,x0161,x0165",Z3076817374,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
NS(=O)(=O)c1ccc(N2CCC(CN3CCCCC3)CC2)cc1,WAR-XCH-b72-19,"x0072,x0104,x0107,x0161,x0165",Z3075583038,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
NS(=O)(=O)c1ccc(-c2ccncc2)cc1,WAR-XCH-b72-2,"x0072,x0104,x0107,x0161,x0165",Z3245010652,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
NS(=O)(=O)c1ccc(N2CCC(CN3CCCCCC3)CC2)cc1,WAR-XCH-b72-20,"x0072,x0104,x0107,x0161,x0165",Z3075583038,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
COCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72-23,"x0072,x0104,x0107,x0161,x0165",Z3076106732,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
NS(=O)(=O)c1ccc(-c2ccsc2)cc1,WAR-XCH-b72-3,"x0072,x0104,x0107,x0161,x0165",s_271570____9007614____11652064,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
CCSCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72-39,"x0072,x0104,x0107,x0161,x0165",Z4027228808,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
Cc1ccncc1-c1ccc(S(N)(=O)=O)cc1,WAR-XCH-b72-4,"x0072,x0104,x0107,x0161,x0165",s_271570____11771154____11652286,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
CC(C)N(C)CC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72-48,"x0072,x0104,x0107,x0161,x0165",Z3075655616,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
CCN(C)CC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72-49,"x0072,x0104,x0107,x0161,x0165",Z3394588817,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
NS(=O)(=O)c1ccc(N2CCC(c3ccco3)CC2)cc1,WAR-XCH-b72-7,"x0072,x0104,x0107,x0161,x0165",Z3077528599,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
NS(=O)(=O)c1ccc(N2CCC(c3nc4ccccc4s3)CC2)cc1,WAR-XCH-b72-8,"x0072,x0104,x0107,x0161,x0165",Z3075339619,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
COC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72-9,"x0072,x0104,x0107,x0161,x0165",Z3075430846,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-b72
N#Cc1cccc(NC(=O)Nc2cccnc2)c1,WAR-XCH-eb7-1,"x0305,x0434",Z195739680,Z195739680,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-eb7
O=C(Nc1cccnc1)Nc1cc(Cl)cc(Cl)c1,WAR-XCH-eb7-3,"x0305,x0434",Z166731548,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-eb7
Cc1cccc(NC(=O)Nc2cccnc2)c1,WAR-XCH-eb7-6,"x0305,x0434",False,Z44592351,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-eb7
O=C(Nc1cccnc1)Nc1cccc(Cl)c1,WAR-XCH-eb7-7,"x0305,x0434",Z44592325,False,False,False,https://covid.postera.ai/covid/submissions/WAR-XCH-eb7
CC(=O)N1CCN(S(=O)(=O)Cc2ccccc2)CC1,WIL-LEE-23e-1,"x0072,x0104,x0195,x0387,x0434,x0692,x0946,x1249",Z28904865,Z28904865,False,True,https://covid.postera.ai/covid/submissions/WIL-LEE-23e
O=C(CN1CCNCC1)Nc1ccccc1,WIL-LEE-23e-6,"x0072,x0104,x0195,x0387,x0434,x0692,x0946,x1249",Z57821467,Z111870096,EN300-27102,True,https://covid.postera.ai/covid/submissions/WIL-LEE-23e
CC(=O)N1CCN(c2cccc(NC(=O)N3CCOCC3)c2)CC1,WIL-LEE-23e-8,"x0072,x0104,x0195,x0387,x0434,x0692,x0946,x1249",Z1773379917,False,False,True,https://covid.postera.ai/covid/submissions/WIL-LEE-23e
Cc1ccnc(NC(=O)Cc2ccc3ccccc3c2)c1,ÁLV-UNI-7ff-45,"x0395,x0426,x0434,x0540,x0678,x0830,x1093",Z71390073,Z71390073,False,True,https://covid.postera.ai/covid/submissions/ÁLV-UNI-7ff
