SMILES,CID,orders,comments
COc1ccccc1OCCN(C)C(=O)c1cc(=O)[nH]c2ccc(Cl)cc12,MAT-POS-590ac91e-43,20200517_moonshot_to_enamine.csv,
COc1ccccc1OC1CCCN(C(=O)c2c(C)c(=O)[nH]c3ccccc23)C1,MAT-POS-590ac91e-44,20200517_moonshot_to_enamine.csv,
CCOc1ccccc1OC1CCN(C(=O)c2c(C)c(=O)[nH]c3ccccc23)C1,MAT-POS-590ac91e-45,20200517_moonshot_to_enamine.csv,
CC1(C)Cc2cccc(OCCNC(=O)c3cc(=O)[nH]c4cc(F)ccc34)c2O1,MAT-POS-590ac91e-46,20200517_moonshot_to_enamine.csv,
CC1(C)Cc2cccc(OCCNC(=O)c3cc(=O)[nH]c4ccc(F)cc34)c2O1,MAT-POS-590ac91e-47,20200517_moonshot_to_enamine.csv,
CCOc1ccccc1OC1CCN(C(=O)c2cc(=O)[nH]c3ccc(F)cc23)C1,MAT-POS-590ac91e-48,20200517_moonshot_to_enamine.csv,
CCOc1ccccc1OC1CCN(C(=O)c2cc(=O)[nH]c3cc(F)ccc23)C1,MAT-POS-590ac91e-49,20200517_moonshot_to_enamine.csv,
Cc1ccncc1NC(=O)C(C)CC1CC1,MAT-POS-590ac91e-5,20200517_moonshot_to_enamine.csv,
CCCN(CC1COc2ccccc2O1)C(=O)c1cc(=O)[nH]c2cc(F)ccc12,MAT-POS-590ac91e-50,20200517_moonshot_to_enamine.csv,
CCN(CC1COc2ccccc2O1)C(=O)c1cc(=O)[nH]c2ccc(Cl)cc12,MAT-POS-590ac91e-51,20200517_moonshot_to_enamine.csv,
CCN(CC1COc2ccccc2O1)C(=O)c1cc(=O)[nH]c2ccc([N+](=O)[O-])cc12,MAT-POS-590ac91e-52,20200517_moonshot_to_enamine.csv,
CC1(C)Cc2cccc(OCCNC(=O)c3cc(=O)[nH]c4ccc(Cl)cc34)c2O1,MAT-POS-590ac91e-53,20200517_moonshot_to_enamine.csv,
COc1ccccc1OC1CCCN(C(=O)c2cc(=O)[nH]c3ccc(Cl)cc23)C1,MAT-POS-590ac91e-54,20200517_moonshot_to_enamine.csv,
CCCN(CC1COc2ccccc2O1)C(=O)c1cc(=O)[nH]c2ccc(Cl)cc12,MAT-POS-590ac91e-55,20200517_moonshot_to_enamine.csv,
O=C(c1cc(=O)[nH]c2ccc(F)cc12)N1CCN(S(=O)(=O)c2ccccc2)CC1,MAT-POS-590ac91e-56,20200517_moonshot_to_enamine.csv,
O=C(c1cc(=O)[nH]c2cc(F)ccc12)N1CCN(S(=O)(=O)c2ccccc2)CC1,MAT-POS-590ac91e-57,20200517_moonshot_to_enamine.csv,
O=C(c1cc(=O)[nH]c2ccc(Cl)cc12)N1CCN(S(=O)(=O)c2ccccc2)CC1,MAT-POS-590ac91e-58,20200517_moonshot_to_enamine.csv,
N#Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(=O)[nH]c4ccc(F)cc34)CC2)cc1,MAT-POS-590ac91e-59,20200517_moonshot_to_enamine.csv,
Cc1ccncc1NC(=O)CC1(CO)CC1,MAT-POS-590ac91e-6,20200517_moonshot_to_enamine.csv,
N#Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(=O)[nH]c4cc(F)ccc34)CC2)cc1,MAT-POS-590ac91e-60,20200517_moonshot_to_enamine.csv,
N#Cc1ccccc1S(=O)(=O)N1CCN(C(=O)c2cc(=O)[nH]c3cc(F)ccc23)CC1,MAT-POS-590ac91e-61,20200517_moonshot_to_enamine.csv,
N#Cc1ccccc1S(=O)(=O)N1CCN(C(=O)c2cc(=O)[nH]c3ccc(F)cc23)CC1,MAT-POS-590ac91e-62,20200517_moonshot_to_enamine.csv,
Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(=O)[nH]c4cc(F)ccc34)CC2)c(C)c1,MAT-POS-590ac91e-63,20200517_moonshot_to_enamine.csv,
Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(=O)[nH]c4ccc(F)cc34)CC2)c(C)c1,MAT-POS-590ac91e-64,20200517_moonshot_to_enamine.csv,
COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(=O)[nH]c4cc(F)ccc34)CC2)cc1,MAT-POS-590ac91e-65,20200517_moonshot_to_enamine.csv,
Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(=O)[nH]c4ccc(Cl)cc34)CC2)cc1,MAT-POS-590ac91e-66,20200517_moonshot_to_enamine.csv,
O=C(c1cc(=O)[nH]c2ccc(F)cc12)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,MAT-POS-590ac91e-67,20200517_moonshot_to_enamine.csv,
O=C(c1cc(=O)[nH]c2ccc(F)cc12)N1CCN(S(=O)(=O)c2ccccc2Cl)CC1,MAT-POS-590ac91e-68,20200517_moonshot_to_enamine.csv,
O=C(c1cc(=O)[nH]c2ccc(F)cc12)N1CCN(S(=O)(=O)c2cccc(Cl)c2)CC1,MAT-POS-590ac91e-69,20200517_moonshot_to_enamine.csv,
Cc1ccncc1NC(=O)CC(O)C1CC1,MAT-POS-590ac91e-7,20200517_moonshot_to_enamine.csv,
O=C(c1cc(=O)[nH]c2ccc(Cl)cc12)N1CCN(S(=O)(=O)c2ccccc2F)CC1,MAT-POS-590ac91e-70,20200517_moonshot_to_enamine.csv,
CCO[C@@H]1C[C@H]1C(=O)Nc1cnccc1C,MAT-POS-590ac91e-8,20200517_moonshot_to_enamine.csv,
COC1(CC(=O)Nc2cnccc2C)CC1,MAT-POS-590ac91e-9,20200517_moonshot_to_enamine.csv,
CO[C@H](C)C(=O)Nc1cnccc1C,MAT-POS-590ac91e-1,20200517_moonshot_to_enamine.csv,
CO[C@H](C)C(=O)N(C)c1cnccc1C,ERI-UCB-5b47150d-2,20200517_moonshot_to_enamine.csv,
CC(C(=O)N(C)c1cnccc1C)=C1CC1,ERI-UCB-5b47150d-3,20200517_moonshot_to_enamine.csv,
CC(C(=O)Nc1cnccc1C)=C1CC1,ERI-UCB-5b47150d-4,20200517_moonshot_to_enamine.csv,
Cc1ccncc1N(C)C(=O)[C@@H]1C[C@H]1CF,ERI-UCB-5b47150d-5,20200517_moonshot_to_enamine.csv,
Cc1ccncc1NC(=O)[C@@H]1C[C@H]1CF,ERI-UCB-5b47150d-6,20200517_moonshot_to_enamine.csv,
CC(C)CCNC(=O)C(CC(C)C)NC(=O)C1OC1C(=O)O,AAR-POS-ac4b8cb8-1,20200514_recursion_to_selleck.csv,
CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,AAR-POS-90191df4-1,20200514_recursion_to_selleck.csv,
O=C(Nc1ccccc1OC1CCN(Cc2ccccc2)CC1)C1CCN(C(=O)CCl)CC1,MED-COV-4280ac29-17,20200417_moonshot_to_enamine.csv,
CC(=O)NCCc1c[nH]c2c(C(c3ccccc3)N3CCN(C(=O)CCl)CC3)cccc12,MED-COV-4280ac29-21,20200417_moonshot_to_enamine.csv,
O=C(Nc1cccc(CN2CCN(C(=O)CCl)CC2)c1)c1cnc(Cc2ccccc2)s1,MED-COV-4280ac29-1,20200417_moonshot_to_enamine.csv,
NC(=O)C1CCC(CC(NC(=O)CCl)c2cccc3ccccc23)C1c1ccccc1,MED-COV-4280ac29-9,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(S(=O)(=O)c2ccc(Cc3cccc4ccccc34)cc2)CC1,MED-COV-4280ac29-5,20200417_moonshot_to_enamine.csv,
CCNc1ncc(C#N)cc1C(c1cccc(Cl)c1)N1CCN(C(=O)CCl)CC1,MED-COV-4280ac29-34,20200417_moonshot_to_enamine.csv,
CNC(=O)C(CCN1CCN(C(=O)CCl)CC1)Nc1ccccc1,MED-COV-dea4df70-1,20200417_moonshot_to_enamine.csv,
NC(=O)C1CC(c2ccnc(Cl)c2NC(=O)CCl)CC1c1ccccc1,MED-COV-4280ac29-20,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(Cc2cccc(Cl)c2)C[C@@H]1Cc1ccc(O)cc1,MED-COV-4280ac29-2,20200417_moonshot_to_enamine.csv,
O=C(CCl)Nc1nc(=O)n(Cc2cccc(Cl)c2)cc1-c1cccnc1,MED-COV-4280ac29-3,20200417_moonshot_to_enamine.csv,
Cc1cccc(N(c2cccc(N)c2)C2CCN(C(=O)CCl)CC2)c1,MED-COV-4280ac29-4,20200417_moonshot_to_enamine.csv,
Nc1nc(CN2CCN(C(=O)CCl)CC2)ncc1Cc1ccccc1,MED-COV-4280ac29-19,20200417_moonshot_to_enamine.csv,
COc1ccc(C2CC(c3ccccc3)=NN2C(=O)CCl)cc1OC,MED-COV-4280ac29-30,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(C(c2cccc(Cl)c2)c2cccc(Cl)c2)CC1,MED-COV-4280ac29-6,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN([C@H](c2ccc(Cl)cc2)c2cccc(Cl)c2)CC1,MED-COV-4280ac29-18,20200417_moonshot_to_enamine.csv,
Cc1ccc(C(c2cccc(C)c2)N2CCN(C(=O)CCl)CC2)cc1,MED-COV-4280ac29-23,20200417_moonshot_to_enamine.csv,
Cc1cccc([C@H](c2cccc(Cl)c2)N2CCN(C(=O)CCl)CC2)c1,MED-COV-4280ac29-7,20200417_moonshot_to_enamine.csv,
O=C(CCl)Nc1nc(=O)n(Cc2ccccc2)cc1-c1cccnc1,MED-COV-4280ac29-28,20200417_moonshot_to_enamine.csv,
C=CC(=O)NCC(=O)N(CCN1CCOCC1)Cc1ccccc1Cl,MED-COV-4280ac29-22,20200417_moonshot_to_enamine.csv,
C=CC(=O)NCC(=O)N(Cc1ccccc1)C[C@H](O)c1ccccc1,MED-COV-4280ac29-26,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(Cc2cnc(Cc3ccccc3)s2)CC1,MED-COV-4280ac29-25,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(Cc2ncc(Cc3ccccc3)s2)CC1,MED-COV-4280ac29-8,20200417_moonshot_to_enamine.csv,
NC(=O)C1CC2(CCCN(C(=O)CCl)C2)CC1c1ccccc1,MED-COV-4280ac29-27,20200417_moonshot_to_enamine.csv,
COCCc1ccc(Cl)cc1CN1CCN(C(=O)CCl)CC1,MED-COV-4280ac29-37,20200417_moonshot_to_enamine.csv,
CCNc1cccc(C#N)c1CN1CCN(C(=O)CCl)CC1,MED-COV-4280ac29-24,20200417_moonshot_to_enamine.csv,
N#Cc1cnc(CCO)cc1CN1CCN(C(=O)CCl)CC1,MED-COV-4280ac29-35,20200417_moonshot_to_enamine.csv,
O=C(CCl)Nc1cccc(-c2ccc3c(c2)CCCC3)c1,MED-COV-4280ac29-10,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(Cc2cccc3ccccc23)CC1,MED-COV-4280ac29-31,20200417_moonshot_to_enamine.csv,
C=CC(=O)N1CCN(C2(c3cccc(Cl)c3)CCO2)CC1,MED-COV-4280ac29-32,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(C2(c3cccc(Cl)c3)CCO2)CC1,MED-COV-4280ac29-11,20200417_moonshot_to_enamine.csv,
CC1CN(C(=O)CCl)CCN1C(F)(F)c1cccc(Cl)c1,MED-COV-4280ac29-38,20200417_moonshot_to_enamine.csv,
COCc1cc(Cl)cc(CN2CCN(C(=O)CCl)CC2)c1,MED-COV-4280ac29-33,20200417_moonshot_to_enamine.csv,
N#C/C=C/C[C@H](c1cccc(Cl)c1)c1cccc(C#N)c1,MED-COV-4280ac29-36,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(C(F)(F)c2cccc(Cl)c2)CC1,MED-COV-4280ac29-29,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(C2(c3cccc(Cl)c3)CC2)CC1,MED-COV-4280ac29-12,20200417_moonshot_to_enamine.csv,
CC1CN(Cc2cccc(Cl)c2)CCN1C(=O)CCl,MED-COV-4280ac29-13,20200417_moonshot_to_enamine.csv,
C=CC(=O)N1CCN(C(=O)c2cccc(Cl)c2)CC1,MED-COV-4280ac29-14,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(Cc2cccc(Cl)c2)CC1,MED-COV-4280ac29-15,20200417_moonshot_to_enamine.csv,
Cc1ncc(C2(N3CCN(C(=O)CCl)CC3)CCCCC2)s1,WAR-XCH-79d12f6e-9,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CC[C@H](C(=O)N2CCCCC2)[C@@H](CCc2ccccc2)C1,PAU-WEI-c6d65c11-1,20200417_moonshot_to_enamine.csv,
O=C(CCl)NCC(=O)C1CCCN1C(=O)c1ccccc1,GIA-UNK-d2defdc3-7,20200417_moonshot_to_enamine.csv,
CN(CC(=O)C1CCCN1C(=O)c1ccccc1)C(=O)CCl,GIA-UNK-d2defdc3-9,20200417_moonshot_to_enamine.csv,
N#Cc1cc(CN2CCN(C(=O)CCl)CC2)c2ccccc2c1,DAR-DIA-fb20be43-6,20200417_moonshot_to_enamine.csv,
NS(=O)(=O)c1ccc2cccc(CN3CCN(C(=O)CCl)CC3)c2c1,MIH-UNI-e573136b-4,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(Cc2cc(Cl)cc3cnccc23)CC1,JOO-PER-58e158bd-1,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(Cc2cc(Cl)cc(Cl)c2)CC1,PAU-UNI-8cdd41c7-1,20200417_moonshot_to_enamine.csv,
COc1cc(CN2CCN(C(=O)CCl)CC2)c2ccccc2c1,DAR-DIA-fb20be43-7,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(Cc2cnc(-c3ccccc3)nc2)CC1,MAK-UNK-af83ef51-1,20200417_moonshot_to_enamine.csv,
CNS(=O)(=O)c1ccc2ccc(CN3CCN(C(=O)CCl)CC3)cc2c1,TAM-UNI-d1c3dd9f-6,20200417_moonshot_to_enamine.csv,
CCNc1ccc(Nc2cc(C)cc(CN3CCN(C(=O)CCl)CC3)c2)c(C#N)c1,MAK-UNK-af83ef51-22,20200417_moonshot_to_enamine.csv,
CS(=O)(=O)N1CCN(C(=O)CCl)CC1c1ccccc1,DUN-NEW-f8ce3686-22,20200417_moonshot_to_enamine.csv,
C=CC(=O)N1CCN(S(C)(=O)=O)CC1c1ccccc1,NAU-LAT-f723e322-4,20200417_moonshot_to_enamine.csv,
CC(NC(=O)CCl)c1cc(Cl)cc(-c2ccc(S(N)(=O)=O)cc2)c1,DAV-CRI-14a23e73-1,20200417_moonshot_to_enamine.csv,
Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c1,WAR-XCH-79d12f6e-6,20200417_moonshot_to_enamine.csv,
CCNc1ccc(C#N)cc1CN1CCN(C(=O)CCl)CC1,DAR-DIA-fb20be43-3,20200417_moonshot_to_enamine.csv,
CC(=O)Nc1ccc(C#N)cc1CN1CCN(C(=O)CCl)CC1,TAM-UNI-d1c3dd9f-18,20200417_moonshot_to_enamine.csv,
CCNc1ncc(C#N)cc1CN1CCN(C(=O)CCl)CC1,DAR-DIA-fb20be43-4,20200417_moonshot_to_enamine.csv,
CCNc1ncc(OC)cc1CN1CCN(C(=O)CCl)CC1,DAR-DIA-fb20be43-5,20200417_moonshot_to_enamine.csv,
NS(=O)(=O)CCc1ccccc1CN1CCN(C(=O)CCl)CC1,MIH-UNI-e573136b-5,20200417_moonshot_to_enamine.csv,
NS(=O)(=O)CCNc1ncccc1CN1CCN(C(=O)CCl)CC1,STU-CHA-464c0256-1,20200417_moonshot_to_enamine.csv,
CNC(=O)c1ccc(C#N)cc1CN1CCN(C(=O)CCl)CC1,TAM-UNI-d1c3dd9f-17,20200417_moonshot_to_enamine.csv,
CC(=O)N1CCCc2cccc(CN3CCN(C(=O)CCl)CC3)c2C1,TAM-UNI-d1c3dd9f-13,20200417_moonshot_to_enamine.csv,
O=C1Cc2c(cccc2CN2CCN(C(=O)CCl)CC2)CCN1,TAM-UNI-d1c3dd9f-14,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(Cc2cc(O)ccc2O)CC1,NEH-REV-107bcf72-5,20200417_moonshot_to_enamine.csv,
Cc1cccc(CN2CCN(C(=O)CCl)C[C@H]2CC(N)=O)c1,STU-CHA-0be58c98-1,20200417_moonshot_to_enamine.csv,
CC(=O)N1CCN(C(=O)CCl)C[C@@H]1CC(N)=O,DAN-PUR-3907f623-1,20200417_moonshot_to_enamine.csv,
CC(=O)[C@@H]1CN(C(=O)CCl)C[C@H](CC(N)=O)N1C(C)=O,DAN-PUR-3907f623-2,20200417_moonshot_to_enamine.csv,
CC(C)C[C@@H]1CN(C(=O)CCl)CCN1Cc1cccc(Cl)c1,DAN-LON-a5fc619e-3,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CC2CC1CN2Cc1cccc(Cl)c1,DAN-LON-a5fc619e-8,20200417_moonshot_to_enamine.csv,
Cc1cccc(C(CNS(C)(=O)=O)N2CCN(C(=O)CCl)CC2)c1,SEL-UNI-cd366922-9,20200417_moonshot_to_enamine.csv,
CS(=O)(=O)NCC(c1ccccc1)N1CCN(C(=O)CCl)CC1,SEL-UNI-cd366922-2,20200417_moonshot_to_enamine.csv,
NC(=O)C1CN(C(=O)CCl)CCN1Cc1cccc(Cl)c1,DAN-LON-a5fc619e-1,20200417_moonshot_to_enamine.csv,
Cc1cc(Cl)cc(CC2CCN(C(=O)CCl)CC2)c1,NIR-THE-0d6461ce-8,20200417_moonshot_to_enamine.csv,
Cc1cccc(CC2CCN(C(=O)CCl)CC2)c1,MAK-UNK-af83ef51-6,20200417_moonshot_to_enamine.csv,
NS(=O)(=O)c1ccc2ccc(CC3CCN(C(=O)CCl)CC3)cc2c1,NIR-THE-0d6461ce-4,20200417_moonshot_to_enamine.csv,
CCNc1ncc(C#N)cc1CC1CCN(C(=O)CCl)CC1,NIR-THE-0d6461ce-6,20200417_moonshot_to_enamine.csv,
O=C(C(F)Cl)N1CCN(Cc2cccc3ccccc23)CC1,JOO-IND-6372a4f3-6,20200417_moonshot_to_enamine.csv,
CN1CCC(C(c2ccccc2)N2CCN(C(=O)CCl)CC2)CC1,GIA-UNK-20b63697-5,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(C(c2ccccc2)C2CCCCC2)CC1,GIA-UNK-20b63697-6,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(C(c2ccccc2)C2CCOCC2)CC1,GIA-UNK-20b63697-2,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(C(c2ccccc2)C(CO)CO)CC1,GIA-UNK-20b63697-7,20200417_moonshot_to_enamine.csv,
O=C1CC(C(c2ccccc2)N2CCN(C(=O)CCl)CC2)CCN1,GIA-UNK-20b63697-9,20200417_moonshot_to_enamine.csv,
NS(=O)(=O)c1ccc2ccc(NC3CCN(C(=O)CCl)CC3)cc2c1,NIR-THE-0d6461ce-5,20200417_moonshot_to_enamine.csv,
Cc1cc(C)nc(NC2CCN(C(=O)CCl)CC2)n1,GIA-UNK-a79af1bc-1,20200417_moonshot_to_enamine.csv,
CCNc1ncc(C#N)c2ccc(N(C(=O)CCl)c3cccc(C(=O)N4CCSCC4)c3)cc12,NIR-THE-ed286faa-2,20200417_moonshot_to_enamine.csv,
O=C(Nc1cccc(C(=O)N2CCSCC2)c1)C(F)Cl,JOO-IND-6372a4f3-2,20200417_moonshot_to_enamine.csv,
NC(=O)CCCC(Cl)C(=O)N1CCN(Cc2cccc(F)c2)CC1,VIT-UNK-cff011c0-2,20200417_moonshot_to_enamine.csv,
O=C1NC(=O)C(CCC(Cl)C(=O)N2CCN(Cc3cccc(F)c3)CC2)N1,VIT-UNK-cff011c0-1,20200417_moonshot_to_enamine.csv,
C=CC(=O)N1CCN(Cc2cccc3ccccc23)CC1,JOO-IND-6372a4f3-4,20200417_moonshot_to_enamine.csv,
C=CC(=O)N1CCN(Cc2ccc(F)cc2)CC1,ANT-OPE-d972fbad-1,20200417_moonshot_to_enamine.csv,
C#CCN1CCN(C(=O)C=C)CC1,TOB-UNK-c2aba166-2,20200417_moonshot_to_enamine.csv,
COC(=O)C1CC(Cc2cccc(C)c2)CCN1C(=O)CCl,MAK-UNK-af83ef51-9,20200417_moonshot_to_enamine.csv,
CC(Cl)C(=O)N1CCC(C(=O)N2CCCCC2)CC1,BRU-LEF-cf996d6c-1,20200417_moonshot_to_enamine.csv,
C=CC(=O)NC(=O)CNc1cc(C)cc(Cc2nc(NCC)ccc2F)c1,BEN-VAN-ed886787-10,20200417_moonshot_to_enamine.csv,
NC(=O)/C=C/CCC(O)C1COC(Nc2cc(O)cc(O)c2)C(F)C1,VIT-UNK-525497ca-6,20200417_moonshot_to_enamine.csv,
CS(=O)(=O)N(CCc1ccccc1)CC1CCN(C(=O)CCl)CC1,DUN-NEW-f8ce3686-25,20200417_moonshot_to_enamine.csv,
CC(NC(=O)CCl)c1cc(O)cc(Cl)c1,DAV-CRI-3edb475e-2,20200417_moonshot_to_enamine.csv,
CC(NC(=O)CCl)c1cc(F)cc(Cl)c1,DAV-CRI-3edb475e-6,20200417_moonshot_to_enamine.csv,
C#CCN1CCN(C(=O)CCl)CC1,TOB-UNK-c2aba166-1,20200417_moonshot_to_enamine.csv,
O=C(CCl)CNC(=O)CC(=O)NCc1ccccc1,GIA-UNK-3f36037a-5,20200417_moonshot_to_enamine.csv,
N#Cc1ccc(CNC(=O)N2CCOCC2)c(CN2CCN(C(=O)CCl)CC2)c1,DAR-DIA-fb20be43-16,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(Cc2cccc(CNC(=O)N3CCOCC3)c2)CC1,TAM-UNI-d1c3dd9f-12,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(Cc2cc(Cl)ccc2CNS(=O)(=O)N2CCOCC2)CC1,STU-CHA-6d5cfe2b-1,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(Cc2cc(Cl)ccc2CNC(=O)N2CCOCC2)CC1,STU-CHA-6cae54d3-1,20200417_moonshot_to_enamine.csv,
O=C1CN(C(=O)NCc2ccc(Cl)cc2CN2CCN(C(=O)CCl)CC2)CCN1,STU-CHA-5350f95a-1,20200417_moonshot_to_enamine.csv,
O=C(NCc1ccc(Cl)cc1CN1CCN(C(=O)CCl)CC1)[C@@H]1CCCOC1,STU-CHA-7b3b91d5-1,20200417_moonshot_to_enamine.csv,
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NC(CN1CCN(C(=O)CCl)CC1)c1ccccc1,NIM-UNI-ed9fc491-4,20200417_moonshot_to_enamine.csv,
Cc1ccc(CCC(c2cccc(C#N)c2)N2CCN(C(=O)CCl)CC2)cc1,PAU-WEI-b9b69149-6,20200417_moonshot_to_enamine.csv,
Cc1ccc(CCC(c2cccc(Cl)c2)N2CCN(C(=O)CCl)CC2)cc1,PAU-WEI-b9b69149-3,20200417_moonshot_to_enamine.csv,
N#Cc1cccc(C(CCc2ccccc2)N2CCN(C(=O)CCl)CC2)c1,PAU-WEI-b9b69149-4,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCN(C(CCc2ccccc2)c2cccc(Cl)c2)CC1,PAU-WEI-b9b69149-1,20200417_moonshot_to_enamine.csv,
CC(CCc1ccccc1)N1CCN(C(=O)CCl)CC1,MAK-UNK-af83ef51-2,20200417_moonshot_to_enamine.csv,
N#Cc1cccc(C(CCc2ccc(C(F)(F)F)cc2)N2CCN(C(=O)CCl)CC2)c1,PAU-WEI-b9b69149-5,20200417_moonshot_to_enamine.csv,
CC(NC(=O)CCl)c1ccccc1CNC(=O)N1CCOCC1,TAM-UNI-d1c3dd9f-21,20200417_moonshot_to_enamine.csv,
C=CC(=O)Nc1c(C)cccc1CC(=O)Nc1cccnc1Cl,AGN-NEW-cce853d0-1,20200417_moonshot_to_enamine.csv,
C=C(C(=O)Nc1ccccc1)c1cccnc1,BEN-DND-031a96cc-8,20200417_moonshot_to_enamine.csv,
NS(=O)(=O)c1ccc2c(c1)N(CCCN1CCN(C(=O)CCl)CC1)CCC2,PAU-UNI-2d648ace-1,20200417_moonshot_to_enamine.csv,
NS(=O)(=O)c1cccc(-n2cc(CN3CCN(C(=O)CCl)CC3)nn2)c1,NIM-UNI-594fbbb6-3,20200417_moonshot_to_enamine.csv,
COc1ccc(-n2cc(CN3CCN(C(=O)CCl)CC3)nn2)cc1,ANT-STE-dbb91f63-1,20200417_moonshot_to_enamine.csv,
O=C(NC1CCN(C(=O)CCl)CC1NCc1ccccc1)c1ccccc1,SIM-SYN-7db9eb24-1,20200417_moonshot_to_enamine.csv,
Cc1ccc(S(=O)(=O)NC2CCN(C(=O)CCl)CC2)cc1,WAR-XCH-79d12f6e-4,20200417_moonshot_to_enamine.csv,
NC(=O)/C=C/CCC(O)c1ccc(/C=C/c2cc(O)cc(O)c2)cc1,VIT-UNK-026187e6-3,20200417_moonshot_to_enamine.csv,
NC(=O)C1CCCC1c1ccccc1CNC(=O)CCl,NIR-THE-99f25457-3,20200417_moonshot_to_enamine.csv,
CC(=O)NCCc1c[nH]c2c(CNC(=O)CCl)cccc12,DUN-NEW-f8ce3686-21,20200417_moonshot_to_enamine.csv,
CC(=O)NCCc1cn(C)c2cc(C(C)NC(=O)CCl)ccc12,TAM-UNI-d1c3dd9f-23,20200417_moonshot_to_enamine.csv,
CC(NC(=O)CCl)C1=CC(Cl)=CC2CC=NC12,DAV-CRI-eab5efcb-6,20200417_moonshot_to_enamine.csv,
CC(NC(=O)CCl)C1=CC(Cl)=CC2CNCC12,DAV-CRI-eab5efcb-5,20200417_moonshot_to_enamine.csv,
CN(C)C/C=C/C(=O)NCc1c[nH]c2ccccc12,ANT-OPE-ab37bd51-2,20200417_moonshot_to_enamine.csv,
C=CC(=O)N1CCN(CC2=CNC3C=CC(C#N)=CC23)CC1,JAN-GHE-bf40f168-9,20200417_moonshot_to_enamine.csv,
C=CC(=O)N1CC(NCC2=CNC3C=CC(C#N)=CC23)C1,JAN-GHE-bf40f168-10,20200417_moonshot_to_enamine.csv,
CN(C)C/C=C/C(=O)Nc1c[nH]c2ccccc12,ANT-OPE-ab37bd51-1,20200417_moonshot_to_enamine.csv,
N#Cc1cccc(C2CN(C(=O)CCl)Cc3ccccc32)c1,NIR-THE-c331be7a-2,20200417_moonshot_to_enamine.csv,
Cc1cccc(C2CN(C(=O)CCl)Cc3ccccc32)c1,NIR-THE-c331be7a-6,20200417_moonshot_to_enamine.csv,
Nc1cccc(C2CN(C(=O)CCl)Cc3ccccc32)c1,NIR-THE-c331be7a-1,20200417_moonshot_to_enamine.csv,
CNS(=O)(=O)c1ccc(C#N)c(C2CN(C(=O)CCl)Cc3ccccc32)c1,TAM-UNI-d1c3dd9f-10,20200417_moonshot_to_enamine.csv,
O=C(CCl)N1CCOc2cccc(-c3cccnc3)c21,TIM-UNK-6bd61028-2,20200417_moonshot_to_enamine.csv,
C=C(CN(C)C)C(=O)N1Cc2ccccc2C(c2ccccc2)C1,REN-UFA-aaaed2d6-3,20200417_moonshot_to_enamine.csv,
C=C(CCN(C)C)C(=O)N1Cc2ccccc2C(c2ccccc2)C1,REN-UFA-aaaed2d6-2,20200417_moonshot_to_enamine.csv,
NS(=O)(=O)c1ccc2c(c1)N(CCCCC1CCCN(C(=O)CCl)C1)CCC2,PAU-UNI-f4334617-1,20200417_moonshot_to_enamine.csv,
NS(=O)(=O)c1ccc2cccc(CN3CCN(C(=O)CCl)C(c4cccnc4)C3)c2c1,NIM-UNI-363644a0-1,20200417_moonshot_to_enamine.csv,
