SMILES,CID,Comments,,,,
O=C(Cc1cccc(Cl)n1)Nc1cncc2ccccc12,MAT-POS-afd4d4fd-2,"Acid is widely available in-stock, also MADE from Enamine: https://chem-space.com/CSSB00000090259-C77264",,,,
