SMILES,CID,Comments,,,,
O=C(Cc1cccc(Cl)c1)Nc1cccc2[nH]ncc12,VLA-UCB-00f2c2b3-7 ,CYQCEAJKJVOFMS-UHFFFAOYSA-N,,,,
